# reproduction_conditioned_linf=0.00000000000000000e+00
# production_rerun_conditioned_linf=0.00000000000000000e+00
# tolerance=4.99999999999999990e-13
# global_actual_maximum=2.07099233007457829e-13 component=19 radius=5.33085065913499356e-01 rank=1 gid=7
# at_global_max_actual=2.07099233007457829e-13 principal=0.00000000000000000e+00 vacuum=2.07099233007457829e-13 ordinary_gauge=0.00000000000000000e+00 gamma0=0.00000000000000000e+00 gamma2=0.00000000000000000e+00 driver=0.00000000000000000e+00 KO=0.00000000000000000e+00 sum=2.07099233007457829e-13
sector	family	maximum	component	radius	rank	gid	x	y	z	i	j	k
actual	Psi	0.00000000000000000e+00	0	1.03219653530710898e+00	11	58	3.12500000000000000e-02	1.03125000000000000e+00	3.12500000000000000e-02	0	0	0
actual	Pi	2.07099233007457829e-13	19	5.33085065913499356e-01	1	7	-3.12500000000000000e-02	-3.12500000000000000e-02	-5.31250000000000000e-01	15	15	7
actual	Phi	0.00000000000000000e+00	20	1.03219653530710898e+00	11	58	3.12500000000000000e-02	1.03125000000000000e+00	3.12500000000000000e-02	0	0	0
actual	Hhat	0.00000000000000000e+00	50	1.03219653530710898e+00	11	58	3.12500000000000000e-02	1.03125000000000000e+00	3.12500000000000000e-02	0	0	0
actual	theta	0.00000000000000000e+00	54	1.03219653530710898e+00	11	58	3.12500000000000000e-02	1.03125000000000000e+00	3.12500000000000000e-02	0	0	0
actual	Upsilon	0.00000000000000000e+00	58	1.03219653530710898e+00	11	58	3.12500000000000000e-02	1.03125000000000000e+00	3.12500000000000000e-02	0	0	0
principal	Psi	0.00000000000000000e+00	0	1.03219653530710898e+00	11	58	3.12500000000000000e-02	1.03125000000000000e+00	3.12500000000000000e-02	0	0	0
principal	Pi	0.00000000000000000e+00	10	1.03219653530710898e+00	11	58	3.12500000000000000e-02	1.03125000000000000e+00	3.12500000000000000e-02	0	0	0
principal	Phi	0.00000000000000000e+00	20	1.03219653530710898e+00	11	58	3.12500000000000000e-02	1.03125000000000000e+00	3.12500000000000000e-02	0	0	0
covariant_vacuum_source	Pi	2.07099233007457829e-13	19	5.33085065913499356e-01	1	7	-3.12500000000000000e-02	-3.12500000000000000e-02	-5.31250000000000000e-01	15	15	7
ordinary_gauge_increment	Pi	0.00000000000000000e+00	10	1.03219653530710898e+00	11	58	3.12500000000000000e-02	1.03125000000000000e+00	3.12500000000000000e-02	0	0	0
gamma0_damping	Pi	0.00000000000000000e+00	10	1.03219653530710898e+00	11	58	3.12500000000000000e-02	1.03125000000000000e+00	3.12500000000000000e-02	0	0	0
gamma2_damping	Pi	0.00000000000000000e+00	10	1.03219653530710898e+00	11	58	3.12500000000000000e-02	1.03125000000000000e+00	3.12500000000000000e-02	0	0	0
gamma2_damping	Phi	0.00000000000000000e+00	20	1.03219653530710898e+00	11	58	3.12500000000000000e-02	1.03125000000000000e+00	3.12500000000000000e-02	0	0	0
driver	Hhat	0.00000000000000000e+00	50	1.03219653530710898e+00	11	58	3.12500000000000000e-02	1.03125000000000000e+00	3.12500000000000000e-02	0	0	0
driver	theta	0.00000000000000000e+00	54	1.03219653530710898e+00	11	58	3.12500000000000000e-02	1.03125000000000000e+00	3.12500000000000000e-02	0	0	0
driver	Upsilon	0.00000000000000000e+00	58	1.03219653530710898e+00	11	58	3.12500000000000000e-02	1.03125000000000000e+00	3.12500000000000000e-02	0	0	0
KO	Psi	0.00000000000000000e+00	0	1.03219653530710898e+00	11	58	3.12500000000000000e-02	1.03125000000000000e+00	3.12500000000000000e-02	0	0	0
KO	Pi	0.00000000000000000e+00	10	1.03219653530710898e+00	11	58	3.12500000000000000e-02	1.03125000000000000e+00	3.12500000000000000e-02	0	0	0
KO	Phi	0.00000000000000000e+00	20	1.03219653530710898e+00	11	58	3.12500000000000000e-02	1.03125000000000000e+00	3.12500000000000000e-02	0	0	0
KO	Hhat	0.00000000000000000e+00	50	1.03219653530710898e+00	11	58	3.12500000000000000e-02	1.03125000000000000e+00	3.12500000000000000e-02	0	0	0
KO	theta	0.00000000000000000e+00	54	1.03219653530710898e+00	11	58	3.12500000000000000e-02	1.03125000000000000e+00	3.12500000000000000e-02	0	0	0
KO	Upsilon	0.00000000000000000e+00	58	1.03219653530710898e+00	11	58	3.12500000000000000e-02	1.03125000000000000e+00	3.12500000000000000e-02	0	0	0
