# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    1    104     32     31      0      0      0      0      0      0   1215   1410   8761   8761      0 
    2    106     32     31      0      0      0      0      0      0   1215   1410   8761   8761      0 
    3    102     32     33      0      0      0      0      0      0   1215   1410   8761   8761      0 
    0    105     33     31      0      0      0      0      0      0   1215   1410   8761   8761      0 
    1    101     32     30      0      0      0      0      0      0   1215   1410   8761   8761      0 
    2    102     34     31      0      0      0      0      0      0   1215   1410   8761   8761      0 
    3     99     33     39      0      0      0      0      0      0   1215   1410   8761   8761      0 
    0    107     35     34      0      0      0      0      0      0   1215   1410   8761   8761      0 
    1    104     32     31      0      0      0      0      0      0   1215   1410   8761   8761      0 
    2    107     33     31      0      0      0      0      0      0   1215   1410   8761   8761      0 
    3    102     32     33      0      0      0      0      0      0   1215   1410   8761   8761      0 
    0    105     33     31      0      0      0      0      0      0   1215   1410   8761   8761      0 
    1    101     32     30      0      0      0      0      0      0   1215   1410   8761   8761      0 
    2    102     34     32      0      0      0      0      0      0   1215   1410   8761   8761      0 
    3    100     33     39      0      0      0      0      0      0   1215   1410   8761   8761      0 
    0    107     35     34      0      0      0      0      0      0   1215   1410   8761   8761      0 
    1    104     32     31      0      0      0      0      0      0   1215   1410   8761   8761      0 
    2    107     33     31      0      0      0      0      0      0   1215   1410   8761   8761      0 
    3    102     32     33      0      0      0      0      0      0   1215   1410   8761   8761      0 
    0    105     33     31      0      0      0      0      0      0   1215   1410   8761   8761      0 
    1    101     32     30      0      0      0      0      0      0   1215   1410   8761   8761      0 
    2    103     34     32      0      0      0      0      0      0   1215   1410   8761   8761      0 
    3    100     33     39      0      0      0      0      0      0   1215   1410   8761   8761      0 
    0    107     35     34      0      0      0      0      0      0   1215   1410   8761   8761      0 
    1    104     32     31      0      0      0      0      0      0   1215   1410   8761   8761      0 
    2    107     33     31      0      0      0      0      0      0   1215   1410   8761   8761      0 
    3    102     32     33      0      0      0      0      0      0   1215   1410   8761   8761      0 
    0    105     33     31      0      0      0      0      0      0   1215   1410   8761   8761      0 
    1    101     32     30      0      0      0      0      0      0   1215   1410   8761   8761      0 
    2    103     34     32      0      0      0      0      0      0   1215   1410   8761   8761      0 
    3    100     33     39      0      0      0      0      0      0   1215   1410   8761   8761      0 
    0    107     35     34      0      0      0      0      0      0   1215   1410   8761   8761      0 
    1    104     32     31      0      0      0      0      0      0   1215   1410   8761   8761      0 
    2    107     33     32      0      0      0      0      0      0   1215   1410   8761   8761      0 
    3    102     32     33      0      0      0      0      0      0   1215   1410   8761   8761      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    105     33     32      0      0      0      0      0      0   1215   1410   8761   8761      0 
    1    101     32     30      0      0      0      0      0      0   1215   1410   8761   8761      0 
    2    102     34     32      0      0      0      0      0      0   1215   1410   8761   8761      0 
    3    100     33     39      0      0      0      0      0      0   1215   1410   8761   8761      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    107     35     34      0      0      0      0      0      0   1215   1410   8761   8761      0 
    1    104     32     31      0      0      0      0      0      0   1215   1410   8761   8761      0 
    2    107     33     32      0      0      0      0      0      0   1215   1410   8761   8761      0 
    3    102     32     33      0      0      0      0      0      0   1215   1410   8761   8761      0 
    0    262     39     40      4      3      0      0      0      0   1215   1410   9033   9033      0 
    1    254     38     40     90     61      0      0      0      0   1215   1410   9033   9033      0 
    2    308     41     42     91     59      0      0      0      0   1215   1410   9033   9033      0 
    3    245     39     43     81     54      0      0      0      0   1215   1410   9033   9033      0 
    0    133     40     41     89     58      0      0      0      0   1215   1410   9033   9033      0 
    1    172     37     40     92     62      0      0      0      0   1215   1410   9033   9033      0 
    2    318     37     38     93     61      0      0      0      0   1215   1410   9033   9033      0 
    3    257     36     39     92     58      0      0      0      0   1215   1410   9033   9033      0 
    0    103     34     33      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1     99     33     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    101     35     33      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3     98     35     40      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    105     36     36      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1    105     33     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    104     34     33      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3     99     32     34      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    102     34     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1     99     33     31      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    101     35     33      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3     98     34     40      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    104     36     35      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1    104     33     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    104     34     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3     99     32     34      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    102     34     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1     99     33     31      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    101     35     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3     98     34     40      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    104     36     35      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1    104     33     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    103     33     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3     99     32     33      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    102     34     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1     98     33     31      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    101     35     33      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3     98     34     40      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    104     36     35      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1    104     33     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    104     33     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3     99     32     34      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    102     34     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1     98     33     30      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    101     35     33      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3     98     34     40      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    104     36     35      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1    104     33     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    104     33     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3     99     32     33      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    102     34     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1     98     32     31      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    101     35     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3     98     34     40      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    104     36     35      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1    104     33     31      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    104     33     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3     99     32     33      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    102     34     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1     98     32     31      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    101     35     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3     98     34     40      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    104     36     35      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1    104     33     31      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    103     33     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3    102     32     33      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    102     34     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1     98     32     30      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    101     35     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3     98     34     40      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    104     35     35      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1    104     33     31      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    104     33     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3    102     32     33      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    268     38     39     38     26      0      0      0      0   1215   1410   9033   9033      0 
    1    192     37     38      7      6      0      0      0      0   1215   1410   9033   9033      0 
    2    270     40     42      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3    270     39     43     23     16      0      0      0      0   1215   1410   9033   9033      0 
    0    110     38     39     59     37      0      0      0      0   1215   1410   9033   9033      0 
    1    112     35     35     90     60      0      0      0      0   1215   1410   9033   9033      0 
    2    115     35     35     89     60      0      0      0      0   1215   1410   9033   9033      0 
    3    122     35     36     90     59      0      0      0      0   1215   1410   9033   9033      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    103     34     33      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1     99     33     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    101     35     34      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3     98     34     40      0      0      0      0      0      0   1215   1410   9033   9033      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    105     36     35      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1    105     33     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    103     34     33      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3    102     33     34      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    102     34     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1     99     33     31      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    101     35     33      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3     98     34     40      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    104     36     35      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1    104     33     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    104     34     33      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3    102     32     34      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    102     34     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1     98     33     31      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    101     35     33      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3     98     34     40      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    104     36     35      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1    104     33     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    104     34     33      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3    102     32     33      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    102     34     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1     99     33     31      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    101     35     33      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3     98     34     40      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    104     36     35      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1    104     33     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    104     33     33      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3    102     32     33      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    102     34     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1     98     33     31      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    101     35     33      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3     98     34     40      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    104     36     35      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1    104     33     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    104     33     33      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3    102     32     34      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    102     34     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1     98     33     31      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    101     35     33      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3     98     34     40      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    104     36     35      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1    104     33     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    104     33     33      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3    102     32     34      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    102     34     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1     98     33     31      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    101     35     33      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3     98     34     40      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    104     36     35      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1    104     33     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    104     33     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3    102     32     34      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    102     34     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1     99     33     31      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    101     35     33      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3     98     34     40      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    104     36     35      0      0      0      0      0      0   1215   1410   9033   9033      0 
    1    104     33     32      0      0      0      0      0      0   1215   1410   9033   9033      0 
    2    103     33     33      0      0      0      0      0      0   1215   1410   9033   9033      0 
    3    102     32     34      0      0      0      0      0      0   1215   1410   9033   9033      0 
    0    105     34     33     34     12      0      0      0      0   1215   1410   1195   1195      0 
    1    102     33     31     96     12      0      0      0      0   1215   1410   1195   1195      0 
    2    104     35     33     75     14      0      0      0      0   1215   1410   1195   1195      0 
    3     98     34     40     21     12      0      0      0      0   1215   1410   1195   1195      0 
    0    104     36     35     97      3      0      0      0      0   1215   1410   1195   1195      0 
    1    104     33     32     49      2      0      0      0      0   1215   1410   1193   1193      0 
    2    104     34     33     84      6      0      0      0      0   1215   1410   1195   1195      0 
    3    102     32     34     68      2      0      0      0      0   1215   1410   1195   1195      0 
    0    102     34     32      0      0      0      0      0      0   1215   1410      0      1      0 
    1     98     33     31      0      0      0      0      0      0   1215   1410      0      1      0 
    2    101     35     33      0      0      0      0      0      0   1215   1410      0      1      0 
    3     98     34     40      0      0      0      0      0      0   1215   1410      0      1      0 
    0    104     36     35      0      0      0      0      0      0   1215   1410      0      1      0 
    1    104     33     32      0      0      0      0      0      0   1215   1410      0      1      0 
    2    104     33     33      0      0      0      0      0      0   1215   1410      0      1      0 
    3    102     32     34      0      0      0      0      0      0   1215   1410      0      1      0 
    0     71     33     31      0      0      0      0      0      0   1215   1095      0      1      0 
    1     61     31     30      0      0      0      0      0      0   1215    780      0      1      0 
    2     70     34     33      0      0      0      0      0      0   1215   1095      0      1      0 
    3     69     33     40      0      0      0      0      0      0   1215   1095      0      1      0 
    0     63     34     34      0      0      0      0      0      0   1215    435      0      1      0 
    1     61     31     32      0      0      0      0      0      0   1215    705      0      1      0 
    2     62     32     32      0      0      0      0      0      0   1215    720      0      1      0 
    3     61     30     33      0      0      0      0      0      0   1215    720      0      1      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0     55     31     31      0      0      0      0      0      0   1215    315      0      1      0 
    1     52     30     30      0      0      0      0      0      0   1215    240      0      1      0 
    2     54     32     32      0      0      0      0      0      0   1215    270      0      1      0 
    3     53     31     39      0      0      0      0      0      0   1215    285      0      1      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0     58     33     33      0      0      0      0      0      0   1215    270      0      1      0 
    1     54     30     31      0      0      0      0      0      0   1215    240      0      1      0 
    2     54     31     32      0      0      0      0      0      0   1215    240      0      1      0 
    3     53     29     33      0      0      0      0      0      0   1215    225      0      1      0 
    0     54     31     31      0      0      0      0      0      0   1215    210      0      1      0 
    1     52     30     29      0      0      0      0      0      0   1215    210      0      1      0 
    2     53     32     32      0      0      0      0      0      0   1215    210      0      1      0 
    3     52     31     39      0      0      0      0      0      0   1215    210      0      1      0 
    0     56     32     33      0      0      0      0      0      0   1215    210      0      1      0 
    1     53     30     31      0      0      0      0      0      0   1215    210      0      1      0 
    2     53     30     32      0      0      0      0      0      0   1215    210      0      1      0 
    3     53     29     32      0      0      0      0      0      0   1215    210      0      1      0 
    0     54     31     31      0      0      0      0      0      0   1215    210      0      1      0 
    1     52     29     29      0      0      0      0      0      0   1215    210      0      1      0 
    2     53     31     32      0      0      0      0      0      0   1215    210      0      1      0 
    3     52     31     39      0      0      0      0      0      0   1215    210      0      1      0 
    0     56     32     32      0      0      0      0      0      0   1215    210      0      1      0 
    1     53     29     30      0      0      0      0      0      0   1215    210      0      1      0 
    2     53     30     31      0      0      0      0      0      0   1215    210      0      1      0 
    3     53     29     32      0      0      0      0      0      0   1215    210      0      1      0 
    0     53     30     30      0      0      0      0      0      0   1215    210      0      1      0 
    1     51     29     29      0      0      0      0      0      0   1215    210      0      1      0 
    2     53     31     32      0      0      0      0      0      0   1215    210      0      1      0 
    3     52     30     39      0      0      0      0      0      0   1215    210      0      1      0 
    0     56     32     32      0      0      0      0      0      0   1215    210      0      1      0 
    1     53     29     30      0      0      0      0      0      0   1215    210      0      1      0 
    2     53     30     31      0      0      0      0      0      0   1215    210      0      1      0 
    3     53     29     32      0      0      0      0      0      0   1215    210      0      1      0 
    0     54     30     30      0      0      0      0      0      0   1215    210      0      1      0 
    1     51     29     29      0      0      0      0      0      0   1215    210      0      1      0 
    2     53     31     32      0      0      0      0      0      0   1215    210      0      1      0 
    3     52     30     39      0      0      0      0      0      0   1215    210      0      1      0 
    0     56     32     32      0      0      0      0      0      0   1215    210      0      1      0 
    1     53     29     30      0      0      0      0      0      0   1215    210      0      1      0 
    2     53     30     31      0      0      0      0      0      0   1215    210      0      1      0 
    3     53     29     32      0      0      0      0      0      0   1215    210      0      1      0 
    0     53     30     30      0      0      0      0      0      0   1215    210      0      1      0 
    1     51     29     29      0      0      0      0      0      0   1215    210      0      1      0 
    2     53     31     31      0      0      0      0      0      0   1215    210      0      1      0 
    3     52     30     39      0      0      0      0      0      0   1215    210      0      1      0 
    0     56     32     32      0      0      0      0      0      0   1215    210      0      1      0 
    1     53     29     30      0      0      0      0      0      0   1215    210      0      1      0 
    2     53     29     31      0      0      0      0      0      0   1215    210      0      1      0 
    3     53     29     32      0      0      0      0      0      0   1215    210      0      1      0 
    0     54     30     30      0      0      0      0      0      0   1215    210      0      1      0 
    1     51     29     29      0      0      0      0      0      0   1215    210      0      1      0 
    2     53     31     31      0      0      0      0      0      0   1215    210      0      1      0 
    3     52     30     39      0      0      0      0      0      0   1215    210      0      1      0 
    0     56     32     32      0      0      0      0      0      0   1215    210      0      1      0 
    1     53     29     30      0      0      0      0      0      0   1215    210      0      1      0 
    2     53     29     31      0      0      0      0      0      0   1215    210      0      1      0 
    3     53     29     32      0      0      0      0      0      0   1215    210      0      1      0 
    0     54     30     30      0      0      0      0      0      0   1215    210      0      1      0 
    1     51     29     29      0      0      0      0      0      0   1215    210      0      1      0 
    2     53     31     31      0      0      0      0      0      0   1215    210      0      1      0 
    3     52     30     38      0      0      0      0      0      0   1215    210      0      1      0 
    0     56     31     31      0      0      0      0      0      0   1215    210      0      1      0 
    1     53     29     30      0      0      0      0      0      0   1215    210      0      1      0 
    2     53     29     31      0      0      0      0      0      0   1215    210      0      1      0 
    3     53     29     32      0      0      0      0      0      0   1215    210      0      1      0 
srun: forcing job termination
srun: Job step aborted: Waiting up to 32 seconds for job step to finish.
[2026-08-18T02:22:07.716] error: *** STEP 57196231.8 ON nid001133 CANCELLED AT 2026-08-18T02:22:07 DUE to SIGNAL Killed ***
srun: error: nid001136: task 1: Killed
srun: Terminating StepId=57196231.8
srun: error: nid001133: task 0: Killed
