coordinate_time,trusted_radius,resolution,field,ring_rms,linf,samples
3.0,11.54686290681892,n128,con_H,0.0005662260859686214,0.009098985273019913,3250
3.0,11.54686290681892,n128,con_M,1.160764032628033e-06,2.7355834194800854e-05,3250
3.0,11.54686290681892,n128,con_Z,5.370482452215946e-07,6.865816299224264e-06,3250
3.0,11.54686290681892,n256,con_C,6.926229664789161e-08,1.1832862325235602e-06,3250
3.0,11.54686290681892,n256,con_H,6.31514382646553e-05,0.0007369747427958652,3250
3.0,11.54686290681892,n256,con_M,4.35443928037052e-08,9.124375702703149e-07,3250
3.0,11.54686290681892,n256,con_Z,4.0207992339020915e-09,5.0276284280743946e-08,3250
3.0,11.54686290681892,n512,con_C,6.560466124814335e-10,1.5196768217614264e-08,3250
3.0,11.54686290681892,n512,con_H,5.372399487403439e-06,6.436650722472679e-05,3250
3.0,11.54686290681892,n512,con_M,4.530521656922458e-10,1.1668710281456361e-08,3250
3.0,11.54686290681892,n512,con_Z,2.01187620502835e-11,1.9697221797587256e-10,3250
4.0,10.17561924638769,n128,con_C,7.5318754139676796e-06,0.00015798509167740463,2518
4.0,10.17561924638769,n128,con_H,0.0008416361040736004,0.010427642772478684,2518
4.0,10.17561924638769,n128,con_M,1.3620655368697467e-06,3.316461921009827e-05,2518
4.0,10.17561924638769,n128,con_Z,7.922603573340162e-07,7.768723690631053e-06,2518
4.0,10.17561924638769,n256,con_C,7.9396328681066e-08,9.73115630352436e-07,2518
4.0,10.17561924638769,n256,con_H,9.389511956162234e-05,0.0007605066930957005,2518
4.0,10.17561924638769,n256,con_M,3.6872510945156114e-08,5.777903181934059e-07,2518
4.0,10.17561924638769,n256,con_Z,3.8728916383781285e-09,3.836354256301233e-08,2518
4.0,10.17561924638769,n512,con_C,8.434164512516098e-10,1.2201679192776024e-08,2518
4.0,10.17561924638769,n512,con_H,8.803334405998466e-06,6.934636091829468e-05,2518
4.0,10.17561924638769,n512,con_M,4.691701063685862e-10,8.161944469016039e-09,2518
4.0,10.17561924638769,n512,con_Z,2.1065205607820417e-11,1.8999601685697454e-10,2518
5.0,8.779595339396998,n128,con_C,1.2342669240900388e-05,0.0002736545324509239,1863
5.0,8.779595339396998,n128,con_H,0.001210031236884435,0.008872102990906745,1863
5.0,8.779595339396998,n128,con_M,1.912729604174309e-06,2.7837071096558523e-05,1863
5.0,8.779595339396998,n128,con_Z,8.699623311924382e-07,5.719720495409915e-06,1863
5.0,8.779595339396998,n256,con_C,2.4290412618209104e-07,7.741955347053624e-06,1863
5.0,8.779595339396998,n256,con_H,0.0001362257727745562,0.001976196966757243,1863
5.0,8.779595339396998,n256,con_M,2.9584236627809413e-08,3.192657154568729e-07,1863
5.0,8.779595339396998,n256,con_Z,4.842061030589636e-09,3.015273761231188e-08,1863
5.0,8.779595339396998,n512,con_C,2.1405770237443567e-09,6.436345906357857e-08,1863
5.0,8.779595339396998,n512,con_H,1.0812650093877147e-05,0.00011305231804179107,1863
5.0,8.779595339396998,n512,con_M,5.394017605240888e-10,7.43498349038239e-09,1863
5.0,8.779595339396998,n512,con_Z,3.074994594751643e-11,2.3042280648683748e-10,1863
6.0,7.365876001069918,n128,con_C,5.993160416747702e-05,0.0015872087052029118,1309
6.0,7.365876001069918,n128,con_H,0.0016976795032165918,0.013171532179537987,1309
6.0,7.365876001069918,n128,con_M,3.8757102472185375e-06,3.799169203686701e-05,1309
6.0,7.365876001069918,n128,con_Z,8.087176731164133e-07,4.082389532926845e-06,1309
6.0,7.365876001069918,n256,con_C,5.529050256723664e-06,0.00015014472516518612,1309
6.0,7.365876001069918,n256,con_H,0.0001578678171441335,0.0019109965759850451,1309
6.0,7.365876001069918,n256,con_M,1.3236476323157849e-07,1.9953030641347844e-06,1309
6.0,7.365876001069918,n256,con_Z,5.204286270809212e-09,3.383925188085727e-08,1309
6.0,7.365876001069918,n512,con_C,1.3330963328674348e-07,3.6221752953253116e-06,1309
6.0,7.365876001069918,n512,con_H,1.6202178582674824e-05,0.000109970123064233,1309
6.0,7.365876001069918,n512,con_M,1.1536213992589976e-09,1.701125017056379e-08,1309
6.0,7.365876001069918,n512,con_Z,2.7680262534514843e-11,5.191608411354441e-10,1309
6.5,6.652940967099994,n128,con_C,0.00014910986430009633,0.00341204390861094,1056
6.5,6.652940967099994,n128,con_H,0.0021270236593813716,0.019131628796458244,1056
6.5,6.652940967099994,n128,con_M,8.927324819137454e-06,0.00011687001097016037,1056
6.5,6.652940967099994,n128,con_Z,9.68477431871875e-07,4.470928615774028e-06,1056
6.5,6.652940967099994,n256,con_C,2.397728170488684e-05,0.0005535346572287381,1056
6.5,6.652940967099994,n256,con_H,0.0002785914107190762,0.005014633294194937,1056
6.5,6.652940967099994,n256,con_M,3.843195333973942e-07,7.5414595812617335e-06,1056
6.5,6.652940967099994,n256,con_Z,3.98496409226054e-08,9.087574426303036e-07,1056
6.5,6.652940967099994,n512,con_C,1.0296878652377564e-06,2.3778244212735444e-05,1056
6.5,6.652940967099994,n512,con_H,1.945238937255984e-05,0.00013394489360507578,1056
6.5,6.652940967099994,n512,con_M,9.696112859810925e-09,2.077616727547138e-07,1056
6.5,6.652940967099994,n512,con_Z,2.9789484995522834e-09,6.878906333440682e-08,1056
