57010450|cartoon-r4-domain64-zero-restart-v8|FAILED|1:0|5367|1||32|billing=32,cpu=32,energy=4682279,gres/gpu:a100=1,gres/gpu=1,mem=57472M,node=1|nid008192
57010450.extern|extern|COMPLETED|0:0|5367|1|1|32|billing=32,cpu=32,gres/gpu:a100=1,gres/gpu=1,mem=57472M,node=1|nid008192
57010450.0|python3|FAILED|1:0|5340|1|1|32|cpu=32,gres/gpu:a100=1,gres/gpu=1,mem=57472M,node=1|nid008192
