cycle,time_hex,rk_stage,tree_checksum,gamma0,gamma1,beta_stage,dt,dt_hex,candidate_min,min_gid,min_i,min_j,min_rho,min_z,nonpositive,nonfinite
11,0x1.a666666666664p-5,3,780255f2b66ca8c4,-3.8438336996600251,2.121209265338722,1.131678018054042,0.0023437499999999999,0x1.3333333333333p-9,0.33171575278643811,7,56,67,3.640625,-0.015625,0,0
11,0x1.a666666666664p-5,4,780255f2b66ca8c4,0.54637089112186299,0.19865303568270501,0.31066576650933603,0.0023437499999999999,0x1.3333333333333p-9,0.33171576027862382,7,56,67,3.640625,-0.015625,0,0
12,0x1.b999999999997p-5,1,780255f2b66ca8c4,0,1,1.1937439059747379,0.0023437499999999999,0x1.3333333333333p-9,0.33171678478861383,7,56,67,3.640625,-0.015625,0,0
12,0x1.b999999999997p-5,2,780255f2b66ca8c4,0.121098479554482,0.72178167811141103,0.099279895495783005,0.0023437499999999999,0x1.3333333333333p-9,0.33171613497073366,7,56,67,3.640625,-0.015625,0,0
12,0x1.b999999999997p-5,3,780255f2b66ca8c4,-3.8438336996600251,2.121209265338722,1.131678018054042,0.0023437499999999999,0x1.3333333333333p-9,0.33171662979179134,7,56,67,3.640625,-0.015625,0,0
12,0x1.b999999999997p-5,4,780255f2b66ca8c4,0.54637089112186299,0.19865303568270501,0.31066576650933603,0.0023437499999999999,0x1.3333333333333p-9,0.33171663727636458,7,56,67,3.640625,-0.015625,0,0
13,0x1.ccccccccccccap-5,1,780255f2b66ca8c4,0,1,1.1937439059747379,0.0023437499999999999,0x1.3333333333333p-9,0.33171770657973104,7,56,67,3.640625,-0.015625,0,0
13,0x1.ccccccccccccap-5,2,780255f2b66ca8c4,0.121098479554482,0.72178167811141103,0.099279895495783005,0.0023437499999999999,0x1.3333333333333p-9,0.33171702815133047,7,56,67,3.640625,-0.015625,0,0
13,0x1.ccccccccccccap-5,3,780255f2b66ca8c4,-3.8438336996600251,2.121209265338722,1.131678018054042,0.0023437499999999999,0x1.3333333333333p-9,0.33171754430042028,7,56,67,3.640625,-0.015625,0,0
13,0x1.ccccccccccccap-5,4,780255f2b66ca8c4,0.54637089112186299,0.19865303568270501,0.31066576650933603,0.0023437499999999999,0x1.3333333333333p-9,0.33171755177682255,7,56,67,3.640625,-0.015625,0,0
14,0x1.dfffffffffffdp-5,1,780255f2b66ca8c4,0,1,1.1937439059747379,0.0023437499999999999,0x1.3333333333333p-9,0.33171866582355203,7,56,67,3.640625,-0.015625,0,0
14,0x1.dfffffffffffdp-5,2,780255f2b66ca8c4,0.121098479554482,0.72178167811141103,0.099279895495783005,0.0023437499999999999,0x1.3333333333333p-9,0.33171795881624822,7,56,67,3.640625,-0.015625,0,0
14,0x1.dfffffffffffdp-5,3,780255f2b66ca8c4,-3.8438336996600251,2.121209265338722,1.131678018054042,0.0023437499999999999,0x1.3333333333333p-9,0.33171849626906647,7,56,67,3.640625,-0.015625,0,0
14,0x1.dfffffffffffdp-5,4,780255f2b66ca8c4,0.54637089112186299,0.19865303568270501,0.31066576650933603,0.0023437499999999999,0x1.3333333333333p-9,0.33171850373675954,7,56,67,3.640625,-0.015625,0,0
15,0x1.f33333333333p-5,1,780255f2b66ca8c4,0,1,1.1937439059747379,0.0023437499999999999,0x1.3333333333333p-9,0.33171966247365614,7,56,67,3.640625,-0.015625,0,0
15,0x1.f33333333333p-5,2,780255f2b66ca8c4,0.121098479554482,0.72178167811141103,0.099279895495783005,0.0023437499999999999,0x1.3333333333333p-9,0.33171892692111121,7,56,67,3.640625,-0.015625,0,0
15,0x1.f33333333333p-5,3,780255f2b66ca8c4,-3.8438336996600251,2.121209265338722,1.131678018054042,0.0023437499999999999,0x1.3333333333333p-9,0.33171948565185966,7,56,67,3.640625,-0.015625,0,0
15,0x1.f33333333333p-5,4,780255f2b66ca8c4,0.54637089112186299,0.19865303568270501,0.31066576650933603,0.0023437499999999999,0x1.3333333333333p-9,0.33171949311032645,7,56,67,3.640625,-0.015625,0,0
16,0x1.0333333333332p-4,1,780255f2b66ca8c4,0,1,1.1937439059747379,0.0023437499999999999,0x1.3333333333333p-9,0.33172069648114444,7,56,67,3.640625,-0.015625,0,0
16,0x1.0333333333332p-4,2,780255f2b66ca8c4,0.121098479554482,0.72178167811141103,0.099279895495783005,0.0023437499999999999,0x1.3333333333333p-9,0.33171993241898184,7,56,67,3.640625,-0.015625,0,0
16,0x1.0333333333332p-4,3,780255f2b66ca8c4,-3.8438336996600251,2.121209265338722,1.131678018054042,0.0023437499999999999,0x1.3333333333333p-9,0.33172051240043066,7,56,67,3.640625,-0.015625,0,0
16,0x1.0333333333332p-4,4,780255f2b66ca8c4,0.54637089112186299,0.19865303568270501,0.31066576650933603,0.0023437499999999999,0x1.3333333333333p-9,0.33172051984917755,7,56,67,3.640625,-0.015625,0,0
17,0x1.0ccccccccccccp-4,1,780255f2b66ca8c4,0,1,1.1937439059747379,0.0023437499999999999,0x1.3333333333333p-9,0.33172176779476248,7,56,67,3.640625,-0.015625,0,0
17,0x1.0ccccccccccccp-4,2,780255f2b66ca8c4,0.121098479554482,0.72178167811141103,0.099279895495783005,0.0023437499999999999,0x1.3333333333333p-9,0.33172097526047767,7,56,67,3.640625,-0.015625,0,0
17,0x1.0ccccccccccccp-4,3,780255f2b66ca8c4,-3.8438336996600251,2.121209265338722,1.131678018054042,0.0023437499999999999,0x1.3333333333333p-9,0.33172157646403488,7,56,67,3.640625,-0.015625,0,0
17,0x1.0ccccccccccccp-4,4,780255f2b66ca8c4,0.54637089112186299,0.19865303568270501,0.31066576650933603,0.0023437499999999999,0x1.3333333333333p-9,0.33172158390259276,7,56,67,3.640625,-0.015625,0,0
18,0x1.1666666666666p-4,1,780255f2b66ca8c4,0,1,1.1937439059747379,0.0023437499999999999,0x1.3333333333333p-9,0.33172287636103082,7,56,67,3.640625,-0.015625,0,0
18,0x1.1666666666666p-4,2,780255f2b66ca8c4,0.121098479554482,0.72178167811141103,0.099279895495783005,0.0023437499999999999,0x1.3333333333333p-9,0.3317220553938966,7,56,67,3.640625,-0.015625,0,0
18,0x1.1666666666666p-4,3,780255f2b66ca8c4,-3.8438336996600251,2.121209265338722,1.131678018054042,0.0023437499999999999,0x1.3333333333333p-9,0.33172267778968018,7,56,67,3.640625,-0.015625,0,0
18,0x1.1666666666666p-4,4,780255f2b66ca8c4,0.54637089112186299,0.19865303568270501,0.31066576650933603,0.0023437499999999999,0x1.3333333333333p-9,0.33172268521760556,7,56,67,3.640625,-0.015625,0,0
19,0x1.2p-4,1,780255f2b66ca8c4,0,1,1.1937439059747379,0.0023437499999999999,0x1.3333333333333p-9,0.33172402212438079,7,56,67,3.640625,-0.015625,0,0
19,0x1.2p-4,2,780255f2b66ca8c4,0.121098479554482,0.72178167811141103,0.099279895495783005,0.0023437499999999999,0x1.3333333333333p-9,0.33172317276534774,7,56,67,3.640625,-0.015625,0,0
19,0x1.2p-4,3,780255f2b66ca8c4,-3.8438336996600251,2.121209265338722,1.131678018054042,0.0023437499999999999,0x1.3333333333333p-9,0.33172381632226167,7,56,67,3.640625,-0.015625,0,0
19,0x1.2p-4,4,780255f2b66ca8c4,0.54637089112186299,0.19865303568270501,0.31066576650933603,0.0023437499999999999,0x1.3333333333333p-9,0.33172382373913817,7,56,67,3.640625,-0.015625,0,0
