radius	alpha	l	shift	reference_h	reference_k	omega_spatial	d_omega_spatial	beta_omega	einstein_h_direct	einstein_dt_h	einstein_di_h	einstein_h_same_stage	delta_beta_per_psi	delta_beta_k_per_psi	theta_delta_beta_k_per_psi	target_per_psi	einstein_base_per_psi	einstein_complete_per_psi	target_per_pi	einstein_base_per_pi	einstein_complete_per_pi	target_per_phi	einstein_base_per_phi	einstein_complete_per_phi	target_per_upsilon	einstein_complete_per_upsilon
0.01	0.00453660892412049337	131.788595884743156	0.0054590916147311079	18870.6732961941848	295929113.580510227	15858.6739731167382	3320361.00796714086	85.6091803647406963	2.09181832294622158	440.857925700028787	2.40668380547677695	37739.8358950713629	0.0000344233800630824196	10186.8803485129887	10186.8803485129887	19172.3307704547522	10028996.6374653285	2914244.27663201077	219.928962850014394	37738.047029572661	96958.5181817389832	632927898.288901421	1496379.56897135329	139515640178.66194	4802599.91420224197	1058632118.07116831
0.003	0.00122274071608661505	437.960119342101942	0.0016500156839151965	265042.183330808903	52056674765.0036428	197000.355113893671	137371566.76210064	324.07795409223021	2.10001045594346434	1635.66974885812699	2.69888073932154012	530082.846314269308	2.79189967781404487e-6	145337.01350448419	145337.01350448419	266171.109530943487	522063856.680657277	151027531.577779934	817.334874429063496	530081.047729168831	1336891.02880083099	96219178839.854701	78320331.3863276811	78691400044160.1728	219698494.432310216	179677090606.302731
0.001	0.000368949304774042108	1312.85213664124261	0.000551063230347151306	2926117.80745894941	5732563674466.25062	1960877.90388643956	4101163869.04641212	1079.58915641417677	2.10212646069430261	5420.79893936884446	2.98720297459100702	5852234.09207915287	2.81028833694820942e-7	1611015.6835165476	1611015.6835165476	2929867.52941815107	19096080382.3890011	5519134522.08520414	2709.89946968442223	5852232.29098805467	14689821.2731879708	9496410977147.94695	2868880623.33342321	25739067276367121.3	7233420057.07074525	19605457886689.2111
0.0003	0.000099185819301610838	4375.09193921410898	0.00016541932348075324	40553981.695235606	986121317027207.265	24322184.8259761246	169554001042.001381	4022.37990728425161	2.10279548987168826	20164.1728029514677	3.33554382361323559	81107961.866844847	2.26705679971213208e-8	22355930.3710761332	22355930.3710761332	40567939.631690188	984381423064.068016	284426365102.166334	10081.5864014757339	81107960.0649618006	203286851.430037839	1459272710475020.07	147954218512.861075	1.47125135503248356e+19	333541038851.208229	3362789572135855.92
0.0001	0.0000299084528271465278	13124.4425842025075	0.0000551483668616561849	446196750.556324724	107972733887708740.0	242002345.848993729	5061026622837.0313	13345.0544677204691	2.1029673372331237	66870.7275350830563	3.6878114144106142	892393499.588820783	2.27883604467487428e-9	246052157.825398947	246052157.825398947	446243047.804831581	35917138894369.1821	10377145175174.261	33434.8637675415282	892393497.786734346	2235813666.27485742	144422581346225463.0	5399033026461.09786	4.82882154355840582e+21	11004092586763.4587	367925838570143278.0
0.00003	8.03870157658901512e-6	43747.265223011336	0.0000165453238453838142	6177315982.85580998	1.85400229911086321e+19	3001366425.36305383	209225392430095.034	49657.5997310307297	2.10302158969225428	248796.398391572181	4.11641698295369046	12354631964.1877274	1.8375323658770349e-10	3406789231.02664661	3406789231.02664661	6177488244.24602968	1850035068904384.82	534498648128927.546	124397.699195786091	12354631962.3855768	30949699529.2127761	2.22121843179845221e+19	278105831881333.629	2.7631557293621546e+24	507738808466152.39	6.31617934350035061e+19
0.00001	2.42385659465545156e-6	131241.120414152557	5.51517759357034949e-6	67947347224.1086765	2.0290485167005686e+21	29862248792.2431021	6245087301342961.37	164694.625658668221	2.1030355187140699	825131.323532074598	4.55074578729714467	135894694446.693444	1.84687282995343267e-11	37473945761.5159403	37473945761.5159403	67947918536.0225619	67488660060896086.7	19498222356150619.4	412565.161766037299	135894694444.891277	340420437972.337851	2.1988078503466697e+21	10145302938010078.9	9.07152615874631691e+26	16753955188800402.9	6.91210660966597259e+21
3.0e-6	6.51465633761785441e-7	437469.690878337552	1.65455987338675684e-6	940606496361.33008	3.483573442007336e+23	370354555860.259634	258173846330110966.0	612772.807272531751	2.10303991559117122	3070000.77417946943	5.0795000922236284	1881212992721.13625	1.48916747227400767e-12	518762425711.492898	518762425711.492898	940608622006.134103	3.47601324747539867e+18	1.00425699883281965e+18	1534999.88708973471	1881212992719.33407	4712450841731.98678	3.38200449583844074e+23	522536851799186274.0	5.19137821025122964e+29	773083156697818555.0	1.18668294478370552e+24
1.0e-6	1.96431274112749193e-7	1312408.52540428272	5.51520522211933927e-7	10345962998081.0027	3.81233273317202601e+25	3684852315680.13978	7.70612136509666367e+18	2032270.69363642355	2.10304104442386785	10181678.0908931233	5.61540441768318184	20691925996160.4814	1.49672354537806166e-13	5706008164554.07069	5706008164554.07069	10345970047804.5562	1.26801730262983558e+20	3.6634344617282037e+19	5090838.54544656166	20691925996158.6792	51833279282448.5757	3.34794320501123151e+25	1.90616728557113159e+19	1.70438399900086801e+32	2.55099166167021787e+19	1.29866879558393501e+26
