region,family,variable,coarse_resolution,fine_resolution,rms,ring_rms,linf,linf_rho,linf_z
independent_interior,rhs,rhs_z4c_Azz,128,256,0.00018683834261032156,0.00018825121015152713,0.00240323363229325,3.5,-0.125
independent_interior,rhs,rhs_z4c_Gamx,128,256,0.00043310195440320433,0.00024229536809077667,0.012089440773775266,0.125,2.25
independent_interior,rhs,rhs_z4c_Gamy,128,256,0.00024356239300128506,0.0001673439309613581,0.00495099379033874,0.125,-2.625
independent_interior,rhs,rhs_z4c_Gamz,128,256,0.0,0.0,0.0,0.125,-15.875
independent_interior,rhs,rhs_z4c_Theta,128,256,0.00023954911295222042,0.0002756479448750818,0.0020977819153650094,5.375,-0.25
independent_interior,rhs,rhs_z4c_alpha,128,256,0.00015310108569641155,0.00011614372810802124,0.0012126085802539044,2.375,-0.125
independent_interior,rhs,rhs_z4c_betax,128,256,7.290447053345162e-05,8.300319891549211e-05,0.0008484618989525149,0.125,2.0
independent_interior,rhs,rhs_z4c_betay,128,256,5.753583071693166e-05,4.505674671180879e-05,0.0007963325796040439,5.25,-0.125
independent_interior,rhs,rhs_z4c_betaz,128,256,0.0,0.0,0.0,0.125,-15.875
independent_interior,rhs,rhs_z4c_Bx,128,256,0.0003793640060352525,0.0003786577440555833,0.0017261013942600142,2.375,-0.125
independent_interior,rhs,rhs_z4c_By,128,256,0.0004399882026161025,0.0003220280461238434,0.0015606851292535263,3.25,-3.625
independent_interior,rhs,rhs_z4c_Bz,128,256,0.0,0.0,0.0,0.125,-15.875
independent_interior,constraints,con_C,128,256,2.3211171139631162e-05,3.0236389188099743e-05,0.00025170495944168214,15.875,0.125
independent_interior,constraints,con_H,128,256,0.00023716339391171567,0.0002339634730492156,0.009068795373215663,15.875,-15.875
independent_interior,constraints,con_M,128,256,1.504021381053781e-07,1.7467148226324004e-07,4.977928953547327e-06,5.25,0.25
independent_interior,constraints,con_Z,128,256,5.094711754791497e-06,6.648850382323361e-06,5.6247313766630684e-05,15.875,0.125
independent_interior,constraints,con_Mx,128,256,0.00017578406901244285,0.0001362452730775041,0.005044525638771638,3.875,0.125
independent_interior,constraints,con_My,128,256,0.00015102522233766057,0.000159067251333273,0.00303434132338395,5.25,0.25
independent_interior,constraints,con_Mz,128,256,0.0,0.0,0.0,0.125,-15.875
full,state,state_z4c_chi,256,512,0.0010676400565365616,0.0012559180534218823,0.006630869205340506,16.0,0.0
full,state,state_z4c_gxx,256,512,0.0024519800309279523,0.00324230742665655,0.019057687200181528,16.0,0.0
full,state,state_z4c_gxy,256,512,3.845607806823759e-05,5.01056662180534e-05,0.00015234016959072826,15.125,-5.25
full,state,state_z4c_gxz,256,512,0.0,0.0,0.0,0.0,-16.0
full,state,state_z4c_gyy,256,512,0.0021770509673223943,0.0020941281683535787,0.012971618275317454,0.0,-16.0
full,state,state_z4c_gyz,256,512,0.0,0.0,0.0,0.0,-16.0
full,state,state_z4c_gzz,256,512,0.001417274534058055,0.0016596347768498443,0.008872806992677451,16.0,0.0
full,state,state_z4c_Khat,256,512,0.00014566967807864268,0.00017003716242152772,0.0029092227093066025,5.25,0.0
full,state,state_z4c_Axx,256,512,0.0008259162256278515,0.0010900396901413624,0.005544888678570149,16.0,0.0
full,state,state_z4c_Axy,256,512,1.1326646856447492e-05,9.520929794053547e-06,0.0009507606602808943,5.375,0.125
full,state,state_z4c_Axz,256,512,0.0,0.0,0.0,0.0,-16.0
full,state,state_z4c_Ayy,256,512,0.0007154267845872126,0.000680821295516823,0.003707499579350664,0.0,16.0
full,state,state_z4c_Ayz,256,512,0.0,0.0,0.0,0.0,-16.0
full,state,state_z4c_Azz,256,512,0.0004649605048410413,0.0005452904690214826,0.002441219904843102,16.0,0.0
full,state,state_z4c_Gamx,256,512,0.0003657963862499768,0.0004967142850643209,0.0016893276171276047,15.875,0.0
full,state,state_z4c_Gamy,256,512,0.00030082158763342944,0.0002342384413641721,0.0012064808060520795,0.0,-15.875
full,state,state_z4c_Gamz,256,512,0.0,0.0,0.0,0.0,-16.0
full,state,state_z4c_Theta,256,512,0.0008029035571251419,0.0009456076469700482,0.004108121742347011,15.875,0.0
full,state,state_z4c_alpha,256,512,2.855847888220952e-05,2.361647428067068e-05,0.00016550777364421343,2.875,0.0
full,state,state_z4c_betax,256,512,0.0001508768062076611,0.00020571154830917538,0.0007396316708689675,15.875,0.0
full,state,state_z4c_betay,256,512,0.00012358905854933973,9.549662409651813e-05,0.0005225419687410883,0.0,15.875
full,state,state_z4c_betaz,256,512,0.0,0.0,0.0,0.0,-16.0
full,state,state_z4c_Bx,256,512,0.00011667644120838998,0.00011969384061220487,0.00039247481900250847,9.0,0.0
full,state,state_z4c_By,256,512,0.00014316249191222353,0.00010578530887811177,0.00044401398853474716,3.5,3.25
full,state,state_z4c_Bz,256,512,0.0,0.0,0.0,0.0,-16.0
full,rhs,rhs_z4c_chi,256,512,0.0006146440794472937,0.0007201754005670837,0.0029934996655434608,16.0,0.0
full,rhs,rhs_z4c_gxx,256,512,0.0014351705673770817,0.0018888584979864379,0.009060701886733608,16.0,0.0
full,rhs,rhs_z4c_gxy,256,512,2.7688451709387007e-05,3.546276700512153e-05,9.424431272891888e-05,14.75,5.375
full,rhs,rhs_z4c_gxz,256,512,0.0,0.0,0.0,0.0,-16.0
full,rhs,rhs_z4c_gyy,256,512,0.001264742337224222,0.0012064010559698043,0.006103398392027495,0.0,16.0
full,rhs,rhs_z4c_gyz,256,512,0.0,0.0,0.0,0.0,-16.0
full,rhs,rhs_z4c_gzz,256,512,0.0008075962853131367,0.0009386642680383195,0.003913144204643174,16.0,0.0
full,rhs,rhs_z4c_Khat,256,512,0.000198813744723271,7.080782159036814e-05,0.009520966506481637,0.0,-1.375
full,rhs,rhs_z4c_Axx,256,512,0.00032341007736318557,0.00040023885853811286,0.004430013665496883,5.375,0.0
full,rhs,rhs_z4c_Axy,256,512,1.794046748806316e-05,1.1830274433720464e-05,0.001025894085834124,5.375,-0.125
full,rhs,rhs_z4c_Axz,256,512,0.0,0.0,0.0,0.0,-16.0
full,rhs,rhs_z4c_Ayy,256,512,0.00029818620112889466,0.00024832706355913897,0.009789427714993167,0.0,0.5
full,rhs,rhs_z4c_Ayz,256,512,0.0,0.0,0.0,0.0,-16.0
full,rhs,rhs_z4c_Azz,256,512,0.0001826892544952758,0.00019272693405268668,0.00436763865530434,0.0,0.5
full,rhs,rhs_z4c_Gamx,256,512,0.0001587833678901883,0.0001973464176256351,0.0019256784555549515,0.125,2.5
full,rhs,rhs_z4c_Gamy,256,512,0.00013287702795633554,0.0001027016923470009,0.0028234467554465446,0.0,1.375
full,rhs,rhs_z4c_Gamz,256,512,0.0,0.0,0.0,0.0,-16.0
full,rhs,rhs_z4c_Theta,256,512,0.0003194238783997954,0.00034456615334040063,0.006901811649703458,0.0,0.5
full,rhs,rhs_z4c_alpha,256,512,3.373317711131349e-05,2.6089483067687634e-05,0.0003289462664801488,0.0,-0.75
full,rhs,rhs_z4c_betax,256,512,6.957224875386842e-05,9.219638182635917e-05,0.00029757718377404984,13.75,0.0
full,rhs,rhs_z4c_betay,256,512,5.755494001311268e-05,4.6168466559021325e-05,0.00019581781706491316,0.0,-13.75
full,rhs,rhs_z4c_betaz,256,512,0.0,0.0,0.0,0.0,-16.0
full,rhs,rhs_z4c_Bx,256,512,5.406105270033187e-05,5.206452068949688e-05,0.00029385368494343894,2.25,0.0
full,rhs,rhs_z4c_By,256,512,6.209191337174926e-05,4.5368937103040785e-05,0.00023030365066897243,3.0,3.625
full,rhs,rhs_z4c_Bz,256,512,0.0,0.0,0.0,0.0,-16.0
full,constraints,con_C,256,512,5.970160788372147e-05,7.797037833969574e-05,0.0006456875470819303,16.0,16.0
full,constraints,con_H,256,512,0.0002946999017729431,0.00032256630778160065,0.017867042264874792,16.0,16.0
full,constraints,con_M,256,512,3.154626338092966e-07,3.8361083289020847e-07,9.609113528352417e-06,0.0,1.375
full,constraints,con_Z,256,512,1.2608216205806981e-05,1.6518723295691763e-05,0.00013256517341382102,16.0,0.0
full,constraints,con_Mx,256,512,0.00010483593767903887,0.00011452304511722448,0.001739473788403678,0.25,0.5
full,constraints,con_My,256,512,0.00016498611841839016,0.00018863761278222157,0.005239418114592762,0.0,1.375
full,constraints,con_Mz,256,512,0.0,0.0,0.0,0.0,-16.0
core_r8,state,state_z4c_chi,256,512,2.2607852495071828e-06,2.620444085555762e-06,7.390231006709769e-06,4.75,0.0
core_r8,state,state_z4c_gxx,256,512,6.086024727994616e-06,6.908296840594051e-06,2.7240204185208228e-05,4.75,-0.125
core_r8,state,state_z4c_gxy,256,512,4.989942445866906e-06,5.403757922354818e-06,1.7302081410666692e-05,2.875,2.375
core_r8,state,state_z4c_gxz,256,512,0.0,0.0,0.0,0.0,-8.0
core_r8,state,state_z4c_gyy,256,512,7.149166355641365e-06,8.12577174229964e-06,5.348048203446254e-05,5.125,0.0
core_r8,state,state_z4c_gyz,256,512,0.0,0.0,0.0,0.0,-8.0
core_r8,state,state_z4c_gzz,256,512,8.457337527524319e-06,9.656929620917605e-06,4.74743716845083e-05,3.375,0.0
core_r8,state,state_z4c_Khat,256,512,5.002855915136535e-05,5.67795803614864e-05,0.0029092227093066025,5.25,0.0
core_r8,state,state_z4c_Axx,256,512,6.629615004172745e-05,8.185447695730126e-05,0.0024651592117272414,5.25,0.125
core_r8,state,state_z4c_Axy,256,512,2.4073119416009922e-05,2.9487109156789335e-05,0.0009507606602808943,5.375,0.125
core_r8,state,state_z4c_Axz,256,512,0.0,0.0,0.0,0.0,-8.0
core_r8,state,state_z4c_Ayy,256,512,7.17268491968839e-05,8.771792442702923e-05,0.002749125028671362,5.375,0.0
core_r8,state,state_z4c_Ayz,256,512,0.0,0.0,0.0,0.0,-8.0
core_r8,state,state_z4c_Azz,256,512,2.7205090510556103e-05,3.188421496996809e-05,0.0016860425411315272,5.25,0.0
core_r8,state,state_z4c_Gamx,256,512,1.3862598818264996e-05,1.2563551172724616e-05,0.0002990275248462154,5.375,0.0
core_r8,state,state_z4c_Gamy,256,512,1.3761154098436698e-05,1.5757050724378394e-05,0.00023049687635225136,5.25,0.125
core_r8,state,state_z4c_Gamz,256,512,0.0,0.0,0.0,0.0,-8.0
core_r8,state,state_z4c_Theta,256,512,3.749877737650258e-05,4.544350374440669e-05,0.002512671212359066,5.25,0.0
core_r8,state,state_z4c_alpha,256,512,5.9452050691471256e-05,6.967421056436893e-05,0.00016550777364421343,2.875,0.0
core_r8,state,state_z4c_betax,256,512,3.467208204839021e-06,3.7575223576071995e-06,0.00010410622320646684,5.375,0.0
core_r8,state,state_z4c_betay,256,512,3.4845276630316705e-06,4.214140485662976e-06,7.75318287458103e-05,5.25,0.125
core_r8,state,state_z4c_betaz,256,512,0.0,0.0,0.0,0.0,-8.0
core_r8,state,state_z4c_Bx,256,512,0.00015518078590044218,0.00019970599707944925,0.0003446717356505938,8.0,0.0
core_r8,state,state_z4c_By,256,512,0.0002547191076485265,0.00024995517535750835,0.00044401398853474716,3.5,3.25
core_r8,state,state_z4c_Bz,256,512,0.0,0.0,0.0,0.0,-8.0
core_r8,rhs,rhs_z4c_chi,256,512,5.193295795760241e-06,4.681830961947429e-06,5.460181878078497e-05,0.0,2.5
core_r8,rhs,rhs_z4c_gxx,256,512,1.3712713053745429e-05,1.2373856309616366e-05,0.00011158767454742292,0.0,0.0
core_r8,rhs,rhs_z4c_gxy,256,512,9.508649540451037e-06,9.175784864101351e-06,6.809072806542135e-05,0.125,-2.75
core_r8,rhs,rhs_z4c_gxz,256,512,0.0,0.0,0.0,0.0,-8.0
core_r8,rhs,rhs_z4c_gyy,256,512,1.6923269852850156e-05,1.4736490137187499e-05,0.00025131088742757005,0.0,0.0
core_r8,rhs,rhs_z4c_gyz,256,512,0.0,0.0,0.0,0.0,-8.0
core_r8,rhs,rhs_z4c_gzz,256,512,1.8039171047704532e-05,1.8281806176861108e-05,0.00011158767454742292,0.0,0.0
core_r8,rhs,rhs_z4c_Khat,256,512,0.0004339703653136889,0.00012183072973748477,0.009520966506481637,0.0,-1.375
core_r8,rhs,rhs_z4c_Axx,256,512,0.00022521539046891782,0.0001341231268317027,0.004430013665496883,5.375,0.0
core_r8,rhs,rhs_z4c_Axy,256,512,3.812309779965926e-05,3.4736504799415235e-05,0.001025894085834124,5.375,-0.125
core_r8,rhs,rhs_z4c_Axz,256,512,0.0,0.0,0.0,0.0,-8.0
core_r8,rhs,rhs_z4c_Ayy,256,512,0.0003180344773311842,0.00013208715550993313,0.009789427714993167,0.0,0.5
core_r8,rhs,rhs_z4c_Ayz,256,512,0.0,0.0,0.0,0.0,-8.0
core_r8,rhs,rhs_z4c_Azz,256,512,0.00016686770221531897,6.373462622452374e-05,0.00436763865530434,0.0,0.5
core_r8,rhs,rhs_z4c_Gamx,256,512,0.00011539115295869562,4.101209568432165e-05,0.0019256784555549515,0.125,2.5
core_r8,rhs,rhs_z4c_Gamy,256,512,0.0001068024786464125,4.7967361982732766e-05,0.0028234467554465446,0.0,1.375
core_r8,rhs,rhs_z4c_Gamz,256,512,0.0,0.0,0.0,0.0,-8.0
core_r8,rhs,rhs_z4c_Theta,256,512,0.000271149940348966,6.714254727754505e-05,0.006901811649703458,0.0,0.5
core_r8,rhs,rhs_z4c_alpha,256,512,7.066937024947284e-05,7.762956873716985e-05,0.0003289462664801488,0.0,-0.75
core_r8,rhs,rhs_z4c_betax,256,512,9.270204274773177e-06,6.713423009295061e-06,0.00011553583008955433,5.375,0.0
core_r8,rhs,rhs_z4c_betay,256,512,8.581535838345894e-06,9.021519650803066e-06,9.051485527011762e-05,0.0,-2.5
core_r8,rhs,rhs_z4c_betaz,256,512,0.0,0.0,0.0,0.0,-8.0
core_r8,rhs,rhs_z4c_Bx,256,512,7.887570971809661e-05,8.357157676184108e-05,0.00029385368494343894,2.25,0.0
core_r8,rhs,rhs_z4c_By,256,512,0.00010680489199400424,9.706951276244733e-05,0.00023030365066897243,3.0,3.625
core_r8,rhs,rhs_z4c_Bz,256,512,0.0,0.0,0.0,0.0,-8.0
core_r8,constraints,con_C,256,512,5.1649243657918696e-06,1.8691027361499233e-07,0.0001995612541999844,0.0,0.5
core_r8,constraints,con_H,256,512,0.0004103835400465309,4.854333046822803e-05,0.010950264922520886,0.0,0.5
core_r8,constraints,con_M,256,512,3.3128489243334465e-07,3.9789362858057415e-08,9.609113528352417e-06,0.0,1.375
core_r8,constraints,con_Z,256,512,1.7149879883768487e-09,2.07616130058607e-09,5.627253648311673e-08,5.375,0.0
core_r8,constraints,con_Mx,256,512,9.459881331909547e-05,5.55207907369637e-05,0.001739473788403678,0.25,0.5
core_r8,constraints,con_My,256,512,0.0002061242461516275,3.953172515514378e-05,0.005239418114592762,0.0,1.375
core_r8,constraints,con_Mz,256,512,0.0,0.0,0.0,0.0,-8.0
core_r12,state,state_z4c_chi,256,512,1.831240719092372e-06,1.958523351270965e-06,1.0129672597725126e-05,12.0,0.0
core_r12,state,state_z4c_gxx,256,512,4.970330222828735e-06,5.403370002798507e-06,3.0915509529716445e-05,12.0,0.0
core_r12,state,state_z4c_gxy,256,512,3.910598294287212e-06,3.93962030638876e-06,1.7302081410666692e-05,2.875,2.375
core_r12,state,state_z4c_gxz,256,512,0.0,0.0,0.0,0.0,-12.0
core_r12,state,state_z4c_gyy,256,512,5.140496814320311e-06,4.959618226746604e-06,5.348048203446254e-05,5.125,0.0
core_r12,state,state_z4c_gyz,256,512,0.0,0.0,0.0,0.0,-12.0
core_r12,state,state_z4c_gzz,256,512,5.9673603806270675e-06,5.817687360356767e-06,4.74743716845083e-05,3.375,0.0
core_r12,state,state_z4c_Khat,256,512,3.74818913104096e-05,3.713415089347997e-05,0.0029092227093066025,5.25,0.0
core_r12,state,state_z4c_Axx,256,512,4.4544127723976326e-05,4.503376820266742e-05,0.0024651592117272414,5.25,0.125
core_r12,state,state_z4c_Axy,256,512,1.6593206799688104e-05,1.6893425138760258e-05,0.0009507606602808943,5.375,0.125
core_r12,state,state_z4c_Axz,256,512,0.0,0.0,0.0,0.0,-12.0
core_r12,state,state_z4c_Ayy,256,512,4.798053077500192e-05,4.788830335447887e-05,0.002749125028671362,5.375,0.0
core_r12,state,state_z4c_Ayz,256,512,0.0,0.0,0.0,0.0,-12.0
core_r12,state,state_z4c_Azz,256,512,1.8532886619533652e-05,1.799664754825072e-05,0.0016860425411315272,5.25,0.0
core_r12,state,state_z4c_Gamx,256,512,1.1994830974828778e-05,1.2662358717401567e-05,0.0002990275248462154,5.375,0.0
core_r12,state,state_z4c_Gamy,256,512,1.0521046748658753e-05,1.0064131211028378e-05,0.00023049687635225136,5.25,0.125
core_r12,state,state_z4c_Gamz,256,512,0.0,0.0,0.0,0.0,-12.0
core_r12,state,state_z4c_Theta,256,512,2.600266695170166e-05,2.607223687458995e-05,0.002512671212359066,5.25,0.0
core_r12,state,state_z4c_alpha,256,512,4.082645391003514e-05,3.983572010012124e-05,0.00016550777364421343,2.875,0.0
core_r12,state,state_z4c_betax,256,512,2.8399928656536686e-06,3.0651174232221385e-06,0.00010410622320646684,5.375,0.0
core_r12,state,state_z4c_betay,256,512,2.56855171653126e-06,2.5565639200137433e-06,7.75318287458103e-05,5.25,0.125
core_r12,state,state_z4c_betaz,256,512,0.0,0.0,0.0,0.0,-12.0
core_r12,state,state_z4c_Bx,256,512,0.00015686449117200172,0.00018975926157790613,0.00039247481900250847,9.0,0.0
core_r12,state,state_z4c_By,256,512,0.0002008845572181354,0.00017506477173237495,0.00044401398853474716,3.5,3.25
core_r12,state,state_z4c_Bz,256,512,0.0,0.0,0.0,0.0,-12.0
core_r12,rhs,rhs_z4c_chi,256,512,4.369219676263663e-06,4.2902006399885835e-06,5.460181878078497e-05,0.0,2.5
core_r12,rhs,rhs_z4c_gxx,256,512,1.1365196776570953e-05,1.1532007893720085e-05,0.00011158767454742292,0.0,0.0
core_r12,rhs,rhs_z4c_gxy,256,512,7.780610053213361e-06,7.653913157167304e-06,6.809072806542135e-05,0.125,-2.75
core_r12,rhs,rhs_z4c_gxz,256,512,0.0,0.0,0.0,0.0,-12.0
core_r12,rhs,rhs_z4c_gyy,256,512,1.2314366059506396e-05,9.762982001855531e-06,0.00025131088742757005,0.0,0.0
core_r12,rhs,rhs_z4c_gyz,256,512,0.0,0.0,0.0,0.0,-12.0
core_r12,rhs,rhs_z4c_gzz,256,512,1.2974083336560153e-05,1.1748037750270505e-05,0.00011158767454742292,0.0,0.0
core_r12,rhs,rhs_z4c_Khat,256,512,0.00029088328685742033,7.367050874886505e-05,0.009520966506481637,0.0,-1.375
core_r12,rhs,rhs_z4c_Axx,256,512,0.00015084455218208846,7.463417836428468e-05,0.004430013665496883,5.375,0.0
core_r12,rhs,rhs_z4c_Axy,256,512,2.692052483955535e-05,2.201259418431841e-05,0.001025894085834124,5.375,-0.125
core_r12,rhs,rhs_z4c_Axz,256,512,0.0,0.0,0.0,0.0,-12.0
core_r12,rhs,rhs_z4c_Ayy,256,512,0.00021249030658480674,7.242153734004667e-05,0.009789427714993167,0.0,0.5
core_r12,rhs,rhs_z4c_Ayz,256,512,0.0,0.0,0.0,0.0,-12.0
core_r12,rhs,rhs_z4c_Azz,256,512,0.0001117701660000814,3.64872500739069e-05,0.00436763865530434,0.0,0.5
core_r12,rhs,rhs_z4c_Gamx,256,512,8.213485025934096e-05,4.611580561116283e-05,0.0019256784555549515,0.125,2.5
core_r12,rhs,rhs_z4c_Gamy,256,512,7.45732130578018e-05,3.6294549252907914e-05,0.0028234467554465446,0.0,1.375
core_r12,rhs,rhs_z4c_Gamz,256,512,0.0,0.0,0.0,0.0,-12.0
core_r12,rhs,rhs_z4c_Theta,256,512,0.00018113152424416206,3.691481473293547e-05,0.006901811649703458,0.0,0.5
core_r12,rhs,rhs_z4c_alpha,256,512,4.984813642864331e-05,4.70388316450703e-05,0.0003289462664801488,0.0,-0.75
core_r12,rhs,rhs_z4c_betax,256,512,7.82991354694814e-06,7.605895014575967e-06,0.00011553583008955433,5.375,0.0
core_r12,rhs,rhs_z4c_betay,256,512,6.581077475131253e-06,5.9924967771746695e-06,9.051485527011762e-05,0.0,-2.5
core_r12,rhs,rhs_z4c_betaz,256,512,0.0,0.0,0.0,0.0,-12.0
core_r12,rhs,rhs_z4c_Bx,256,512,7.369831389821052e-05,8.249568544075858e-05,0.00029385368494343894,2.25,0.0
core_r12,rhs,rhs_z4c_By,256,512,8.684729588936939e-05,7.41058443426447e-05,0.00023030365066897243,3.0,3.625
core_r12,rhs,rhs_z4c_Bz,256,512,0.0,0.0,0.0,0.0,-12.0
core_r12,constraints,con_C,256,512,3.4491628673832536e-06,1.0176815958679476e-07,0.0001995612541999844,0.0,0.5
core_r12,constraints,con_H,256,512,0.0002740585443497353,2.6466499671848155e-05,0.010950264922520886,0.0,0.5
core_r12,constraints,con_M,256,512,2.212340738477062e-07,2.1666676604800676e-08,9.609113528352417e-06,0.0,1.375
core_r12,constraints,con_Z,256,512,1.1453246711252037e-09,1.130322861754805e-09,5.627253648311673e-08,5.375,0.0
core_r12,constraints,con_Mx,256,512,6.317978353080468e-05,3.0245665193893104e-05,0.001739473788403678,0.25,0.5
core_r12,constraints,con_My,256,512,0.0001376533539212934,2.1548101753738086e-05,0.005239418114592762,0.0,1.375
core_r12,constraints,con_Mz,256,512,0.0,0.0,0.0,0.0,-12.0
core_r8_mb_interior,state,state_z4c_chi,256,512,2.14593005466933e-06,2.4080305741186357e-06,6.9007792775077625e-06,4.875,-0.625
core_r8_mb_interior,state,state_z4c_gxx,256,512,5.893778487664853e-06,6.727819885030999e-06,1.6064670284254845e-05,2.125,0.625
core_r8_mb_interior,state,state_z4c_gxy,256,512,5.618995543823931e-06,5.78419452203936e-06,1.7302081410666692e-05,2.875,2.375
core_r8_mb_interior,state,state_z4c_gxz,256,512,0.0,0.0,0.0,0.625,-7.375
core_r8_mb_interior,state,state_z4c_gyy,256,512,6.4176398364963345e-06,7.271705762777111e-06,2.499477421846752e-05,2.75,0.625
core_r8_mb_interior,state,state_z4c_gyz,256,512,0.0,0.0,0.0,0.625,-7.375
core_r8_mb_interior,state,state_z4c_gzz,256,512,8.051352080084762e-06,9.342649512832235e-06,3.2035617653747295e-05,2.875,0.625
core_r8_mb_interior,state,state_z4c_Khat,256,512,2.893889826006834e-05,2.9065093283140144e-05,0.0001003967982428106,1.75,-0.625
core_r8_mb_interior,state,state_z4c_Axx,256,512,1.0838934171076671e-05,1.0210382007905535e-05,5.2561599334163475e-05,1.75,0.625
core_r8_mb_interior,state,state_z4c_Axy,256,512,1.0992667002053916e-05,1.0891389103884692e-05,3.975587091740139e-05,2.75,2.625
core_r8_mb_interior,state,state_z4c_Axz,256,512,0.0,0.0,0.0,0.625,-7.375
core_r8_mb_interior,state,state_z4c_Ayy,256,512,1.0846563941204018e-05,1.2385695528252689e-05,3.603122412718096e-05,6.0,3.375
core_r8_mb_interior,state,state_z4c_Ayz,256,512,0.0,0.0,0.0,0.625,-7.375
core_r8_mb_interior,state,state_z4c_Azz,256,512,1.0971935100326206e-05,1.1223563217717402e-05,4.648451902784789e-05,2.75,-0.75
core_r8_mb_interior,state,state_z4c_Gamx,256,512,1.2204952896719506e-05,1.0281596362187469e-05,4.560745446206913e-05,2.375,-0.625
core_r8_mb_interior,state,state_z4c_Gamy,256,512,1.1750914976909742e-05,1.357988818745027e-05,3.9764839652541364e-05,5.5,-3.25
core_r8_mb_interior,state,state_z4c_Gamz,256,512,0.0,0.0,0.0,0.625,-7.375
core_r8_mb_interior,state,state_z4c_Theta,256,512,2.6212345242208853e-06,3.192988321902663e-06,1.8342630859829323e-05,4.875,0.625
core_r8_mb_interior,state,state_z4c_alpha,256,512,6.0176272956216096e-05,7.094953026153474e-05,0.00016232967088980477,3.0,0.625
core_r8_mb_interior,state,state_z4c_betax,256,512,2.858935465094525e-06,2.5512908765700133e-06,9.708445375710036e-06,1.5,-0.625
core_r8_mb_interior,state,state_z4c_betay,256,512,2.8197151784386742e-06,3.2793723716223686e-06,8.357550587397358e-06,5.5,-3.0
core_r8_mb_interior,state,state_z4c_betaz,256,512,0.0,0.0,0.0,0.625,-7.375
core_r8_mb_interior,state,state_z4c_Bx,256,512,0.00016120611641840373,0.00020408452050743605,0.00032257273497150046,7.375,-2.0
core_r8_mb_interior,state,state_z4c_By,256,512,0.00025168154300027546,0.00023964611171588997,0.0004433236216433156,3.375,3.25
core_r8_mb_interior,state,state_z4c_Bz,256,512,0.0,0.0,0.0,0.625,-7.375
core_r8_mb_interior,rhs,rhs_z4c_chi,256,512,4.049203290427055e-06,4.196811467300379e-06,9.674827130772175e-06,1.75,-1.5
core_r8_mb_interior,rhs,rhs_z4c_gxx,256,512,1.0893974963572116e-05,1.1308299282415828e-05,3.902124054655336e-05,1.5,-0.625
core_r8_mb_interior,rhs,rhs_z4c_gxy,256,512,1.0072187763366486e-05,9.59284235438711e-06,3.310486316964248e-05,2.5,-2.625
core_r8_mb_interior,rhs,rhs_z4c_gxz,256,512,0.0,0.0,0.0,0.625,-7.375
core_r8_mb_interior,rhs,rhs_z4c_gyy,256,512,1.009051586070731e-05,1.0336852206065186e-05,3.8926950158002516e-05,2.625,0.75
core_r8_mb_interior,rhs,rhs_z4c_gyz,256,512,0.0,0.0,0.0,0.625,-7.375
core_r8_mb_interior,rhs,rhs_z4c_gzz,256,512,1.5842515662186073e-05,1.6864229155956976e-05,6.963786638436442e-05,3.375,0.625
core_r8_mb_interior,rhs,rhs_z4c_Khat,256,512,6.080012033595684e-05,5.832938444681963e-05,0.00025514229611066364,1.625,-1.0
core_r8_mb_interior,rhs,rhs_z4c_Axx,256,512,2.58188190670797e-05,2.1829525307914515e-05,0.00016182981062451852,0.625,-0.625
core_r8_mb_interior,rhs,rhs_z4c_Axy,256,512,2.189908427490903e-05,2.058598123090435e-05,8.745433334965066e-05,2.375,2.5
core_r8_mb_interior,rhs,rhs_z4c_Axz,256,512,0.0,0.0,0.0,0.625,-7.375
core_r8_mb_interior,rhs,rhs_z4c_Ayy,256,512,2.2608856036363778e-05,2.435116219346576e-05,0.00010142147255700045,0.625,0.75
core_r8_mb_interior,rhs,rhs_z4c_Ayz,256,512,0.0,0.0,0.0,0.625,-7.375
core_r8_mb_interior,rhs,rhs_z4c_Azz,256,512,2.6284609239017783e-05,2.5802967043061054e-05,0.0001368882748165887,0.625,-0.625
core_r8_mb_interior,rhs,rhs_z4c_Gamx,256,512,4.7614017613735525e-05,3.07748473508515e-05,0.0005449377557320834,0.625,1.0
core_r8_mb_interior,rhs,rhs_z4c_Gamy,256,512,4.3276853960808836e-05,4.564464701535186e-05,0.000270092283543606,4.875,-5.875
core_r8_mb_interior,rhs,rhs_z4c_Gamz,256,512,0.0,0.0,0.0,0.625,-7.375
core_r8_mb_interior,rhs,rhs_z4c_Theta,256,512,9.073439382244651e-06,7.407237039944731e-06,8.153808333208795e-05,0.625,-0.625
core_r8_mb_interior,rhs,rhs_z4c_alpha,256,512,7.319578910651804e-05,8.11559759678741e-05,0.00020196279546848966,2.375,-0.625
core_r8_mb_interior,rhs,rhs_z4c_betax,256,512,7.604144054465849e-06,6.299273796157989e-06,3.2261495740646025e-05,2.375,0.875
core_r8_mb_interior,rhs,rhs_z4c_betay,256,512,7.484136156982322e-06,8.697672150516243e-06,2.8258606117546534e-05,5.875,3.25
core_r8_mb_interior,rhs,rhs_z4c_betaz,256,512,0.0,0.0,0.0,0.625,-7.375
core_r8_mb_interior,rhs,rhs_z4c_Bx,256,512,8.206344702484955e-05,8.398036141786174e-05,0.0002758211616365677,2.375,-0.625
core_r8_mb_interior,rhs,rhs_z4c_By,256,512,0.00010147186805786394,8.557167628013858e-05,0.0002284465220480311,2.75,-3.375
