region,family,variable,rms_order,ring_rms_order,linf_order
same_level,state,state_z4c_betax,-0.28678172639335653,-0.36325392111204885,0.1832431356917063
same_level,state,state_z4c_betay,-0.32686098757699167,-0.35439112724940774,-0.3027361767656027
same_level,state,state_z4c_betaz,,,
same_level,state,state_z4c_Bx,2.1149248686981608,2.1108126323927254,2.134563284206175
same_level,state,state_z4c_By,2.118845609284857,2.120813128644093,2.1386539425538102
same_level,state,state_z4c_Bz,,,
same_level,rhs,rhs_z4c_chi,-0.43573054957114354,-0.4350557507842135,-0.31024528304140836
same_level,rhs,rhs_z4c_gxx,-0.4519497727603999,-0.4555885871097857,-0.3667927106420829
same_level,rhs,rhs_z4c_gxy,0.9792189491655365,0.5253959156590189,1.3082923657036423
same_level,rhs,rhs_z4c_gxz,,,
same_level,rhs,rhs_z4c_gyy,-0.43753770740605774,-0.43664968824909256,-0.36261482296476194
same_level,rhs,rhs_z4c_gyz,,,
same_level,rhs,rhs_z4c_gzz,-0.389373916911029,-0.4117415565519003,-0.2922195007681518
same_level,rhs,rhs_z4c_Khat,2.197313082742313,2.257114552076216,2.3551435923610384
same_level,rhs,rhs_z4c_Axx,1.0520567445012816,0.6577496723355589,1.498280267835079
same_level,rhs,rhs_z4c_Axy,2.5129100406187943,2.4519171915533913,2.5451763495188797
same_level,rhs,rhs_z4c_Axz,,,
same_level,rhs,rhs_z4c_Ayy,1.4492917441835194,1.261903120546305,1.8669650486291998
same_level,rhs,rhs_z4c_Ayz,,,
same_level,rhs,rhs_z4c_Azz,1.318373572765566,0.9697625466847903,2.0112058521535174
same_level,rhs,rhs_z4c_Gamx,1.3122939803213476,0.3462304442929166,3.0954338532274934
same_level,rhs,rhs_z4c_Gamy,1.0527918298439503,0.861110397925476,1.9656113160761186
same_level,rhs,rhs_z4c_Gamz,,,
same_level,rhs,rhs_z4c_Theta,0.5244300521946897,0.1977571224206308,1.482598914766247
same_level,rhs,rhs_z4c_alpha,2.1529485022205104,2.151179609268322,2.5473280239629026
same_level,rhs,rhs_z4c_betax,0.20490776237689926,-0.051146259114727304,1.516906077050232
same_level,rhs,rhs_z4c_betay,0.3159128434394199,0.2305264671232277,0.01905449911105479
same_level,rhs,rhs_z4c_betaz,,,
same_level,rhs,rhs_z4c_Bx,2.8544372193759595,2.876798675972565,2.558178297025175
same_level,rhs,rhs_z4c_By,2.8299163339296762,2.830518066154821,2.7431708384627678
same_level,rhs,rhs_z4c_Bz,,,
same_level,constraints,con_C,-1.121114170232253,-1.1731212951170331,-1.1420704156429877
same_level,constraints,con_H,1.6540505857919359,0.8766241016339387,2.263522325152003
same_level,constraints,con_M,0.7655903502434935,0.09067799820573974,2.031963645466217
same_level,constraints,con_Z,-1.1610895007758362,-1.1608883530981409,-1.0834600697548957
same_level,constraints,con_Mx,2.0424952910261562,1.5450410991339438,2.217216039764156
same_level,constraints,con_My,0.5823555816256449,-0.0030552713766831335,1.3968210543651687
same_level,constraints,con_Mz,,,
physical_boundary,state,state_z4c_chi,-0.49801526488350856,-0.4983352737994019,-0.49302729279750435
physical_boundary,state,state_z4c_gxx,-0.5129522201229475,-0.5153114051495369,-0.5175216891693998
physical_boundary,state,state_z4c_gxy,-0.5738270624558861,-0.5728837973393476,-0.3033517268370361
physical_boundary,state,state_z4c_gxz,,,
physical_boundary,state,state_z4c_gyy,-0.5058181278440976,-0.4996515016635141,-0.5105564214033441
physical_boundary,state,state_z4c_gyz,,,
physical_boundary,state,state_z4c_gzz,-0.4900044514112034,-0.4896458619729248,-0.4825161686309985
physical_boundary,state,state_z4c_Khat,0.6041591920501804,0.7087694583266736,1.1134881677450872
physical_boundary,state,state_z4c_Axx,-0.3352456017251993,-0.33956962101267635,-0.33848214371202145
physical_boundary,state,state_z4c_Axy,-0.09932710674908012,-0.10225900223143379,-0.059476744975462716
physical_boundary,state,state_z4c_Axz,,,
physical_boundary,state,state_z4c_Ayy,-0.3238696329447964,-0.3082021113223742,-0.3339123066164535
physical_boundary,state,state_z4c_Ayz,,,
physical_boundary,state,state_z4c_Azz,-0.2855708783463337,-0.2834244669679165,-0.26017224579732
physical_boundary,state,state_z4c_Gamx,-0.4013753660348307,-0.4011134049111784,-0.38236122293460345
physical_boundary,state,state_z4c_Gamy,-0.4296476109795773,-0.4431106403827618,-0.41139779210978533
physical_boundary,state,state_z4c_Gamz,,,
physical_boundary,state,state_z4c_Theta,-0.3372005075417273,-0.33890923164573133,-0.3295738328861805
physical_boundary,state,state_z4c_alpha,-2.4088062170994227,-2.479280215985999,-2.2822837885085003
physical_boundary,state,state_z4c_betax,-0.4715773393411381,-0.4715120213024193,-0.4597854836503651
physical_boundary,state,state_z4c_betay,-0.49311275977019864,-0.5008090497008888,-0.4803049535788082
physical_boundary,state,state_z4c_betaz,,,
physical_boundary,state,state_z4c_Bx,2.4719538762630107,2.4971258999424624,2.7100304580219374
physical_boundary,state,state_z4c_By,2.4205517728548744,2.2764082233931813,2.65792609933808
physical_boundary,state,state_z4c_Bz,,,
physical_boundary,rhs,rhs_z4c_chi,-0.3096719735548965,-0.309515177685019,-0.2903498254864667
physical_boundary,rhs,rhs_z4c_gxx,-0.3470163814641472,-0.3515508404386761,-0.35190455077344307
physical_boundary,rhs,rhs_z4c_gxy,-0.4475047664981378,-0.4483696550157916,-0.2024095213388612
physical_boundary,rhs,rhs_z4c_gxz,,,
physical_boundary,rhs,rhs_z4c_gyy,-0.335050820660886,-0.32062445041355814,-0.34461884459366826
physical_boundary,rhs,rhs_z4c_gyz,,,
physical_boundary,rhs,rhs_z4c_gzz,-0.29638670021532026,-0.2942661417661586,-0.27096353029174997
physical_boundary,rhs,rhs_z4c_Khat,-1.7053305420749678,-1.7118515793724507,-1.7983375701985245
physical_boundary,rhs,rhs_z4c_Axx,0.32746797264426364,0.34501537024098794,0.465964659704045
physical_boundary,rhs,rhs_z4c_Axy,-0.3279434919016765,-0.3368200260651971,-0.39353699053223457
physical_boundary,rhs,rhs_z4c_Axz,,,
physical_boundary,rhs,rhs_z4c_Ayy,0.2604693374225656,0.21424772236399164,0.36226915623265843
physical_boundary,rhs,rhs_z4c_Ayz,,,
physical_boundary,rhs,rhs_z4c_Azz,0.19960544371467948,0.2010722445030916,0.23322903414480042
physical_boundary,rhs,rhs_z4c_Gamx,0.11956659600581847,0.1244178507975082,0.2524135265327747
physical_boundary,rhs,rhs_z4c_Gamy,0.0010170794716631124,-0.0910004501493654,0.10516192616130346
physical_boundary,rhs,rhs_z4c_Gamz,,,
physical_boundary,rhs,rhs_z4c_Theta,0.20876610944033103,0.20493457223339234,0.2676694432402292
physical_boundary,rhs,rhs_z4c_alpha,-1.428203460765342,-1.4757218436377348,-1.2871056555990203
physical_boundary,rhs,rhs_z4c_betax,-0.04060833685423317,-0.03790429928088164,0.040386502619510906
physical_boundary,rhs,rhs_z4c_betay,-0.12170657243839922,-0.18515151872092175,-0.05296644987427991
physical_boundary,rhs,rhs_z4c_betaz,,,
physical_boundary,rhs,rhs_z4c_Bx,3.2936487402947883,3.332300361058244,3.69797574643561
physical_boundary,rhs,rhs_z4c_By,3.1789429829334304,2.9901729363191776,3.509682791471838
physical_boundary,rhs,rhs_z4c_Bz,,,
physical_boundary,constraints,con_C,-1.037185960909331,-1.0395953732057708,-0.9006835673996786
physical_boundary,constraints,con_H,0.29742292713621454,0.3069670818449157,0.3835340598494581
physical_boundary,constraints,con_M,-0.9691355704612864,-0.968243517567773,-0.8572445148669493
physical_boundary,constraints,con_Z,-1.0574642775427405,-1.061198045780825,-1.0574932484715494
physical_boundary,constraints,con_Mx,-0.28289010120634966,-0.27354332204928333,0.161811275202872
physical_boundary,constraints,con_My,-0.31732375639036375,-0.3149841506438911,-0.3089229569347555
physical_boundary,constraints,con_Mz,,,
independent_interior,state,state_z4c_chi,-0.5608302809180692,-0.560705096538422,-0.5044880349380559
independent_interior,state,state_z4c_gxx,-0.5677312536287366,-0.5686300813120806,-0.5263169152614576
independent_interior,state,state_z4c_gxy,0.38123357932452223,-0.0853531280130224,0.9548548677888757
independent_interior,state,state_z4c_gxz,,,
independent_interior,state,state_z4c_gyy,-0.5628019526285557,-0.5589603620979858,-0.5198479780619696
independent_interior,state,state_z4c_gyz,,,
independent_interior,state,state_z4c_gzz,-0.5501558232054512,-0.5502340754283913,-0.4938564307972793
independent_interior,state,state_z4c_Khat,1.4486214174875047,1.3709459304029703,1.799588756387551
independent_interior,state,state_z4c_Axx,-0.3749885467627873,-0.41175576565121685,1.4568704567072928
independent_interior,state,state_z4c_Axy,3.155566191523904,3.1051631157582245,3.035647189805715
independent_interior,state,state_z4c_Axz,,,
independent_interior,state,state_z4c_Ayy,-0.3649946937099033,-0.37451476560240654,1.6877109068424854
independent_interior,state,state_z4c_Ayz,,,
independent_interior,state,state_z4c_Azz,-0.37486686598226954,-0.388418324313056,0.14452200813358929
independent_interior,state,state_z4c_Gamx,-0.3223668757922704,-0.3532570776963688,-0.1456380902195437
independent_interior,state,state_z4c_Gamy,-0.3206439641746652,-0.3313498625657996,0.7552274347245206
independent_interior,state,state_z4c_Gamz,,,
independent_interior,state,state_z4c_Theta,-0.7689233256729779,-0.7737468066156119,0.036307256605171895
independent_interior,state,state_z4c_alpha,2.771677560397487,2.715175689769523,2.76500115810351
independent_interior,state,state_z4c_betax,-0.3787117166200001,-0.39869551523006524,-0.2701820251718443
independent_interior,state,state_z4c_betay,-0.3701531424636475,-0.3758635600464621,0.4930021802048673
independent_interior,state,state_z4c_betaz,,,
independent_interior,state,state_z4c_Bx,2.119633564030651,2.1245624298557177,2.134759413262892
independent_interior,state,state_z4c_By,2.1097180987549584,2.106397423783952,2.143807535506205
independent_interior,state,state_z4c_Bz,,,
independent_interior,rhs,rhs_z4c_chi,-0.4376118142062645,-0.43644368117262183,-0.3102655929120376
independent_interior,rhs,rhs_z4c_gxx,-0.45541524375634346,-0.4567429255235274,-0.36679604542502015
independent_interior,rhs,rhs_z4c_gxy,0.8231450807225918,0.2275372549487059,2.415064940731024
independent_interior,rhs,rhs_z4c_gxz,,,
independent_interior,rhs,rhs_z4c_gyy,-0.44800057802030785,-0.4407776905434905,-0.35991124929185836
independent_interior,rhs,rhs_z4c_gyz,,,
independent_interior,rhs,rhs_z4c_gzz,-0.4194726317413783,-0.4222313553524093,-0.2922427269766073
independent_interior,rhs,rhs_z4c_Khat,1.116023826409768,1.2338532119957528,0.6098165939613491
independent_interior,rhs,rhs_z4c_Axx,-0.03708060374923354,-0.15065428299421976,1.9366408862536146
independent_interior,rhs,rhs_z4c_Axy,2.6016671057146907,2.9019201414756934,3.0951226540972603
independent_interior,rhs,rhs_z4c_Axz,,,
independent_interior,rhs,rhs_z4c_Ayy,-0.005101957024390445,-0.04043024108649082,1.5444879193455787
independent_interior,rhs,rhs_z4c_Ayz,,,
independent_interior,rhs,rhs_z4c_Azz,0.11667191936115179,-0.02789613473476378,0.35049916453619534
independent_interior,rhs,rhs_z4c_Gamx,1.432923998101759,0.2864259177206298,2.650308779604467
independent_interior,rhs,rhs_z4c_Gamy,0.9432904974181184,0.7007859002751278,3.232319083081248
independent_interior,rhs,rhs_z4c_Gamz,,,
independent_interior,rhs,rhs_z4c_Theta,-0.3198279463865231,-0.32954434860020476,0.7829906950961888
independent_interior,rhs,rhs_z4c_alpha,2.190653670146025,2.151907941714254,2.548440183686857
independent_interior,rhs,rhs_z4c_betax,0.058355649515780386,-0.15815278681230266,1.5119232187753344
independent_interior,rhs,rhs_z4c_betay,0.0004010714432900142,-0.038224226214110646,2.024009965510822
independent_interior,rhs,rhs_z4c_betaz,,,
independent_interior,rhs,rhs_z4c_Bx,2.7974258066269946,2.850666628316903,2.5575146042803776
independent_interior,rhs,rhs_z4c_By,2.829514577114134,2.8289691579893717,2.760570315246059
independent_interior,rhs,rhs_z4c_Bz,,,
independent_interior,constraints,con_C,-1.2061634775186998,-1.2054537255803228,-1.1420786520500372
independent_interior,constraints,con_H,0.5338004152945633,0.08779224495809636,0.1771185002753486
independent_interior,constraints,con_M,-0.7254242100026423,-0.9531254140095352,1.232729267840178
independent_interior,constraints,con_Z,-1.1597363860766754,-1.1609018282667039,-1.0834695393685259
independent_interior,constraints,con_Mx,0.8046179104746032,0.3268823898290609,1.5360676725001963
independent_interior,constraints,con_My,0.17222252891989714,-0.17297179990707118,1.3034291497813475
independent_interior,constraints,con_Mz,,,
