case	target	time	shell	qphys_mean	qphys_var	qphys_min	qphys_max	qphys_rms	qref_mean	qref_var	qref_min	qref_max	qref_rms	dq_mean	dq_var	dq_min	dq_max	dq_rms	cells	effective_samples	valid	e_G	e_G_plus_2Delta_q
prescribed	3.0	3.000161459322137	outside	0.9898050967670315	0.02090973801695728	0.7936275685652896	1.1952065714353566	0.1446019986616965	0.8653715758162243	0.006345167165568988	0.7607064878018086	1.0455185787054448	0.07965655758045904	0.1244335209508078	0.005294607158746465	0.03292108076348095	0.23459517258578994	0.07276405128046723	5032	4469.5535255968225	True	0.08316236017974783	0.33202940208136345
prescribed	3.0	3.000161459322137	legacy	1.1368971916302335	0.01886177529612998	0.9504926552973112	1.3817380259581296	0.13733817858166744	1.235451213219738	0.005816448701202015	1.0644449940921321	1.3828014160323356	0.07626564561584734	-0.09855402158950527	0.011811508244391367	-0.2704895099956373	0.11576377437466025	0.10868076299139313	1960	1219.7337802703241	True	0.08316236017974783	-0.1139456829992627
prescribed	4.0	4.003095098506928	inner	1.2619826171383877	0.011513400425962494	1.0598341822806505	1.3857982011949628	0.10730051456522702	1.3151913569341704	0.0019034504620678572	1.2529663972519844	1.3828014160323356	0.0436285509966565	-0.05320873979578317	0.004463651435311359	-0.19313221497133398	0.002996785162627207	0.06681056380028055	264	242.64226983328513	True	0.1859337982095324	0.07951631861796606
prescribed	4.0	4.003095098506928	blend	1.0829972118837472	0.07420154540293789	0.7603425978779559	1.556401874316287	0.27239960609908725	1.1669562114325205	0.02260916072179353	0.8109068672612922	1.2974053789815576	0.1503634288043257	-0.0839589995487721	0.16085776304495036	-0.515505736505927	0.6090423596856184	0.40107077061903973	3168	2274.2536162588285	True	0.1859337982095324	0.018015799111988196
prescribed	4.0	4.003095098506928	outside	1.1211073444043893	0.08458985576405942	0.7809666479712211	1.556401874316287	0.2908433526214058	0.8382221023618982	0.01008167834756546	0.7268012698421884	1.0851947378059696	0.10040756120713946	0.282885242042488	0.04168568095054122	0.05416537812903243	0.6090423596856184	0.20417071521288555	5032	4469.5535255968225	True	0.1859337982095324	0.7517042822945084
prescribed	4.0	4.003095098506928	legacy	1.0702805537441784	0.048907887759799484	0.7603425978779559	1.4232321853435876	0.22115127799721052	1.2717174956553359	0.0032434665095379955	1.1132003844945824	1.3828014160323356	0.056951439925062436	-0.20143694191115727	0.0499549493153664	-0.515505736505927	0.3100318008490051	0.2235060386552596	1960	1219.7337802703241	True	0.1859337982095324	-0.21694008561278214
prescribed	4.2	4.204011887883058	inner	1.2524778029215016	0.01391613369167577	1.0301762667502448	1.3869771212762574	0.11796666347606755	1.3151913569341704	0.0019034504620678572	1.2529663972519844	1.3828014160323356	0.0436285509966565	-0.06271355401266929	0.005988836543679911	-0.22279013050173965	0.0041757052439218905	0.07738757357405587	264	242.64226983328513	True	0.209352681508568	0.08392557348322943
prescribed	4.2	4.204011887883058	blend	1.090055362887743	0.10966123298698238	0.7179623122495752	1.7004838258987693	0.33115137473213424	1.1751652549471916	0.024726536686163092	0.801330583126276	1.3147751510149686	0.15724673823696023	-0.08510989205944901	0.21487731704041244	-0.567565839684226	0.7539470186886665	0.4635486134597022	3168	2274.2536162588285	True	0.209352681508568	0.03913289738966999
prescribed	4.2	4.204011887883058	outside	1.1571258353722944	0.11842175530207366	0.7776874230632266	1.7004838258987693	0.34412462176088715	0.8325622233864707	0.010996875750812984	0.7197330137815348	1.0934660679699495	0.10486598948569066	0.3245636119858272	0.0638816760680696	0.0579544092816917	0.7539470186886665	0.252748246419376	5032	4469.5535255968225	True	0.209352681508568	0.8584799054802225
prescribed	4.2	4.204011887883058	legacy	1.053149531940918	0.059645477861332896	0.7179623122495752	1.5113757105620533	0.2442242368425642	1.2792779652835817	0.0030369732009105643	1.123364471453471	1.3828014160323356	0.05510873978699354	-0.22612843334266508	0.06303976827150073	-0.567565839684226	0.3880112391085822	0.25107721575543396	1960	1219.7337802703241	True	0.209352681508568	-0.24290418517676216
prescribed	4.5	4.503026931707311	inner	1.2369562246281796	0.01775812506649066	0.9890919199198167	1.3885551174531399	0.1332596152871929	1.3151913569341704	0.0019034504620678572	1.2529663972519844	1.3828014160323356	0.0436285509966565	-0.0782351323059911	0.00852567361187858	-0.26387447733216773	0.00575370142080437	0.09233457430387915	264	242.64226983328513	True	0.2433643463789248	0.08689408176694258
prescribed	4.5	4.503026931707311	blend	1.1065549162285906	0.19859009356625767	0.6491773086489364	2.084327488307523	0.4456344842651404	1.187202351768277	0.028100321033200926	0.7872886720177061	1.341308562346786	0.16763150370142518	-0.08064743553968699	0.3365203895760599	-0.6565782172660007	1.1396362887087117	0.5801037748334861	3168	2274.2536162588285	True	0.2433643463789248	0.0820694752995508
prescribed	4.5	4.503026931707311	outside	1.2200221597901848	0.20956478556138602	0.7544070863735313	2.084327488307523	0.45778246532756806	0.8242630212807524	0.01242384617667569	0.709368678106344	1.1055944970427212	0.11146230832292901	0.39575913850943545	0.12893557613514262	0.04035447808364966	1.1396362887087117	0.3590760032850185	5032	4469.5535255968225	True	0.2433643463789248	1.0348826233977957
prescribed	4.5	4.503026931707311	legacy	1.0258492925105522	0.0821417906967623	0.6491773086489364	1.696107410507132	0.28660389162878147	1.2903640442848001	0.0029399989772069812	1.1382682904676353	1.3828014160323356	0.05422175741533081	-0.2645147517742468	0.09067075949997276	-0.6565782172660007	0.5578391200394968	0.301115857270873	1960	1219.7337802703241	True	0.2433643463789248	-0.28566515716956886
prescribed	4.8	4.801677922119548	inner	1.2211605997718948	0.02088413328697869	0.9627176527244276	1.3892619870669476	0.14451343635447428	1.3151913569341704	0.0019034504620678572	1.2529663972519844	1.3828014160323356	0.0436285509966565	-0.0940307571622761	0.010596880877773225	-0.2902487445275569	0.006460571034611873	0.10294115249876128	264	242.64226983328513	True	0.2741082706603431	0.0860467563357909
prescribed	4.8	4.801677922119548	blend	1.1420613268519781	0.41852932216070005	0.4868095198649034	3.2534054676894337	0.6469384222325182	1.1987740728802292	0.031645253821076524	0.7737896463271784	1.3671803490289691	0.17789112912418237	-0.05671274602825188	0.5993995159940669	-0.8779202677337583	2.3104885212080806	0.7742089614529575	3168	2274.2536162588285	True	0.2741082706603431	0.16068277860383934
prescribed	4.8	4.801677922119548	outside	1.3173905357080784	0.4714614223669473	0.5469103420059667	3.2534054676894337	0.6866304845890163	0.8162846811837543	0.013890929371800032	0.6994050462001948	1.1172540193380285	0.11785978691563985	0.5011058545243224	0.3434135615445549	-0.2223097230869873	2.3104885212080806	0.5860149840614615	5032	4469.5535255968225	True	0.2741082706603431	1.276319979708988
prescribed	4.8	4.801677922119548	legacy	0.9976226630169986	0.12276016213556684	0.4868095198649034	1.980390318558055	0.3503714630725037	1.3010215156280907	0.0030774898507419657	1.152595901161339	1.3828014160323356	0.055475128217445026	-0.30339885261109273	0.14007551454363912	-0.8779202677337583	0.8277944173967156	0.37426663562711426	1960	1219.7337802703241	True	0.2741082706603431	-0.33268943456184236
prescribed	5.0	4.961086588834964	inner	1.2135654485380463	0.021633433323787976	0.9611298733130683	1.3889289522587895	0.14708308306459983	1.3151913569341704	0.0019034504620678572	1.2529663972519844	1.3828014160323356	0.0436285509966565	-0.10162590839612462	0.011034816219093175	-0.2918365239389161	0.006127536226454193	0.1050467335003482	264	242.64226983328513	True	0.2882610110853674	0.08500919429311815
prescribed	5.0	4.961086588834964	blend	1.2745408327543	1.9222986699552713	0.19372528918745324	11.405940143140294	1.3864698590143498	1.204679000235624	0.03356811835802165	0.7669012357528141	1.3803824491690038	0.18321604285111512	0.06986183251867516	2.1825513814921558	-1.057449598976308	10.463928579329963	1.4773460601674056	3168	2274.2536162588285	True	0.2882610110853674	0.42798467612271773
prescribed	5.0	4.961086588834964	outside	1.5687819968423624	2.829738703110278	0.17011131494064904	11.405940143140294	1.6821827198940897	0.8122134182978294	0.014675558915022702	0.6943207098225292	1.123203750712152	0.12114272126307342	0.7565685785445357	2.6143929549344316	-0.592261745565077	10.463928579329963	1.6169084559536546	5032	4469.5535255968225	True	0.2882610110853674	1.8013981681744389
prescribed	5.0	4.961086588834964	legacy	0.9828484674356261	0.16126441772557498	0.3197746091786265	2.1960100266426403	0.4015774118717025	1.3064599109597368	0.003234802130530179	1.1599071299322528	1.3828014160323356	0.056875320926832396	-0.3236114435241105	0.18569413835273316	-1.057449598976308	1.0361028967103876	0.43092242730302766	1960	1219.7337802703241	True	0.2882610110853674	-0.35896187596285356
feedback	0.0	0.0	inner	1.3151913569341704	0.0019034504620676351	1.2529663972519842	1.3828014160323354	0.043628550996653956	1.3151913569341704	0.0019034504620678572	1.2529663972519844	1.3828014160323356	0.0436285509966565	-1.2148484921317447e-16	3.2228172722038854e-32	-5.161224028850653e-16	3.7334742700503757e-16	1.79522067507142e-16	264	242.64226983328513	True	0.0	-2.4296969842634895e-16
feedback	0.0	0.0	blend	1.0795123137945253	0.009288049758221284	0.9129148062078951	1.2331466250056153	0.09637452857587052	1.0795123137945253	0.009288049758221284	0.9129148062078953	1.2331466250056153	0.09637452857587052	-9.609869425682082e-18	3.9540119651613956e-32	-6.508457443559727e-16	4.533810692293077e-16	1.9884697546508963e-16	3168	2274.2536162588285	True	0.0	-1.9219738851364163e-17
feedback	0.0	0.0	outside	0.8985119372112922	0.0032500675807649593	0.8020933374676354	0.9970873539315326	0.05700936397439423	0.8985119372112922	0.0032500675807649593	0.8020933374676356	0.9970873539315327	0.05700936397439423	-2.8423497247899456e-17	3.095748843979509e-32	-7.494749797726487e-16	4.728077725750083e-16	1.7594740248095478e-16	5032	4469.5535255968225	True	0.0	-5.684699449579891e-17
feedback	0.0	0.0	legacy	1.191182299187446	0.012506777428165972	1.0049310863688983	1.3828014160323354	0.11183370434786631	1.191182299187446	0.012506777428166194	1.0049310863688983	1.3828014160323356	0.1118337043478673	-4.1887477840660583e-17	4.038441909866336e-32	-6.508457443559727e-16	4.533810692293077e-16	2.0095874974397945e-16	1960	1219.7337802703241	True	0.0	-8.377495568132117e-17
feedback	0.2	0.2027771377313113	inner	1.3151490739097678	0.001904058963648314	1.252914364958784	1.3827700667736835	0.04363552410190938	1.3151913569341704	0.0019034504620678572	1.2529663972519844	1.3828014160323356	0.0436285509966565	-4.2283024402959276e-05	4.863634513700996e-11	-5.2032293200494603e-05	-3.134925865211632e-05	6.973976278781708e-06	264	242.64226983328513	True	7.715709929954216e-05	-7.408949506376391e-06
feedback	0.2	0.2027771377313113	blend	1.0794567716513956	0.009287031632737364	0.9128802024750305	1.2330919664524707	0.0963692463015944	1.07951357818675	0.009288120323059257	0.9129133312273817	1.233146710546606	0.09637489467210461	-5.680653535584569e-05	7.688046128558863e-11	-6.541026083334848e-05	-3.3074031216712865e-05	8.768150391364682e-06	3168	2274.2536162588285	True	7.715709929954216e-05	-3.645597141214922e-05
feedback	0.2	0.2027771377313113	outside	0.8984828180669353	0.0032483022124892846	0.8020927126188928	0.9970346111141237	0.05699387872823962	0.8985110654523625	0.0032501278016293655	0.8020922487844042	0.9970886279174175	0.05700989213837688	-2.8247385430630692e-05	2.570976682412933e-10	-5.405901742429777e-05	4.693698454644868e-07	1.603426544127586e-05	5032	4469.5535255968225	True	7.715709929954216e-05	2.0662328438280777e-05
feedback	0.2	0.2027771377313113	legacy	1.1911290075792071	0.012508528711198341	1.004877015379791	1.3827700667736835	0.11184153392724164	1.1911834636835308	0.012506550114970594	1.0049326518853339	1.3828014160323356	0.11183268804321299	-5.4456104323641185e-05	1.0817539694567955e-10	-6.541026083334848e-05	-3.134925865211632e-05	1.0400740211431085e-05	1960	1219.7337802703241	True	7.715709929954216e-05	-3.175510934774021e-05
feedback	0.5	0.5007329170288415	inner	1.3149326441954747	0.0019078290061853576	1.252619442657223	1.3826136120516481	0.043678701974593497	1.3151913569341704	0.0019034504620678572	1.2529663972519844	1.3828014160323356	0.0436285509966565	-0.00025871273869572517	2.5890278045730414e-09	-0.0003469545947613387	-0.0001878039806874463	5.0882490156959114e-05	264	242.64226983328513	True	0.0005227544904504377	5.329013058987366e-06
feedback	0.5	0.5007329170288415	blend	1.079176532830292	0.00927154387922946	0.9127281003987973	1.2327768858714205	0.09628885646443965	1.0796718021590392	0.009296978548174017	0.9127287545817732	1.2331574150060134	0.09642084083938501	-0.0004952693287471042	5.9561620659824834e-08	-0.0007858407985971384	6.67762365745583e-06	0.0002440524957049709	3168	2274.2536162588285	True	0.0005227544904504377	-0.0004677841670437707
feedback	0.5	0.5007329170288415	outside	0.8983710191830139	0.003243977028793421	0.8020870296627326	0.9968566780600249	0.056955921806195194	0.8984019749678825	0.0032576725429237507	0.8019560127480065	0.9972480524243406	0.057076024238937234	-3.095578486739149e-05	1.726625392285045e-08	-0.0003946103090487668	0.00013107807772034784	0.00013140111842313386	5032	4469.5535255968225	True	0.0005227544904504377	0.0004608429207156547
feedback	0.5	0.5007329170288415	legacy	1.1908412512423325	0.012516580035417002	1.0046791871557899	1.3826136120516481	0.11187752247621952	1.1913291868161708	0.01247812582537522	1.0051285580479012	1.3828014160323356	0.11170553175816862	-0.0004879355738380343	4.173184827770041e-08	-0.0007858407985971384	-0.0001878039806874463	0.0002042837445263338	1960	1219.7337802703241	True	0.0005227544904504377	-0.00045311665722563095
feedback	1.0	1.001390984482717	inner	1.314074660971069	0.0019492418143236545	1.2504397462409007	1.3821792953790535	0.04415021873472038	1.3151913569341704	0.0019034504620678572	1.2529663972519844	1.3828014160323356	0.0436285509966565	-0.0011166959631017943	3.9422614520095925e-07	-0.0025266510110838053	-0.0006221206532822311	0.0006278743068488782	264	242.64226983328513	True	0.003768542672745871	0.0015351507465422823
feedback	1.0	1.001390984482717	blend	1.0783356630483525	0.008702835536677167	0.913726795730395	1.230129677855519	0.0932889893646467	1.0835249835665541	0.00952976320025134	0.9082338143471176	1.2334180975269415	0.0976205060438192	-0.0051893205182032155	4.513314433070982e-05	-0.013249488025481117	0.0070592438294098695	0.006718120595129997	3168	2274.2536162588285	True	0.003768542672745871	-0.00661009836366056
feedback	1.0	1.001390984482717	outside	0.899861149343256	0.0034814558762504833	0.801826873943759	1.000808296861662	0.05900386323157564	0.8957453267971232	0.0034467982051995527	0.7986382970131827	1.0011304700953298	0.058709438808419494	0.0041158225461321845	2.668414922532712e-06	-0.0004468115759259465	0.0070592438294098695	0.0016335283660018616	5032	4469.5535255968225	True	0.003768542672745871	0.01200018776501024
feedback	1.0	1.001390984482717	legacy	1.1889533572497504	0.01251500583086429	1.0079255759435277	1.3821792953790535	0.11187048686255142	1.1948779389882822	0.011798970872851644	1.0098994026443968	1.3828014160323356	0.10862306786705872	-0.0059245817385322145	2.156351828924231e-05	-0.013249488025481117	-0.0006221206532822311	0.0046436535496570275	1960	1219.7337802703241	True	0.003768542672745871	-0.008080620804318558
feedback	2.0	2.000763913143121	inner	1.3074109337156499	0.0029890798404699215	1.2152010054577547	1.3833355653345907	0.054672477906803546	1.3151913569341704	0.0019034504620678572	1.2529663972519844	1.3828014160323356	0.0436285509966565	-0.007780423218520796	0.00017518685887702736	-0.037765391794229844	0.001517703030730733	0.013235817272727338	264	242.64226983328513	True	0.04810869903883679	0.0325478526017952
feedback	2.0	2.000763913143121	blend	1.0786894015044575	0.0026356092962771527	0.9613298549184079	1.1813845537561847	0.05133818555692393	1.1282877295959466	0.014636373687543003	0.8560156997915245	1.236446469213729	0.12098088149597441	-0.04959832809148895	0.016299100558083868	-0.20381311702348023	0.16488639630362567	0.12766793081304273	3168	2274.2536162588285	True	0.04810869903883679	-0.05108795714414111
feedback	2.0	2.000763913143121	outside	0.9522530508900727	0.014576991928019978	0.7936061313460456	1.134369399503759	0.12073521411758865	0.8648828122201805	0.006402873936051989	0.7600961026213221	1.0462328563591807	0.08001796008429601	0.08737023866989192	0.0023240812567760253	0.03298108630060536	0.16488639630362567	0.04820872594018665	5032	4469.5535255968225	True	0.04810869903883679	0.22284917637862064
feedback	2.0	2.000763913143121	legacy	1.1604151610269116	0.014695819100777108	1.0159298732545452	1.3833355653345907	0.12122631356589669	1.236104103915689	0.005746978324881358	1.0653227223464061	1.3828014160323356	0.07580882748652269	-0.07568894288877767	0.006277484797273454	-0.20381311702348023	0.06331518348781422	0.07923057993775796	1960	1219.7337802703241	True	0.04810869903883679	-0.10326918673871854
feedback	3.0	3.002095532141209	inner	1.2831737015239513	0.01052016768653563	1.0790137318070925	1.3940097086419618	0.10256786868476711	1.3151913569341704	0.0019034504620678572	1.2529663972519844	1.3828014160323356	0.0436285509966565	-0.03201765541021923	0.0040664664789510484	-0.17395266544489188	0.015510478769089396	0.06376885194945138	264	242.64226983328513	True	0.180831099387485	0.11679578856704655
feedback	3.0	3.002095532141209	blend	1.0960275762123346	0.11396036526905884	0.70567219069094	1.7378850761981168	0.337580161249234	1.2053018555722204	0.03377543166935837	0.7661746420068335	1.3817750147386656	0.18378093391143263	-0.10927427935988505	0.2314158925879703	-0.6313681831369874	0.7848625153096032	0.48105705751809763	3168	2274.2536162588285	True	0.180831099387485	-0.0377174593322851
feedback	3.0	3.002095532141209	outside	1.127036511295302	0.12893777335351442	0.7620631300939731	1.7378850761981168	0.3590790628169713	0.8117839790071192	0.014759740167485713	0.6937844109224285	1.123831332003951	0.12148967103209109	0.3152525322881833	0.0635813051526611	0.06614923242413664	0.7848625153096032	0.25215333658839634	5032	4469.5535255968225	True	0.180831099387485	0.8113361639638516
feedback	3.0	3.002095532141209	legacy	1.0734809941380756	0.06770155468658579	0.70567219069094	1.565750489522002	0.2601952241809711	1.3070335562141076	0.003254829192908426	1.1606783227993192	1.3828014160323356	0.05705111035649022	-0.2335525620760316	0.07839597913036905	-0.6313681831369874	0.40507216672268254	0.27999281978359564	1960	1219.7337802703241	True	0.180831099387485	-0.2862740247645782
