axis_tau,coordinate_time,region,family,variable,difference_128_256_rms,difference_256_512_rms,observed_order_rms,difference_128_256_ring_rms,difference_256_512_ring_rms,observed_order_ring_rms,difference_128_256_linf,difference_256_512_linf,observed_order_linf
0.0,0.0,full,rhs,rhs_z4c_Ayy,2.286510754036733e-05,1.4933504615530438e-06,3.9365230205308626,1.8530979222308535e-05,1.210134571685451e-06,3.93669972406688,0.0006785361907105658,4.486252132065993e-05,3.9188431571391455
0.0,0.0,full,rhs,rhs_z4c_Ayz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,full,rhs,rhs_z4c_Azz,4.817664819084913e-05,3.170876110868141e-06,3.9253806077960944,3.9096102315096757e-05,2.57270636496661e-06,3.925666075222313,0.00204569411327693,0.00013706379234879051,3.8996710242170893
0.0,0.0,full,rhs,rhs_z4c_Gamx,1.2246954053122941e-06,4.347074256371759e-08,4.816234430288234,9.859143249256362e-07,3.499551132004992e-08,4.8162204905861605,4.776628918531145e-05,1.7527124416538697e-06,4.768331577455446
0.0,0.0,full,rhs,rhs_z4c_Gamy,1.0992096891668476e-06,3.882378712899624e-08,4.823381961042226,8.855941751426156e-07,3.127896381628689e-08,4.823381106911165,4.307778792532524e-05,1.5466769580640971e-06,4.799700359089377
0.0,0.0,full,rhs,rhs_z4c_Gamz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,full,rhs,rhs_z4c_Theta,5.1851353783017844e-05,3.3734576617287825e-06,3.942081696093121,4.246706046558822e-05,2.730016206068301e-06,3.959362829510392,0.0025137242320297823,0.00016730835545236523,3.909244986555372
0.0,0.0,full,rhs,rhs_z4c_alpha,2.1692351716056285e-08,2.4445263539387182e-09,3.1495596033216877,1.9868462034323417e-08,2.8751294197076513e-09,2.7887813982407077,2.99640875578433e-07,3.081298661555821e-08,3.281624012181592
0.0,0.0,full,rhs,rhs_z4c_betax,3.913867046938032e-05,2.5329149212117516e-06,3.9497242249264115,3.151988399312117e-05,2.0398550261425106e-06,3.9497236974051684,0.0011674170830944242,7.585100600615569e-05,3.9440079596104347
0.0,0.0,full,rhs,rhs_z4c_betay,3.5819524904871695e-05,2.315348322472556e-06,3.951445047265833,2.8860375768858248e-05,1.8655127498795964e-06,3.9514459587534665,0.001073034188730615,7.009264591983921e-05,3.9362891479273268
0.0,0.0,full,rhs,rhs_z4c_betaz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,full,rhs,rhs_z4c_Bx,3.3346023807567854e-06,7.052799824742386e-07,2.241246745881282,3.21928167163193e-06,9.727095327968512e-07,1.7266578494440843,6.318832827767462e-05,1.3585378291634115e-05,2.2176033594197384
0.0,0.0,full,rhs,rhs_z4c_By,2.9827060488608105e-06,5.713161535345787e-07,2.3842605777139787,2.3845299413383468e-06,4.3200635611427113e-07,2.4645804539935607,5.160955516381183e-05,9.146566835577415e-06,2.4963359612707077
0.0,0.0,full,rhs,rhs_z4c_Bz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,full,constraints,con_C,4.4806495572707125e-07,1.9577159734760902e-09,7.838392610792352,3.6165803843481055e-07,1.6946431138913753e-09,7.737500929370184,3.561736321615438e-05,1.4986591987165182e-07,7.892764560440572
0.0,0.0,full,constraints,con_H,0.00010874618506696949,6.9815731041681285e-06,3.961268835891185,8.904675544498208e-05,5.632792516646377e-06,3.9826408093394137,0.005590244538761342,0.0003632700276043635,3.9437971504326796
0.0,0.0,full,constraints,con_M,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,full,constraints,con_Z,2.3173442044455804e-10,9.777847838931464e-13,7.888739679506046,1.876013080088759e-10,7.91212967073077e-13,7.88938810101659,1.128577518089399e-08,4.8284446062576324e-11,7.868731273843025
0.0,0.0,full,constraints,con_Mx,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,full,constraints,con_My,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,full,constraints,con_Mz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_chi,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_gxx,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_gxy,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_gxz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_gyy,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_gyz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_gzz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_Khat,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_Axx,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_Axy,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_Axz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_Ayy,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_Ayz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_Azz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_Gamx,8.845242585494362e-05,5.724327283829682e-06,3.9497236456697955,0.00010991014405328736,7.112998900253232e-06,3.949722793902824,0.0011674170830944242,7.585100600615569e-05,3.9440079596104347
0.0,0.0,core_r8,state,state_z4c_Gamy,8.095159930145803e-05,5.232653145093229e-06,3.9514450472264175,0.00010063711030270879,6.5051063053428595e-06,3.9514459586933612,0.001073034188730615,7.009264591983921e-05,3.9362891479273268
0.0,0.0,core_r8,state,state_z4c_Gamz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_Theta,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_alpha,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_betax,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_betay,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_betaz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_Bx,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_By,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_Bz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,rhs,rhs_z4c_chi,7.50861849411658e-08,2.5536547982303414e-09,4.87791207107925,9.356677233612501e-08,3.182113824551905e-09,4.877938940261968,1.6607939604806888e-06,5.773506342343637e-08,4.846281535487638
0.0,0.0,core_r8,rhs,rhs_z4c_gxx,1.0267364339223475e-07,3.4510048115545283e-09,4.894905589907558,1.273105927740581e-07,4.2789470337429995e-09,4.894952831368946,6.875102295733627e-07,2.3395124504332898e-08,4.877101368196298
0.0,0.0,core_r8,rhs,rhs_z4c_gxy,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,rhs,rhs_z4c_gxz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,rhs,rhs_z4c_gyy,1.0267364339223475e-07,3.4510048115545283e-09,4.894905589907558,1.273105927740581e-07,4.2789470337429995e-09,4.894952831368946,6.875102295733627e-07,2.3395124504332898e-08,4.877101368196298
0.0,0.0,core_r8,rhs,rhs_z4c_gyz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,rhs,rhs_z4c_gzz,5.0462110211282324e-06,1.7925944699569224e-07,4.815079481562581,6.271949834455348e-06,2.2280119455014353e-07,4.815085147420857,0.00012759482106261544,4.644351127467417e-06,4.779948914033469
0.0,0.0,core_r8,rhs,rhs_z4c_Khat,1.2480542555845783e-05,8.215781738581495e-07,3.9251389870134377,1.5752462018116955e-05,1.0368495477484593e-06,3.925298859160849,0.00015791330304248952,1.0529455310215319e-05,3.9066300001918224
0.0,0.0,core_r8,rhs,rhs_z4c_Axx,5.3217537069977564e-05,3.4776009516224364e-06,3.9357374427459377,6.666781520655003e-05,4.355528703099189e-06,3.936070690339353,0.0007631263300215407,5.062558586751975e-05,3.913983300750521
0.0,0.0,core_r8,rhs,rhs_z4c_Axy,2.4631080733189233e-05,1.596780323456773e-06,3.947242176874649,3.079197698324608e-05,1.995933603388705e-06,3.9474188638822727,0.00028812029121829535,1.8693250059882704e-05,3.9460819406782894
0.0,0.0,core_r8,rhs,rhs_z4c_Axz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,rhs,rhs_z4c_Ayy,5.1672568482613694e-05,3.3749198337489003e-06,3.9364734588402674,6.46139157205044e-05,4.219721925402442e-06,3.936625072316948,0.0006785361907105658,4.486252132065993e-05,3.9188431571391455
0.0,0.0,core_r8,rhs,rhs_z4c_Ayz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,rhs,rhs_z4c_Azz,0.00010887811086449355,7.166131654309499e-06,3.9253755812479656,0.00013632834964214416,8.971111165545057e-06,3.9256551042449854,0.00204569411327693,0.00013706379234879051,3.8996710242170893
0.0,0.0,core_r8,rhs,rhs_z4c_Gamx,2.7677926068575405e-06,9.824320964217474e-08,4.816234339525492,3.4379147773197307e-06,1.2203047926982277e-07,4.816220345699817,4.776628918531145e-05,1.7527124416538697e-06,4.768331577455446
0.0,0.0,core_r8,rhs,rhs_z4c_Gamy,2.484197461900752e-06,8.774118049628368e-08,4.823381926738828,3.088096448538373e-06,1.0907079492656162e-07,4.823381053289772,4.307778792532524e-05,1.5466769580640971e-06,4.799700359089377
0.0,0.0,core_r8,rhs,rhs_z4c_Gamz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,rhs,rhs_z4c_Theta,0.00011597229636099077,7.623945690988118e-06,3.9270985608152267,0.0001448227398900599,9.519622476957146e-06,3.927239978999895,0.0025137242320297823,0.00016730835545236523,3.909244986555372
0.0,0.0,core_r8,rhs,rhs_z4c_alpha,4.3131756637977097e-08,1.4438258975601622e-09,4.900781782526151,5.4328839097134835e-08,1.818522739611058e-09,4.900879348604023,2.99640875578433e-07,1.0112282238239346e-08,4.889053902240254
0.0,0.0,core_r8,rhs,rhs_z4c_betax,8.845242585494362e-05,5.724327283829682e-06,3.9497236456697955,0.00010991014405328736,7.112998900253232e-06,3.949722793902824,0.0011674170830944242,7.585100600615569e-05,3.9440079596104347
0.0,0.0,core_r8,rhs,rhs_z4c_betay,8.095159930145803e-05,5.232653145093229e-06,3.9514450472264175,0.00010063711030270879,6.5051063053428595e-06,3.9514459586933612,0.001073034188730615,7.009264591983921e-05,3.9362891479273268
0.0,0.0,core_r8,rhs,rhs_z4c_betaz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,rhs,rhs_z4c_Bx,6.768822862513613e-06,4.3345437875201036e-07,3.9649529002772446,8.59374594467533e-06,5.503387090377181e-07,3.9648954157819563,6.318832827767462e-05,4.080915627591164e-06,3.9526933096204218
0.0,0.0,core_r8,rhs,rhs_z4c_By,6.197713924150401e-06,3.966124927457176e-07,3.9659341378349575,7.727762996132733e-06,4.945067249364368e-07,3.9659888027846364,5.160955516381183e-05,3.323576194314004e-06,3.956829861963113
0.0,0.0,core_r8,rhs,rhs_z4c_Bz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,constraints,con_C,1.0125871090575493e-06,4.2506663978888554e-09,7.896141270239119,1.2610101060177651e-06,5.29326091659967e-09,7.896207353084337,3.561736321615438e-05,1.4986591987165182e-07,7.892764560440572
0.0,0.0,core_r8,constraints,con_H,0.0002426157425724479,1.5776850769629692e-05,3.942792003800394,0.0003019831798515651,1.963675820723924e-05,3.9428395123661617,0.005590244538761342,0.0003632700276043635,3.9437971504326796
0.0,0.0,core_r8,constraints,con_M,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,constraints,con_Z,5.237163811958047e-10,2.2097792275980243e-12,7.8887396794806595,6.541721319029105e-10,2.7589864855783485e-12,7.8893881009778815,1.128577518089399e-08,4.8284446062576324e-11,7.868731273843025
0.0,0.0,core_r8,constraints,con_Mx,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,constraints,con_My,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,constraints,con_Mz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_chi,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_gxx,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_gxy,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_gxz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_gyy,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_gyz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_gzz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_Khat,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_Axx,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_Axy,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_Axz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_Ayy,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_Ayz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_Azz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_Gamx,8.783464264946924e-05,5.683509803738619e-06,3.9499360276196716,0.00010427888639244072,6.747274668623101e-06,3.9499983787352932,0.0011244366946749906,7.304726815937634e-05,3.944228310281889
0.0,0.0,core_r8_mb_interior,state,state_z4c_Gamy,8.724313418272567e-05,5.63939414600643e-06,3.9514295155021504,0.00010357299718751681,6.694935301946028e-06,3.9514339988688443,0.001073034188730615,7.009264591983921e-05,3.9362891479273268
0.0,0.0,core_r8_mb_interior,state,state_z4c_Gamz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_Theta,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_alpha,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_betax,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_betay,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_betaz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_Bx,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_By,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_Bz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_chi,7.10526072137512e-08,2.4096253351005005e-09,4.8820068398917025,8.453576953586725e-08,2.8667749742376314e-09,4.882061346030673,1.4360173944361067e-06,4.956967601721374e-08,4.856471584845151
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_gxx,1.0478614984590747e-07,3.5197434977262256e-09,4.8958339345220905,1.2479265765537056e-07,4.191617673538103e-09,4.895882112000601,6.875102295733627e-07,2.3395124504332898e-08,4.877101368196298
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_gxy,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_gxz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_gyy,1.0478614984590747e-07,3.5197434977262256e-09,4.8958339345220905,1.2479265765537056e-07,4.191617673538103e-09,4.895882112000601,6.875102295733627e-07,2.3395124504332898e-08,4.877101368196298
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_gyz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_gzz,4.629536703668282e-06,1.6374732932095118e-07,4.821324542472133,5.494855443031111e-06,1.9434809105820143e-07,4.821366685394324,0.00010217438544316338,3.664298339813854e-06,4.801352786110141
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Khat,1.2620979448773792e-05,8.311342128210403e-07,3.924598600116778,1.5205004943051472e-05,1.0011968479612574e-06,3.9247487261157867,0.00015791330304248952,1.0529455310215319e-05,3.9066300001918224
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Axx,5.256356634903443e-05,3.431524572411758e-06,3.937141572737388,6.290637613842085e-05,4.105654809062223e-06,3.93752201463793,0.0006740253000365459,4.4586868780005506e-05,3.918111953449336
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Axy,2.6516099112748622e-05,1.7190989175823019e-06,3.9471440850208026,3.166374665207524e-05,2.052547310969332e-06,3.947344592808103,0.00028812029121829535,1.8693250059882704e-05,3.9460819406782894
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Axz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Ayy,5.1254442539645446e-05,3.3407613364454815e-06,3.9394282318216964,6.118677197694319e-05,3.9876854999848045e-06,3.9395962519546304,0.0006785361907105658,4.448052271271985e-05,3.931180118826154
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Ayz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Azz,0.00010860454427852711,7.135750624804777e-06,3.927875462205318,0.00012993341598395599,8.535579915812535e-06,3.928139522624866,0.0014905225386234733,9.901451144056495e-05,3.912034400444916
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Gamx,2.6636001203807885e-06,9.449821914725648e-08,4.816946558758933,3.1597405020308614e-06,1.1210049795175765e-07,4.8169414882439,4.3663987467228434e-05,1.5986480804208726e-06,4.771519595490592
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Gamy,2.677258630250979e-06,9.456571617938452e-08,4.823295459422219,3.178176284136735e-06,1.1225757390482473e-07,4.823314458441136,4.307778792532524e-05,1.5466769580640971e-06,4.799700359089377
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Gamz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Theta,0.00011000717601670436,7.220359486646623e-06,3.929383159173148,0.00013129328975068722,8.616491968496345e-06,3.9295487488397653,0.0021472582376564965,0.00014223166399249135,3.9161811233224064
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_alpha,4.440516011160795e-08,1.4852808765228984e-09,4.901919649822796,5.364588900493754e-08,1.7942978571322178e-09,4.90197631293065,2.99640875578433e-07,1.0112282238239346e-08,4.889053902240254
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_betax,8.783464264946924e-05,5.683509803738619e-06,3.9499360276196716,0.00010427888639244072,6.747274668623101e-06,3.9499983787352932,0.0011244366946749906,7.304726815937634e-05,3.944228310281889
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_betay,8.724313418272567e-05,5.63939414600643e-06,3.9514295155021504,0.00010357299718751681,6.694935301946028e-06,3.9514339988688443,0.001073034188730615,7.009264591983921e-05,3.9362891479273268
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_betaz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Bx,6.936753342142127e-06,4.4405941599055926e-07,3.9654359560498076,8.41076171552394e-06,5.384403525048575e-07,3.9653780237357448,6.198764151427172e-05,4.0027516865492885e-06,3.9529165887974487
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_By,6.655979756347874e-06,4.259717149082156e-07,3.9658215037761093,7.931883325495728e-06,5.075987453581068e-07,3.9659030479571875,5.160955516381183e-05,3.323576194314004e-06,3.956829861963113
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Bz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,constraints,con_C,8.198548719528587e-07,3.4378703638775102e-09,7.897709596598339,9.749107930700814e-07,4.087861154974782e-09,7.897780208562951,2.6777133727016207e-05,1.1237082752059266e-07,7.89659018247233
0.0,0.0,core_r8_mb_interior,constraints,con_H,0.00022519439052523857,1.4653622867652865e-05,3.9418415945647314,0.0002677344612097528,1.742103427517665e-05,3.941900662742019,0.004846933534266763,0.000314720065263279,3.9449312320297247
0.0,0.0,core_r8_mb_interior,constraints,con_M,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,constraints,con_Z,5.112985097790655e-10,2.1556670790270555e-12,7.889887625314428,6.09930684404153e-10,2.5703349813241145e-12,7.890545094372636,1.0506174490848311e-08,4.492915972348836e-11,7.869369654870346
0.0,0.0,core_r8_mb_interior,constraints,con_Mx,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,constraints,con_My,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,constraints,con_Mz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,axis,state,state_z4c_chi,0.0,0.0,,,,,0.0,0.0,
0.0,0.0,axis,state,state_z4c_gxx,0.0,0.0,,,,,0.0,0.0,
0.0,0.0,axis,state,state_z4c_gxy,0.0,0.0,,,,,0.0,0.0,
