classification	target_time	final_time	run_exit_status	gate_passed	old_mode_recurrence	GH_RMS	reduction_RMS	curl_RMS	metric_error_RMS	relative_D_Linf	relative_source_Linf	GH_slope	GH_e_folding_time	GH_r_squared
PASS_STATIONARY_SEGMENT	5.0	5.0	0	1	0	3.3707606986521296e-13	1.0246148909485834e-12	8.00442561354083e-14	1.654073468259941e-11	1.209865541087409e-12	9.225050298417263e-12	0.21558283738316453	4.638588173986492	0.7349617291874486
