57185308|cartoon-brill-localize-55f914-v4|COMPLETED|0:0|38|1||32|billing=32,cpu=32,energy=15026,gres/gpu:a100=1,gres/gpu=1,mem=57472M,node=1|nid001069
57185308.extern|extern|COMPLETED|0:0|38|1|1|32|billing=32,cpu=32,gres/gpu:a100=1,gres/gpu=1,mem=57472M,node=1|nid001069
57185308.0|python3|COMPLETED|0:0|9|1|1|32|cpu=32,gres/gpu:a100=1,gres/gpu=1,mem=57472M,node=1|nid001069
