# time cycle min_w max_w min_rho max_rho min_alpha max_alpha max_p max_L max_Cperp max_Z max_K max_Atilde max_beta max_Q max_B min_detg max_abs_detg_minus_1 min_minor1 min_minor2 min_eigenvalue pcgh_Cperp_max pcgh_Zx_max pcgh_Zy_max pcgh_Zz_max pcgh_H_max pcgh_alphaMx_max pcgh_alphaMy_max pcgh_alphaMz_max pcgh_red_w_max pcgh_red_Q_max pcgh_red_alpha_max pcgh_red_B_max pcgh_curl_p_max pcgh_curl_Q_max pcgh_curl_L_max pcgh_curl_B_max pcgh_detg_max pcgh_trA_max pcgh_trQ_max pcgh_projection_max pcgh_minor1_max pcgh_minor2_max pcgh_min_eigenvalue_max pcgh_physical_valid_max pcgh_p_norm_max pcgh_L_norm_max pcgh_rhs_primary_max pcgh_rhs_gradient_max dRw_restrict_max dRQ_restrict_max dRalpha_restrict_max dRB_restrict_max dcurlp_restrict_max dcurlQ_restrict_max dcurlL_restrict_max dcurlB_restrict_max dRw_prolong_max dRQ_prolong_max dRalpha_prolong_max dRB_prolong_max dcurlp_prolong_max dcurlQ_prolong_max dcurlL_prolong_max dcurlB_prolong_max dRw_algebraic_project_max dRQ_algebraic_project_max dRalpha_algebraic_project_max dRB_algebraic_project_max dcurlp_algebraic_project_max dcurlQ_algebraic_project_max dcurlL_algebraic_project_max dcurlB_algebraic_project_max dRw_reduction_project_max dRQ_reduction_project_max dRalpha_reduction_project_max dRB_reduction_project_max dcurlp_reduction_project_max dcurlQ_reduction_project_max dcurlL_reduction_project_max dcurlB_reduction_project_max dRw_post_project_restrict_max dRQ_post_project_restrict_max dRalpha_post_project_restrict_max dRB_post_project_restrict_max dcurlp_post_project_restrict_max dcurlQ_post_project_restrict_max dcurlL_post_project_restrict_max dcurlB_post_project_restrict_max dRw_post_project_exchange_max dRQ_post_project_exchange_max dRalpha_post_project_exchange_max dRB_post_project_exchange_max dcurlp_post_project_exchange_max dcurlQ_post_project_exchange_max dcurlL_post_project_exchange_max dcurlB_post_project_exchange_max dRw_post_project_prolong_max dRQ_post_project_prolong_max dRalpha_post_project_prolong_max dRB_post_project_prolong_max dcurlp_post_project_prolong_max dcurlQ_post_project_prolong_max dcurlL_post_project_prolong_max dcurlB_post_project_prolong_max
0.012500000000000001 1 0.015936593131223167 0.99540934919884894 0.99999998663035061 1.0000051086179869 0.015936592918156505 0.99540934919884894 0.59293222611714003 1.1858720849003834 5.9588537211106281e-05 2.6107285046072034e-07 0.0003923483366999278 0.0012552804352927883 1.1610418170642766e-07 1.8847880855798591e-05 6.9221523211299864e-07 0.99999999999999956 4.4408920985006262e-16 0.99999802813841965 0.99999606682959252 0.99999800930913474 5.9588537211106281e-05 2.6098465228096373e-07 2.6098465228096997e-07 2.6098465228096516e-07 0.093986735381898168 3.7205396873558574e-05 3.7205396873558404e-05 3.7205396873563215e-05 3.0156902196757298e-06 1.5905443515978539e-07 7.0955274206136761e-09 1.0728170469115865e-11 8.9130012493092117e-06 1.2558005565868778e-06 1.7827371064646898e-05 1.4306908497023487e-10 4.4408920985006262e-16 2.4207315984532651e-19 3.3768127625971157e-21 5.4707823428506256e-10 1.0000000000039324 1.0000000000039324 1 1 0.59293196797171765 1.1858715686062158 0.10512313385393397 0.10091916486175637 0 0 0 0 0 0 0 0 2.0455755687711607e-07 6.1604785752949754e-06 4.1242131907042715e-06 2.2246190411593314e-08 6.8900287747500617e-08 5.3923280673892255e-06 1.3414302555402026e-06 1.604526882907407e-08 0 2.8876595097630524e-15 0 0 0 2.0755013579818915e-18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.025000000000000001 2 0.015963558899470473 0.99540935023064447 0.99999992736965959 1.0000204373732304 0.015963557740031754 0.99540935023064447 0.59295681589945093 1.1859441475254027 0.00011945987892783893 1.0526373607304743e-06 0.00078468478047477933 0.0025105593133638985 9.1804792489689654e-07 7.5275311388449178e-05 5.4621588359410043e-06 0.99999999999999956 6.6613381477509392e-16 0.99999211936423382 0.99998428011732521 0.99999204446016476 0.00011945987892783893 1.0522868472745021e-06 1.0522868472745453e-06 1.052286847274508e-06 0.097074646537619491 7.6314100101629651e-05 7.6314100101629529e-05 7.6314100101641482e-05 3.0027814353483579e-06 5.972226732280803e-07 3.386132331743528e-08 8.3510988961848091e-11 9.0030957688568172e-06 4.6615055611186129e-06 2.6217002791503072e-05 1.1118637701044479e-09 6.6613381477509392e-16 8.1782476312075698e-19 2.8462641581252105e-20 1.6371856924018645e-09 1.000000000062816 1.0000000000628158 1 1 0.59295578144834948 1.1859420785699677 0.10513271497350789 0.099019633166236562 0 0 0 0 0 0 0 0 8.0629704141878704e-07 2.4640587224331987e-05 1.6496721196867626e-05 8.7741938390570683e-08 2.6791382335423052e-07 2.1566560312893549e-05 5.3167818688966915e-06 6.3294817060765412e-08 0 3.413528798134177e-15 0 0 0 2.9441594697138598e-17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.037500000000000006 3 0.015990183167229492 0.99540935126209129 0.99999979944136841 1.0000459937713961 0.015990179960260236 0.99540935126209129 0.59298180502881492 1.1860322534906984 0.00017959267665780174 2.3868539533223186e-06 0.0011769762366108892 0.0037658404228357199 3.0717684644555736e-06 0.00016898863559573201 1.8210910191611348e-05 0.99999999999999956 6.6613381477509392e-16 0.99998229092956747 0.9999646723097515 0.9999821235684111 0.00017959267665780174 2.3860688157103641e-06 2.3860688157104497e-06 2.3860688157103663e-06 0.10010482704623186 0.0001172506346316937 0.00011725063463169429 0.00011725063463171281 2.9902647069025387e-06 1.2624812899571692e-06 1.1896903637512883e-07 2.7694866247278488e-10 9.0860875631667554e-06 9.8650737957066022e-06 5.8253017497497693e-05 3.6833268728643476e-09 6.6613381477509392e-16 1.4475738063440396e-18 7.5124624517150193e-20 2.7209223851897816e-09 1.0000000003172576 1.0000000003172538 1 1 0.5929794715582889 1.1860275862795493 0.10515313603831342 0.097171654011392911 0 0 0 0 0 0 0 0 1.6159234070084296e-06 4.9274947102888313e-05 3.2993231366805618e-05 2.625732061016082e-07 5.3288246612005193e-07 4.312433009862861e-05 1.077754150095596e-05 1.8940917599652669e-07 0 4.3676411365070658e-15 0 0 0 2.8860360688732697e-16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.050000000000000003 4 0.01601647424031882 0.99540935229319039 0.9999995910975894 1.0000817902990942 0.016016467691143895 0.99540935229319039 0.59300718356235416 1.1861364034006678 0.00023996700534132 4.2753571069051993e-06 0.0015691902328884315 0.0050211268094263956 7.2187784558179633e-06 0.00029950703660258567 4.2599102862052748e-05 0.99999999999999944 6.6613381477509392e-16 0.99996857119525895 0.99993729675958343 0.99996827660544163 0.00023996700534132 4.2739624494242218e-06 4.2739624494243725e-06 4.2739624494242268e-06 0.10307899882545679 0.00015994152530795044 0.00015994152530795 0.00015994152530797543 2.9781385065712276e-06 2.1128343356860599e-06 2.808078893223286e-07 6.4603147843878765e-10 9.1624276999592008e-06 1.6529055552046572e-05 0.0001022943964420883 8.5834472164752608e-09 6.6613381477509392e-16 1.7158477554740987e-18 1.430216425393724e-19 3.7941953139885317e-09 1.0000000009994836 1.0000000009994625 1 1 0.59300302137445682 1.1861280781683998 0.1051842503428366 0.095374010771535359 0 0 0 0 0 0 0 0 2.4244374773265726e-06 7.3897807331642118e-05 4.9489607030399925e-05 5.860625766019289e-07 7.9418872284723551e-07 6.4668441477587016e-05 1.625849317446522e-05 4.2278395522172594e-07 0 4.8289038510072588e-15 0 0 0 1.511347335258692e-15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.0625 5 0.016042440221992145 0.99540935332394287 0.99999930444134788 1.0001278443261108 0.016042429063534046 0.99540935332394287 0.59303294806881868 1.1862566360626916 0.00030056426171042142 6.7292963464644766e-06 0.0019612948829398997 0.0062764206930815952 1.3973029893254574e-05 0.00046617150190669121 8.2000491083779979e-05 0.99999999999999933 6.6613381477509392e-16 0.99995099927010944 0.99990222706541243 0.99995054468973255 0.00030056426171042142 6.7271106462366841e-06 6.7271106462368959e-06 6.7271106462367332e-06 0.10599881829069946 0.00020431526749465636 0.00020431526749465097 0.00020431526749468487 2.9663986699168749e-06 3.1143499415473423e-06 5.3562606917636975e-07 1.2423281702242163e-09 9.2325490321631022e-06 2.4393899049497157e-05 0.00015791707935784109 1.6489951338584942e-08 6.6613381477509392e-16 3.7567333731276932e-18 1.3333965770612335e-19 4.8530830673431986e-09 1.0000000024302507 1.0000000024301707 1 1 0.59302641877991857 1.1862435753849887 0.10522589189498231 0.093626798785073059 0 0 0 0 0 0 0 0 3.2313446671201413e-06 9.8504032969907014e-05 6.5985918873730766e-05 1.0336787092890759e-06 1.0391014492763515e-06 8.6194131431401442e-05 2.1734519895838242e-05 7.4573048212111898e-07 0 3.959373134649919e-15 0 0 0 5.1440683581250451e-15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.074999999999999997 6 0.016068089083478013 0.99540935435434996 0.99999895886660295 1.0001841780298566 0.01606807235445384 0.99540935435434996 0.59305910017155616 1.1863930243913334 0.00036136707231779918 9.7593740138456063e-06 0.0023532588485995951 0.0075317233921376701 2.3918063630506399e-05 0.00066815515710565371 0.00013947335559558898 0.99999999999999933 6.6613381477509392e-16 0.99992962462578328 0.99985955637131696 0.99992897582482665 0.00036136707231779918 9.7562053613673406e-06 9.7562053613675591e-06 9.7562053613673355e-06 0.10886587884860027 0.00025030229953705802 0.00025030229953705146 0.00025030229953709932 2.9550386707630284e-06 4.2395881608332783e-06 8.9603030985213475e-07 2.1141602417647207e-09 9.2968664897033649e-06 3.3249854694698309e-05 0.00022472122981784018 2.8034802643838282e-08 6.6613381477509392e-16 2.6098932250738609e-18 3.0796640688962112e-19 5.8938565493183745e-09 1.0000000050146403 1.0000000050144036 1 1 0.59304965593130943 1.1863741315345731 0.10527787640298085 0.091932225600338327 0 0 0 0 0 0 0 0 4.036161742486683e-06 0.00012308861785955436 8.2482232170439857e-05 1.6025976174367652e-06 1.2958556244491834e-06 0.00010769675082197894 2.7199627087609539e-05 1.1562219179221604e-06 0 4.1997426032824812e-15 0 0 0 1.2852938928008956e-14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.087499999999999994 7 0.016093428737440765 0.99540935538441278 0.99999859477564534 1.0002508183390257 0.016093406122562753 0.99540935538441278 0.59308564496057059 1.1865456708487843 0.00042235920982175283 1.3375880017027872e-05 0.0027450513015859174 0.0087870352553418712 3.7604471462457807e-05 0.00090447485245549492 0.00021775100221001643 0.99999999999999933 6.6613381477509392e-16 0.99990450668842368 0.99980939662808443 0.99990363267085913 0.00042235920982175283 1.3371522574786428e-05 1.3371522574786671e-05 1.3371522574786416e-05 0.11168171343226552 0.00029783497447181278 0.00029783497447180373 0.00029783497447185506 2.9440499527001693e-06 5.4663401282902591e-06 1.3715492394813008e-06 3.3067634358597066e-09 9.3557771836995181e-06 4.2927131721099798e-05 0.00030232797707805287 4.3806521742229805e-08 6.6613381477509392e-16 3.5322730675651802e-18 3.26346822965742e-19 6.9129978401972287e-09 1.0000000092368222 1.0000000092362304 1 1 0.59307272873229999 1.1865198302391653 0.10534000333371005 0.090295556524489673 0 0 0 0 0 0 0 0 4.8384153050304966e-06 0.00014764667695474739 9.8978607537523558e-05 2.2901343152197025e-06 1.5513958312121492e-06 0.00012917177307986103 3.264985522665173e-05 1.6523320731869823e-06 0 5.2282988496472297e-15 0 0 0 2.5701486837219345e-14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.099999999999999992 8 0.016118467108319715 0.9954093564141322 0.99999827722497092 1.0003277968931537 0.016118439339827074 0.9954093564141322 0.59311258939840839 1.1867147026041374 0.00048352551642987836 1.7588723734310686e-05 0.0031366418848388588 0.010042355602470106 5.5547697378238458e-05 0.001174003880039313 0.00031925066258968048 0.99999999999999944 6.6613381477509392e-16 0.99987571440792933 0.99975187781761687 0.99987458623197745 0.00048352551642987836 1.7582954360992931e-05 1.7582954360993209e-05 1.7582954360992928e-05 0.1144477970791391 0.00034684752942578799 0.0003468475294257713 0.00034684752942583722 2.9334222564517011e-06 6.7766152912194037e-06 1.9692966064444159e-06 4.8624374297886164e-09 9.4096603706408667e-06 5.3288030437108849e-05 0.00039037645916926864 6.4352340739351166e-08 6.6613381477509392e-16 4.9107349230396894e-18 5.0516613240338794e-19 7.9072169784778612e-09 1.0000000156538824 1.0000000156525768 1 1 0.59309563638378304 1.1866807825828496 0.10541205884601861 0.088726058349099843 0 0 0 0 0 0 0 0 5.6376409737699058e-06 0.00017217343960219535 0.00011547510201810109 3.0937376228742549e-06 1.8054952158210752e-06 0.00015061480166405752 3.8081568934477617e-05 2.2322330826467007e-06 0 8.3039703488176867e-15 0 0 0 6.1665792575895349e-14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.11249999999999999 9 0.016143212194121331 0.99540935744350945 0.99999809917086147 1.000415269961473 0.016143181508633201 0.99540935744350945 0.59313994084011112 1.1869002666087813 0.00054485183370435615 2.2407463244003972e-05 0.0035280006738161642 0.011297682674198036 7.8226203722232409e-05 0.0014754856931349085 0.000446098278261633 0.99999999999999944 6.6613381477509392e-16 0.99984332580573942 0.99968714714197571 0.99984191686802082 0.00054485183370435615 2.2400038240232191e-05 2.2400038240232584e-05 2.2400038240232194e-05 0.11716554954568148 0.00039727605220592075 0.00039727605220589803 0.00039727605220597572 2.9231439742122873e-06 8.1558268284662377e-06 2.6945026066982056e-06 6.8206847535248531e-09 9.4588773217750203e-06 6.4220645289620679e-05 0.00048852120922628561 9.0180203345203327e-08 6.6613381477509392e-16 5.7479221275651271e-18 5.866473281294009e-19 8.8734663736337082e-09 1.0000000248888179 1.0000000248862004 1 1 0.59311838106755232 1.186857124513478 0.10549381938256894 0.087237752119877485 0 0 0 0 0 0 0 0 6.4333828969032868e-06 0.00019666424364143522 0.00013197177038969587 4.0109854255672836e-06 2.0579325427985389e-06 0.00017202157553821001 4.3491085623539733e-05 2.8941930375621146e-06 0 1.9669523815431505e-14 0 0 0 1.3783437993665926e-13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.12499999999999999 10 0.016167672115267311 0.99540935847254552 0.99999818403109397 1.0005133040032586 0.016167642755277465 0.99540935847254552 0.59316770577322619 1.1871025247899449 0.00060632493819484374 2.784133205602789e-05 0.0039190981380304987 0.012553013591790969 0.00010608002606474738 0.0018075484925071726 0.00060016513262596799 0.99999999999999944 6.6613381477509392e-16 0.9998074275019081 0.99961536817836516 0.9998057069870574 0.00060632493819484374 2.7831983994355393e-05 2.7831983994355942e-05 2.7831983994355359e-05 0.11983633794587278 0.00044905844556734632 0.00044905844556732111 0.00044905844556740346 2.9132024637237215e-06 9.5921358256828448e-06 3.5509395643511275e-06 9.2183398452562004e-09 9.5037711555910173e-06 7.56338218231155e-05 0.00059642993171500635 1.2176062182783876e-07 6.6613381477509392e-16 6.5507936646537752e-18 6.3404677264243378e-19 9.808952724423593e-09 1.0000000376228055 1.0000000376179412 1 1 0.59314096780354431 1.1870490142715666 0.10558505569045064 0.085849764924527353 0 0 0 0 0 0 0 0 7.2251933635212053e-06 0.00022111453017821352 0.00014846866642787446 5.0395803657853654e-06 2.3084917469374248e-06 0.0001933879720707895 4.8892768535016367e-05 3.6365734967097311e-06 0 3.6899444935521329e-14 0 0 0 2.7595637499275641e-13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
