#MeshBlock 0 on rank=0 with cost=1
#  Logical level 2, location = (0 0 0)
-32 -32 -32
-16 -32 -32
-16 -16 -32
-32 -16 -32
-32 -32 -32
-32 -32 -16
-16 -32 -16
-16 -32 -32
-16 -32 -16
-16 -16 -16
-16 -16 -32
-16 -16 -16
-32 -16 -16
-32 -16 -32
-32 -16 -16
-32 -32 -16
-32 -32 -32


#MeshBlock 1 on rank=0 with cost=1
#  Logical level 2, location = (1 0 0)
-16 -32 -32
0 -32 -32
0 -16 -32
-16 -16 -32
-16 -32 -32
-16 -32 -16
0 -32 -16
0 -32 -32
0 -32 -16
0 -16 -16
0 -16 -32
0 -16 -16
-16 -16 -16
-16 -16 -32
-16 -16 -16
-16 -32 -16
-16 -32 -32


#MeshBlock 2 on rank=0 with cost=1
#  Logical level 2, location = (0 1 0)
-32 -16 -32
-16 -16 -32
-16 0 -32
-32 0 -32
-32 -16 -32
-32 -16 -16
-16 -16 -16
-16 -16 -32
-16 -16 -16
-16 0 -16
-16 0 -32
-16 0 -16
-32 0 -16
-32 0 -32
-32 0 -16
-32 -16 -16
-32 -16 -32


#MeshBlock 3 on rank=0 with cost=1
#  Logical level 2, location = (1 1 0)
-16 -16 -32
0 -16 -32
0 0 -32
-16 0 -32
-16 -16 -32
-16 -16 -16
0 -16 -16
0 -16 -32
0 -16 -16
0 0 -16
0 0 -32
0 0 -16
-16 0 -16
-16 0 -32
-16 0 -16
-16 -16 -16
-16 -16 -32


#MeshBlock 4 on rank=0 with cost=1
#  Logical level 2, location = (0 0 1)
-32 -32 -16
-16 -32 -16
-16 -16 -16
-32 -16 -16
-32 -32 -16
-32 -32 0
-16 -32 0
-16 -32 -16
-16 -32 0
-16 -16 0
-16 -16 -16
-16 -16 0
-32 -16 0
-32 -16 -16
-32 -16 0
-32 -32 0
-32 -32 -16


#MeshBlock 5 on rank=0 with cost=1
#  Logical level 2, location = (1 0 1)
-16 -32 -16
0 -32 -16
0 -16 -16
-16 -16 -16
-16 -32 -16
-16 -32 0
0 -32 0
0 -32 -16
0 -32 0
0 -16 0
0 -16 -16
0 -16 0
-16 -16 0
-16 -16 -16
-16 -16 0
-16 -32 0
-16 -32 -16


#MeshBlock 6 on rank=0 with cost=1
#  Logical level 2, location = (0 1 1)
-32 -16 -16
-16 -16 -16
-16 0 -16
-32 0 -16
-32 -16 -16
-32 -16 0
-16 -16 0
-16 -16 -16
-16 -16 0
-16 0 0
-16 0 -16
-16 0 0
-32 0 0
-32 0 -16
-32 0 0
-32 -16 0
-32 -16 -16


#MeshBlock 22 on rank=0 with cost=1
#  Logical level 2, location = (2 0 0)
0 -32 -32
16 -32 -32
16 -16 -32
0 -16 -32
0 -32 -32
0 -32 -16
16 -32 -16
16 -32 -32
16 -32 -16
16 -16 -16
16 -16 -32
16 -16 -16
0 -16 -16
0 -16 -32
0 -16 -16
0 -32 -16
0 -32 -32


#MeshBlock 23 on rank=0 with cost=1
#  Logical level 2, location = (3 0 0)
16 -32 -32
32 -32 -32
32 -16 -32
16 -16 -32
16 -32 -32
16 -32 -16
32 -32 -16
32 -32 -32
32 -32 -16
32 -16 -16
32 -16 -32
32 -16 -16
16 -16 -16
16 -16 -32
16 -16 -16
16 -32 -16
16 -32 -32


#MeshBlock 24 on rank=0 with cost=1
#  Logical level 2, location = (2 1 0)
0 -16 -32
16 -16 -32
16 0 -32
0 0 -32
0 -16 -32
0 -16 -16
16 -16 -16
16 -16 -32
16 -16 -16
16 0 -16
16 0 -32
16 0 -16
0 0 -16
0 0 -32
0 0 -16
0 -16 -16
0 -16 -32


#MeshBlock 25 on rank=0 with cost=1
#  Logical level 2, location = (3 1 0)
16 -16 -32
32 -16 -32
32 0 -32
16 0 -32
16 -16 -32
16 -16 -16
32 -16 -16
32 -16 -32
32 -16 -16
32 0 -16
32 0 -32
32 0 -16
16 0 -16
16 0 -32
16 0 -16
16 -16 -16
16 -16 -32


#MeshBlock 26 on rank=0 with cost=1
#  Logical level 2, location = (2 0 1)
0 -32 -16
16 -32 -16
16 -16 -16
0 -16 -16
0 -32 -16
0 -32 0
16 -32 0
16 -32 -16
16 -32 0
16 -16 0
16 -16 -16
16 -16 0
0 -16 0
0 -16 -16
0 -16 0
0 -32 0
0 -32 -16


#MeshBlock 27 on rank=0 with cost=1
#  Logical level 2, location = (3 0 1)
16 -32 -16
32 -32 -16
32 -16 -16
16 -16 -16
16 -32 -16
16 -32 0
32 -32 0
32 -32 -16
32 -32 0
32 -16 0
32 -16 -16
32 -16 0
16 -16 0
16 -16 -16
16 -16 0
16 -32 0
16 -32 -16


#MeshBlock 43 on rank=0 with cost=1
#  Logical level 2, location = (3 1 1)
16 -16 -16
32 -16 -16
32 0 -16
16 0 -16
16 -16 -16
16 -16 0
32 -16 0
32 -16 -16
32 -16 0
32 0 0
32 0 -16
32 0 0
16 0 0
16 0 -16
16 0 0
16 -16 0
16 -16 -16


#MeshBlock 44 on rank=0 with cost=1
#  Logical level 2, location = (0 2 0)
-32 0 -32
-16 0 -32
-16 16 -32
-32 16 -32
-32 0 -32
-32 0 -16
-16 0 -16
-16 0 -32
-16 0 -16
-16 16 -16
-16 16 -32
-16 16 -16
-32 16 -16
-32 16 -32
-32 16 -16
-32 0 -16
-32 0 -32


#MeshBlock 45 on rank=0 with cost=1
#  Logical level 2, location = (1 2 0)
-16 0 -32
0 0 -32
0 16 -32
-16 16 -32
-16 0 -32
-16 0 -16
0 0 -16
0 0 -32
0 0 -16
0 16 -16
0 16 -32
0 16 -16
-16 16 -16
-16 16 -32
-16 16 -16
-16 0 -16
-16 0 -32


#MeshBlock 46 on rank=0 with cost=1
#  Logical level 2, location = (0 3 0)
-32 16 -32
-16 16 -32
-16 32 -32
-32 32 -32
-32 16 -32
-32 16 -16
-16 16 -16
-16 16 -32
-16 16 -16
-16 32 -16
-16 32 -32
-16 32 -16
-32 32 -16
-32 32 -32
-32 32 -16
-32 16 -16
-32 16 -32


#MeshBlock 47 on rank=0 with cost=1
#  Logical level 2, location = (1 3 0)
-16 16 -32
0 16 -32
0 32 -32
-16 32 -32
-16 16 -32
-16 16 -16
0 16 -16
0 16 -32
0 16 -16
0 32 -16
0 32 -32
0 32 -16
-16 32 -16
-16 32 -32
-16 32 -16
-16 16 -16
-16 16 -32


#MeshBlock 48 on rank=0 with cost=1
#  Logical level 2, location = (0 2 1)
-32 0 -16
-16 0 -16
-16 16 -16
-32 16 -16
-32 0 -16
-32 0 0
-16 0 0
-16 0 -16
-16 0 0
-16 16 0
-16 16 -16
-16 16 0
-32 16 0
-32 16 -16
-32 16 0
-32 0 0
-32 0 -16


#MeshBlock 64 on rank=0 with cost=1
#  Logical level 2, location = (0 3 1)
-32 16 -16
-16 16 -16
-16 32 -16
-32 32 -16
-32 16 -16
-32 16 0
-16 16 0
-16 16 -16
-16 16 0
-16 32 0
-16 32 -16
-16 32 0
-32 32 0
-32 32 -16
-32 32 0
-32 16 0
-32 16 -16


#MeshBlock 65 on rank=0 with cost=1
#  Logical level 2, location = (1 3 1)
-16 16 -16
0 16 -16
0 32 -16
-16 32 -16
-16 16 -16
-16 16 0
0 16 0
0 16 -16
0 16 0
0 32 0
0 32 -16
0 32 0
-16 32 0
-16 32 -16
-16 32 0
-16 16 0
-16 16 -16


#MeshBlock 66 on rank=0 with cost=1
#  Logical level 2, location = (2 2 0)
0 0 -32
16 0 -32
16 16 -32
0 16 -32
0 0 -32
0 0 -16
16 0 -16
16 0 -32
16 0 -16
16 16 -16
16 16 -32
16 16 -16
0 16 -16
0 16 -32
0 16 -16
0 0 -16
0 0 -32


#MeshBlock 67 on rank=0 with cost=1
#  Logical level 2, location = (3 2 0)
16 0 -32
32 0 -32
32 16 -32
16 16 -32
16 0 -32
16 0 -16
32 0 -16
32 0 -32
32 0 -16
32 16 -16
32 16 -32
32 16 -16
16 16 -16
16 16 -32
16 16 -16
16 0 -16
16 0 -32


#MeshBlock 68 on rank=0 with cost=1
#  Logical level 2, location = (2 3 0)
0 16 -32
16 16 -32
16 32 -32
0 32 -32
0 16 -32
0 16 -16
16 16 -16
16 16 -32
16 16 -16
16 32 -16
16 32 -32
16 32 -16
0 32 -16
0 32 -32
0 32 -16
0 16 -16
0 16 -32


#MeshBlock 69 on rank=0 with cost=1
#  Logical level 2, location = (3 3 0)
16 16 -32
32 16 -32
32 32 -32
16 32 -32
16 16 -32
16 16 -16
32 16 -16
32 16 -32
32 16 -16
32 32 -16
32 32 -32
32 32 -16
16 32 -16
16 32 -32
16 32 -16
16 16 -16
16 16 -32


#MeshBlock 85 on rank=0 with cost=1
#  Logical level 2, location = (3 2 1)
16 0 -16
32 0 -16
32 16 -16
16 16 -16
16 0 -16
16 0 0
32 0 0
32 0 -16
32 0 0
32 16 0
32 16 -16
32 16 0
16 16 0
16 16 -16
16 16 0
16 0 0
16 0 -16


#MeshBlock 86 on rank=0 with cost=1
#  Logical level 2, location = (2 3 1)
0 16 -16
16 16 -16
16 32 -16
0 32 -16
0 16 -16
0 16 0
16 16 0
16 16 -16
16 16 0
16 32 0
16 32 -16
16 32 0
0 32 0
0 32 -16
0 32 0
0 16 0
0 16 -16


#MeshBlock 87 on rank=0 with cost=1
#  Logical level 2, location = (3 3 1)
16 16 -16
32 16 -16
32 32 -16
16 32 -16
16 16 -16
16 16 0
32 16 0
32 16 -16
32 16 0
32 32 0
32 32 -16
32 32 0
16 32 0
16 32 -16
16 32 0
16 16 0
16 16 -16


#MeshBlock 88 on rank=0 with cost=1
#  Logical level 2, location = (0 0 2)
-32 -32 0
-16 -32 0
-16 -16 0
-32 -16 0
-32 -32 0
-32 -32 16
-16 -32 16
-16 -32 0
-16 -32 16
-16 -16 16
-16 -16 0
-16 -16 16
-32 -16 16
-32 -16 0
-32 -16 16
-32 -32 16
-32 -32 0


#MeshBlock 89 on rank=0 with cost=1
#  Logical level 2, location = (1 0 2)
-16 -32 0
0 -32 0
0 -16 0
-16 -16 0
-16 -32 0
-16 -32 16
0 -32 16
0 -32 0
0 -32 16
0 -16 16
0 -16 0
0 -16 16
-16 -16 16
-16 -16 0
-16 -16 16
-16 -32 16
-16 -32 0


#MeshBlock 90 on rank=0 with cost=1
#  Logical level 2, location = (0 1 2)
-32 -16 0
-16 -16 0
-16 0 0
-32 0 0
-32 -16 0
-32 -16 16
-16 -16 16
-16 -16 0
-16 -16 16
-16 0 16
-16 0 0
-16 0 16
-32 0 16
-32 0 0
-32 0 16
-32 -16 16
-32 -16 0


#MeshBlock 106 on rank=0 with cost=1
#  Logical level 2, location = (0 0 3)
-32 -32 16
-16 -32 16
-16 -16 16
-32 -16 16
-32 -32 16
-32 -32 32
-16 -32 32
-16 -32 16
-16 -32 32
-16 -16 32
-16 -16 16
-16 -16 32
-32 -16 32
-32 -16 16
-32 -16 32
-32 -32 32
-32 -32 16


#MeshBlock 107 on rank=0 with cost=1
#  Logical level 2, location = (1 0 3)
-16 -32 16
0 -32 16
0 -16 16
-16 -16 16
-16 -32 16
-16 -32 32
0 -32 32
0 -32 16
0 -32 32
0 -16 32
0 -16 16
0 -16 32
-16 -16 32
-16 -16 16
-16 -16 32
-16 -32 32
-16 -32 16


#MeshBlock 108 on rank=0 with cost=1
#  Logical level 2, location = (0 1 3)
-32 -16 16
-16 -16 16
-16 0 16
-32 0 16
-32 -16 16
-32 -16 32
-16 -16 32
-16 -16 16
-16 -16 32
-16 0 32
-16 0 16
-16 0 32
-32 0 32
-32 0 16
-32 0 32
-32 -16 32
-32 -16 16


#MeshBlock 109 on rank=0 with cost=1
#  Logical level 2, location = (1 1 3)
-16 -16 16
0 -16 16
0 0 16
-16 0 16
-16 -16 16
