cycle,time,rk_stage,max_abs_prescribed_shift_state
6114,15.49767081547963,1,0
6114,15.49767081547963,2,0
6114,15.49767081547963,3,0
6114,15.49767081547963,4,0
6115,15.500458630305273,1,0
6115,15.500458630305273,2,0
6115,15.500458630305273,3,0
6115,15.500458630305273,4,0
6116,15.503246409997342,1,0
6116,15.503246409997342,2,0
6116,15.503246409997342,3,0
6116,15.503246409997342,4,0
6117,15.506034154518865,1,0
6117,15.506034154518865,2,0
6117,15.506034154518865,3,0
6117,15.506034154518865,4,0
6118,15.508821863832905,1,0
6118,15.508821863832905,2,0
6118,15.508821863832905,3,0
6118,15.508821863832905,4,0
6119,15.511609537902558,1,0
6119,15.511609537902558,2,0
6119,15.511609537902558,3,0
6119,15.511609537902558,4,0
6120,15.514397176690956,1,0
6120,15.514397176690956,2,0
6120,15.514397176690956,3,0
6120,15.514397176690956,4,0
6121,15.517184780161264,1,0
6121,15.517184780161264,2,0
6121,15.517184780161264,3,0
6121,15.517184780161264,4,0
6122,15.519972348276683,1,0
6122,15.519972348276683,2,0
6122,15.519972348276683,3,0
6122,15.519972348276683,4,0
6123,15.522759881000448,1,0
6123,15.522759881000448,2,0
6123,15.522759881000448,3,0
6123,15.522759881000448,4,0
6124,15.525547378295826,1,0
6124,15.525547378295826,2,0
6124,15.525547378295826,3,0
6124,15.525547378295826,4,0
6125,15.528334840126123,1,0
6125,15.528334840126123,2,0
6125,15.528334840126123,3,0
6125,15.528334840126123,4,0
6126,15.531122266454673,1,0
6126,15.531122266454673,2,0
6126,15.531122266454673,3,0
6126,15.531122266454673,4,0
6127,15.533909657244852,1,0
6127,15.533909657244852,2,0
6127,15.533909657244852,3,0
6127,15.533909657244852,4,0
6128,15.536697012460063,1,0
6128,15.536697012460063,2,0
6128,15.536697012460063,3,0
6128,15.536697012460063,4,0
6129,15.539484332063751,1,0
6129,15.539484332063751,2,0
6129,15.539484332063751,3,0
6129,15.539484332063751,4,0
6130,15.542271616019386,1,0
6130,15.542271616019386,2,0
6130,15.542271616019386,3,0
6130,15.542271616019386,4,0
6131,15.545058864290482,1,0
6131,15.545058864290482,2,0
6131,15.545058864290482,3,0
6131,15.545058864290482,4,0
6132,15.54784607684058,1,0
6132,15.54784607684058,2,0
6132,15.54784607684058,3,0
6132,15.54784607684058,4,0
6133,15.55063325363326,1,0
6133,15.55063325363326,2,0
6133,15.55063325363326,3,0
6133,15.55063325363326,4,0
6134,15.553420394632132,1,0
6134,15.553420394632132,2,0
6134,15.553420394632132,3,0
6134,15.553420394632132,4,0
6135,15.556207499800845,1,0
6135,15.556207499800845,2,0
6135,15.556207499800845,3,0
6135,15.556207499800845,4,0
6136,15.55899456910308,1,0
6136,15.55899456910308,2,0
6136,15.55899456910308,3,0
6136,15.55899456910308,4,0
6137,15.561781602502551,1,0
6137,15.561781602502551,2,0
6137,15.561781602502551,3,0
6137,15.561781602502551,4,0
6138,15.564568599963007,1,0
6138,15.564568599963007,2,0
6138,15.564568599963007,3,0
6138,15.564568599963007,4,0
6139,15.567355561448233,1,0
6139,15.567355561448233,2,0
6139,15.567355561448233,3,0
6139,15.567355561448233,4,0
6140,15.570142486922046,1,0
6140,15.570142486922046,2,0
6140,15.570142486922046,3,0
6140,15.570142486922046,4,0
6141,15.5729293763483,1,0
6141,15.5729293763483,2,0
6141,15.5729293763483,3,0
6141,15.5729293763483,4,0
6142,15.57571622969088,1,0
6142,15.57571622969088,2,0
6142,15.57571622969088,3,0
6142,15.57571622969088,4,0
6143,15.578503046913706,1,0
6143,15.578503046913706,2,0
6143,15.578503046913706,3,0
6143,15.578503046913706,4,0
6144,15.581289827980735,1,0
6144,15.581289827980735,2,0
6144,15.581289827980735,3,0
6144,15.581289827980735,4,0
6145,15.584076572855954,1,0
6145,15.584076572855954,2,0
6145,15.584076572855954,3,0
6145,15.584076572855954,4,0
6146,15.586863281503387,1,0
6146,15.586863281503387,2,0
6146,15.586863281503387,3,0
6146,15.586863281503387,4,0
6147,15.58964995388709,1,0
6147,15.58964995388709,2,0
6147,15.58964995388709,3,0
6147,15.58964995388709,4,0
6148,15.592436589971156,1,0
6148,15.592436589971156,2,0
6148,15.592436589971156,3,0
6148,15.592436589971156,4,0
6149,15.595223189719709,1,0
6149,15.595223189719709,2,0
6149,15.595223189719709,3,0
6149,15.595223189719709,4,0
6150,15.59800975309691,1,0
6150,15.59800975309691,2,0
6150,15.59800975309691,3,0
6150,15.59800975309691,4,0
6151,15.600796280066954,1,0
6151,15.600796280066954,2,0
6151,15.600796280066954,3,0
6151,15.600796280066954,4,0
6152,15.603582770594066,1,0
6152,15.603582770594066,2,0
6152,15.603582770594066,3,0
6152,15.603582770594066,4,0
6153,15.60636922464251,1,0
6153,15.60636922464251,2,0
6153,15.60636922464251,3,0
6153,15.60636922464251,4,0
6154,15.609155642176582,1,0
6154,15.609155642176582,2,0
6154,15.609155642176582,3,0
6154,15.609155642176582,4,0
6155,15.61194202316061,1,0
6155,15.61194202316061,2,0
6155,15.61194202316061,3,0
6155,15.61194202316061,4,0
6156,15.614728367558961,1,0
6156,15.614728367558961,2,0
6156,15.614728367558961,3,0
6156,15.614728367558961,4,0
6157,15.617514675336031,1,0
6157,15.617514675336031,2,0
6157,15.617514675336031,3,0
6157,15.617514675336031,4,0
6158,15.620300946456252,1,0
6158,15.620300946456252,2,0
6158,15.620300946456252,3,0
6158,15.620300946456252,4,0
6159,15.623087180884093,1,0
6159,15.623087180884093,2,0
6159,15.623087180884093,3,0
6159,15.623087180884093,4,0
6160,15.625873378584052,1,0
6160,15.625873378584052,2,0
6160,15.625873378584052,3,0
6160,15.625873378584052,4,0
6161,15.628659539520664,1,0
6161,15.628659539520664,2,0
6161,15.628659539520664,3,0
6161,15.628659539520664,4,0
6162,15.631445663658496,1,0
6162,15.631445663658496,2,0
6162,15.631445663658496,3,0
6162,15.631445663658496,4,0
6163,15.634231750962151,1,0
6163,15.634231750962151,2,0
6163,15.634231750962151,3,0
6163,15.634231750962151,4,0
6164,15.637017801396265,1,0
6164,15.637017801396265,2,0
6164,15.637017801396265,3,0
6164,15.637017801396265,4,0
6165,15.639803814925507,1,0
6165,15.639803814925507,2,0
6165,15.639803814925507,3,0
6165,15.639803814925507,4,0
6166,15.642589791514583,1,0
6166,15.642589791514583,2,0
6166,15.642589791514583,3,0
6166,15.642589791514583,4,0
6167,15.64537573112823,1,0
6167,15.64537573112823,2,0
6167,15.64537573112823,3,0
6167,15.64537573112823,4,0
6168,15.648161633731219,1,0
6168,15.648161633731219,2,0
6168,15.648161633731219,3,0
6168,15.648161633731219,4,0
6169,15.650947499288355,1,0
6169,15.650947499288355,2,0
6169,15.650947499288355,3,0
6169,15.650947499288355,4,0
6170,15.653733327764479,1,0
6170,15.653733327764479,2,0
6170,15.653733327764479,3,0
6170,15.653733327764479,4,0
6171,15.656519119124464,1,0
6171,15.656519119124464,2,0
6171,15.656519119124464,3,0
6171,15.656519119124464,4,0
6172,15.659304873333218,1,0
6172,15.659304873333218,2,0
6172,15.659304873333218,3,0
6172,15.659304873333218,4,0
6173,15.66209059035568,1,0
6173,15.66209059035568,2,0
6173,15.66209059035568,3,0
6173,15.66209059035568,4,0
6174,15.664876270156826,1,0
6174,15.664876270156826,2,0
6174,15.664876270156826,3,0
6174,15.664876270156826,4,0
6175,15.667661912701666,1,0
6175,15.667661912701666,2,0
6175,15.667661912701666,3,0
6175,15.667661912701666,4,0
6176,15.670447517955241,1,0
6176,15.670447517955241,2,0
6176,15.670447517955241,3,0
6176,15.670447517955241,4,0
6177,15.673233085882627,1,0
6177,15.673233085882627,2,0
6177,15.673233085882627,3,0
6177,15.673233085882627,4,0
6178,15.676018616448935,1,0
6178,15.676018616448935,2,0
6178,15.676018616448935,3,0
6178,15.676018616448935,4,0
6179,15.678804109619309,1,0
6179,15.678804109619309,2,0
6179,15.678804109619309,3,0
6179,15.678804109619309,4,0
6180,15.681589565358925,1,0
6180,15.681589565358925,2,0
6180,15.681589565358925,3,0
6180,15.681589565358925,4,0
6181,15.684374983632996,1,0
6181,15.684374983632996,2,0
6181,15.684374983632996,3,0
6181,15.684374983632996,4,0
6182,15.687160364406765,1,0
6182,15.687160364406765,2,0
6182,15.687160364406765,3,0
6182,15.687160364406765,4,0
6183,15.689945707645512,1,0
6183,15.689945707645512,2,0
6183,15.689945707645512,3,0
6183,15.689945707645512,4,0
6184,15.692731013314548,1,0
6184,15.692731013314548,2,0
6184,15.692731013314548,3,0
6184,15.692731013314548,4,0
6185,15.69551628137922,1,0
6185,15.69551628137922,2,0
6185,15.69551628137922,3,0
6185,15.69551628137922,4,0
6186,15.698301511804909,1,0
6186,15.698301511804909,2,0
6186,15.698301511804909,3,0
6186,15.698301511804909,4,0
6187,15.701086704557026,1,0
6187,15.701086704557026,2,0
6187,15.701086704557026,3,0
6187,15.701086704557026,4,0
6188,15.703871859601021,1,0
6188,15.703871859601021,2,0
6188,15.703871859601021,3,0
6188,15.703871859601021,4,0
6189,15.706656976902371,1,0
6189,15.706656976902371,2,0
6189,15.706656976902371,3,0
6189,15.706656976902371,4,0
6190,15.709442056426592,1,0
6190,15.709442056426592,2,0
6190,15.709442056426592,3,0
6190,15.709442056426592,4,0
6191,15.712227098139232,1,0
6191,15.712227098139232,2,0
6191,15.712227098139232,3,0
6191,15.712227098139232,4,0
6192,15.715012102005874,1,0
6192,15.715012102005874,2,0
6192,15.715012102005874,3,0
6192,15.715012102005874,4,0
6193,15.71779706799213,1,0
6193,15.71779706799213,2,0
6193,15.71779706799213,3,0
6193,15.71779706799213,4,0
6194,15.72058199606365,1,0
6194,15.72058199606365,2,0
6194,15.72058199606365,3,0
6194,15.72058199606365,4,0
6195,15.723366886186115,1,0
6195,15.723366886186115,2,0
6195,15.723366886186115,3,0
6195,15.723366886186115,4,0
6196,15.726151738325242,1,0
6196,15.726151738325242,2,0
6196,15.726151738325242,3,0
6196,15.726151738325242,4,0
