# Nx1 Nx2 Nx3 Ncycle region weighting sampled_volume cell_count C_rms H_rms M_rms Z_rms H_linf M_linf
0128 0256 0001 05791 box coordinate 3.2768000000000000e+04 217088 3.0496044801548799e-03 2.7253257804992228e-03 1.2541217465889137e-03 2.6976209716808472e-04 8.6529512308172618e-01 3.4956454040194379e-01
0128 0256 0001 05791 box proper 3.6348596792041397e+04 217088 5.1171605369754866e-03 4.5724112971743018e-03 2.1049435968197214e-03 4.5344269055521606e-04 8.6529512308172618e-01 3.4956454040194379e-01
0128 0256 0001 05791 r<=1 coordinate 1.5859375000000000e+00 406 3.8752312471168404e-01 3.5078293768158808e-01 1.5181321341345710e-01 3.1613326510274993e-02 8.6529512308172618e-01 3.4956454040194379e-01
0128 0256 0001 05791 r<=1 proper 4.9480895871163764e+00 406 3.8759610628758390e-01 3.5081816729501325e-01 1.5187868125188528e-01 3.1659750807100040e-02 8.6529512308172618e-01 3.4956454040194379e-01
