gid,level,lx1,lx2,cycle,time,time_hex,requested_flag,raw_dchi_max,dchi_threshold,threshold_ratio,next_authority_event,next_authority_time_hex,tree_checksum,observed_segment,cycle_gap_from_previous
35,5,20,63,4552,9.9533203125000131,0x1.3e819999999a1p+3,1,0.010099251325162064,0.01,1.0099251325162064,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4553,9.9539062500000135,0x1.3e8666666666ep+3,1,0.010110424379504027,0.01,1.0110424379504026,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4554,9.9544921875000139,0x1.3e8b33333333bp+3,1,0.010121701174249291,0.01,1.0121701174249291,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4555,9.9550781250000142,0x1.3e90000000008p+3,1,0.01013304084604104,0.01,1.0133040846041039,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4556,9.9556640625000146,0x1.3e94cccccccd5p+3,1,0.010144406113713575,0.01,1.0144406113713575,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4557,9.9562500000000149,0x1.3e999999999a2p+3,1,0.010155764369540847,0.01,1.0155764369540847,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4558,9.9568359375000153,0x1.3e9e66666666fp+3,1,0.010167088112071168,0.01,1.0167088112071168,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4559,9.9574218750000156,0x1.3ea333333333cp+3,1,0.010178354688119531,0.01,1.0178354688119531,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4560,9.958007812500016,0x1.3ea8000000009p+3,1,0.010189545397192091,0.01,1.018954539719209,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4561,9.9585937500000163,0x1.3eaccccccccd6p+3,1,0.010200644086050316,0.01,1.0200644086050317,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4562,9.9591796875000167,0x1.3eb19999999a3p+3,1,0.010211635416429405,0.01,1.0211635416429405,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4563,9.9597656250000171,0x1.3eb666666667p+3,1,0.010222503020157743,0.01,1.0222503020157743,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4564,9.9603515625000174,0x1.3ebb33333333dp+3,1,0.010233227761039482,0.01,1.0233227761039483,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4565,9.9609375000000178,0x1.3ec000000000ap+3,1,0.010243786302863956,0.01,1.0243786302863955,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4566,9.9615234375000181,0x1.3ec4cccccccd7p+3,1,0.010254150141612198,0.01,1.0254150141612197,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4567,9.9621093750000185,0x1.3ec99999999a4p+3,1,0.010264285203163574,0.01,1.0264285203163575,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4568,9.9626953125000188,0x1.3ece666666671p+3,1,0.010274152042549854,0.01,1.0274152042549853,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4569,9.9632812500000192,0x1.3ed333333333ep+3,1,0.010283706613975435,0.01,1.0283706613975434,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4570,9.9638671875000195,0x1.3ed800000000bp+3,1,0.010292901518739583,0.01,1.0292901518739583,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4571,9.9644531250000199,0x1.3edccccccccd8p+3,1,0.010301687586235644,0.01,1.0301687586235644,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4572,9.9650390625000203,0x1.3ee19999999a5p+3,1,0.010310015606082993,0.01,1.0310015606082994,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4573,9.9656250000000206,0x1.3ee6666666672p+3,1,0.010317838011067941,0.01,1.0317838011067941,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4574,9.966210937500021,0x1.3eeb33333333fp+3,1,0.01032511031407966,0.01,1.032511031407966,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4575,9.9667968750000213,0x1.3ef000000000cp+3,1,0.010331792129142989,0.01,1.0331792129142989,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4576,9.9673828125000217,0x1.3ef4cccccccd9p+3,1,0.010337847656199533,0.01,1.0337847656199532,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4577,9.967968750000022,0x1.3ef99999999a6p+3,1,0.010343245577688993,0.01,1.0343245577688993,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4578,9.9685546875000224,0x1.3efe666666673p+3,1,0.010347958395178882,0.01,1.0347958395178882,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4579,9.9691406250000227,0x1.3f0333333334p+3,1,0.01035196131640659,0.01,1.035196131640659,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4580,9.9697265625000231,0x1.3f0800000000dp+3,1,0.010355230875746009,0.01,1.0355230875746009,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4581,9.9703125000000234,0x1.3f0ccccccccdap+3,1,0.010357743522855602,0.01,1.0357743522855603,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4582,9.9708984375000238,0x1.3f119999999a7p+3,1,0.010359474435759193,0.01,1.0359474435759193,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4583,9.9714843750000242,0x1.3f16666666674p+3,1,0.01036039680033205,0.01,1.036039680033205,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4584,9.9720703125000245,0x1.3f1b333333341p+3,1,0.01036048174762913,0.01,1.0360481747629129,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4585,9.9726562500000249,0x1.3f2000000000ep+3,1,0.010359699058873753,0.01,1.0359699058873753,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4586,9.9732421875000252,0x1.3f24cccccccdbp+3,1,0.01035801864548834,0.01,1.0358018645488341,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4587,9.9738281250000256,0x1.3f299999999a8p+3,1,0.010355412702329939,0.01,1.0355412702329938,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4588,9.9744140625000259,0x1.3f2e666666675p+3,1,0.01035185833208987,0.01,1.0351858332089869,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4589,9.9750000000000263,0x1.3f33333333342p+3,1,0.010347340362680481,0.01,1.0347340362680482,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4590,9.9755859375000266,0x1.3f3800000000fp+3,1,0.010341854039268225,0.01,1.0341854039268226,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4591,9.976171875000027,0x1.3f3ccccccccdcp+3,1,0.010335407275103915,0.01,1.0335407275103914,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4592,9.9767578125000274,0x1.3f419999999a9p+3,1,0.010328022190634611,0.01,1.0328022190634611,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4593,9.9773437500000277,0x1.3f46666666676p+3,1,0.010319735751974021,0.01,1.0319735751974022,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4594,9.9779296875000281,0x1.3f4b333333343p+3,1,0.010310599425399794,0.01,1.0310599425399793,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4595,9.9785156250000284,0x1.3f5000000001p+3,1,0.010300677878301797,0.01,1.0300677878301796,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4596,9.9791015625000288,0x1.3f54cccccccddp+3,1,0.010290046862472261,0.01,1.029004686247226,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4597,9.9796875000000291,0x1.3f599999999aap+3,1,0.01027879049868078,0.01,1.0278790498680781,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4598,9.9802734375000295,0x1.3f5e666666677p+3,1,0.010266998232588387,0.01,1.0266998232588387,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4599,9.9808593750000298,0x1.3f63333333344p+3,1,0.010254761747381923,0.01,1.0254761747381922,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4600,9.9814453125000302,0x1.3f68000000011p+3,1,0.010242172099637683,0.01,1.0242172099637683,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4601,9.9820312500000306,0x1.3f6ccccccccdep+3,1,0.010229317297422252,0.01,1.0229317297422251,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4602,9.9826171875000309,0x1.3f719999999abp+3,1,0.010216280471583362,0.01,1.0216280471583361,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4603,9.9832031250000313,0x1.3f76666666678p+3,1,0.010203138711526802,0.01,1.02031387115268,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4604,9.9837890625000316,0x1.3f7b333333345p+3,1,0.010189962554708295,0.01,1.0189962554708294,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4605,9.984375000000032,0x1.3f80000000012p+3,1,0.0101768160435887,0.01,1.0176816043588701,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4606,9.9849609375000323,0x1.3f84cccccccdfp+3,1,0.010163757203555824,0.01,1.0163757203555823,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4607,9.9855468750000327,0x1.3f899999999acp+3,1,0.010150838757791807,0.01,1.0150838757791807,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4608,9.986132812500033,0x1.3f8e666666679p+3,1,0.010138108885553807,0.01,1.0138108885553807,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4609,9.9867187500000334,0x1.3f93333333346p+3,1,0.010125611850258903,0.01,1.0125611850258902,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4610,9.9873046875000338,0x1.3f98000000013p+3,1,0.010113388369660286,0.01,1.0113388369660286,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4611,9.9878906250000341,0x1.3f9ccccccccep+3,1,0.010101475663999661,0.01,1.0101475663999662,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4612,9.9884765625000345,0x1.3fa19999999adp+3,1,0.010089907187410832,0.01,1.0089907187410831,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4613,9.9890625000000348,0x1.3fa666666667ap+3,1,0.010078712110233741,0.01,1.0078712110233741,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4614,9.9896484375000352,0x1.3fab333333347p+3,1,0.010067914664422761,0.01,1.0067914664422761,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4615,9.9902343750000355,0x1.3fb0000000014p+3,1,0.010057533484337577,0.01,1.0057533484337577,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4616,9.9908203125000359,0x1.3fb4ccccccce1p+3,1,0.010047581069847735,0.01,1.0047581069847735,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4617,9.9914062500000362,0x1.3fb99999999aep+3,1,0.010038063471862398,0.01,1.0038063471862397,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4618,9.9919921875000366,0x1.3fbe66666667bp+3,1,0.010028980259568958,0.01,1.0028980259568958,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4619,9.9925781250000369,0x1.3fc3333333348p+3,1,0.010020324782701911,0.01,1.002032478270191,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4620,9.9931640625000373,0x1.3fc8000000015p+3,1,0.010012084699367273,0.01,1.0012084699367274,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,4621,9.9937500000000377,0x1.3fccccccccce2p+3,1,0.01000424270675465,0.01,1.0004242706754649,12,0x1.68c9999999b64p+3,cf359244e1483352,0,1
35,5,20,63,5356,10.424414062500299,0x1.4d94ccccccd75p+3,1,0.010038308570638168,0.01,1.0038308570638168,12,0x1.68c9999999b64p+3,cf359244e1483352,1,735
35,5,20,63,5357,10.425000000000299,0x1.4d99999999a42p+3,1,0.010102788506566434,0.01,1.0102788506566434,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5358,10.425585937500299,0x1.4d9e66666670fp+3,1,0.010169243351407007,0.01,1.0169243351407007,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5359,10.4261718750003,0x1.4da33333333dcp+3,1,0.010237700466613993,0.01,1.0237700466613993,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5360,10.4267578125003,0x1.4da80000000a9p+3,1,0.01030819428574908,0.01,1.0308194285749079,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5361,10.427343750000301,0x1.4dacccccccd76p+3,1,0.010380768413672515,0.01,1.0380768413672514,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5362,10.427929687500301,0x1.4db1999999a43p+3,1,0.010455477335484579,0.01,1.0455477335484578,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5363,10.428515625000301,0x1.4db666666671p+3,1,0.010532387693071684,0.01,1.0532387693071683,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5364,10.429101562500302,0x1.4dbb3333333ddp+3,1,0.010611579109868971,0.01,1.0611579109868972,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5365,10.429687500000302,0x1.4dc00000000aap+3,1,0.010693144561159169,0.01,1.0693144561159169,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5366,10.430273437500302,0x1.4dc4ccccccd77p+3,1,0.010777190298887171,0.01,1.0777190298887172,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5367,10.430859375000303,0x1.4dc9999999a44p+3,1,0.010863835348832044,0.01,1.0863835348832043,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5368,10.431445312500303,0x1.4dce666666711p+3,1,0.010953210606639353,0.01,1.0953210606639352,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5369,10.432031250000303,0x1.4dd33333333dep+3,1,0.011045457570025221,0.01,1.1045457570025221,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5370,10.432617187500304,0x1.4dd80000000abp+3,1,0.011140726758876483,0.01,1.1140726758876482,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5371,10.433203125000304,0x1.4ddcccccccd78p+3,1,0.011239175893001259,0.01,1.1239175893001259,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5372,10.433789062500304,0x1.4de1999999a45p+3,1,0.011340967917637642,0.01,1.1340967917637641,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5373,10.434375000000305,0x1.4de6666666712p+3,1,0.011446268986841177,0.01,1.1446268986841177,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5374,10.434960937500305,0x1.4deb3333333dfp+3,1,0.011555246531248993,0.01,1.1555246531248993,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5375,10.435546875000306,0x1.4df00000000acp+3,1,0.011668067545954357,0.01,1.1668067545954357,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5376,10.436132812500306,0x1.4df4ccccccd79p+3,1,0.011784897233520697,0.01,1.1784897233520697,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5377,10.436718750000306,0x1.4df9999999a46p+3,1,0.011905898124747542,0.01,1.1905898124747543,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5378,10.437304687500307,0x1.4dfe666666713p+3,1,0.012031229775656628,0.01,1.2031229775656629,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5379,10.437890625000307,0x1.4e033333333ep+3,1,0.012161049104734468,0.01,1.2161049104734467,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5380,10.438476562500307,0x1.4e080000000adp+3,1,0.012295511392797973,0.01,1.2295511392797973,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5381,10.439062500000308,0x1.4e0cccccccd7ap+3,1,0.012434771922952066,0.01,1.2434771922952066,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5382,10.439648437500308,0x1.4e11999999a47p+3,1,0.012578988194323799,0.01,1.2578988194323799,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5383,10.440234375000308,0x1.4e16666666714p+3,1,0.012728322604755146,0.01,1.2728322604755145,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5384,10.440820312500309,0x1.4e1b3333333e1p+3,1,0.01288294546775093,0.01,1.288294546775093,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5385,10.441406250000309,0x1.4e200000000aep+3,1,0.013043038209802802,0.01,1.3043038209802802,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5386,10.441992187500309,0x1.4e24ccccccd7bp+3,1,0.013208796586589262,0.01,1.3208796586589262,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5387,10.44257812500031,0x1.4e29999999a48p+3,1,0.01338043376006378,0.01,1.3380433760063779,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5388,10.44316406250031,0x1.4e2e666666715p+3,1,0.013558183293894747,0.01,1.3558183293894746,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5389,10.443750000000311,0x1.4e333333333e2p+3,1,0.013742317114140373,0.01,1.3742317114140372,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5390,10.444335937500311,0x1.4e380000000afp+3,1,0.013933147127817886,0.01,1.3933147127817886,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5391,10.444921875000311,0x1.4e3cccccccd7cp+3,1,0.014130993532048521,0.01,1.4130993532048521,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5392,10.445507812500312,0x1.4e41999999a49p+3,1,0.014336175160263233,0.01,1.4336175160263231,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5393,10.446093750000312,0x1.4e46666666716p+3,1,0.014549008844899352,0.01,1.4549008844899352,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5394,10.446679687500312,0x1.4e4b3333333e3p+3,1,0.014769815671953996,0.01,1.4769815671953996,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5395,10.447265625000313,0x1.4e500000000bp+3,1,0.014998933171495598,0.01,1.4998933171495599,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5396,10.447851562500313,0x1.4e54ccccccd7dp+3,1,0.015236731201071767,0.01,1.5236731201071767,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5397,10.448437500000313,0x1.4e59999999a4ap+3,1,0.015483628467568249,0.01,1.5483628467568249,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5398,10.449023437500314,0x1.4e5e666666717p+3,1,0.015740106439876955,0.01,1.5740106439876955,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5399,10.449609375000314,0x1.4e633333333e4p+3,1,0.016006717841526574,0.01,1.6006717841526574,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5400,10.450195312500314,0x1.4e680000000b1p+3,1,0.016284087866306435,0.01,1.6284087866306436,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5401,10.450781250000315,0x1.4e6cccccccd7ep+3,1,0.01657290752536256,0.01,1.6572907525362559,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5402,10.451367187500315,0x1.4e71999999a4bp+3,1,0.016873919863056305,0.01,1.6873919863056304,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5403,10.451953125000315,0x1.4e76666666718p+3,1,0.017187900933523598,0.01,1.7187900933523597,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5404,10.452539062500316,0x1.4e7b3333333e5p+3,1,0.017515638227328757,0.01,1.7515638227328756,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5405,10.453125000000316,0x1.4e800000000b2p+3,1,0.017857909574974615,0.01,1.7857909574974615,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5406,10.453710937500317,0x1.4e84ccccccd7fp+3,1,0.018215465414927391,0.01,1.821546541492739,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5407,10.454296875000317,0x1.4e89999999a4cp+3,1,0.018588895330600666,0.01,1.8588895330600665,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5408,10.454882812500317,0x1.4e8e666666719p+3,1,0.018977640001422828,0.01,1.8977640001422826,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5409,10.455468750000318,0x1.4e933333333e6p+3,1,0.019381534763406632,0.01,1.9381534763406632,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5410,10.456054687500318,0x1.4e980000000b3p+3,1,0.019800733395367625,0.01,1.9800733395367625,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5411,10.456640625000318,0x1.4e9cccccccd8p+3,1,0.020235638468666856,0.01,2.0235638468666854,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5412,10.457226562500319,0x1.4ea1999999a4dp+3,1,0.020686973597333357,0.01,2.0686973597333358,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5413,10.457812500000319,0x1.4ea666666671ap+3,1,0.021155805767439546,0.01,2.1155805767439544,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5414,10.458398437500319,0x1.4eab3333333e7p+3,1,0.021643517231664924,0.01,2.1643517231664924,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5415,10.45898437500032,0x1.4eb00000000b4p+3,1,0.022151733878505799,0.01,2.2151733878505797,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5416,10.45957031250032,0x1.4eb4ccccccd81p+3,1,0.022682222673039387,0.01,2.2682222673039387,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5417,10.46015625000032,0x1.4eb9999999a4ep+3,1,0.023236773996596492,0.01,2.3236773996596489,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5418,10.460742187500321,0x1.4ebe66666671bp+3,1,0.023817085259903861,0.01,2.3817085259903861,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5419,10.461328125000321,0x1.4ec33333333e8p+3,1,0.0244246602702409,0.01,2.4424660270240901,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5420,10.461914062500322,0x1.4ec80000000b5p+3,1,0.025060735103246891,0.01,2.5060735103246889,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5421,10.462500000000322,0x1.4eccccccccd82p+3,1,0.025726236483713309,0.01,2.572623648371331,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5422,10.463085937500322,0x1.4ed1999999a4fp+3,1,0.026421773787770379,0.01,2.642177378777038,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5423,10.463671875000323,0x1.4ed666666671cp+3,1,0.027147661512117813,0.01,2.7147661512117813,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5424,10.464257812500323,0x1.4edb3333333e9p+3,1,0.027903965966045316,0.01,2.7903965966045314,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5425,10.464843750000323,0x1.4ee00000000b6p+3,1,0.028690568293660252,0.01,2.8690568293660252,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5426,10.465429687500324,0x1.4ee4ccccccd83p+3,1,0.029507235699159095,0.01,2.9507235699159096,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5427,10.466015625000324,0x1.4ee9999999a5p+3,1,0.03035369366095305,0.01,3.0353693660953049,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5428,10.466601562500324,0x1.4eee66666671dp+3,1,0.031229693571870863,0.01,3.122969357187086,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5429,10.467187500000325,0x1.4ef33333333eap+3,1,0.032144103972663381,0.01,3.214410397266338,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
35,5,20,63,5430,10.467773437500325,0x1.4ef80000000b7p+3,1,0.033148341822149555,0.01,3.3148341822149554,12,0x1.68c9999999b64p+3,cf359244e1483352,1,1
