time,axisTau,dt,cycle,axisKret,axisLapse,max_abs_K,maxAbsKret,maxRefLev,nmb_total,C-Linf,C-rho,C-z,C-norm2,H-norm2,M-norm2,Z-norm2
0.0,0.0,0.006225126126893,0.0,0.0005653963297216249,1.0,0.0,95.4302052288229,3.0,104.0,0.0003915735535425646,5.1875,0.0,2.8888330092766685e-06,2.8742183680148706e-06,0.0,3.653660315449359e-09
0.018676052381636138,0.018676052381630497,0.0031129031229896673,4.0,0.0005653945314412497,0.9999999999985978,1.2514445595566241e-05,95.23563769839717,5.0,212.0,0.0004614249793047384,5.5,0.03125,3.492767246939704e-06,3.021747353944189e-06,7.849721340648116e-08,9.780194970207421e-08
0.024903092830036052,0.024903092830013383,0.001556868331891955,8.0,0.0005653929350404502,0.9999999999955266,4.5752662586166345e-05,94.59648072186502,5.0,212.0,0.000266629966035907,5.53125,0.0,2.0325216655787867e-06,1.2721091985721733e-06,3.716167119565631e-07,9.672426184111958e-08
0.031131426738547407,0.031131426738478768,0.0015572229981305782,12.0,0.0005653908794713471,0.9999999999890412,9.724865335149412e-05,93.78058926729916,5.0,212.0,0.00018107807913018365,5.515625,-0.015625,1.0706944044251606e-06,1.2929752621250638e-07,5.563530233439448e-07,9.563397885385007e-08
0.037361387978988476,0.037361387978817905,0.0015576611290995669,16.0,0.0005653883671016554,0.9999999999772348,0.0001881941749972672,92.79306499671335,5.0,212.0,0.0002897726414138496,5.5,-0.03125,1.4333003159918373e-06,6.122841402391599e-07,4.38753676718652e-07,9.47967080713742e-08
0.043593310340019495,0.04359331033965073,0.0015581826929979476,20.0,0.0005653853987895891,0.9999999999577546,0.0003078659595773094,91.63848773542992,5.0,212.0,0.0004264455010087704,5.5,-0.03125,2.3940591159557247e-06,1.8333190707918706e-06,1.8081389386058466e-07,9.406919768161511e-08
0.04982752742429587,0.049827527423576226,0.001558787636955343,24.0,0.000565381976096035,0.9999999999278077,0.0004590572046801892,90.32151946128309,5.0,212.0,0.0004093419516626639,5.53125,0.0,2.745911260916742e-06,2.30356697584547e-06,6.550224052451226e-08,9.313709092182351e-08
0.056064372624322616,0.056064372623024133,0.0015594759120318128,28.0,0.0005653781002767265,0.9999999998841637,0.0006573367705126801,88.84807345904467,5.0,212.0,0.0002747676781175598,5.53125,-0.34375,2.1907427578017e-06,1.6481653020168683e-06,1.7027055604642657e-07,9.181849711201451e-08
0.062304179195604915,0.06230417919340272,0.0015602474943836012,32.0,0.0005653737726050288,0.9999999998231613,0.0009092765751736761,87.22591010880761,5.0,212.0,0.0001590321739361232,5.484375,0.046875,1.4497354585407883e-06,7.555418174464462e-07,3.277306475465449e-07,9.014989059371261e-08
0.06854728036516076,0.06854728036160868,0.0015611023852860658,36.0,0.0005653689945231126,0.9999999997407073,0.0012109450903833453,85.46425351792212,5.0,212.0,0.00022877957495595348,5.46875,0.0,1.2535298079661586e-06,5.358353154243439e-07,3.5775446861271933e-07,8.829190255875056e-08
0.0747940093796439,0.07479400937414721,0.0015620405880019334,40.0,0.0005653637672377215,0.9999999996322734,0.0015688924454224343,83.57286762591293,5.0,212.0,0.00034592525956260466,5.53125,0.0,1.5724276321796837e-06,9.611294357378016e-07,2.579552389078465e-07,8.640248585647614e-08
0.08104469943931984,0.08104469943110534,0.0015630620791132058,44.0,0.0005653580907998009,0.9999999994928881,0.0019896412418967772,81.56132279146598,5.0,212.0,0.0003561905582836085,5.53125,0.0,1.856925329780204e-06,1.3509979862201714e-06,1.5900637534907924e-07,8.455358701107137e-08
0.08729968355556715,0.08729968354365011,0.0015641667973139031,48.0,0.0005653519644422889,0.9999999993171312,0.00247539116143641,79.43885306855759,5.0,212.0,0.0002755006900758797,5.53125,-0.34375,1.7605563427049656e-06,1.2663257179190304e-06,1.537182436039399e-07,8.270928804045107e-08
0.09355929442307288,0.09355929440622109,0.001565354655166604,52.0,0.0005653453860654824,0.9999999990991133,0.003029475768610031,77.21468506019855,5.0,212.0,0.00018373673385896407,5.328125,0.203125,1.4407622957789975e-06,8.945251332363257e-07,2.124649225267576e-07,8.077803098308694e-08
0.09982386436600135,0.099823864342696,0.0015666255591748107,56.0,0.0005653383521449434,0.9999999988324715,0.0036546343938724177,74.8984564136116,5.0,212.0,0.0001673424434277448,5.4375,-0.03125,1.2441175417139667e-06,6.691694870553297e-07,2.484256265236432e-07,7.87076198214825e-08
0.10609372534625133,0.10609372531464471,0.0015679794209922662,60.0,0.000565330859390616,0.9999999985103578,0.00435327617587026,72.50042166552277,5.0,212.0,0.0002662001250080373,5.5,-0.03125,1.2881556356931498e-06,7.454641881938091e-07,2.2378018285484535e-07,7.653425610536991e-08
0.11236920897991368,0.11236920893778352,0.0015694161541415065,64.0,0.0005653229026554682,0.9999999981254287,0.005127690371216574,70.0313775428388,5.0,212.0,0.00028313477141621616,5.5,0.03125,1.4027702405826337e-06,9.153646830554815e-07,1.7616880096714781e-07,7.433827360319645e-08
0.11865064651696362,0.11865064646166405,0.0015709356625534057,68.0,0.000565314477628924,0.999999997669843,0.005979914934535675,67.50242356498688,5.0,212.0,0.00024126525400608562,5.5,0.3125,1.3859584646127185e-06,9.227377515084355e-07,1.5957226580616075e-07,7.216354166398946e-08
0.12493836877809804,0.1249383687065071,0.0015725378315060285,72.0,0.0005653055801272785,0.9999999971352539,0.006911572066522686,64.92471168780813,5.0,212.0,0.00021861030017398747,5.359375,-0.171875,1.226169476379757e-06,7.477367752062168e-07,1.823809625485513e-07,6.998896948827073e-08
0.1312327060753148,0.13123270598377834,0.0015742225267179808,76.0,0.0005652962067826819,0.9999999965128038,0.007923855754176949,62.30926351549107,5.0,212.0,0.00015897965272366956,5.359375,0.234375,1.0751063709830447e-06,5.796897507711242e-07,2.0714513955051667e-07,6.776935290454424e-08
0.13753398814389614,0.1375339880281683,0.0015759895986538466,80.0,0.0005652863547277609,0.9999999957931215,0.009017545089911077,59.66685061345975,5.0,212.0,0.0001953130081404804,5.46875,0.0,1.0559136342145785e-06,5.761307111926638e-07,1.9953905032721263e-07,6.548634922812575e-08
0.14384254408957936,0.14384254394475907,0.0015778388852655816,84.0,0.0005652760213961287,0.9999999949663151,0.01019302192018987,57.007910332610166,5.0,212.0,0.00021743250057905218,5.53125,0.0,1.132726301212586e-06,6.942050609509114e-07,1.664727875812242e-07,6.31592405386518e-08
0.1501587023349242,0.1501587021553881,0.0015797702100119905,88.0,0.000565265205746003,0.9999999940219573,0.011450339610749134,54.34248926789715,5.0,212.0,0.000238454715969402,5.328125,0.140625,1.1655715705194094e-06,7.575450942316232e-07,1.441982327631672e-07,6.082587268726875e-08
0.15648279055010939,0.15648279032944074,0.0015817833772899745,92.0,0.0005652539061192163,0.9999999929490786,0.012789267835599683,51.68022245690835,5.0,212.0,0.00022724633838202668,5.328125,-0.203125,1.0731888112895912e-06,6.624310028646936e-07,1.5504592340922108e-07,5.8522013995206334e-08
0.16281513556718838,0.162815135298102,0.0015838781689420918,96.0,0.0005652421212286845,0.999999991736156,0.014209278032646879,49.03034923009223,5.0,212.0,0.00017064528437363649,5.390625,0.203125,9.216670358982196e-07,4.910492056823944e-07,1.828591418200124e-07,5.626491438867037e-08
0.16915606328723568,0.16915606296149852,0.0015860543435468393,100.0,0.0005652298498031155,0.9999999903710979,0.015709546083888696,46.40189573834023,5.0,212.0,0.0001427408925521025,5.703125,-0.171875,8.443099680513506e-07,4.1136155608013e-07,1.9300928104123657e-07,5.404696766743319e-08
0.17550589859019644,0.17550589819854406,0.001588311637723685,104.0,0.0005652170902003482,0.9999999888412348,0.0172889823983206,43.81295749148477,5.0,212.0,0.00016971980151246486,5.296875,-0.109375,8.875389725870496e-07,4.827201253506488e-07,1.7262360366470142e-07,5.1852550736083546e-08
0.1818649652511578,0.18186496478320627,0.0015906497677182002,108.0,0.0005652038404537627,0.9999999871332986,0.018946223310868683,41.26297972673313,5.0,212.0,0.0002282492128157225,5.296875,0.109375,9.609626498281006e-07,5.919373824616006e-07,1.4448471603250784e-07,4.968541733483264e-08
