writer_rule,count,max_abs_diff,max_rel_diff,positive_source_nonpositive_target
0:center-center,16856.0,0.0001249808093729543,0.00023290573103198033,0.0
0:edge-center,4816.0,0.000610813403007171,0.0010651599974522703,0.0
0:edge-edge,344.0,6.716045732557685e-05,0.00012114842191854002,0.0
3:center-center,3500.0,0.000610813403007171,0.0010651599974522703,0.0
3:edge-center,4144.0,0.00010119589055601619,0.0001903564533346531,0.0
3:edge-edge,644.0,5.8539459528161863e-05,0.00010817683659230781,0.0
