gid,i,j,rho,z,axis_distance,block_edge_distance,coarse_fine_interface_distance,delta_C,delta_H,delta_M,delta_Z
51,3,0,5.0546875,0.0078125,5.0546875,0.0078125,0.0546875,28.620992930331713,-1.998458736819608,23.695627565371385,0.00013480925988194702
30,11,29,5.1796875,-0.0390625,5.1796875,0.0390625,0.1796875,25.85687049185722,0.4852968427327881,25.330612768336785,0.00019071627297657836
51,11,2,5.1796875,0.0390625,5.1796875,0.0390625,0.1796875,25.856870181204922,0.4852968413511555,25.330612462931978,0.00019071627252795583
30,8,26,5.1328125,-0.0859375,5.1328125,0.0859375,0.1328125,24.844874139779957,0.19919790929361295,24.579794555905597,-0.00028657623955809594
51,8,5,5.1328125,0.0859375,5.1328125,0.0859375,0.1328125,24.844873854445723,0.19919790703743628,24.57979427323601,-0.0002865762400401635
30,9,29,5.1484375,-0.0390625,5.1484375,0.0390625,0.1484375,24.033458798579826,1.8035889801438603,22.266993872036817,0.0017226482798588668
51,9,2,5.1484375,0.0390625,5.1484375,0.0390625,0.1484375,24.033458569126108,1.8035889743053943,22.26699364937414,0.0017226482422734277
30,7,26,5.1171875,-0.0859375,5.1171875,0.0859375,0.1171875,23.31414426544546,-0.06110257801742372,23.17338900821336,-0.0002827437913655214
51,7,5,5.1171875,0.0859375,5.1171875,0.0859375,0.1171875,23.31414406769359,-0.06110257907224001,23.17338881012741,-0.0002827437912368946
30,4,28,5.0703125,-0.0546875,5.0703125,0.0546875,0.0703125,23.014742852908288,-1.247949661775052,21.702791712509796,-0.0005665766011143521
51,4,3,5.0703125,0.0546875,5.0703125,0.0546875,0.0703125,23.014742363133337,-1.247949657435167,21.70279125005495,-0.0005665765929935995
30,11,27,5.1796875,-0.0703125,5.1796875,0.0703125,0.1796875,22.89191593850529,-0.1185926435334217,22.880687918506663,-4.33189985491408e-05
51,11,4,5.1796875,0.0703125,5.1796875,0.0703125,0.1796875,22.891915650157355,-0.11859264447073348,22.880687630696052,-4.3318997741010845e-05
51,5,0,5.0859375,0.0078125,5.0859375,0.0078125,0.0859375,22.07527403554842,2.232858952557178,16.244796778850798,0.0024945882693094817
30,5,31,5.0859375,-0.0078125,5.0859375,0.0078125,0.0859375,22.07527379706158,2.2328589495256423,16.244796503209788,0.0024945882569946723
30,4,27,5.0703125,-0.0703125,5.0703125,0.0703125,0.0703125,21.512983663823427,-0.3550689282559674,21.414629139474247,-9.818137066669736e-05
51,4,4,5.0703125,0.0703125,5.0703125,0.0703125,0.0703125,21.51298330984912,-0.3550689291647165,21.414628785146903,-9.818136788845841e-05
51,10,0,5.1640625,0.0078125,5.1640625,0.0078125,0.1640625,19.38631162103761,-1.744459280036486,15.576815886566694,0.0014727383711020652
