classification	target_time	final_time	run_exit_status	gate_passed	old_mode_recurrence	GH_RMS	reduction_RMS	curl_RMS	metric_error_RMS	relative_D_Linf	relative_source_Linf	GH_slope	GH_e_folding_time	GH_r_squared
PASS_STATIONARY_SEGMENT	5.0	5.0	0	1	0	6.560730008900979e-13	2.7641909838131917e-12	1.882342639698132e-13	1.0694009388197767e-10	2.399858090038309e-12	1.867226394440324e-11	0.22254126794323026	4.493548586481037	0.7599558939134088
