57034787|cartoon-r4-brill-2drst-345dd31d-v1|FAILED|1:0|1148|1||128|billing=128,cpu=128,energy=569897,gres/gpu:a100=4,gres/gpu=4,mem=229902M,node=1|nid008205
57034787.extern|extern|COMPLETED|0:0|1148|1|1|128|billing=128,cpu=128,gres/gpu:a100=4,gres/gpu=4,mem=229902M,node=1|nid008205
57034787.0|python3|FAILED|1:0|162|1|4|128|cpu=128,gres/gpu:a100=4,gres/gpu=4,mem=229902M,node=1|nid008205
57034787.1|python3|FAILED|1:0|157|1|4|128|cpu=128,gres/gpu:a100=4,gres/gpu=4,mem=229902M,node=1|nid008205
