time,dt,C-norm2,H-norm2,M-norm2,Z-norm2,max_abs_K,nmb_total,maxAbsKret,maxRefLev,cycle,axisLapse,axisTau,axisKret
0.0,0.01875,0.006573187668165553,0.0065731591024798565,0.0,7.1414214239373765e-09,0.0,32.0,92.73666448316953,0.0,0.0,0.615887363748436,0.0,0.0005644963254781964
0.03515624999999999,0.00234375,0.028776338689389416,0.028384595820079326,0.00021964435009858983,4.281273934098643e-05,0.031028113893219696,80.0,95.57472345905407,3.0,4.0,0.6158791938645731,0.021652156065892787,0.0005648484587573088
0.04453124999999999,0.00234375,0.02740815415819551,0.02648771052316925,0.0007513060463460164,4.162138780266467e-05,0.03923828409975305,80.0,95.36491812508552,3.0,8.0,0.61587919657685,0.02742602352087074,0.0005648404105565174
0.05390624999999998,0.00234375,0.025885697503061626,0.024112156014962943,0.0016096707154491844,3.9589099016107274e-05,0.04741377660847627,80.0,95.09139033358294,3.0,12.0,0.6158791995570965,0.03319989100257185,0.0005648274281507804
0.06328124999999998,0.00234375,0.024847186862882356,0.02193120851723288,0.0027573222370293063,3.737470424499001e-05,0.055548663979914426,80.0,94.7576880763027,3.0,16.0,0.6158792027537259,0.03897375851326318,0.0005648100724087574
0.07265625,0.00234375,0.024875978133638628,0.020524274967387596,0.0041937761534679655,3.612659319542031e-05,0.06363438386699831,80.0,94.36817560565653,3.0,20.0,0.6158792061195985,0.04474762605474924,0.000564789035620942
0.08203125000000003,0.00234375,0.02633016723827048,0.02021636971379553,0.005947723049109413,3.6886633877003816e-05,0.07166233634654105,80.0,94.0314542828148,3.0,24.0,0.6158792096115188,0.05052149362841159,0.000564765136523827
0.09140625000000005,0.00234375,0.02933604738667294,0.021106499139003476,0.008043456878869478,4.0199641525991e-05,0.07962353422421765,80.0,93.67391527639083,3.0,28.0,0.6158792131893284,0.056295361235241856,0.0005647393121993103
0.10078125000000007,0.00234375,0.033858833814197256,0.023163892123412,0.010475545263952613,4.609489555973166e-05,0.0875089687577067,80.0,93.27729173023073,3.0,32.0,0.6158792168146829,0.062069228875864704,0.000564712605056233
0.1101562500000001,0.00234375,0.039754112334965716,0.02629249431338742,0.013194597079476905,5.4540150740043565e-05,0.0953100752544668,80.0,92.8404425589312,3.0,36.0,0.6158792204496155,0.06784309655054815,0.0005646861432562783
0.12187500000000011,0.0046875,0.0377644365346015,0.02712781400463611,0.010310538312765207,7.360835862537288e-05,0.1049445580487078,68.0,92.23644151573131,2.0,40.0,0.6158792249469112,0.07506043119161895,0.0005646552233792279
0.14062500000000014,0.0046875,0.045381197331072334,0.03324796099936765,0.011801055660894809,7.324691605232415e-05,0.120135930005539,68.0,91.13144733399713,2.0,44.0,0.6158792318358838,0.08660816672471663,0.000564616315652088
0.15937500000000018,0.0046875,0.05100147129175129,0.038851489362679646,0.011785991151336498,7.859527541944611e-05,0.13498041186552373,68.0,89.84470098778897,2.0,48.0,0.6158792379909679,0.09815590238075321,0.0005645985046794583
0.17812500000000023,0.0046875,0.05529047618046716,0.04429059835404403,0.010577561427145766,8.92200414696478e-05,0.14943032972202236,68.0,88.36475450402196,2.0,52.0,0.615879242918544,0.10970363814148457,0.0005646097571532873
0.19687500000000027,0.0046875,0.0588213015837037,0.04933499228113092,0.008998268471972822,0.00010049140760912863,0.1634180190503021,68.0,86.6911251648201,2.0,56.0,0.6158792460346005,0.12125137397853351,0.0005646559834670145
0.21562500000000032,0.0046875,0.06160789767646564,0.05319812122911674,0.00785884615634331,0.00011060215787898629,0.176868846458507,68.0,85.13238314480881,2.0,60.0,0.6158792467042846,0.13279910985201027,0.0005647408216415586
0.23437500000000036,0.0046875,0.0634463134852511,0.0552812168569359,0.007567225658572792,0.00011684253447367371,0.18971934747240796,68.0,83.58560805141644,2.0,64.0,0.6158792443185775,0.14434684571022602,0.0005648658209797283
0.2531250000000004,0.0046875,0.06424763268299483,0.05557093148666055,0.008043458558650173,0.0001202979767446633,0.20192906127246518,68.0,81.8470175707068,2.0,68.0,0.6158792384021186,0.15589458149115015,0.0005650307674968803
0.2718750000000004,0.0046875,0.06447123735088324,0.05491937886695061,0.008887395493488357,0.00012259580335763755,0.2136352342360712,68.0,79.87254191762094,2.0,72.0,0.615879228739762,0.167442317126087,0.0005652339172342652
0.29062500000000047,0.0046875,0.06481430564924251,0.05446484321676389,0.009652297818078723,0.00012520304810498812,0.22484782525002708,68.0,77.64299076549484,2.0,76.0,0.615879215504415,0.17899005254576583,0.0005654720397691677
0.31875000000000053,0.009375,0.04503627887882978,0.040653673534138374,0.004045051152758718,7.41060172066436e-05,0.23830129208442097,62.0,71.78104217527172,1.0,80.0,0.615879190570682,0.19631165514120194,0.000565883682765894
0.3562500000000006,0.009375,0.03823577634319515,0.033835751719661425,0.004026498583872015,8.298068492329909e-05,0.2557638209654945,62.0,66.76894361244842,1.0,84.0,0.6158791558344292,0.2194071241215234,0.0005664925234056547
0.3937500000000007,0.009375,0.03157063345725907,0.026614121223408938,0.004560271093397563,8.703096747090166e-05,0.2702542216429441,62.0,61.41690135829262,1.0,88.0,0.6158791366362353,0.24250259202721214,0.000567077854922865
0.4312500000000008,0.009375,0.027812923251949992,0.022304967413919314,0.00512124511458986,8.248335090279004e-05,0.281943218476656,62.0,55.69226319430052,1.0,92.0,0.6158791556886843,0.2655980598634179,0.0005674898487151212
0.4640625000000009,0.0046875,0.039084803811278636,0.03271223974429503,0.005907785964366345,0.00010108618513200742,0.29091116057859884,68.0,51.30888321176621,2.0,96.0,0.6158792194981306,0.28580659558100185,0.0005675708235644214
0.4828125000000009,0.0046875,0.03753282634061704,0.0311100143382107,0.005930429407410204,0.00010738202925366486,0.2946531041823689,68.0,48.247544863589425,2.0,100.0,0.6158792788829088,0.2973543314783572,0.0005674620606348279
0.5015625000000009,0.0046875,0.03645463663845386,0.029755893306598044,0.006113095051987653,0.0001306251754238479,0.2976827671003024,68.0,45.114584452262115,2.0,104.0,0.6158793550758725,0.3089020686476517,0.0005672312497927751
0.5203125000000007,0.0046875,0.036189159810298896,0.028953067079077553,0.006474859312369968,0.0001743587972954455,0.299991757097771,68.0,41.94315894385293,2.0,108.0,0.6158794469343313,0.32044980739486606,0.0005668815592506634
0.5390625000000006,0.0046875,0.03690621981752033,0.028840700948866482,0.0070736883580392,0.00023111829828137426,0.30157798630337357,68.0,38.77226374146865,2.0,112.0,0.6158795523165552,0.3319975479950146,0.0005664244865005836
0.5578125000000004,0.0046875,0.04504261351031133,0.03477581834309112,0.008866025667950738,0.00033201073186407324,0.3024479003100502,74.0,35.68445620308132,2.0,116.0,0.6158796682569717,0.34354529067489475,0.0005658778227256292
0.5765625000000002,0.0046875,0.044344847052246214,0.0323957166617908,0.010570454699840207,0.0003239175207699914,0.302615774913836,74.0,32.91691594207337,2.0,120.0,0.6158797912422196,0.35509303560009553,0.0005652629822956528
0.5953125,0.0046875,0.042229949783215794,0.027928627579103735,0.012947625335380155,0.000314104510408585,0.3021005457458826,74.0,30.166567602772616,2.0,124.0,0.6158799175637217,0.3666407828679427,0.0005646024618174557
0.6140624999999998,0.0046875,0.04178510821005486,0.026101068680473172,0.014332956593561815,0.0003086695481895922,0.3009219657575212,74.0,27.455360103342283,2.0,128.0,0.6158800437121594,0.3781885325075042,0.0005639180295214355
0.6328124999999997,0.0046875,0.042338422660285674,0.026803059262878307,0.014168893380933831,0.0003071708894059464,0.29909773276249874,74.0,24.80580946511725,2.0,132.0,0.6158801667726461,0.38973628448706166,0.0005632299339606499
