time,dt,C_norm2,H_norm2,M_norm2,Z_norm2,Mx_norm2,My_norm2,Mz_norm2,Theta_norm,Volume,max_abs_K,nmb_total,maxAbsKret,maxRefLev,maxNmbRank,ahStatus,ahLastCyc,cycle,axisLapse,axisTau,axisKret,axis_C2,axis_H2,axis_M2,axis_Z2,axis_N,off_C2,off_H2,off_M2,off_Z2,off_Volume,L0_C2,L0_H2,L0_M2,L0_Z2,L0_N,L1_C2,L1_H2,L1_M2,L1_Z2,L1_N,L2_C2,L2_H2,L2_M2,L2_Z2,L2_N,L3_C2,L3_H2,L3_M2,L3_Z2,L3_N,L4_C2,L4_H2,L4_M2,L4_Z2,L4_N,C_Linf,C_rho,C_z,H_Linf,H_rho,H_z,M_Linf,M_rho,M_z,Z_Linf,Z_rho,Z_z,muMin,muMax
9.360937500000007,0.00234375,263.0989666236957,93.76265015866059,36.90865604817599,28.449728944575394,55.999570348972405,18.12011050591073,0.0,18.628744638557446,48004.778602335675,10.206821328657524,74.0,36.40000300187986,3.0,74.0,0.0,-1.0,4100.0,0.608403744702583,5.699855927660719,0.2787702092352153,0.49733138463831983,0.006313891124345333,0.08709297794425881,0.07469221019547201,3840.0,263.09628170214967,93.76263488738505,36.90832786989547,28.449257679597856,47991.674746804856,0.10088291891513897,0.002389999091443944,0.01706111848058866,0.01504651143689695,768.0,0.09985489963758262,0.001404734256006908,0.017186218629161875,0.01501833081934173,768.0,0.09930011601456329,0.0009942041032655197,0.01737149225472691,0.014963019269380928,768.0,0.09897516235200869,0.0009210480677012603,0.017599527322600582,0.01488290998934522,768.0,0.09831828771902595,0.0006039056059277071,0.017874621257180846,0.014781438680506978,768.0,3.967205224556922,5.1328125,0.0234375,3.4635428866011178,5.1328125,0.0234375,2.3087559104378075,5.1171875,-0.0234375,0.19973795603387104,5.1328125,-0.0078125,10.20682847438461,10.20682847438461
9.370312500000006,0.00234375,264.92965706545374,95.26647494071356,37.26289432474164,28.440387132459833,56.62424803647399,18.08605829080993,0.0,18.63873927015917,48006.5767747395,10.131884383291506,74.0,65.67958526093486,3.0,74.0,0.0,-1.0,4104.0,0.6084228631645536,5.705559802450153,0.2797385701789464,0.4993492669992669,0.006137782415571794,0.08864395421857803,0.07478314383435908,3840.0,264.9269603240182,95.26645987978983,37.26256027175326,28.43991470848468,47993.47182580709,0.10125738898495631,0.002332704267312677,0.017366655244955672,0.015063967395296004,768.0,0.10023429337260864,0.001356202049710979,0.01748731773174659,0.015035953591504147,768.0,0.09969526142924554,0.0009585648893704972,0.017674265590245878,0.014980993057875484,768.0,0.09938948202929311,0.0008917071333011694,0.017913435349014392,0.01490144578954027,768.0,0.09877284118316436,0.0005986040758764553,0.018202280302615545,0.014800784000143235,768.0,4.701778622464855,5.1328125,0.0234375,4.336069494647675,5.1328125,0.0234375,2.470558956528017,5.1171875,-0.0234375,0.2127712001791257,5.1328125,-0.0078125,10.131864950978262,10.131864950978262
9.379687500000005,0.00234375,266.53210249577285,96.7373404952162,37.42121463154283,28.43061076757811,56.788032040947684,18.172513812855748,0.0,18.651104298701323,48008.38071324762,10.059647719200978,74.0,81.35600393775401,3.0,74.0,0.0,-1.0,4108.0,0.6084419022885788,5.711263856089599,0.2804891631555684,0.5013557232485106,0.0059359786462111815,0.09021964501764027,0.07487227448787862,3840.0,266.5293938875054,96.73732566651279,37.42087461890715,28.4301371867392,47995.27466808613,0.10161149988519924,0.0022528419486467924,0.017676762232077887,0.01508100441915533,768.0,0.10061865766892411,0.0013081707316619682,0.01779516886799102,0.015053171971467272,768.0,0.10009488280983939,0.0009242827835134097,0.01798229654585468,0.014998591923619064,768.0,0.09980350591783771,0.000860004814216857,0.018231362245162336,0.014919650289298491,768.0,0.0992271769667092,0.0005906783681721591,0.018534055126554178,0.014819855884338339,768.0,5.253052310657148,5.1328125,0.0234375,4.84295513457428,5.1328125,0.0234375,2.2838937925266083,5.1015625,0.0234375,0.20482294668125034,5.1328125,-0.0078125,10.059561250257849,10.059561250257849
9.389062500000003,0.00234375,267.746366984357,97.88822908977131,37.510219358795204,28.420656313497044,56.7302076704926,18.366003219375003,0.0,18.665293281802313,48010.19041415567,9.995798009252347,74.0,88.11442968645407,3.0,74.0,0.0,-1.0,4112.0,0.608460879439205,5.716968087918637,0.28104654092332104,0.5033565063552108,0.005713510765748432,0.09181997708816228,0.07495983175659611,3840.0,267.74364645391125,97.88821450774368,37.50987330193399,28.42018157740244,47997.08326994685,0.1019483302530788,0.002153063515144061,0.017991709035101416,0.015097668015879851,768.0,0.10100804962231205,0.0012607448059863782,0.018109563962994013,0.015070031892074107,768.0,0.10049983711307296,0.0008920658188167797,0.01829557661545402,0.015015861810607805,768.0,0.1002185673994976,0.0008271412341140057,0.018553284988396194,0.014937569450946302,768.0,0.09968172196724955,0.0005804953916872218,0.01886984248621684,0.014838700587088175,768.0,5.68211160882972,5.1328125,0.0234375,5.158658663463417,5.1328125,0.0234375,2.2869795957513066,5.1328125,0.0234375,0.19602079804639722,5.1328125,-0.0078125,9.995627491242207,9.995627491242207
9.398437500000002,0.00234375,268.60015800769406,98.64399502699155,37.63262140321946,28.410708593403537,56.73005594498044,18.560988697931666,0.0,18.680707203868856,48012.00587217642,9.946656254359322,74.0,74.11434276626345,3.0,74.0,0.0,-1.0,4116.0,0.6084798088968593,5.722672497425756,0.2814409875380621,0.5053591667160586,0.005477305712157225,0.09344470019075034,0.07504604376415325,3840.0,268.5974254899326,98.64398069765224,37.63226921824376,28.410232703012245,47998.897626123944,0.10227268649942298,0.0020377507167393836,0.018311744012216098,0.015114003682633817,768.0,0.10140252322016319,0.001214153946911145,0.018430150582807035,0.015086579119416816,768.0,0.10091096580483332,0.0008626205163689744,0.018614068811965884,0.015032848380352876,768.0,0.10063600675981119,0.0007943057772735648,0.018879182802375216,0.014955248859980994,768.0,0.10013698443182811,0.0005684747548641564,0.01920955398138614,0.01485736372176869,768.0,5.545538193355953,5.1328125,0.0234375,4.9110292197460605,5.1328125,0.0234375,2.4956660090752703,5.1328125,-0.0234375,0.19397906163226816,5.1328125,-0.0078125,9.946430791395649,9.946430791395649
9.4078125,0.00234375,269.05736757656024,99.00597091935185,37.75194293901194,28.400612217002134,56.87789670162394,18.589019827530745,0.0,18.697004850187895,48013.827083436045,9.915329616735354,74.0,63.25982157233756,3.0,74.0,0.0,-1.0,4120.0,0.6084987011610845,5.7283770842159765,0.2817063498566653,0.5073716907986096,0.0052350390834974975,0.09509331556799293,0.07513112052408467,3840.0,269.0546229960071,99.00595683989177,37.75158454314097,28.400135172455283,48000.71773275855,0.10258991641698004,0.001911973224862626,0.018636979014964708,0.015130053626439863,768.0,0.10180215667268264,0.001168745277479541,0.018756495998406925,0.01510285593880036,768.0,0.10132901762433924,0.0008366150154322158,0.018937695529542727,0.015049593703349828,768.0,0.10105709329700187,0.0007626284148900033,0.019209035869965092,0.014972730376838897,768.0,0.1005935067876069,0.0005550771508331074,0.01955310915511365,0.014875886878655703,768.0,4.525038694764729,5.1328125,0.0234375,4.189570417953028,5.1328125,0.0078125,2.3433964341674747,5.1328125,-0.0234375,0.18423254750805246,5.1328125,-0.0078125,9.915124738526847,9.915124738526847
9.417187499999999,0.00234375,269.3724062428557,99.23105741736083,37.865785090737646,28.390357498872675,57.17785789069842,18.43999970959893,0.0,18.714133739266483,48015.65404620518,9.899049085816443,74.0,48.20032554370522,3.0,74.0,0.0,-1.0,4124.0,0.608517562841884,5.7340818479742675,0.2818776728352676,0.5094013542590505,0.00499417060564611,0.09676502437571807,0.07521524383100314,3840.0,269.36964951383345,99.23104357632715,37.86542040280091,28.389879299376357,48002.54358814016,0.10290492475859524,0.0017806180613461208,0.018967302625431882,0.015145854668904824,768.0,0.10220706441120435,0.0011249679524859813,0.019088141289735704,0.015118899090609015,768.0,0.10175457786116529,0.0008146434277163811,0.01926632912466832,0.015066134229560097,768.0,0.10148296076946474,0.0007331425346696149,0.019542823438578397,0.014990050140118174,768.0,0.10105182645862006,0.0005407986294280188,0.019900427897303556,0.014894305701811106,768.0,3.9458384694352544,5.1328125,0.0078125,3.705177578662436,5.1328125,0.0078125,1.8952388348714508,5.1328125,-0.0234375,0.182896922934773,10.453125,0.015625,9.898925735452382,9.898925735452382
9.426562499999998,0.00234375,269.89642368867345,99.58994653543311,38.05342088287126,28.380213248736133,57.63190563598666,18.261652467337928,0.0,18.732203275424535,48017.48675968069,9.891156933578994,74.0,32.1041367218654,3.0,74.0,0.0,-1.0,4128.0,0.6085363974725622,5.739786788432251,0.2819890130780398,0.511454138779151,0.0047613944848498456,0.09845874245805539,0.07529857020812673,3840.0,269.89365471619936,99.58993291325665,38.05304982377367,28.37973389251146,48004.37519149102,0.10322166086446036,0.0016479052325041764,0.019302363078115555,0.015161438694073678,768.0,0.10261739895104073,0.0010833497753109822,0.019424636556542065,0.01513474028851032,768.0,0.10218803201298991,0.0007971986724205441,0.019599791794845882,0.015082501351690047,768.0,0.101914579528192,0.0007067661245761902,0.01988052413721038,0.01500723920195155,768.0,0.10151246742246725,0.0005261746800379501,0.020251426891341753,0.014912650671901099,768.0,3.258840392176565,5.1328125,0.0078125,3.033900178231548,5.1328125,0.0078125,1.4207135048185986,5.1328125,0.0234375,0.1826504606681213,10.453125,0.015625,9.891118839605982,9.891118839605982
9.435937499999996,0.00234375,270.7642878015023,100.17802724326694,38.3537146559302,28.370298053232183,58.21245295926124,18.15675707946494,0.0,18.7513536893764,48019.32522368412,9.885530635493815,74.0,26.211891100576086,3.0,74.0,0.0,-1.0,4132.0,0.6085552068555704,5.745491905345559,0.2820717471144156,0.5135348257278375,0.004542556629294521,0.10017320751438022,0.07538124743444384,3840.0,270.7615064823145,100.17801381285712,38.35333714895024,28.3698175375431,48006.212542648995,0.10354315635492965,0.0015173414742656606,0.019641639481032164,0.015176835817051183,768.0,0.10303334874277152,0.001044465222685515,0.019765556761192897,0.015150409465663381,768.0,0.10262957684869553,0.0007846563335634856,0.01993786837703076,0.015098724685993149,768.0,0.10235277448830776,0.0006843013178773438,0.020222120824567445,0.01502432688582481,768.0,0.10197596929313202,0.0005117922809025108,0.020606022070556836,0.014930950579911086,768.0,2.7108358815404614,5.1171875,-0.0078125,2.6633075378467304,5.1171875,-0.0078125,1.531943812083905,5.1484375,0.0390625,0.18235878878495665,10.453125,0.015625,9.885535604584344,9.885535604584344
9.445312499999995,0.00234375,271.89075767885635,100.94750432620125,38.7294744673032,28.36053349695294,58.845432184873644,18.134589143963296,0.0,18.771644897540128,48021.16943989131,9.879604877294604,74.0,30.322869545115587,3.0,74.0,0.0,-1.0,4136.0,0.608573992206286,5.751197198483346,0.2821535703872883,0.5156475786951422,0.004342892678126184,0.10190716574471147,0.07546343585618416,3840.0,271.887963902198,100.94749105353041,38.729090438059636,28.360051818173794,48008.05564331621,0.10387197851219054,0.001392001022033929,0.01998458352042506,0.015192078551284469,768.0,0.10345512741655118,0.0010088897088126342,0.020110504613075147,0.015165938999339514,768.0,0.1030792653372806,0.0007772628487693324,0.020280331177958598,0.01511483632199049,768.0,0.10279827204137629,0.0006664409351969229,0.02056761001405779,0.015041345090508374,768.0,0.10244293538774422,0.0004982981633133586,0.020964136419194476,0.01494923689306102,768.0,2.884540672327798,5.1171875,-0.0078125,2.8480713468589016,5.1171875,-0.0078125,1.5541003417318717,5.1484375,0.0390625,0.182021651093492,10.453125,0.015625,9.879602916947112,9.879602916947112
