# Athena++ data at time=6.041667e-01  cycle=118 
# gid   i       x1v         z4c_chi         z4c_gxx         z4c_gxy         z4c_gxz         z4c_gyy         z4c_gyz         z4c_gzz         z4c_Khat         z4c_Axx         z4c_Axy         z4c_Axz         z4c_Ayy         z4c_Ayz         z4c_Azz         z4c_Gamx         z4c_Gamy         z4c_Gamz         z4c_Theta         z4c_alpha         z4c_betax         z4c_betay         z4c_betaz     
00054 0004 -9.79167e+00  8.19446e-01  1.00002e+00 -5.49238e-07 -5.49238e-07  9.99992e-01  1.17386e-08  9.99992e-01 -1.28868e-05 -3.49181e-05  1.19277e-06  1.19277e-06  1.74586e-05 -2.55050e-08  1.74586e-05  3.63638e-06 -1.97501e-08 -1.97501e-08 -1.91304e-06  9.05240e-01  3.63174e-07 -1.72337e-09 -1.72337e-09
00054 0005 -9.37500e+00  8.12415e-01  1.00003e+00 -1.18922e-06 -1.18922e-06  9.99983e-01  2.63864e-08  9.99983e-01 -2.12117e-05 -6.06386e-05  2.10803e-06  2.10803e-06  3.03177e-05 -4.68047e-08  3.03177e-05  5.21765e-06 -4.14911e-08 -4.14911e-08 -1.56033e-06  9.01355e-01  5.51481e-07 -4.16513e-09 -4.16513e-09
00054 0006 -8.95833e+00  8.04818e-01  1.00004e+00 -1.53465e-06 -1.53465e-06  9.99978e-01  3.56570e-08  9.99978e-01 -2.94245e-05 -8.05227e-05  2.83286e-06  2.83286e-06  4.02587e-05 -6.57726e-08  4.02587e-05  3.65313e-06 -5.08798e-08 -5.08798e-08 -5.82924e-07  8.97135e-01  3.11154e-07 -5.08980e-09 -5.08980e-09
00054 0007 -8.54167e+00  7.96583e-01  1.00005e+00 -1.89397e-06 -1.89397e-06  9.99974e-01  4.61983e-08  9.99974e-01 -3.63156e-05 -9.61934e-05  3.52218e-06  3.52218e-06  4.80930e-05 -8.59103e-08  4.80930e-05  2.75975e-06 -6.63098e-08 -6.63098e-08  7.95335e-08  8.92537e-01  2.59815e-07 -6.43378e-09 -6.43378e-09
00054 0008 -8.12500e+00  7.87626e-01  1.00006e+00 -2.36376e-06 -2.36376e-06  9.99969e-01  6.06118e-08  9.99969e-01 -4.34053e-05 -1.14841e-04  4.41964e-06  4.41964e-06  5.74153e-05 -1.13332e-07  5.74153e-05  3.19398e-06 -8.24806e-08 -8.24806e-08  1.78207e-08  8.87509e-01  3.03337e-07 -7.77558e-09 -7.77558e-09
00054 0009 -7.70833e+00  7.77849e-01  1.00007e+00 -2.98047e-06 -2.98047e-06  9.99963e-01  8.05550e-08  9.99963e-01 -5.22548e-05 -1.38277e-04  5.60948e-06  5.60948e-06  6.91309e-05 -1.51610e-07  6.91309e-05  3.77415e-06 -1.01842e-07 -1.01842e-07 -8.22404e-09  8.81989e-01  3.47010e-07 -9.36757e-09 -9.36757e-09
00054 0010 -7.29167e+00  7.67135e-01  1.00009e+00 -3.79986e-06 -3.79986e-06  9.99956e-01  1.08571e-07  9.99956e-01 -6.35147e-05 -1.67957e-04  7.20353e-06  7.20353e-06  8.39675e-05 -2.05822e-07  8.39675e-05  4.41017e-06 -1.25965e-07 -1.25965e-07 -3.18779e-09  8.75901e-01  3.94375e-07 -1.12657e-08 -1.12657e-08
00054 0011 -6.87500e+00  7.55344e-01  1.00011e+00 -4.90410e-06 -4.90410e-06  9.99946e-01  1.48617e-07  9.99946e-01 -7.79621e-05 -2.06022e-04  9.37233e-06  9.37233e-06  1.02994e-04 -2.84023e-07  1.02994e-04  5.12258e-06 -1.55193e-07 -1.55193e-07 -5.09482e-09  8.69152e-01  4.43962e-07 -1.34500e-08 -1.34500e-08
00055 0004 -6.45833e+00  7.42307e-01  1.00013e+00 -6.41515e-06 -6.41515e-06  9.99934e-01  2.06956e-07  9.99934e-01 -9.67423e-05 -2.55458e-04  1.23722e-05  1.23722e-05  1.27703e-04 -3.99129e-07  1.27703e-04  5.86738e-06 -1.89196e-07 -1.89196e-07 -8.11041e-09  8.61629e-01  4.90846e-07 -1.58274e-08 -1.58274e-08
00055 0005 -6.04167e+00  7.27817e-01  1.00016e+00 -8.51817e-06 -8.51817e-06  9.99918e-01  2.93761e-07  9.99918e-01 -1.21503e-04 -3.20574e-04  1.65983e-05  1.65983e-05  1.60247e-04 -5.72410e-07  1.60247e-04  6.54139e-06 -2.25419e-07 -2.25419e-07 -1.32621e-08  8.53193e-01  5.25728e-07 -1.81162e-08 -1.81162e-08
00055 0006 -5.62500e+00  7.11621e-01  1.00021e+00 -1.15005e-05 -1.15005e-05  9.99897e-01  4.26012e-07  9.99897e-01 -1.54666e-04 -4.07690e-04  2.26752e-05  2.26752e-05  2.03781e-04 -8.39939e-07  2.03781e-04  6.91133e-06 -2.55697e-07 -2.55697e-07 -2.14021e-08  8.43665e-01  5.30521e-07 -1.96268e-08 -1.96268e-08
00055 0007 -5.20833e+00  6.93404e-01  1.00026e+00 -1.58193e-05 -1.58193e-05  9.99868e-01  6.32922e-07  9.99868e-01 -1.99863e-04 -5.26275e-04  3.16170e-05  3.16170e-05  2.63033e-04 -1.26494e-06  2.63033e-04  6.48648e-06 -2.58550e-07 -2.58550e-07 -3.12317e-08  8.32822e-01  4.71742e-07 -1.88047e-08 -1.88047e-08
