# Athena++ data at time=1.104167e+00  cycle=215 
# gid   i       x1v         z4c_chi         z4c_gxx         z4c_gxy         z4c_gxz         z4c_gyy         z4c_gyz         z4c_gzz         z4c_Khat         z4c_Axx         z4c_Axy         z4c_Axz         z4c_Ayy         z4c_Ayz         z4c_Azz         z4c_Gamx         z4c_Gamy         z4c_Gamz         z4c_Theta         z4c_alpha         z4c_betax         z4c_betay         z4c_betaz     
00054 0004 -9.79167e+00  8.19440e-01  1.00006e+00 -2.15534e-06 -2.15534e-06  9.99968e-01  4.58201e-08  9.99968e-01 -2.63257e-05 -6.74665e-05  2.31620e-06  2.31620e-06  3.37300e-05 -4.94650e-08  3.37300e-05  1.05804e-05 -8.80813e-08 -8.80813e-08 -1.62740e-06  9.05258e-01  1.73342e-06 -1.23692e-08 -1.23692e-08
00054 0005 -9.37500e+00  8.12407e-01  1.00011e+00 -3.78265e-06 -3.78265e-06  9.99946e-01  8.39454e-08  9.99946e-01 -3.74431e-05 -1.02750e-04  3.61845e-06  3.61845e-06  5.13668e-05 -8.04463e-08  5.13668e-05  1.46827e-05 -1.44562e-07 -1.44562e-07 -1.65533e-06  9.01381e-01  2.39663e-06 -2.14935e-08 -2.14935e-08
00054 0006 -8.95833e+00  8.04808e-01  1.00014e+00 -5.10541e-06 -5.10541e-06  9.99928e-01  1.18461e-07  9.99928e-01 -5.06256e-05 -1.41030e-04  5.07905e-06  5.07905e-06  7.04997e-05 -1.17805e-07  7.04997e-05  1.48159e-05 -1.76368e-07 -1.76368e-07 -1.52388e-06  8.97171e-01  2.09520e-06 -2.57118e-08 -2.57118e-08
00054 0007 -8.54167e+00  7.96570e-01  1.00017e+00 -6.38175e-06 -6.38175e-06  9.99913e-01  1.55534e-07  9.99913e-01 -6.56052e-05 -1.76671e-04  6.52760e-06  6.52760e-06  8.83125e-05 -1.58953e-07  8.83125e-05  1.26077e-05 -2.18284e-07 -2.18284e-07 -5.19591e-07  8.92583e-01  1.63710e-06 -3.19279e-08 -3.19279e-08
00054 0008 -8.12500e+00  7.87611e-01  1.00021e+00 -7.96061e-06 -7.96061e-06  9.99897e-01  2.04123e-07  9.99897e-01 -8.11857e-05 -2.12870e-04  8.19981e-06  8.19981e-06  1.06402e-04 -2.10234e-07  1.06402e-04  1.16007e-05 -2.81166e-07 -2.81166e-07  6.03581e-08  8.87564e-01  1.57698e-06 -3.97830e-08 -3.97830e-08
00054 0009 -7.70833e+00  7.77832e-01  1.00025e+00 -1.00417e-05 -1.00417e-05  9.99876e-01  2.71409e-07  9.99876e-01 -9.83599e-05 -2.56727e-04  1.04130e-05  1.04130e-05  1.28316e-04 -2.81452e-07  1.28316e-04  1.29461e-05 -3.51840e-07 -3.51840e-07  2.18556e-08  8.82055e-01  1.77685e-06 -4.81964e-08 -4.81964e-08
00054 0010 -7.29167e+00  7.67115e-01  1.00030e+00 -1.28102e-05 -1.28102e-05  9.99851e-01  3.66014e-07  9.99851e-01 -1.19734e-04 -3.12240e-04  1.33901e-05  1.33901e-05  1.56050e-04 -3.82579e-07  1.56050e-04  1.52467e-05 -4.35897e-07 -4.35897e-07 -9.73043e-09  8.75981e-01  2.03159e-06 -5.80270e-08 -5.80270e-08
00054 0011 -6.87500e+00  7.55320e-01  1.00036e+00 -1.65428e-05 -1.65428e-05  9.99818e-01  5.01317e-07  9.99818e-01 -1.47299e-04 -3.83540e-04  1.74456e-05  1.74456e-05  1.91665e-04 -5.28667e-07  1.91665e-04  1.77915e-05 -5.38816e-07 -5.38816e-07 -9.46496e-09  8.69249e-01  2.29266e-06 -6.94466e-08 -6.94466e-08
00055 0004 -6.45833e+00  7.42277e-01  1.00045e+00 -2.16541e-05 -2.16541e-05  9.99777e-01  6.98556e-07  9.99777e-01 -1.83238e-04 -4.76322e-04  2.30650e-05  2.30650e-05  2.38001e-04 -7.44054e-07  2.38001e-04  2.04570e-05 -6.59687e-07 -6.59687e-07 -1.38497e-08  8.61749e-01  2.54182e-06 -8.19660e-08 -8.19660e-08
00055 0005 -6.04167e+00  7.27780e-01  1.00056e+00 -2.87726e-05 -2.87726e-05  9.99722e-01  9.92232e-07  9.99722e-01 -2.30753e-04 -5.98784e-04  3.09966e-05  3.09966e-05  2.99141e-04 -1.06889e-06  2.99141e-04  2.29257e-05 -7.90305e-07 -7.90305e-07 -2.03044e-08  8.53342e-01  2.73239e-06 -9.41772e-08 -9.41772e-08
