kernel	calls	total_seconds	average_seconds	percent
Kokkos::View::initialization [bin_mirror] via memset	2	6.56e-07	3.28e-07	4.65130293329e-06
Kokkos::View::initialization [recv_agg_offset_mirror] via memset	1	6.55e-07	6.55e-07	4.64421253248e-06
Kokkos::View::initialization [iin_mirror] via memset	2	6.2e-07	3.1e-07	4.39604850403e-06
Kokkos::View::initialization [mbsize_mirror] via memset	1	5.2e-07	5.2e-07	3.68700842273e-06
Kokkos::View::initialization [mb_gid_mirror] via memset	1	5.13e-07	5.13e-07	3.63737561704e-06
Kokkos::View::initialization [mbbcs_mirror] via memset	1	4.23e-07	4.23e-07	2.99923954388e-06
Kokkos::View::initialization [rank_sendhdr_vars] via memset	1	3.9e-07	3.9e-07	2.76525631705e-06
Kokkos::View::initialization [mb_lev_mirror] via memset	1	3.17e-07	3.17e-07	2.2476570577e-06
Kokkos::View::initialization [rank_recvhdr_vars] via memset	1	2.89e-07	2.89e-07	2.04912583494e-06
Kokkos::View::initialization [send_agg_offset_mirror] via memset	1	2.88e-07	2.88e-07	2.04203543413e-06
