kernel	calls	total_seconds	average_seconds	percent
ref_gh staged covariant scalar source components	81	4.732189179	0.0584220886296	32.0186852069
ref_gh staged physical geometry and gauge	81	2.245783581	0.0277257232222	15.1953006955
ref_gh stationary trumpet data	1	1.835970432	1.835970432	12.4224448955
ref_gh stationary trumpet error	1	1.586850659	1.586850659	10.7368640177
ref_gh stationary reference Ricci	1	0.788199762	0.788199762	5.33307505364
ref_gh stationary frame reference audits	1	0.78136295	0.78136295	5.28681618212
ref_gh analytic radial-q hot reference	81	0.631344473	0.00779437620988	4.27176919043
ref_gh stationary trumpet fixed-radius field error	3	0.559739064	0.186579688	3.7872765036
ref_gh projected trumpet metric boundaries	81	0.439488953	0.00542578954321	2.97364663705
ref_gh flat constraints	2	0.369364415	0.1846822075	2.49917374035
ref_gh staged pi principal components	81	0.208533203	0.00257448398765	1.41096619968
ref_gh dissipation	81	0.10170676	0.00125563901235	0.688162837257
ref_gh to ADM	1	0.080251921	0.080251921	0.542996253648
ref_gh staged covariant source preparation	81	0.072056362	0.000889584716049	0.48754390088
ref_gh psi rhs	81	0.07156514	0.000883520246914	0.484220220869
ref_gh dt	21	0.064840238	0.00308763038095	0.438718548801
ref_gh RK update	80	0.055736359	0.0006967044875	0.377120369853
ref_gh analytic radial-q static reference	1	0.036894943	0.036894943	0.249636589105
ref_gh compatible phi rhs	81	0.032879683	0.000405922012346	0.222468751746
ref_gh rk4 base	60	0.031956492	0.0005326082	0.216222306202
ref_gh minimum puncture radius	1	0.016654107	0.016654107	0.112684127634
SendBuff	162	0.011002636	6.79175061728e-05	0.0744454469601
RecvBuff	162	0.009753695	6.02079938272e-05	0.0659949291958
ref_gh compact current-q atomic reduction	80	0.007229238	9.0365475e-05	0.0489140833243
ref_gh analytic radial-q stage reference	81	0.003556164	4.39032592593e-05	0.024061526569
Kokkos::View::initialization [] via memset	111	0.001465328	1.32011531532e-05	0.00991462390496
ref_gh stationary fixed-radius initial RHS	3	0.001070226	0.000356742	0.00724130589418
ref_gh stationary initial RHS	1	0.000417477	0.000417477	0.00282471053851
Kokkos::View::initialization [ref_gh reference table_mirror] via memset	1	0.000411228	0.000411228	0.00278242888909
Kokkos::View::initialization [u_rhs ref_gh] via memset	2	0.000161289	8.06445e-05	0.00109130500134
Kokkos::View::initialization [u1 ref_gh] via memset	2	0.000160643	8.03215e-05	0.00108693407071
ref_gh stationary trumpet fixed-radius constraints	3	0.000156864	5.2288e-05	0.00106136480312
Kokkos::View::initialization [mb_gid] via memset	1	0.000112948	0.000112948	0.000764222713834
ref_gh stationary trumpet constraints	1	0.000100238	0.000100238	0.000678224991937
Kokkos::View::initialization [u0 ref_gh] via memset	2	9.5026e-05	4.7513e-05	0.000642959836427
ref_gh cache metric condition	1	5.2318e-05	5.2318e-05	0.000353991252102
Kokkos::View::initialization [u_con ref_gh] via memset	2	4.8804e-05	2.4402e-05	0.000330215013333
Kokkos::View::initialization [u_adm] via memset	2	3.9207e-05	1.96035e-05	0.000265280305462
Kokkos::View::initialization [ru] via memset	1	2.213e-05	2.213e-05	0.00014973482184
Kokkos::View::initialization [u_common_adm_constraints] via memset	2	2.0788e-05	1.0394e-05	0.000140654653249
Kokkos::View::initialization [uin] via memset	2	1.8834e-05	9.417e-06	0.000127433603006
Kokkos::View::initialization [ref_gh reference table] via memset	2	1.6586e-05	8.293e-06	0.000112223305695
Kokkos::View::initialization [recv_agg_offset] via memset	2	1.613e-05	8.065e-06	0.000109137942895
Kokkos::View::initialization [bin] via memset	2	1.4277e-05	7.1385e-06	9.6600273448e-05
Kokkos::View::initialization [iin] via memset	2	1.3531e-05	6.7655e-06	9.1552728166e-05
Kokkos::View::initialization [send_agg_offset] via memset	2	1.3289e-05	6.6445e-06	8.99153207152e-05
Kokkos::View::initialization [ref_gh q sample weights] via memset	1	1.2381e-05	1.2381e-05	8.37716597016e-05
Kokkos::View::initialization [excision_flux] via memset	1	1.1991e-05	1.1991e-05	8.11328625702e-05
Kokkos::View::initialization [mbsize] via memset	1	1.1264e-05	1.1264e-05	7.62138740715e-05
Kokkos::View::initialization [excision_floor] via memset	1	1.1242e-05	1.1242e-05	7.60650188487e-05
Kokkos::View::initialization [mb_lev] via memset	1	1.0352e-05	1.0352e-05	7.00431484719e-05
Kokkos::View::initialization [ref_gh q sample cells] via memset	1	9.708e-06	9.708e-06	6.56857501319e-05
Kokkos::View::initialization [mbbcs] via memset	1	9.327e-06	9.327e-06	6.3107848319e-05
Kokkos::View::initialization [rank_recvbuf_vars] via memset	1	7.931e-06	7.931e-06	5.36623078179e-05
Kokkos::View::initialization [ref_gh q reduction result] via memset	1	7.397e-06	7.397e-06	5.00491855919e-05
Kokkos::View::initialization [rank_sendbuf_vars] via memset	1	7.175e-06	7.175e-06	4.85471010709e-05
Kokkos::View::initialization [coarse u0 ref_gh] via memset	1	6.965e-06	6.965e-06	4.71262103079e-05
Kokkos::View::initialization [ref_gh q sample weights_mirror] via memset	1	3.956e-06	3.956e-06	2.67668755173e-05
Kokkos::View::initialization [DualView::modified_flags] via memset	8	3.843e-06	4.80375e-07	2.60023009638e-05
Kokkos::View::initialization [ref_gh q sample cells_mirror] via memset	1	2.484e-06	2.484e-06	1.6807107883e-05
Kokkos::View::initialization [uin_mirror] via memset	2	1.216e-06	6.08e-07	8.22763413272e-06
Kokkos::View::initialization [iin_mirror] via memset	2	1.151e-06	5.755e-07	7.78783461082e-06
Kokkos::View::initialization [bin_mirror] via memset	2	7.62e-07	3.81e-07	5.15580362593e-06
Kokkos::View::initialization [mbbcs_mirror] via memset	1	6.57e-07	6.57e-07	4.4453582444e-06
Kokkos::View::initialization [_mirror] via memset	1	6.52e-07	6.52e-07	4.41152751195e-06
Kokkos::View::initialization [recv_agg_offset_mirror] via memset	1	6.12e-07	6.12e-07	4.14088165232e-06
Kokkos::View::initialization [rank_sendhdr_vars] via memset	1	5.72e-07	5.72e-07	3.87023579269e-06
Kokkos::View::initialization [mbsize_mirror] via memset	1	5.44e-07	5.44e-07	3.68078369095e-06
Kokkos::View::initialization [mb_gid_mirror] via memset	1	5.26e-07	5.26e-07	3.55899305412e-06
Kokkos::View::initialization [rank_recvhdr_vars] via memset	1	3.44e-07	3.44e-07	2.32755439281e-06
Kokkos::View::initialization [send_agg_offset_mirror] via memset	1	3.24e-07	3.24e-07	2.19223146299e-06
Kokkos::View::initialization [mb_lev_mirror] via memset	1	3.23e-07	3.23e-07	2.1854653165e-06
