classification	target_time	final_time	run_exit_status	gate_passed	old_mode_recurrence	GH_RMS	reduction_RMS	curl_RMS	metric_error_RMS	relative_D_Linf	relative_source_Linf	GH_slope	GH_e_folding_time	GH_r_squared
PASS_STATIONARY_SEGMENT	20.0	20.0	0	1	0	3.462744904687627e-12	2.6922923731763452e-12	1.4637142882936653e-12	4.858100840431773e-10	1.422165147812731e-11	4.953781104013067e-11	0.14966946533599493	6.681389538975682	0.9535791573878609
