# Nx1 Nx2 Nx3 Ncycle region weighting sampled_volume cell_count C_rms H_rms M_rms Z_rms H_linf M_linf
0256 0512 0001 00097 box coordinate 5.1200000000000000e+02 131072 1.4397161645549500e-04 1.0288635060263749e-04 9.8467753700716440e-05 4.6275064532459061e-06 2.3619116934915627e-03 3.4612773008643404e-03
0256 0512 0001 00097 box proper 1.0585646003112081e+03 131072 1.8307813583263107e-04 1.1868126851212860e-04 1.3693963401314194e-04 5.5844128298745057e-06 2.3619116934915627e-03 3.4612773008643404e-03
0256 0512 0001 00097 r<=1 coordinate 1.5859375000000000e+00 406 3.8405425035639088e-04 3.6291165521658189e-04 1.2540342265717603e-04 1.9627795898903782e-06 2.1672197485804760e-03 4.9935903817017709e-04
0256 0512 0001 00097 r<=1 proper 6.7662598286119051e+00 406 3.8551167633530759e-04 3.6430135681703412e-04 1.2584309744057692e-04 1.9733277402483361e-06 2.1672197485804760e-03 4.9935903817017709e-04
