time,samples,field_L2_order,field_Linf_order,psi_L2_order,psi_Linf_order,constraint_L2_order,constraint_Linf_order,C0_L2_order,C1_L2_order,C2_L2_order,reduction_L2_order,curl_L2_order
0.4,252,4.437720241547511,5.837621854063817,4.809811706554449,5.330425474550472,3.1631086975259937,3.017005706290564,2.808392391912644,4.452559582028982,3.3883885618889273,3.5935329425216933,3.3344411082193384
0.6,252,3.6133204638626815,2.615962414005984,4.4386851942283805,4.3077900695879965,3.808159650729518,3.7621563271057363,3.934551695983548,4.131499503915423,3.917649669882736,3.570404722726499,3.065554278523291
0.8,252,3.5528076129159176,3.912380488729414,3.99961298411451,3.8717773541850597,3.7409946612866127,4.22532254053122,4.837542362461797,4.51402747293662,3.9129216765256443,3.554007941370438,3.122770960767836
1.0,252,4.700215427995063,4.742116472289814,3.8768677686314454,4.483334473265618,3.9483565193256718,3.0151028292501696,5.137077254224504,3.9311397972267974,4.447160668914458,3.5781989648245958,3.1321600301647665
