path	time	r_core	r_min	r_max	samples	measure	maximum	radius	r_over_r_core
shrinking_width	1.00000000000000000e+00	1.54025135709777605e-01	7.70125678548888026e-02	5.99999999999999978e-01	32769	spin	4.65185989485340379e+00	2.29784653441223147e-01	1.49186463873140607e+00
shrinking_width	1.00000000000000000e+00	1.54025135709777605e-01	7.70125678548888026e-02	5.99999999999999978e-01	32769	spin_derivative	2.71465926545476748e+02	1.93889916658558509e-01	1.25881996964376164e+00
shrinking_width	1.00000000000000000e+00	1.54025135709777605e-01	7.70125678548888026e-02	5.99999999999999978e-01	32769	matched_source	7.27508510386214994e+02	1.92996139308701131e-01	1.25301716774562544e+00
shrinking_width	1.00000000000000000e+00	1.54025135709777605e-01	7.70125678548888026e-02	5.99999999999999978e-01	32769	dB_dr	1.21733375059216939e+01	2.31045517916914772e-01	1.50005073426627633e+00
shrinking_width	1.00000000000000000e+00	1.54025135709777605e-01	7.70125678548888026e-02	5.99999999999999978e-01	32769	d2B_dr2	2.43363903084806452e+02	1.86580094761510745e-01	1.21136133983400573e+00
shrinking_width	1.25000000000000000e+00	1.30379462552123460e-01	6.51897312760617298e-02	5.99999999999999978e-01	32769	Ricci	9.99829055390413487e+02	1.59297275510138503e-01	1.22179730144580256e+00
shrinking_width	1.25000000000000000e+00	1.30379462552123460e-01	6.51897312760617298e-02	5.99999999999999978e-01	32769	Riemann	1.04245905422307806e+03	1.59591055564979545e-01	1.22405057085718383e+00
shrinking_width	1.25000000000000000e+00	1.30379462552123460e-01	6.51897312760617298e-02	5.99999999999999978e-01	32769	spin	1.01345383446114550e+01	1.92233283880649586e-01	1.47441383878843668e+00
shrinking_width	1.25000000000000000e+00	1.30379462552123460e-01	6.51897312760617298e-02	5.99999999999999978e-01	32769	spin_derivative	7.52445458597692891e+02	1.60602964642765300e-01	1.23181183216305246e+00
shrinking_width	1.25000000000000000e+00	1.30379462552123460e-01	6.51897312760617298e-02	5.99999999999999978e-01	32769	matched_source	1.99965811078082697e+03	1.59297275510138503e-01	1.22179730144580256e+00
shrinking_width	1.25000000000000000e+00	1.30379462552123460e-01	6.51897312760617298e-02	5.99999999999999978e-01	32769	dB_dr	1.43810990406303123e+01	1.95562791168847949e-01	1.49995089211742472e+00
shrinking_width	1.25000000000000000e+00	1.30379462552123460e-01	6.51897312760617298e-02	5.99999999999999978e-01	32769	d2B_dr2	3.39641683884925328e+02	1.57926301920880363e-01	1.21128204419268992e+00
shrinking_width	1.39999999999999991e+00	1.17972216260579479e-01	5.89861081302897397e-02	5.99999999999999978e-01	32769	Ricci	1.76377939220548137e+03	1.42248225339119960e-01	1.20577734188632291e+00
shrinking_width	1.39999999999999991e+00	1.17972216260579479e-01	5.89861081302897397e-02	5.99999999999999978e-01	32769	Riemann	1.83852896972563894e+03	1.42594944447068689e-01	1.20871633141232193e+00
shrinking_width	1.39999999999999991e+00	1.17972216260579479e-01	5.89861081302897397e-02	5.99999999999999978e-01	32769	spin	1.55464473511477710e+01	1.72660444236336946e-01	1.46356870888108914e+00
shrinking_width	1.39999999999999991e+00	1.17972216260579479e-01	5.89861081302897397e-02	5.99999999999999978e-01	32769	spin_derivative	1.33308903358800512e+03	1.43651612204626716e-01	1.21767325187250908e+00
shrinking_width	1.39999999999999991e+00	1.17972216260579479e-01	5.89861081302897397e-02	5.99999999999999978e-01	32769	matched_source	3.52755878441096274e+03	1.42248225339119960e-01	1.20577734188632291e+00
shrinking_width	1.39999999999999991e+00	1.17972216260579479e-01	5.89861081302897397e-02	5.99999999999999978e-01	32769	dB_dr	1.58935724923533073e+01	1.76953157001416450e-01	1.49995619825060023e+00
shrinking_width	1.39999999999999991e+00	1.17972216260579479e-01	5.89861081302897397e-02	5.99999999999999978e-01	32769	d2B_dr2	4.14839303151894683e+02	2.11014181748950980e-01	1.78867693120945082e+00
shrinking_width	1.50000000000000000e+00	1.10363832351432697e-01	5.51819161757163487e-02	5.99999999999999978e-01	32769	Ricci	2.54245282128669032e+03	1.31996477554750469e-01	1.19601208785893465e+00
shrinking_width	1.50000000000000000e+00	1.10363832351432697e-01	5.51819161757163487e-02	5.99999999999999978e-01	32769	Riemann	2.64945111748565068e+03	1.32362261180364926e-01	1.19932643113445359e+00
shrinking_width	1.50000000000000000e+00	1.10363832351432697e-01	5.51819161757163487e-02	5.99999999999999978e-01	32769	spin	2.03154487325436932e+01	1.60677239108610620e-01	1.45588673105301769e+00
shrinking_width	1.50000000000000000e+00	1.10363832351432697e-01	5.51819161757163487e-02	5.99999999999999978e-01	32769	spin_derivative	1.92650494232226902e+03	1.33442985528771263e-01	1.20911880899394086e+00
shrinking_width	1.50000000000000000e+00	1.10363832351432697e-01	5.51819161757163487e-02	5.99999999999999978e-01	32769	matched_source	5.08490564257338065e+03	1.31996477554750469e-01	1.19601208785893465e+00
shrinking_width	1.50000000000000000e+00	1.10363832351432697e-01	5.51819161757163487e-02	5.99999999999999978e-01	32769	dB_dr	1.69892613231508278e+01	1.65548811940657598e-01	1.50002775740424443e+00
shrinking_width	1.50000000000000000e+00	1.10363832351432697e-01	5.51819161757163487e-02	5.99999999999999978e-01	32769	d2B_dr2	4.74008169725371772e+02	1.97405240425988643e-01	1.78867692630851272e+00
shrinking_width	1.60000000000000009e+00	1.03246136059623711e-01	5.16230680298118555e-02	5.99999999999999978e-01	32769	Ricci	3.63293435400886847e+03	1.22563308954544134e-01	1.18709826471147473e+00
shrinking_width	1.60000000000000009e+00	1.03246136059623711e-01	5.16230680298118555e-02	5.99999999999999978e-01	32769	Riemann	3.78447478868212329e+03	1.22931481943537799e-01	1.19066423824854795e+00
shrinking_width	1.60000000000000009e+00	1.03246136059623711e-01	5.16230680298118555e-02	5.99999999999999978e-01	32769	spin	2.61978927879752668e+01	1.49473407422807764e-01	1.44773851233026507e+00
shrinking_width	1.60000000000000009e+00	1.03246136059623711e-01	5.16230680298118555e-02	5.99999999999999978e-01	32769	spin_derivative	2.75906850654293748e+03	1.24002530638792061e-01	1.20103797944730561e+00
