#MeshBlock 0 on rank=0 with cost=1
#  Logical level 2, location = (0 0 0)
-6 -6 -6
-2 -6 -6
-2 -2 -6
-6 -2 -6
-6 -6 -6
-6 -6 -2
-2 -6 -2
-2 -6 -6
-2 -6 -2
-2 -2 -2
-2 -2 -6
-2 -2 -2
-6 -2 -2
-6 -2 -6
-6 -2 -2
-6 -6 -2
-6 -6 -6


#MeshBlock 1 on rank=0 with cost=1
#  Logical level 2, location = (1 0 0)
-2 -6 -6
2 -6 -6
2 -2 -6
-2 -2 -6
-2 -6 -6
-2 -6 -2
2 -6 -2
2 -6 -6
2 -6 -2
2 -2 -2
2 -2 -6
2 -2 -2
-2 -2 -2
-2 -2 -6
-2 -2 -2
-2 -6 -2
-2 -6 -6


#MeshBlock 2 on rank=0 with cost=1
#  Logical level 2, location = (0 1 0)
-6 -2 -6
-2 -2 -6
-2 2 -6
-6 2 -6
-6 -2 -6
-6 -2 -2
-2 -2 -2
-2 -2 -6
-2 -2 -2
-2 2 -2
-2 2 -6
-2 2 -2
-6 2 -2
-6 2 -6
-6 2 -2
-6 -2 -2
-6 -2 -6


#MeshBlock 3 on rank=0 with cost=1
#  Logical level 2, location = (1 1 0)
-2 -2 -6
2 -2 -6
2 2 -6
-2 2 -6
-2 -2 -6
-2 -2 -2
2 -2 -2
2 -2 -6
2 -2 -2
2 2 -2
2 2 -6
2 2 -2
-2 2 -2
-2 2 -6
-2 2 -2
-2 -2 -2
-2 -2 -6


#MeshBlock 4 on rank=0 with cost=1
#  Logical level 2, location = (0 0 1)
-6 -6 -2
-2 -6 -2
-2 -2 -2
-6 -2 -2
-6 -6 -2
-6 -6 2
-2 -6 2
-2 -6 -2
-2 -6 2
-2 -2 2
-2 -2 -2
-2 -2 2
-6 -2 2
-6 -2 -2
-6 -2 2
-6 -6 2
-6 -6 -2


#MeshBlock 5 on rank=0 with cost=1
#  Logical level 2, location = (1 0 1)
-2 -6 -2
2 -6 -2
2 -2 -2
-2 -2 -2
-2 -6 -2
-2 -6 2
2 -6 2
2 -6 -2
2 -6 2
2 -2 2
2 -2 -2
2 -2 2
-2 -2 2
-2 -2 -2
-2 -2 2
-2 -6 2
-2 -6 -2


#MeshBlock 6 on rank=0 with cost=1
#  Logical level 2, location = (0 1 1)
-6 -2 -2
-2 -2 -2
-2 2 -2
-6 2 -2
-6 -2 -2
-6 -2 2
-2 -2 2
-2 -2 -2
-2 -2 2
-2 2 2
-2 2 -2
-2 2 2
-6 2 2
-6 2 -2
-6 2 2
-6 -2 2
-6 -2 -2


#MeshBlock 15 on rank=0 with cost=1
#  Logical level 2, location = (2 0 0)
2 -6 -6
6 -6 -6
6 -2 -6
2 -2 -6
2 -6 -6
2 -6 -2
6 -6 -2
6 -6 -6
6 -6 -2
6 -2 -2
6 -2 -6
6 -2 -2
2 -2 -2
2 -2 -6
2 -2 -2
2 -6 -2
2 -6 -6


#MeshBlock 16 on rank=0 with cost=1
#  Logical level 2, location = (2 1 0)
2 -2 -6
6 -2 -6
6 2 -6
2 2 -6
2 -2 -6
2 -2 -2
6 -2 -2
6 -2 -6
6 -2 -2
6 2 -2
6 2 -6
6 2 -2
2 2 -2
2 2 -6
2 2 -2
2 -2 -2
2 -2 -6


#MeshBlock 17 on rank=0 with cost=1
#  Logical level 2, location = (2 0 1)
