time	measure	shrinking_width	frozen_wormhole	fixed_core	shrinking_over_fixed_core
1.0	Ricci	363.7542551931075	0.608237320364834	7.372793938631937	49.337369011103014
1.0	Riemann	379.1666426097285	0.8710558901012914	9.501770907868645	39.904839454267574
1.0	spin_derivative	271.46592654547675	0.9698314556940766	6.849113493958477	39.63519173465787
1.0	matched_source	727.508510386215	1.216474640729668	14.745587877263874	49.337369011103014
1.5	Ricci	2542.4528212866903	0.6082373204622861	7.828769857111142	324.7576397941105
1.5	Riemann	2649.4511174856507	0.871055890245584	11.271124829064401	235.0653690440564
1.5	spin_derivative	1926.504942322269	0.9698314556840015	9.459214941403204	203.6643584331626
1.5	matched_source	5084.905642573381	1.2164746409245721	15.657539714222285	324.7576397941105
1.6	Ricci	3632.9343540088685	0.6082373206156024	7.435386627518116	488.60059819397964
1.6	Riemann	3784.4747886821233	0.8710558902822947	10.964792232228879	345.14787955200774
1.6	spin_derivative	2759.0685065429375	0.9698314557022039	9.721667260830179	283.8061036772542
1.6	matched_source	7265.868708017737	1.2164746412312049	14.870773255036232	488.60059819397964
2.0	Ricci	14118.46357866071	0.6082373205694452	8.28143777051465	1704.8324179804008
2.0	Riemann	14680.218450624385	0.87105589022362	12.062129662173652	1217.05029391791
2.0	spin_derivative	10794.036975130295	0.9698314556159576	12.201641240493622	884.6381205921786
2.0	matched_source	28236.92715732142	1.2164746411388905	16.5628755410293	1704.8324179804008
