cycle,time,tau_c,authority_event,authority_event_index,records,agrees,would_refine_earlier,would_derefine,would_not_refine,other,native_refine,native_derefine,native_same,max_raw_dchi,max_dchi_over_dx,strongest_gid,strongest_logical_location,strongest_physical_location
1083,6.9773517139180425,4.267399545622574,False,7,30,0,30,0,0,0,30,0,0,0.018986157623046385,0.16946294414962976,38,"[4, 1, 8, 0]","[3.9375, 0.0625]"
1084,6.985044037781525,4.2719115962130125,False,7,28,0,28,0,0,0,28,0,0,0.018988039402475974,0.16954096341791203,38,"[4, 1, 8, 0]","[3.9375, 0.0625]"
1085,6.99273830015919,4.276424899087509,False,7,28,0,28,0,0,0,28,0,0,0.01898967005320072,0.16962076930849307,38,"[4, 1, 8, 0]","[3.9375, 0.0625]"
1086,7.000434517901,4.280939486729686,False,7,28,0,28,0,0,0,28,0,0,0.01899105572861254,0.16970238438627194,38,"[4, 1, 8, 0]","[3.9375, 0.0625]"
1087,7.008132707766692,4.285455391603911,False,7,28,0,28,0,0,0,28,0,0,0.018992202697871247,0.16978582727272448,38,"[4, 1, 8, 0]","[3.9375, 0.0625]"
1088,7.015832886425333,4.289972646148231,False,7,28,0,28,0,0,0,28,0,0,0.018993117340312313,0.16987111239335564,38,"[4, 1, 8, 0]","[3.9375, 0.0625]"
1089,7.023535070454885,4.294491282767272,False,7,28,0,28,0,0,0,28,0,0,0.018993806137908523,0.1699582497025282,38,"[4, 1, 8, 0]","[3.9375, 0.0625]"
1090,7.031239222474099,4.29901130222011,False,7,28,0,28,0,0,0,28,0,0,0.01899427566335743,0.17004724376131797,38,"[4, 1, 8, 0]","[3.9375, 0.0625]"
1091,7.038945264405577,4.3035326813862955,False,7,28,0,28,0,0,0,28,0,0,0.018994532576573443,0.170138093524531,38,"[4, 1, 8, 0]","[3.9375, 0.0625]"
1092,7.046653212954896,4.308055452747135,False,7,28,0,28,0,0,0,28,0,0,0.01899458361603588,0.17023079362382937,38,"[4, 1, 8, 0]","[3.9375, 0.0625]"
1093,7.05436308474175,4.312579648723356,False,7,28,0,28,0,0,0,28,0,0,0.01899443557491323,0.17032533298963573,38,"[4, 1, 8, 0]","[3.9375, 0.0625]"
1094,7.062074896300021,4.3171053016681835,False,7,28,0,28,0,0,0,28,0,0,0.018994095285886234,0.17042169453877332,38,"[4, 1, 8, 0]","[3.9375, 0.0625]"
1095,7.069788664077841,4.321632443860401,False,7,28,0,28,0,0,0,28,0,0,0.01899356960457673,0.17051985487213991,38,"[4, 1, 8, 0]","[3.9375, 0.0625]"
1096,7.077504404437632,4.326161107497395,False,7,28,0,28,0,0,0,28,0,0,0.018992865392127703,0.1706197839888483,38,"[4, 1, 8, 0]","[3.9375, 0.0625]"
1097,7.085222034891108,4.330691266711649,False,7,28,0,28,0,0,0,28,0,0,0.01899198951154259,0.17072144371182338,38,"[4, 1, 8, 0]","[3.9375, 0.0625]"
1098,7.092941521151686,4.335222923866848,False,7,28,0,28,0,0,0,28,0,0,0.018990948798514266,0.17082478933454434,38,"[4, 1, 8, 0]","[3.9375, 0.0625]"
1099,7.100662879786961,4.339756111119213,False,7,28,0,28,0,0,0,28,0,0,0.01898975003748952,0.17092976951797742,19,"[4, 1, 7, 0]","[3.9375, -0.0625]"
1100,7.1083861272820785,4.344290860515103,False,7,28,0,28,0,0,0,28,0,0,0.018988399946358585,0.171036325485621,38,"[4, 1, 8, 0]","[3.9375, 0.0625]"
1101,7.116111280038931,4.348827203983611,False,7,28,0,28,0,0,0,28,0,0,0.018986905157740094,0.1711443909228948,38,"[4, 1, 8, 0]","[3.9375, 0.0625]"
1102,7.123838354375342,4.353365173329178,False,7,28,0,28,0,0,0,28,0,0,0.018985272209528364,0.17125389193348525,38,"[4, 1, 8, 0]","[3.9375, 0.0625]"
1103,7.131567366524243,4.357904800224215,False,7,28,0,28,0,0,0,28,0,0,0.01898350752565658,0.1713647470587203,38,"[4, 1, 8, 0]","[3.9375, 0.0625]"
1104,7.139298205331084,4.362446041417659,False,7,28,0,28,0,0,0,28,0,0,0.01898161743299425,0.171476865509789,38,"[4, 1, 8, 0]","[3.9375, 0.0625]"
1105,7.147030863946595,4.366988914807248,False,7,28,0,28,0,0,0,28,0,0,0.018979608094973687,0.17159015065028152,38,"[4, 1, 8, 0]","[3.9375, 0.0625]"
1106,7.15476535874342,4.371533451824265,False,7,28,0,28,0,0,0,28,0,0,0.018977485513201057,0.1717044991159199,38,"[4, 1, 8, 0]","[3.9375, 0.0625]"
1107,7.162501706010311,4.376079683738966,False,7,28,0,28,0,0,0,28,0,0,0.018975255521073722,0.17181980080373138,38,"[4, 1, 8, 0]","[3.9375, 0.0625]"
1108,7.1702399219516675,4.38062764165364,False,7,28,0,28,0,0,0,28,0,0,0.01897292377364639,0.17193593927598125,38,"[4, 1, 8, 0]","[3.9375, 0.0625]"
1109,7.17798002268713,4.3851773564957535,False,7,28,0,28,0,0,0,28,0,0,0.018970853052782816,0.1720527922468578,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1110,7.185722024251236,4.389728859011181,False,7,28,0,28,0,0,0,28,0,0,0.018978620469304736,0.17217023215098323,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1111,7.193465807927252,4.394282100569603,False,7,28,0,28,0,0,0,28,0,0,0.01898601645520807,0.17228812473808847,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1112,7.201211373507303,4.398837102044101,False,7,28,0,28,0,0,0,28,0,0,0.018993048565747947,0.17240633364539523,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1113,7.208958737196073,4.403393893802836,False,7,28,0,28,0,0,0,28,0,0,0.018999724242743682,0.1725247196608791,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1114,7.2167079151214075,4.407952506009435,False,7,28,0,28,0,0,0,28,0,0,0.019006050799348924,0.17264314133072656,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1115,7.224458923333806,4.412512968616519,False,7,28,0,28,0,0,0,28,0,0,0.019012035422093485,0.1727614558720348,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1116,7.23221177780589,4.4170753113592935,False,7,28,0,28,0,0,0,28,0,0,0.019017685173252214,0.1728795201327181,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1117,7.2399664944318465,4.421639563749217,False,7,28,0,28,0,0,0,28,0,0,0.019023006993541973,0.17299719158939675,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1118,7.247723089026844,4.426205755067737,False,7,28,0,28,0,0,0,28,0,0,0.01902800770513949,0.1731143293736247,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1119,7.255481577326429,4.430773914360105,False,7,28,0,28,0,0,0,28,0,0,0.01903269401501749,0.17323079531646934,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1120,7.263241974985887,4.435344070429278,False,7,26,0,26,0,0,0,26,0,0,0.019037072518583893,0.17334645500126203,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1121,7.2710042975795846,4.439916251829895,False,7,26,0,26,0,0,0,26,0,0,0.019041149703617595,0.17346117881426712,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1122,7.27876856060028,4.4444904868623505,False,7,26,0,26,0,0,0,26,0,0,0.01904493195448126,0.1735748429830965,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1123,7.2865347794584165,4.44906680356696,False,7,26,0,26,0,0,0,26,0,0,0.019048425556593133,0.1736873305926435,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1124,7.294302969481392,4.453645229718223,False,7,26,0,26,0,0,0,26,0,0,0.01905163670113909,0.17379853256848185,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1125,7.302073145912812,4.458225792819192,False,7,28,0,28,0,0,0,28,0,0,0.019054571489998257,0.17390834861767604,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1126,7.309845323911724,4.462808520095948,False,7,28,0,28,0,0,0,28,0,0,0.01905723594085668,0.17401668811716353,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1127,7.3176195185518464,4.467393438492191,False,7,28,0,28,0,0,0,28,0,0,0.019059635992482,0.17412347093993583,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1128,7.325395744820774,4.471980574663945,False,7,28,0,28,0,0,0,28,0,0,0.01906177751012472,0.1742286282094494,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1129,7.333174017619188,4.47656995497439,False,7,28,0,28,0,0,0,28,0,0,0.019063666291006358,0.17433210297304097,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1130,7.340954351760051,4.481161605488814,False,7,28,0,28,0,0,0,28,0,0,0.019065308069869325,0.17443385078554743,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1131,7.348736761967802,4.485755551969706,False,7,28,0,28,0,0,0,28,0,0,0.019066708524544302,0.17453384019488322,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1132,7.356521262877549,4.490351819871967,False,7,28,0,28,0,0,0,28,0,0,0.01906787328149943,0.17463205312223062,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1133,7.364307869034259,4.4949504343382785,False,7,28,0,28,0,0,0,28,0,0,0.01906880792132586,0.17472848513044503,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1134,7.372096594891952,4.499551420194592,False,7,28,0,28,0,0,0,28,0,0,0.019069517984119135,0.17482314557555262,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1135,7.379887454812898,4.50415480194578,False,7,28,0,28,0,0,0,28,0,0,0.01907000897471022,0.17491605763770107,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1136,7.38768046306682,4.508760603771426,False,7,28,0,28,0,0,0,28,0,0,0.019070286367703342,0.17502824417086243,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1137,7.395475633830108,4.513368849521773,False,7,28,0,28,0,0,0,28,0,0,0.01907035561227195,0.1751819168567774,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1138,7.403272981185034,4.517979562713815,False,7,28,0,28,0,0,0,28,0,0,0.019070222136671432,0.17533415271090655,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1139,7.411072519118992,4.522592766527562,False,7,28,0,28,0,0,0,28,0,0,0.019069891352419106,0.17548482160507248,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1140,7.418874261523743,4.527208483802453,False,7,28,0,28,0,0,0,28,0,0,0.019069368658100362,0.17563380370615975,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1141,7.426678222194679,4.5318267370339385,False,7,26,0,26,0,0,0,26,0,0,0.019068659442758536,0.1757809902670171,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1142,7.434484414830109,4.536447548370223,False,7,26,0,26,0,0,0,26,0,0,0.019067769088825265,0.17592628438103106,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1143,7.442292853030555,4.541070939609179,False,7,26,0,26,0,0,0,26,0,0,0.019066702974557304,0.17606960169527547,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1144,7.450103550298076,4.54569693219543,False,7,26,0,26,0,0,0,26,0,0,0.019065466475943038,0.17621087107643937,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1145,7.457916520035613,4.5503255472175965,False,7,26,0,26,0,0,0,26,0,0,0.019064064968049178,0.17635003522375214,19,"[4, 1, 7, 0]","[3.8125, -0.0625]"
1146,7.465731775546349,4.5549568054057215,False,7,26,0,26,0,0,0,26,0,0,0.01906250382578046,0.17648705122252345,38,"[4, 1, 8, 0]","[3.8125, 0.0625]"
1147,7.473549330033098,4.559590727128861,False,7,26,0,26,0,0,0,26,0,0,0.019060788424030164,0.17662189103199197,38,"[4, 1, 8, 0]","[3.8125, 0.0625]"
1148,7.481369196597709,4.5642273323928455,False,7,26,0,26,0,0,0,26,0,0,0.019062988328541274,0.1767545419011448,19,"[4, 1, 7, 0]","[3.6875, -0.0625]"
1149,7.489191388240493,4.568866640838215,False,7,26,0,26,0,0,0,26,0,0,0.019073363637309895,0.17688500670624013,19,"[4, 1, 7, 0]","[3.6875, -0.0625]"
1150,7.497015917859674,4.573508671738326,False,7,26,0,26,0,0,0,26,0,0,0.019083284154149813,0.1770133042041272,19,"[4, 1, 7, 0]","[3.6875, -0.0625]"
1151,7.504842798250853,4.578153443997623,False,7,26,0,26,0,0,0,26,0,0,0.019092758040703556,0.17713946919576712,19,"[4, 1, 7, 0]","[3.6875, -0.0625]"
1152,7.512672042106502,4.5828009761500885,False,7,26,0,26,0,0,0,26,0,0,0.01910179338033477,0.1772635525947268,19,"[4, 1, 7, 0]","[3.6875, -0.0625]"
1153,7.520503662015467,4.587451286357853,False,7,26,0,26,0,0,0,26,0,0,0.01911039818360768,0.1773856213960091,19,"[4, 1, 7, 0]","[3.6875, -0.0625]"
1154,7.528337670462504,4.592104392409982,False,7,26,0,26,0,0,0,26,0,0,0.019118580393643073,0.17750575854098408,19,"[4, 1, 7, 0]","[3.6875, -0.0625]"
1155,7.536174079827823,4.596760311721429,False,7,26,0,26,0,0,0,26,0,0,0.019126347891283948,0.1776240626748873,19,"[4, 1, 7, 0]","[3.6875, -0.0625]"
1156,7.5440129023866715,4.601419061332156,False,7,26,0,26,0,0,0,26,0,0,0.019133708500005696,0.1777406477936991,19,"[4, 1, 7, 0]","[3.6875, -0.0625]"
1157,7.551854150308923,4.606080657906425,False,7,26,0,26,0,0,0,26,0,0,0.019140669990512102,0.17785564277809032,19,"[4, 1, 7, 0]","[3.6875, -0.0625]"
1158,7.5596978356587075,4.610745117732253,False,7,26,0,26,0,0,0,26,0,0,0.019147240084957017,0.17796919081259577,19,"[4, 1, 7, 0]","[3.6875, -0.0625]"
1159,7.567543970394059,4.615412456721041,False,7,26,0,26,0,0,0,26,0,0,0.01915342646074564,0.1780814486889409,19,"[4, 1, 7, 0]","[3.6875, -0.0625]"
1160,7.575392566366595,4.620082690407362,False,7,26,0,26,0,0,0,26,0,0,0.01915923675386325,0.17819258599325524,19,"[4, 1, 7, 0]","[3.6875, -0.0625]"
1161,7.5832436353212245,4.624755833948927,False,7,26,0,26,0,0,0,26,0,0,0.019164678561695046,0.17830278417778112,19,"[4, 1, 7, 0]","[3.6875, -0.0625]"
1162,7.591097188895886,4.629431902126701,False,7,26,0,26,0,0,0,26,0,0,0.01916975944530105,0.1784122355187069,19,"[4, 1, 7, 0]","[3.6875, -0.0625]"
1163,7.598953238621322,4.634110909345196,False,7,26,0,26,0,0,0,26,0,0,0.019174486931120154,0.1785211419627857,19,"[4, 1, 7, 0]","[3.6875, -0.0625]"
1164,7.606811795920876,4.638792869632925,False,7,26,0,26,0,0,0,26,0,0,0.01917886851208198,0.1786297138667097,19,"[4, 1, 7, 0]","[3.6875, -0.0625]"
1165,7.614672872110333,4.643477796643007,False,7,26,0,26,0,0,0,26,0,0,0.019182911648115315,0.17873816863438552,19,"[4, 1, 7, 0]","[3.6875, -0.0625]"
1166,7.622536478397782,4.648165703653946,False,7,26,0,26,0,0,0,26,0,0,0.019186623766046327,0.17884672925877582,19,"[4, 1, 7, 0]","[3.6875, -0.0625]"
1167,7.630402625883518,4.652856603570553,False,7,26,0,26,0,0,0,26,0,0,0.019190012258891612,0.1789556227763489,19,"[4, 1, 7, 0]","[3.6875, -0.0625]"
1168,7.638271325559969,4.657550508925035,False,7,26,0,26,0,0,0,26,0,0,0.019193084484555905,0.17906507864350926,19,"[4, 1, 7, 0]","[3.6875, -0.0625]"
1169,7.646142588311657,4.662247431878224,False,7,26,0,26,0,0,0,26,0,0,0.01919584776395307,0.1791753270460681,38,"[4, 1, 8, 0]","[3.6875, 0.0625]"
1170,7.65401642491519,4.666947384220962,False,7,26,0,26,0,0,0,26,0,0,0.019198309378575702,0.1792865971539273,38,"[4, 1, 8, 0]","[3.6875, 0.0625]"
1171,7.661892846039275,4.671650377375637,False,7,26,0,26,0,0,0,26,0,0,0.019200476567549196,0.1793991153346655,38,"[4, 1, 8, 0]","[3.6875, 0.0625]"
1172,7.669771862244774,4.676356422397852,False,7,26,0,26,0,0,0,26,0,0,0.019202356524209614,0.17951310334074483,38,"[4, 1, 8, 0]","[3.6875, 0.0625]"
1173,7.677653483984777,4.681065529978248,False,7,26,0,26,0,0,0,26,0,0,0.019203956392253387,0.1796287764861771,38,"[4, 1, 8, 0]","[3.6875, 0.0625]"
1174,7.685537721604707,4.685777710444457,False,7,26,0,26,0,0,0,26,0,0,0.019205283261510005,0.17974634182934707,38,"[4, 1, 8, 0]","[3.6875, 0.0625]"
1175,7.693424585342455,4.690492973763199,False,7,26,0,26,0,0,0,26,0,0,0.019206344163400453,0.17986599637938022,38,"[4, 1, 8, 0]","[3.6875, 0.0625]"
1176,7.701314085328543,4.69521132954251,False,7,26,0,26,0,0,0,26,0,0,0.019207146066140702,0.17998792534392274,38,"[4, 1, 8, 0]","[3.6875, 0.0625]"
1177,7.709206231586314,4.699932787034103,False,7,26,0,26,0,0,0,26,0,0,0.019207695869760795,0.18011230043652182,38,"[4, 1, 8, 0]","[3.6875, 0.0625]"
1178,7.717101034032139,4.704657355135852,False,7,26,0,26,0,0,0,26,0,0,0.01920800040100732,0.18023927826184377,38,"[4, 1, 8, 0]","[3.6875, 0.0625]"
1179,7.724998502475664,4.709385042394408,False,7,26,0,26,0,0,0,26,0,0,0.01920806640820456,0.18036899879684443,38,"[4, 1, 8, 0]","[3.6875, 0.0625]"
1180,7.7328986466200575,4.7141158570079265,False,7,26,0,26,0,0,0,26,0,0,0.019207900556145203,0.18050158398560756,38,"[4, 1, 8, 0]","[3.6875, 0.0625]"
1181,7.740801476062289,4.718849806828913,False,7,26,0,26,0,0,0,26,0,0,0.01920750942108747,0.18063713646506388,38,"[4, 1, 8, 0]","[3.6875, 0.0625]"
1182,7.748707000293417,4.72358689936718,False,7,26,0,26,0,0,0,26,0,0,0.019206899485931444,0.18077573843808403,38,"[4, 1, 8, 0]","[3.6875, 0.0625]"
1183,7.756615228698881,4.728327141792908,False,7,26,0,26,0,0,0,26,0,0,0.01920607713564606,0.18091745071006432,38,"[4, 1, 8, 0]","[3.6875, 0.0625]"
1184,7.764526170558802,4.733070540939804,False,7,26,0,26,0,0,0,26,0,0,0.019205048653017587,0.18106231190127475,38,"[4, 1, 8, 0]","[3.6875, 0.0625]"
1185,7.772439835048279,4.737817103308265,False,7,26,0,26,0,0,0,26,0,0,0.01920382021478625,0.18121033784708615,38,"[4, 1, 8, 0]","[3.6875, 0.0625]"
1186,7.780356231237687,4.74256683506347,False,7,26,0,26,0,0,0,26,0,0,0.019202397888230954,0.18136152119633084,38,"[4, 1, 8, 0]","[3.6875, 0.0625]"
1187,7.788275368092959,4.747319742021863,False,7,26,0,26,0,0,0,26,0,0,0.019200787628242448,0.18151583121157233,38,"[4, 1, 8, 0]","[3.6875, 0.0625]"
1188,7.796197254475863,4.752075829640866,False,7,26,0,26,0,0,0,26,0,0,0.01920952065600608,0.18167321378449042,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1189,7.80412189914425,4.756835103020405,False,7,26,0,26,0,0,0,26,0,0,0.019221479993404695,0.18183359164155768,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1190,7.812049310752294,4.761597566906516,False,7,26,0,26,0,0,0,26,0,0,0.019232910651021885,0.18199686471364243,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1191,7.819979497850696,4.766363225695027,False,7,26,0,26,0,0,0,26,0,0,0.019243823786788926,0.1821629106801196,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1192,7.827912468886872,4.771132083435345,False,7,26,0,26,0,0,0,26,0,0,0.019254230431474926,0.18233158574523844,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1193,7.83584823220511,4.775904143834302,False,7,26,0,26,0,0,0,26,0,0,0.019264141477553235,0.18250272567208975,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1194,7.843786796046696,4.780679410260094,False,7,26,0,26,0,0,0,26,0,0,0.019273567668486122,0.18267614708081167,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1195,7.851728168550013,4.785457885746279,False,7,26,0,26,0,0,0,26,0,0,0.01928251958850943,0.1828516490052355,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1196,7.859672357750599,4.790239572995854,False,7,26,0,26,0,0,0,26,0,0,0.019291007653001773,0.18302901469276453,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1197,7.865397827789525,4.793686729530441,True,7,34,0,26,0,0,8,26,0,8,0.019296841493332884,0.18315783122458085,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1198,7.873394547784972,4.798502658883444,False,8,26,0,26,0,0,0,26,0,0,0.019304600267036533,0.18333894070721868,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1199,7.881389984472836,4.8033193406159205,False,8,26,0,26,0,0,0,26,0,0,0.019311913719923694,0.18352117913297203,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1200,7.889384144397233,4.808136773143704,False,8,26,0,26,0,0,0,26,0,0,0.01931879240794836,0.18370428418968388,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1201,7.897377034117424,4.812954954652106,False,8,26,0,26,0,0,0,26,0,0,0.01932524664724527,0.1838879893833895,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1202,7.905368660204467,4.817773883099898,False,8,26,0,26,0,0,0,26,0,0,0.019331286510299122,0.18407202665864325,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1203,7.913359029237878,4.82259355622332,False,8,26,0,26,0,0,0,26,0,0,0.01933692182322251,0.1842561289857977,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1204,7.92134814780234,4.827413971540147,False,8,26,0,26,0,0,0,26,0,0,0.019342162164174306,0.18444003287744637,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1205,7.929336022484494,4.832235126353805,False,8,26,0,26,0,0,0,26,0,0,0.01934701686294407,0.18462348080356253,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1206,7.93732265986981,4.837057017757563,False,8,26,0,26,0,0,0,26,0,0,0.019351495001688195,0.1848062234825795,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1207,7.945308066539583,4.841879642638802,False,8,26,0,26,0,0,0,26,0,0,0.01935560541689722,0.18498802203413756,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1208,7.9532922490680535,4.846702997683363,False,8,26,0,26,0,0,0,26,0,0,0.019359356702550668,0.1851686499866801,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1209,7.961275214019672,4.851527079379986,False,8,26,0,26,0,0,0,26,0,0,0.019362757214409422,0.18534789513932096,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1210,7.969256967946522,4.856351884024839,False,8,26,0,26,0,0,0,26,0,0,0.019365815075441196,0.18552556128182815,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1211,7.977237517385905,4.861177407726144,False,8,26,0,26,0,0,0,26,0,0,0.019368538182342944,0.18570146977869514,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1212,7.985216868858109,4.866003646408894,False,8,26,0,26,0,0,0,26,0,0,0.0193709342131095,0.18587546102274885,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1213,7.993195028864355,4.870830595819676,False,8,26,0,26,0,0,0,26,0,0,0.019373010635588918,0.18604739576149862,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1214,8.001172003884955,4.875658251531596,False,8,26,0,26,0,0,0,26,0,0,0.01937477471695532,0.1862171562949804,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1215,8.00914780037767,4.880486608949307,False,8,26,0,26,0,0,0,26,0,0,0.019376233534021407,0.18638464753834094,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1216,8.017122424776305,4.885315663314155,False,8,26,0,26,0,0,0,26,0,0,0.019377393984300453,0.18654979793644474,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1217,8.025095883489522,4.890145409709427,False,8,26,0,26,0,0,0,26,0,0,0.019378262797725254,0.18671256021246724,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1218,8.033068182899894,4.89497584306572,False,8,26,0,26,0,0,0,26,0,0,0.019378846548917156,0.18687291192783534,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1219,8.0410393293632,4.899806958166409,False,8,26,0,26,0,0,0,26,0,0,0.019379151669899997,0.18703085582874615,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1220,8.049009329207934,4.904638749653221,False,8,26,0,26,0,0,0,26,0,0,0.019379184463141602,0.18718641995412902,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1221,8.056978188735044,4.909471212031888,False,8,26,0,26,0,0,0,26,0,0,0.019378951114802954,0.18733965748247008,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1222,8.064945914217843,4.9143043396778765,False,8,26,0,26,0,0,0,26,0,0,0.01937845770807876,0.18749064629984438,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1223,8.072912511902068,4.919138126842148,False,8,26,0,26,0,0,0,26,0,0,0.019377710236498646,0.18766884731095115,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1224,8.080877988006055,4.923972567656935,False,8,26,0,26,0,0,0,26,0,0,0.019376714617070516,0.18790653417103448,19,"[4, 1, 7, 0]","[3.5625, -0.0625]"
1225,8.088842348720965,4.928807656141504,False,8,26,0,26,0,0,0,26,0,0,0.01937547670314092,0.1881455260416844,35,"[4, 1, 8, 0]","[3.5625, 0.0625]"
1226,8.096805600211002,4.9336433862078435,False,8,26,0,26,0,0,0,26,0,0,0.019374002296850722,0.18838574967653277,35,"[4, 1, 8, 0]","[3.5625, 0.0625]"
1227,8.104767748613588,4.938479751666268,False,8,26,0,26,0,0,0,26,0,0,0.019377106479193596,0.18862712834998216,19,"[4, 1, 7, 0]","[3.4375, -0.0625]"
1228,8.112728800039411,4.943316746230885,False,8,26,0,26,0,0,0,26,0,0,0.019391686695405967,0.18886958204824852,19,"[4, 1, 7, 0]","[3.4375, -0.0625]"
1229,8.120688760572323,4.948154363524896,False,8,26,0,26,0,0,0,26,0,0,0.019405648160006887,0.1891130277606249,19,"[4, 1, 7, 0]","[3.4375, -0.0625]"
1230,8.128647636269022,4.952992597085697,False,8,26,0,26,0,0,0,26,0,0,0.019419002258242713,0.18935737986731754,19,"[4, 1, 7, 0]","[3.4375, -0.0625]"
1231,8.13660543315851,4.957831440369774,False,8,26,0,26,0,0,0,26,0,0,0.019431760214864924,0.18960255061428313,19,"[4, 1, 7, 0]","[3.4375, -0.0625]"
1232,8.144562157241282,4.962670886757354,False,8,26,0,26,0,0,0,26,0,0,0.019443933097322428,0.18984845066098488,19,"[4, 1, 7, 0]","[3.4375, -0.0625]"
1233,8.152517814488261,4.967510929556824,False,8,26,0,26,0,0,0,26,0,0,0.01945553181970517,0.19009498968420133,19,"[4, 1, 7, 0]","[3.4375, -0.0625]"
1234,8.16047241083947,4.972351562008912,False,8,24,0,24,0,0,0,24,0,0,0.01946656714735842,0.1903420770200133,19,"[4, 1, 7, 0]","[3.4375, -0.0625]"
1235,8.168425952202448,4.977192777290626,False,8,24,0,24,0,0,0,24,0,0,0.019477049702076924,0.1905896223266957,19,"[4, 1, 7, 0]","[3.4375, -0.0625]"
1236,8.176378444450465,4.982034568518986,False,8,24,0,24,0,0,0,24,0,0,0.019486989967790726,0.19083753625314412,19,"[4, 1, 7, 0]","[3.4375, -0.0625]"
1237,8.184329893420532,4.986876928754547,False,8,24,0,24,0,0,0,24,0,0,0.019496398296647618,0.19108573110044985,19,"[4, 1, 7, 0]","[3.4375, -0.0625]"
