source,series,tau,log10_abs_I
rendered_paper,bamps,12.706951508937262,-3.7668683728244399
rendered_paper,bamps,12.743036970259045,-3.5130988488522403
rendered_paper,bamps,12.795379797694686,-3.2754843236806841
rendered_paper,bamps,12.844138575106999,-3.1289805307907952
rendered_paper,bamps,12.895036477744688,-3.0217952792005978
rendered_paper,bamps,12.955939910368146,-2.9337445585397655
rendered_paper,bamps,13.025202694139942,-2.8697836220987529
rendered_paper,bamps,13.101648555003198,-2.8301540202864301
rendered_paper,bamps,13.189782919256446,-2.8128256327294334
rendered_paper,bamps,13.285945915587071,-2.8185442659033488
rendered_paper,bamps,13.404506146348767,-2.8503948923841453
rendered_paper,bamps,13.560133050881628,-2.9198307848720515
rendered_paper,bamps,13.775619027183335,-3.0445727663890807
rendered_paper,bamps,14.170212386016049,-3.2762479274292153
rendered_paper,bamps,14.330848247973778,-3.3415391820395763
rendered_paper,bamps,14.467024651639699,-3.3719080456322104
rendered_paper,bamps,14.592250099366931,-3.3757270717676726
rendered_paper,bamps,14.719610063998063,-3.3549669446436554
rendered_paper,bamps,14.851131126907413,-3.3093230958345106
rendered_paper,bamps,15.000000287033622,-3.2324000393031156
rendered_paper,prague,0,-3.2476468143497081
rendered_paper,prague,1.6335609652129335,-3.2601804598703414
rendered_paper,prague,2.9247914014481644,-3.2671539686855331
rendered_paper,prague,3.1535864981941142,-3.2400777125198683
rendered_paper,prague,3.3281389149707077,-3.1954862533975747
rendered_paper,prague,3.4754910022523173,-3.1330754706231412
rendered_paper,prague,3.613197224638391,-3.0481962463872398
rendered_paper,prague,3.7414393948121818,-2.9427356512844889
rendered_paper,prague,3.8773359869584501,-2.8023997887609227
rendered_paper,prague,4.0291361845402331,-2.6139708816466811
rendered_paper,prague,4.2131317720724191,-2.3515897162208059
rendered_paper,prague,4.5841780482606467,-1.7773804048443074
rendered_paper,prague,4.8515656052166189,-1.3828917613513314
rendered_paper,prague,5.051272328757654,-1.1209127695209511
rendered_paper,prague,5.2247939936289951,-0.9239345673746
rendered_paper,prague,5.3882703097368063,-0.7690181490768988
rendered_paper,prague,5.5342223313498344,-0.65893496417543285
rendered_paper,prague,5.6706736501938373,-0.58253216689185749
rendered_paper,prague,5.7978724675833373,-0.53647405577351948
rendered_paper,prague,5.9234260422007043,-0.51700327951132197
rendered_paper,prague,6.0400176556316572,-0.52436015725625729
rendered_paper,prague,6.1479156705971816,-0.55554176297994862
rendered_paper,prague,6.2544831767464091,-0.61263440718794959
rendered_paper,prague,6.3528041636184538,-0.69267781014742302
rendered_paper,prague,6.4431889728627469,-0.79476688538657125
rendered_paper,prague,6.5259166239436857,-0.91897315779476452
rendered_paper,prague,6.6012233653419665,-1.0665517268783495
rendered_paper,prague,6.6692993623235148,-1.2403148975599054
rendered_paper,prague,6.7302924412006977,-1.445367912725757
rendered_paper,prague,6.7843152178295965,-1.690651047750084
rendered_paper,prague,6.8314524421223632,-1.9925374579427508
rendered_paper,prague,6.8650539461632833,-2.3053848615500909
rendered_paper,prague,6.8918984268342554,-2.6809696670667518
rendered_paper,prague,6.912012381983768,-3.1379350215968249
rendered_paper,prague,6.9254131648223778,-3.6796688990864421
rendered_paper,prague,6.9321112160784324,-4.1743794712150404
rendered_paper,prague,6.9388077552290053,-5.4470308943868444
rendered_paper,prague,6.9655805909020208,-3.2619878345005868
rendered_paper,prague,6.99233564133434,-2.6225333847178307
rendered_paper,prague,7.0257635412646398,-2.1846430130089125
rendered_paper,prague,7.0725567975621981,-1.7992807886945468
rendered_paper,prague,7.1260743869492336,-1.4992863741280043
rendered_paper,prague,7.1864042995639386,-1.2511470566276772
rendered_paper,prague,7.2604197028784734,-1.0196936339378564
rendered_paper,prague,7.3416236556662202,-0.82160338206390993
rendered_paper,prague,7.4370934596397449,-0.63584966251781272
rendered_paper,prague,7.5473162287801205,-0.4628278210104762
rendered_paper,prague,7.6728880926733458,-0.30162258520948138
rendered_paper,prague,7.8215162529738071,-0.14349706115534827
rendered_paper,prague,8.008056714036373,0.023270326136704669
rendered_paper,prague,8.266522200588712,0.22310056925528857
rendered_paper,prague,8.8298552987056382,0.65140179268908183
rendered_paper,prague,9.0349560625349223,0.84047330448234936
rendered_paper,prague,9.2034758984786773,1.0245235227899672
rendered_paper,prague,9.3491258590199244,1.2135921243373458
rendered_paper,prague,9.4788331874031524,1.4140484061198884
rendered_paper,prague,9.596027698892275,1.6301916967774512
rendered_paper,prague,9.7001053433487527,1.8595195206422068
rendered_paper,prague,9.7959987528730004,2.1126473353956539
rendered_paper,prague,9.8851048969176087,2.3965044365019619
rendered_paper,prague,9.9680831974838568,2.718223836637601
rendered_paper,prague,10.045641679963595,3.0861520090826544
rendered_paper,prague,10.132543966267088,3.58822561524557
rendered_paper,prague,10.190999516126245,3.9098983395144344
rendered_paper,prague,10.20624391557555,3.9433229612916048
rendered_paper,prague,10.216608174586259,3.9267849293588197
rendered_paper,prague,10.227297608281154,3.8430978985450235
rendered_paper,prague,10.238494821398742,3.5929722262922157
rendered_paper,prague,10.244357254362065,3.29418298932175
rendered_paper,prague,10.256804258665085,2.5227747448413935
rendered_paper,prague,10.270550089574249,4.2768421772534539
rendered_paper,prague,10.294369351205939,5.2937535041879027
rendered_paper,prague,10.311543557278556,5.4868825703470812
rendered_paper,prague,10.319720087673314,5.4172349015044086
rendered_paper,prague,10.334191801220053,4.9803215888868033
rendered_paper,prague,10.34616616455164,4.071062160277763
rendered_paper,prague,10.356200208526547,2.9293409087780078
rendered_paper,prague,10.368562318907367,4.2971937506275228
rendered_paper,prague,10.384325586552919,4.6249904157767565
rendered_paper,prague,10.399078407709721,4.6750755236791619
rendered_paper,prague,10.409656449633927,4.6507682545453291
rendered_paper,prague,10.430186881836876,4.5377403485332888
rendered_paper,prague,10.480085498764394,4.1412506871258481
rendered_paper,prague,10.630585069614456,2.7895266518639628
rendered_paper,prague,10.844694021854963,0.81495996229216738
rendered_paper,prague,10.896337032471385,0.52293279357972955
rendered_paper,prague,10.943169171481401,0.34715774752788575
rendered_paper,prague,10.994159384558667,0.22137546503770453
rendered_paper,prague,11.05862000933185,0.1125477154401858
rendered_paper,prague,11.176647474927851,-0.042051038325363679
rendered_paper,prague,11.493790286810407,-0.45291127007272214
rendered_paper,prague,11.682615611265041,-0.73131412265097129
rendered_paper,prague,11.838990287962487,-0.99580566407725823
rendered_paper,prague,11.974427920091706,-1.2618803792677233
rendered_paper,prague,12.094944671340272,-1.5400413456394955
rendered_paper,prague,12.197544556708277,-1.8208224287725729
rendered_paper,prague,12.285755102275935,-2.1096364621573476
rendered_paper,prague,12.364174836836616,-2.4228962252207977
rendered_paper,prague,12.431945892545464,-2.7641236751525353
rendered_paper,prague,12.488351891427946,-3.1381164642348152
rendered_paper,prague,12.532813697083508,-3.5484332635284761
rendered_paper,prague,12.564886030449484,-3.9856683821819998
rendered_paper,prague,12.590731081400238,-4.5676657354252956
rendered_paper,prague,12.603715747210526,-5.0940982116203237
rendered_paper,prague,12.616741599894009,-6.5180628328803643
rendered_paper,prague,12.62327000731571,-6.4977495404330012
rendered_paper,prague,12.636357568303964,-5.125962829667901
rendered_paper,prague,12.662655602854855,-4.3284046826751856
rendered_paper,prague,12.695757320030646,-3.872566376832296
rendered_paper,prague,12.735813138324529,-3.5565408727805057
rendered_paper,prague,12.782999614053075,-3.3227006007307205
rendered_paper,prague,12.830664347144857,-3.1646445867803452
rendered_paper,prague,12.885697138232363,-3.0391672085134123
rendered_paper,prague,12.941287320203456,-2.9521851077568932
rendered_paper,prague,13.004462367294742,-2.886081334880541
rendered_paper,prague,13.075447007183222,-2.8410412501610454
rendered_paper,prague,13.147237599294925,-2.818387336490356
rendered_paper,prague,13.219770275174396,-2.8122527620192326
rendered_paper,prague,13.300340151728985,-2.8211855379136219
rendered_paper,prague,13.448733719664284,-2.867618846886705
rendered_paper,prague,13.622143128704657,-2.9535662432967822
rendered_paper,prague,13.946410909625055,-3.1510357173358781
rendered_paper,prague,14.17742512917701,-3.280079601941047
rendered_paper,prague,14.332777694571972,-3.3425051598099986
rendered_paper,prague,14.466562595406655,-3.3722699235153821
rendered_paper,prague,14.594865393809872,-3.3759054922272398
rendered_paper,prague,14.717341977776369,-3.3558646435681965
rendered_paper,prague,14.842596731547992,-3.3133582636935763
rendered_paper,prague,14.99852864935858,-3.2349217641955375
rendered_paper,prague,15.000000287033622,-3.2340461767530919
rendered_paper,sphGR,0,-3.2479088484123455
rendered_paper,sphGR,0.60760322640107411,-3.2484207158913896
rendered_paper,sphGR,1.6781114810569184,-3.2509442348756501
rendered_paper,sphGR,2.545893121504156,-3.2542956068830913
rendered_paper,sphGR,3.0084900402652086,-3.2334632832744936
rendered_paper,sphGR,3.1818928248434606,-3.2069968355553273
rendered_paper,sphGR,3.3552408135991563,-3.1591117616132549
rendered_paper,sphGR,3.5285176613920588,-3.0788294946257291
rendered_paper,sphGR,3.6728415774284411,-2.9814768445726116
rendered_paper,sphGR,3.817071742924786,-2.851638798637067
rendered_paper,sphGR,3.961165746922505,-2.6903902449453243
rendered_paper,sphGR,4.1337939734675881,-2.4611058509038508
rendered_paper,sphGR,4.3630845367772855,-2.1184196961860016
rendered_paper,sphGR,4.8135807953962866,-1.4359621099417028
rendered_paper,sphGR,5.0295207633684518,-1.1478666834266986
rendered_paper,sphGR,5.2093237864273414,-0.94033604161562179
rendered_paper,sphGR,5.3780250750292335,-0.77784369360349259
rendered_paper,sphGR,5.5342581178463002,-0.65880601789599857
rendered_paper,sphGR,5.6779730874025764,-0.57911128478065732
rendered_paper,sphGR,5.8100210110657322,-0.53326662900510013
rendered_paper,sphGR,5.9315199108289791,-0.51654088621240923
rendered_paper,sphGR,6.0434780730303741,-0.52478415769592823
rendered_paper,sphGR,6.1608073779226835,-0.56076117705118977
rendered_paper,sphGR,6.2677956094217135,-0.62151311966830458
rendered_paper,sphGR,6.3653344057281425,-0.70463097354552984
rendered_paper,sphGR,6.4541998369806279,-0.80890888949158379
rendered_paper,sphGR,6.5350783270640953,-0.93420381772771954
rendered_paper,sphGR,6.6086012880258531,-1.0820764335787312
rendered_paper,sphGR,6.675380690556973,-1.2566314150074449
rendered_paper,sphGR,6.7360379380065547,-1.4648187649968623
rendered_paper,sphGR,6.7912238837781329,-1.7226226733003869
rendered_paper,sphGR,6.8355647209949373,-2.0137664704526674
rendered_paper,sphGR,6.8710238106210282,-2.3501539576042112
rendered_paper,sphGR,6.8990168434149961,-2.7499441736485539
rendered_paper,sphGR,6.9413480924429294,-3.6049402767173753
rendered_paper,sphGR,6.9464577128900524,-3.5594447385160883
rendered_paper,sphGR,7.0196140242743335,-2.2322656051582115
rendered_paper,sphGR,7.0615431972534415,-1.8682461168085414
rendered_paper,sphGR,7.1122222046209949,-1.5637511189055959
rendered_paper,sphGR,7.1679773500999442,-1.3173114969375828
rendered_paper,sphGR,7.2346845315929249,-1.0918013560178801
rendered_paper,sphGR,7.3135897960241696,-0.88384940014795332
rendered_paper,sphGR,7.4058824503597371,-0.69158154290715446
rendered_paper,sphGR,7.5089332311822075,-0.5187446139463685
rendered_paper,sphGR,7.6282411621034676,-0.35523211281725031
rendered_paper,sphGR,7.7712760442168447,-0.19367350600568475
rendered_paper,sphGR,7.9440817631437968,-0.030801147039838019
rendered_paper,sphGR,8.1672411707440702,0.14919453908029329
rendered_paper,sphGR,8.9583998899763255,0.76577311297697692
rendered_paper,sphGR,9.1321259771081618,0.94220699392530938
rendered_paper,sphGR,9.2894673932453529,1.1318699572294595
rendered_paper,sphGR,9.4281779416932121,1.3315976701466863
rendered_paper,sphGR,9.5495708500625014,1.5401338019127715
rendered_paper,sphGR,9.6585715499513238,1.7632478030721674
rendered_paper,sphGR,9.7600717746069972,2.0120943103237732
rendered_paper,sphGR,9.8533780436523255,2.2884939063368708
rendered_paper,sphGR,9.937396672791893,2.5908956539171419
rendered_paper,sphGR,10.018961154730155,2.9505802190810728
rendered_paper,sphGR,10.098807164787816,3.3831961059119084
rendered_paper,sphGR,10.195103154396051,3.9232083490925045
rendered_paper,sphGR,10.210993150882205,3.941034612561765
rendered_paper,sphGR,10.221949219177528,3.8964467352805654
rendered_paper,sphGR,10.233262216372214,3.7422026957159975
rendered_paper,sphGR,10.245007171700298,3.2485095903235681
rendered_paper,sphGR,10.251069202587571,2.3766914824826153
rendered_paper,sphGR,10.25727718765661,2.6478731195474179
rendered_paper,sphGR,10.276927214442479,4.6503439183080584
rendered_paper,sphGR,10.298433170697988,5.3760704807826967
rendered_paper,sphGR,10.313842173630032,5.4783282383509313
rendered_paper,sphGR,10.321789152011243,5.3830418628797378
rendered_paper,sphGR,10.337849152356869,4.7905904586693051
rendered_paper,sphGR,10.345812187858225,4.1251114708125298
rendered_paper,sphGR,10.353642158076948,0.90828494396601445
rendered_paper,sphGR,10.368720153917936,4.3032579195346141
rendered_paper,sphGR,10.382897222910271,4.611175030806633
rendered_paper,sphGR,10.396186181948053,4.6739645932769074
rendered_paper,sphGR,10.408701158992852,4.6535663440360633
rendered_paper,sphGR,10.431974190519529,4.5257316665982046
rendered_paper,sphGR,10.490347222622251,4.0537053418570732
rendered_paper,sphGR,10.641262190450405,2.6854056653309022
rendered_paper,sphGR,10.8365661668558,0.85966033177027079
rendered_paper,sphGR,10.885655231308936,0.55781399342485827
rendered_paper,sphGR,10.935190222869947,0.35257908789088077
rendered_paper,sphGR,10.978864221568097,0.23165187907301429
rendered_paper,sphGR,11.041810220680995,0.11349925391369192
rendered_paper,sphGR,11.170438193768396,-0.059494604460087253
rendered_paper,sphGR,11.39094522433885,-0.33771567860274276
rendered_paper,sphGR,11.642044237005974,-0.69158434122051116
rendered_paper,sphGR,11.809577244108549,-0.96657146058413446
rendered_paper,sphGR,11.962252230715615,-1.262155061706729
rendered_paper,sphGR,12.104737210467801,-1.5956733822083029
rendered_paper,sphGR,12.211606201648628,-1.9038439087378245
rendered_paper,sphGR,12.277754264137466,-2.1305865387919556
rendered_paper,sphGR,12.345410255819447,-2.4104782060080252
rendered_paper,sphGR,12.402934204690117,-2.7105112372988773
rendered_paper,sphGR,12.449695202737342,-3.0379151311854913
rendered_paper,sphGR,12.485196199286861,-3.4048707218406022
rendered_paper,sphGR,12.509067232530141,-3.8483766368594083
rendered_paper,sphGR,12.52106420543897,-4.3578128293265053
rendered_paper,sphGR,12.533101213140627,-4.3813447417957123
rendered_paper,sphGR,12.5572952609174,-3.784125795154734
rendered_paper,sphGR,12.58165124799106,-3.6269896427706776
rendered_paper,sphGR,12.60616723022598,-3.577506955767511
rendered_paper,sphGR,12.618484265462358,-3.5765195988830505
rendered_paper,sphGR,12.643239232368851,-3.6157072910502235
rendered_paper,sphGR,12.668152250300981,-3.7138472745491296
rendered_paper,sphGR,12.693223247253728,-3.9013128902737706
rendered_paper,sphGR,12.705817213808835,-4.0772726250070965
rendered_paper,sphGR,12.718450207086446,-4.3967118474878948
rendered_paper,sphGR,12.73112222708656,-5.2067313315841295
rendered_paper,sphGR,12.74383327380918,-4.2630068682922353
rendered_paper,sphGR,12.769372231406862,-3.8003051952478395
rendered_paper,sphGR,12.807969227933341,-3.5039386260482921
rendered_paper,sphGR,12.84691127253037,-3.32595750167927
rendered_paper,sphGR,12.899365275721633,-3.1773847478266357
rendered_paper,sphGR,12.939100239632717,-3.0998232249486888
rendered_paper,sphGR,13.006069231389581,-3.0178390237781665
rendered_paper,sphGR,13.087640265784941,-2.9651806988463019
rendered_paper,sphGR,13.198413225306597,-2.9573068047257483
rendered_paper,sphGR,13.268790214805385,-2.9778469844200015
rendered_paper,sphGR,13.397628226545082,-3.0665445631961594
rendered_paper,sphGR,13.485024251291771,-3.1586773514478996
rendered_paper,sphGR,13.58846623540458,-3.3018576435313709
rendered_paper,sphGR,13.678364290692919,-3.4673805649078324
rendered_paper,sphGR,13.738911226447156,-3.6086671823771654
rendered_paper,sphGR,13.799942251971498,-3.7979686035957458
rendered_paper,sphGR,13.846026258791813,-4.0172813758926225
rendered_paper,sphGR,13.876894236141913,-4.2219626631122891
rendered_paper,sphGR,13.9078782855892,-4.6533377778011618
rendered_paper,sphGR,13.923413297311621,-5.347769123029865
rendered_paper,sphGR,13.954567278613355,-4.5311734906149637
rendered_paper,sphGR,13.98583329973099,-4.2200096642550085
rendered_paper,sphGR,14.017210280589172,-4.0366988722685271
rendered_paper,sphGR,14.080292297190651,-3.8360024952000558
rendered_paper,sphGR,14.143802239644238,-3.7121541830363354
rendered_paper,sphGR,14.191709269638649,-3.650377833865929
rendered_paper,sphGR,14.288212273688211,-3.5670370103805134
rendered_paper,sphGR,14.336798239045155,-3.5414244959650025
athenak_history,n128,0.0,-3.2486659460366174
athenak_history,n128,0.013322609475381476,-3.248013757000755
athenak_history,n128,0.020001339260126556,-3.2480145572495567
athenak_history,n128,0.02664013188632004,-3.248015687166994
athenak_history,n128,0.03324172749938569,-3.248017140180841
athenak_history,n128,0.0398087665133636,-3.2480189099059222
athenak_history,n128,0.04634379547943056,-3.2480209902094126
athenak_history,n128,0.05284927507283719,-3.2480233752160768
athenak_history,n128,0.05932758772864998,-3.2480260593651
athenak_history,n128,0.06578104332958924,-3.2480290374124143
athenak_history,n128,0.07221188335604574,-3.2480323044736927
athenak_history,n128,0.07862180232566233,-3.2480358557476854
athenak_history,n128,0.08501105900675296,-3.248039685867538
athenak_history,n128,0.09138166927729757,-3.248043790720522
athenak_history,n128,0.09773454241930198,-3.2480481658195
athenak_history,n128,0.1040708121859528,-3.24805280708487
athenak_history,n128,0.11039257193571436,-3.248057711459419
athenak_history,n128,0.11670094568961453,-3.248062875513517
athenak_history,n128,0.12299697573876911,-3.2480682960031997
athenak_history,n128,0.12928266137072253,-3.248073970827792
athenak_history,n128,0.1355598466318804,-3.248079898149829
athenak_history,n128,0.14182919261051197,-3.2480860753278047
athenak_history,n128,0.1480922530388435,-3.2480925008480463
athenak_history,n128,0.1543508619324341,-3.248099173861675
athenak_history,n128,0.16060669075256093,-3.24810609373532
athenak_history,n128,0.1668603264673882,-3.2481132589688695
athenak_history,n128,0.1731132093831664,-3.2481206693279185
athenak_history,n128,0.17936700884534756,-3.2481283252707764
athenak_history,n128,0.18366189672038605,-3.248133724014909
athenak_history,n128,0.1945944804532454,-3.2481479815260013
athenak_history,n128,0.20713599940081284,-3.2481652437733914
athenak_history,n128,0.2197053906856269,-3.248183513452838
athenak_history,n128,0.23231395733445123,-3.248202816244897
athenak_history,n128,0.2449689409116388,-3.248223179137847
athenak_history,n128,0.2576736997395594,-3.248244628746847
athenak_history,n128,0.2704380379896378,-3.2482672077147168
athenak_history,n128,0.28327130801513345,-3.2482909632729475
athenak_history,n128,0.2961762887042323,-3.2483159341301633
athenak_history,n128,0.3091577310047988,-3.2483421646998263
athenak_history,n128,0.32222393819562684,-3.2483697092898702
athenak_history,n128,0.3353780492566379,-3.248398614935498
athenak_history,n128,0.34377982006859403,-3.248417703919862
athenak_history,n128,0.35615134026617323,-3.248446716026282
athenak_history,n128,0.3695471025515633,-3.2484793689731184
athenak_history,n128,0.3830410345071985,-3.2485136022619754
athenak_history,n128,0.39663852238531905,-3.248549512480085
athenak_history,n128,0.40763046913619944,-3.2485796252155468
athenak_history,n128,0.4214158689168521,-3.248618831911403
athenak_history,n128,0.4353065320511336,-3.2486600569412643
athenak_history,n128,0.44930486165553785,-3.2487034691703776
athenak_history,n128,0.463409379706632,-3.248749247419868
athenak_history,n128,0.47762182786525864,-3.248797600908533
athenak_history,n128,0.49193986399468664,-3.2488487432092312
athenak_history,n128,0.5063651730801254,-3.248902917436078
athenak_history,n128,0.520894089042794,-3.248960359316015
athenak_history,n128,0.5355282440889493,-3.249021334030627
athenak_history,n128,0.5502633557052506,-3.2490860876115675
athenak_history,n128,0.5651008064531351,-3.2491548903411562
athenak_history,n128,0.5800366398909487,-3.2492279826249186
athenak_history,n128,0.5950714697480051,-3.2493056136064538
athenak_history,n128,0.6102022004335043,-3.2493879935930337
athenak_history,n128,0.6254352801562917,-3.249475359256316
athenak_history,n128,0.6407764399715411,-3.2495679178978225
athenak_history,n128,0.6562304695538705,-3.249665840507946
athenak_history,n128,0.6718011591569523,-3.249769257718352
athenak_history,n128,0.6874912784413331,-3.2498782582929353
athenak_history,n128,0.7033025853935574,-3.2499928902377127
athenak_history,n128,0.7192358595576673,-3.250113163943136
athenak_history,n128,0.7352909591523827,-3.2502390566363095
athenak_history,n128,0.7514669062582806,-3.2503705173733546
athenak_history,n128,0.7677620029197956,-3.250507471804864
athenak_history,n128,0.7841739725504937,-3.2506498260544228
athenak_history,n128,0.8007001100728368,-3.2507974690038486
athenak_history,n128,0.8173374185243248,-3.250950272148254
athenak_history,n128,0.8340827147018025,-3.2511080862827066
athenak_history,n128,0.8509327001499488,-3.251270734657258
athenak_history,n128,0.8678840082945907,-3.251438003268215
athenak_history,n128,0.8849332446162033,-3.251609630798457
athenak_history,n128,0.9020770309002476,-3.2517853025977383
athenak_history,n128,0.9193104631363138,-3.2519646381019225
athenak_history,n128,0.9365972242488476,-3.2521468928368837
athenak_history,n128,0.9539236789897918,-3.252331561697379
athenak_history,n128,0.9712814893121235,-3.2525182653453424
athenak_history,n128,0.9886684586320917,-3.2527068283756115
athenak_history,n128,1.0060830415448754,-3.252897279194883
athenak_history,n128,1.023517476263316,-3.253089804571241
athenak_history,n128,1.0409726040479979,-3.2532848993213226
athenak_history,n128,1.0584447975347726,-3.253483159518855
athenak_history,n128,1.0759280774691067,-3.2536851961379374
athenak_history,n128,1.0934239903701437,-3.2538916208725146
athenak_history,n128,1.110932109502565,-3.2541028245827888
athenak_history,n128,1.128445158014972,-3.2543188499006925
athenak_history,n128,1.1459637816832924,-3.254539585710885
athenak_history,n128,1.1634896021331065,-3.254764791787953
athenak_history,n128,1.1810190587170832,-3.254994193133589
athenak_history,n128,1.198548006535964,-3.2552277352862933
athenak_history,n128,1.2160780811440302,-3.255465831551445
athenak_history,n128,1.2336109412299623,-3.255709346545793
athenak_history,n128,1.2511425371191034,-3.2559594184447054
athenak_history,n128,1.2686700716064825,-3.2562172887877607
