event,authority_time,resolution,field,time_before,time_after,tau_before,tau_after,value_before,value_after,ratio,abs_log10_jump,leaves_after,max_level_after,created,deleted
138,16.898746216663618,n256,M-norm2,16.898744123499128,16.898748309803494,10.383643344688934,10.383645975405075,424042.3849576309,359921.5924812653,0.8487868318098146,0.07120136675598011,962,16,6,0
138,16.898746216663618,n256,Z-norm2,16.898744123499128,16.898748309803494,10.383643344688934,10.383645975405075,12.607004225444332,12.607023663092626,1.0000015418134196,6.696005440586522e-07,962,16,6,0
139,16.898748309803494,n256,C-norm2,16.898744123499128,16.898748309803494,10.383643344688934,10.383645975405075,873111.8395295296,1136709.595803736,1.301906060987839,0.11457964885088125,968,16,6,0
139,16.898748309803494,n256,H-norm2,16.898744123499128,16.898748309803494,10.383643344688934,10.383645975405075,449013.0554037404,776731.6040830137,1.72986418709941,0.2380120076902821,968,16,6,0
139,16.898748309803494,n256,M-norm2,16.898744123499128,16.898748309803494,10.383643344688934,10.383645975405075,424042.3849576309,359921.5924812653,0.8487868318098146,0.07120136675598011,968,16,6,0
139,16.898748309803494,n256,Z-norm2,16.898744123499128,16.898748309803494,10.383643344688934,10.383645975405075,12.607004225444332,12.607023663092626,1.0000015418134196,6.696005440586522e-07,968,16,6,0
140,16.898751449463802,n256,C-norm2,16.898748309803494,16.898752496003194,10.383645975405075,10.383648606055441,1136709.595803736,1305563.9488380232,1.1485466065014565,0.06014862298400298,974,16,6,0
140,16.898751449463802,n256,H-norm2,16.898748309803494,16.898752496003194,10.383645975405075,10.383648606055441,776731.6040830137,872340.8443712653,1.1230917343721645,0.050415230976087085,974,16,6,0
140,16.898751449463802,n256,M-norm2,16.898748309803494,16.898752496003194,10.383645975405075,10.383648606055441,359921.5924812653,433166.7051601651,1.203502969004874,0.08044716600352327,974,16,6,0
140,16.898751449463802,n256,Z-norm2,16.898748309803494,16.898752496003194,10.383645975405075,10.383648606055441,12.607023663092626,12.607041294150214,1.000001398510708,6.07365058623102e-07,974,16,6,0
141,16.898754589060424,n256,C-norm2,16.898752496003194,16.89875668208864,10.383648606055441,10.383651236634007,1305563.9488380232,1323215.6619139598,1.013520374158345,0.0058324834637638765,980,16,6,0
141,16.898754589060424,n256,H-norm2,16.898752496003194,16.89875668208864,10.383648606055441,10.383651236634007,872340.8443712653,833887.9541669438,0.955919878734973,0.019578506972311668,980,16,6,0
141,16.898754589060424,n256,M-norm2,16.898752496003194,16.89875668208864,10.383648606055441,10.383651236634007,433166.7051601651,489271.3083766915,1.129521965904054,0.05289468109804692,980,16,6,0
141,16.898754589060424,n256,Z-norm2,16.898752496003194,16.89875668208864,10.383648606055441,10.383651236634007,12.607041294150214,12.607057574390183,1.0000012913608822,5.608305431798256e-07,980,16,6,0
142,16.89876296099889,n256,C-norm2,16.89876086805769,16.898765053911777,10.383653867139431,10.383656497572613,1357051.8426499185,1430410.6893006286,1.0540575122815221,0.022864307826319163,986,16,6,0
142,16.89876296099889,n256,H-norm2,16.89876086805769,16.898765053911777,10.383653867139431,10.383656497572613,977754.3604717089,904469.7533823303,0.9250480385952734,0.0338357133635387,986,16,6,0
142,16.89876296099889,n256,M-norm2,16.89876086805769,16.898765053911777,10.383653867139431,10.383656497572613,379241.082744481,525884.5364314956,1.3866760758770897,0.14197502279720184,986,16,6,0
142,16.89876296099889,n256,Z-norm2,16.89876086805769,16.898765053911777,10.383653867139431,10.383656497572613,12.607072165284311,12.607084070737415,1.0000009443471845,4.1012457755779375e-07,986,16,6,0
143,16.8987661003578,n256,C-norm2,16.898765053911777,16.898769239655376,10.383656497572613,10.383659127936362,1430410.6893006286,1339028.2467105137,0.9361145415972845,0.02867100837709173,992,16,6,0
143,16.8987661003578,n256,H-norm2,16.898765053911777,16.898769239655376,10.383656497572613,10.383659127936362,904469.7533823303,837903.639562425,0.9264031621057791,0.03319997123025373,992,16,6,0
143,16.8987661003578,n256,M-norm2,16.898765053911777,16.898769239655376,10.383656497572613,10.383659127936362,525884.5364314956,501068.20760996104,0.9528103089131863,0.020993552658894393,992,16,6,0
143,16.8987661003578,n256,Z-norm2,16.898765053911777,16.898769239655376,10.383656497572613,10.383659127936362,12.607084070737415,12.607095641345474,1.000000917786222,3.9858930883252005e-07,992,16,6,0
144,16.898769239655376,n256,C-norm2,16.898765053911777,16.898769239655376,10.383656497572613,10.383659127936362,1430410.6893006286,1339028.2467105137,0.9361145415972845,0.02867100837709173,998,16,6,0
144,16.898769239655376,n256,H-norm2,16.898765053911777,16.898769239655376,10.383656497572613,10.383659127936362,904469.7533823303,837903.639562425,0.9264031621057791,0.03319997123025373,998,16,6,0
144,16.898769239655376,n256,M-norm2,16.898765053911777,16.898769239655376,10.383656497572613,10.383659127936362,525884.5364314956,501068.20760996104,0.9528103089131863,0.020993552658894393,998,16,6,0
144,16.898769239655376,n256,Z-norm2,16.898765053911777,16.898769239655376,10.383656497572613,10.383659127936362,12.607084070737415,12.607095641345474,1.000000917786222,3.9858930883252005e-07,998,16,6,0
145,16.898772378894623,n256,C-norm2,16.898769239655376,16.898773425295328,10.383659127936362,10.383661758234977,1339028.2467105137,1327967.9848404296,0.9917400832303165,0.003602133500531716,1004,16,6,0
145,16.898772378894623,n256,H-norm2,16.898769239655376,16.898773425295328,10.383659127936362,10.383661758234977,837903.639562425,748554.7194720311,0.8933661153004966,0.048970524012259396,1004,16,6,0
145,16.898772378894623,n256,M-norm2,16.898769239655376,16.898773425295328,10.383659127936362,10.383661758234977,501068.20760996104,579356.8657815714,1.1562435153190789,0.0630493100549478,1004,16,6,0
145,16.898772378894623,n256,Z-norm2,16.898769239655376,16.898773425295328,10.383659127936362,10.383661758234977,12.607095641345474,12.60710580856852,1.0000008064683044,3.5024459318268285e-07,1004,16,6,0
146,16.898776564462125,n256,C-norm2,16.898773425295328,16.89877761083971,10.383661758234977,10.383664388473534,1327967.9848404296,1799116.6147606797,1.3547891480056005,0.13187170924498642,1010,16,6,0
146,16.898776564462125,n256,H-norm2,16.898773425295328,16.89877761083971,10.383661758234977,10.383664388473534,748554.7194720311,816827.9484636345,1.0912067310720552,0.03790703625158517,1010,16,6,0
146,16.898776564462125,n256,M-norm2,16.898773425295328,16.89877761083971,10.383661758234977,10.383664388473534,579356.8657815714,982232.2666584268,1.6953838379620536,0.22926803872611942,1010,16,6,0
146,16.898776564462125,n256,Z-norm2,16.898773425295328,16.89877761083971,10.383661758234977,10.383664388473534,12.60710580856852,12.607117352167094,1.0000009156422378,3.976581892215791e-07,1010,16,6,0
