cycle,time,tau_c,authority_event,authority_event_index,records,agrees,would_refine_earlier,would_derefine,would_not_refine,other,native_refine,native_derefine,native_same,max_raw_dchi,max_dchi_over_dx,strongest_gid,strongest_logical_location,strongest_physical_location
26,0.022013362308794054,0.013557549641460479,False,4,33,1,0,32,0,0,0,32,1,0.005014475084982951,0.3209264054389089,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
27,0.022690653836187912,0.013974678039366334,False,4,33,1,0,32,0,0,0,32,1,0.005012654715857356,0.3208099018148708,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
28,0.02336768216390063,0.014391644338159525,False,4,33,1,0,32,0,0,0,32,1,0.005010781666949998,0.32069002668479984,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
29,0.024044448427304303,0.014808449237078277,False,4,33,1,0,32,0,0,0,32,1,0.005008856115131069,0.3205667913683884,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
30,0.024720953759362545,0.01522509343387765,False,4,33,1,0,32,0,0,0,32,1,0.005006878238127155,0.32044020724013794,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
31,0.02539719929063662,0.015641577624833317,False,4,33,1,0,32,0,0,0,32,1,0.005004848214549691,0.3203102857311802,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
32,0.026073186149292014,0.016057902504745623,False,4,33,1,0,32,0,0,0,32,1,0.005002766223930239,0.32017703833153527,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
33,0.02674891546110545,0.016474068766943895,False,4,33,1,0,32,0,0,0,32,1,0.005000632446756907,0.32004047659244206,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
34,0.02742438834947232,0.01689007710329103,False,4,33,1,0,32,0,0,0,32,1,0.004998447064511727,0.31990061212875054,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
35,0.028099605935414433,0.017305928204188265,False,4,33,1,0,32,0,0,0,32,1,0.004996210259701117,0.31975745662087146,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
36,0.028774569337588037,0.017721622758580125,False,4,33,1,0,32,0,0,0,32,1,0.004993922215878856,0.3196110218162468,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
37,0.029449279672291953,0.018137161453959424,False,4,33,1,0,32,0,0,0,32,1,0.004991583117659687,0.31946131953021994,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
38,0.030123738053475735,0.018552544976372303,False,4,33,1,0,32,0,0,0,32,1,0.004989193150717071,0.31930836164589255,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
39,0.030797945592747723,0.018967774010423183,False,4,33,1,0,32,0,0,0,32,1,0.0049867525017667546,0.3191521601130723,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
40,0.031471903399382904,0.01938284923927962,False,4,33,1,0,32,0,0,0,32,1,0.004984261358536393,0.31899272694632913,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
41,0.032145612580330475,0.019797771344676952,False,4,33,1,0,32,0,0,0,32,1,0.004981719909716782,0.31883007422187404,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
42,0.03281907424022103,0.02021254100692273,False,4,33,1,0,32,0,0,0,32,1,0.004979128344902484,0.318664214073759,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
43,0.03349228948137338,0.02062715890490093,False,4,33,1,0,32,0,0,0,32,1,0.0049764868545200975,0.31849515868928624,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
44,0.034165259403801024,0.021041625716075926,False,4,33,1,0,32,0,0,0,32,1,0.004973795629747522,0.3183229203038414,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
45,0.034837985105218204,0.021455942116496228,False,4,33,1,0,32,0,0,0,32,1,0.00497105486242808,0.31814751119539714,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
46,0.03551046768104572,0.021870108780798064,False,4,33,1,0,32,0,0,0,32,1,0.004968264744982912,0.3179689436789064,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
47,0.03618270822441652,0.022284126382208832,False,4,33,1,0,32,0,0,0,32,1,0.0049654254703243575,0.3177872301007589,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
48,0.03685470782618123,0.02269799559255048,False,4,33,1,0,32,0,0,0,32,1,0.004962537231772656,0.31760238283345,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
49,0.03752646757491356,0.02311171708224288,False,4,33,1,0,32,0,0,0,32,1,0.004959600222980781,0.31741441427077,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
50,0.038197988556915925,0.023525291520307245,False,4,33,1,0,32,0,0,0,32,1,0.004956614637866846,0.31722333682347814,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
51,0.038869271856225095,0.02393871957436965,False,4,33,1,0,32,0,0,0,32,1,0.0049535806705548,0.3170291629155072,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
52,0.03954031855461814,0.024352001910664663,False,4,33,1,0,32,0,0,0,32,1,0.0049504985153258595,0.316831904980855,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
53,0.040211129731618576,0.024765139194039155,False,4,33,1,0,32,0,0,0,32,1,0.00494736836657988,0.3166315754611123,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
54,0.04088170646450277,0.025178132087956235,False,4,33,1,0,32,0,0,0,32,1,0.004944190418802823,0.3164281868033807,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
55,0.04155204982830659,0.02559098125449934,False,4,33,1,0,32,0,0,0,32,1,0.004940964866544054,0.3162217514588195,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
56,0.0422221608958322,0.02600368735437644,False,4,33,1,0,32,0,0,0,32,1,0.004937691904397313,0.31601228188142805,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
57,0.04289204073765502,0.0264162510469243,False,4,33,1,0,32,0,0,0,32,1,0.00493437172698833,0.3157997905272531,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
58,0.043561690422130706,0.02682867299011281,False,4,33,1,0,32,0,0,0,32,1,0.004931004528964334,0.3155842898537174,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
59,0.04423111101540214,0.027240953840549264,False,4,33,1,0,32,0,0,0,32,1,0.0049275905049856175,0.3153657923190795,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
60,0.04490030358140629,0.027653094253482596,False,4,33,1,0,32,0,0,0,32,1,0.004924129849719561,0.31514431038205193,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
61,0.04556926918188093,0.02806509488280753,False,4,33,1,0,32,0,0,0,32,1,0.004920622757834702,0.3149198565014209,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
62,0.046238008876371195,0.0284769563810686,False,4,33,1,0,32,0,0,0,32,1,0.004917069423995629,0.31469244313572026,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
63,0.04690652372223587,0.028888679399464032,False,4,33,1,0,32,0,0,0,32,1,0.004913470042861587,0.3144620827431416,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
64,0.04757481477465344,0.02930026458784947,False,4,33,1,0,32,0,0,0,32,1,0.004909824809083134,0.3142287877813206,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
65,0.048242883086628,0.02971171259474162,False,4,33,1,0,32,0,0,0,32,1,0.004906133917304083,0.31399510665447256,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
66,0.048910729708994884,0.030123024067321716,False,4,33,1,0,32,0,0,0,32,1,0.004902397562167378,0.31379424593564587,51,"[5, 5, 16, 0]","[5.0078125, 0.3984375]"
67,0.04957835569042623,0.03053419965143894,False,4,33,1,0,32,0,0,0,32,1,0.004898615938320793,0.31359092199587124,51,"[5, 5, 16, 0]","[5.0078125, 0.3984375]"
68,0.05024576207743641,0.03094523999161378,False,4,33,1,0,32,0,0,0,32,1,0.0048947892404308775,0.313385144237007,51,"[5, 5, 16, 0]","[5.0078125, 0.3984375]"
69,0.05091294991438747,0.03135614573104136,False,4,33,1,0,32,0,0,0,32,1,0.0048909176632003885,0.3131769220594916,51,"[5, 5, 16, 0]","[5.0078125, 0.3984375]"
70,0.05157992024349453,0.03176691751159481,False,4,33,1,0,32,0,0,0,32,1,0.004887001401388942,0.3129662648640562,51,"[5, 5, 16, 0]","[5.0078125, 0.3984375]"
71,0.05224667410483131,0.0321775559738286,False,4,33,1,0,32,0,0,0,32,1,0.004883040649840624,0.3127531820533156,51,"[5, 5, 16, 0]","[5.0078125, 0.3984375]"
72,0.05291321253633568,0.03258806175698202,False,4,33,1,0,32,0,0,0,32,1,0.004879035603512417,0.3125376830328038,51,"[5, 5, 16, 0]","[5.0078125, 0.3984375]"
73,0.05357953657381533,0.03299843549898266,False,4,33,1,0,32,0,0,0,32,1,0.004874986457509142,0.31231977721142284,51,"[5, 5, 16, 0]","[5.0078125, 0.3984375]"
74,0.054245647250953585,0.03340867783644996,False,4,33,1,0,32,0,0,0,32,1,0.004870893407118341,0.31209947400125426,51,"[5, 5, 16, 0]","[5.0078125, 0.3984375]"
75,0.054911545599315235,0.03381878940469884,False,4,33,1,0,32,0,0,0,32,1,0.004866756647847332,0.311876782816821,51,"[5, 5, 16, 0]","[5.0078125, 0.3984375]"
76,0.05557723264835248,0.034228770837743325,False,4,33,1,0,32,0,0,0,32,1,0.004862576375460545,0.3116517130741044,51,"[5, 5, 16, 0]","[5.0078125, 0.3984375]"
77,0.05624270942541089,0.03463862276830025,False,4,33,1,0,32,0,0,0,32,1,0.0048583527860163195,0.31142427418890484,51,"[5, 5, 16, 0]","[5.0078125, 0.3984375]"
78,0.05690797695573535,0.035048345827792905,False,4,33,1,0,32,0,0,0,32,1,0.004854086075902133,0.3111944755754925,51,"[5, 5, 16, 0]","[5.0078125, 0.3984375]"
79,0.05757303626247599,0.035457940646354685,False,4,33,1,0,32,0,0,0,32,1,0.004849776441865464,0.31096232664522355,51,"[5, 5, 16, 0]","[5.0078125, 0.3984375]"
80,0.058237888366694,0.03586740785283267,False,4,33,1,0,32,0,0,0,32,1,0.00484542408104384,0.31072797023617743,51,"[5, 5, 16, 0]","[5.0078125, 0.3984375]"
81,0.0589025342873674,0.03627674807479119,False,4,33,1,0,32,0,0,0,32,1,0.004841029190988357,0.31049275336528875,51,"[5, 5, 16, 0]","[5.0078125, 0.3984375]"
82,0.0595669750413967,0.0366859619385153,False,4,33,1,0,32,0,0,0,32,1,0.004836591969684728,0.3102552297268791,51,"[5, 5, 16, 0]","[5.0078125, 0.3984375]"
83,0.06023121164361047,0.03709505006901422,False,4,33,1,0,32,0,0,0,32,1,0.0048321126155699105,0.3100154086949125,51,"[5, 5, 16, 0]","[5.0078125, 0.3984375]"
84,0.060895245106770864,0.037504013090024726,False,4,33,1,0,32,0,0,0,32,1,0.00482759132754121,0.309773299638139,51,"[5, 5, 16, 0]","[5.0078125, 0.3984375]"
85,0.06155907644157907,0.037912851624014504,False,4,33,1,0,32,0,0,0,32,1,0.004823028304964772,0.3095289119226467,51,"[5, 5, 16, 0]","[5.0078125, 0.3984375]"
86,0.062222706656680817,0.03832156629218556,False,4,33,1,0,32,0,0,0,32,1,0.0048184237476782184,0.30928225491516637,51,"[5, 5, 16, 0]","[5.0078125, 0.3984375]"
87,0.06288613675867191,0.03873015771447762,False,4,33,1,0,32,0,0,0,32,1,0.00481377785598808,0.30903333798643273,51,"[5, 5, 16, 0]","[5.0078125, 0.3984375]"
88,0.06354936775210389,0.03913862650957159,False,4,33,1,0,32,0,0,0,32,1,0.004809090830668565,0.3087821705152592,51,"[5, 5, 16, 0]","[5.0078125, 0.3984375]"
89,0.06421240063948983,0.039546973294893165,False,4,33,1,0,32,0,0,0,32,1,0.0048043628729524945,0.30852876189212103,51,"[5, 5, 16, 0]","[5.0078125, 0.3984375]"
90,0.06487523642131032,0.03995519868661651,False,4,33,1,0,32,0,0,0,32,1,0.004799594184524977,0.30827312152280106,51,"[5, 5, 16, 0]","[5.0078125, 0.3984375]"
91,0.0655378760960197,0.04036330329966806,False,4,33,1,0,32,0,0,0,32,1,0.0047947849675137166,0.3080152588314004,51,"[5, 5, 16, 0]","[5.0078125, 0.3984375]"
92,0.06620032066005245,0.040771287747730485,False,4,33,1,0,32,0,0,0,32,1,0.004789935424478848,0.307755183262434,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
93,0.06686257110782988,0.04117915264324682,False,4,35,1,0,34,0,0,0,34,1,0.0047850457584047755,0.30749290428238596,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
94,0.06752462843176694,0.041586898597424635,False,4,35,1,0,34,0,0,0,34,1,0.004780116172689653,0.30722843137994416,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
95,0.06818649362227928,0.04199452622024038,False,4,35,1,0,34,0,0,0,34,1,0.004775146871137454,0.3069617740654533,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
96,0.06884816766779034,0.04240203612044377,False,4,35,1,0,34,0,0,0,34,1,0.004770138057949751,0.30669294186894336,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
97,0.06950965155473852,0.042809428905562205,False,4,35,1,0,34,0,0,0,34,1,0.0047650899377177985,0.306421944337757,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
98,0.07017094626758445,0.04321670518190521,False,4,35,1,0,34,0,0,0,34,1,0.004760002715415804,0.30614879103296455,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
99,0.07083205278881802,0.04362386555456879,False,4,35,1,0,34,0,0,0,34,1,0.004754876596393062,0.3058734915253768,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
100,0.07149297209896541,0.04403091062743978,False,4,35,1,0,34,0,0,0,34,1,0.004749711786364586,0.3055960553912788,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
101,0.07215370517659594,0.04443784100320002,False,4,35,1,0,34,0,0,0,34,1,0.004744508491402172,0.30531649220796,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
102,0.07281425299832875,0.04484465728333048,False,4,35,1,0,34,0,0,0,34,1,0.004739266917921888,0.3050348115495352,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
103,0.07347461653883908,0.04525136006811515,False,4,35,1,0,34,0,0,0,34,1,0.0047339872726707526,0.30475102298315915,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
104,0.07413479677086453,0.045657949956644864,False,4,35,1,0,34,0,0,0,34,1,0.0047286697627079355,0.3044651360658901,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
105,0.07479479466521098,0.04606442754682097,False,4,35,1,0,34,0,0,0,34,1,0.00472331459538581,0.30417716034237596,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
106,0.07545461119075829,0.046470793435358815,False,4,35,1,0,34,0,0,0,34,1,0.004717921978324174,0.3038871053435313,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
107,0.07611424731446581,0.04687704821779116,False,4,35,1,0,34,0,0,0,34,1,0.004712492119385497,0.3035949805859629,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
108,0.0767737040013778,0.0472831924884715,False,4,35,1,0,34,0,0,0,34,1,0.004707025226643287,0.30330079557267875,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
109,0.07743298221462865,0.047689226840577296,False,4,35,1,0,34,0,0,0,34,1,0.004701521508349182,0.3030045597944805,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
110,0.07809208291544809,0.04809515186611316,False,4,35,1,0,34,0,0,0,34,1,0.0046959811729,0.30270628273204,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
111,0.0787510070631663,0.04850096815591403,False,4,35,1,0,34,0,0,0,34,1,0.004690404428801079,0.30240597385877166,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
112,0.07940975561521908,0.0489066762996483,False,4,35,1,0,34,0,0,0,34,1,0.0046847914846302125,0.30210465591171004,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
113,0.08006832952715295,0.04931227688582102,False,4,35,1,0,34,0,0,0,34,1,0.004679142549003193,0.3018024755218113,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
114,0.0807267297526303,0.049717770501777045,False,4,35,1,0,34,0,0,0,34,1,0.004673457830538738,0.3014983039240266,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
115,0.0813849572434346,0.05012315773370422,False,4,35,1,0,34,0,0,0,34,1,0.004667737537827062,0.3011921504703074,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
116,0.08204301294947554,0.05052843916663657,False,4,35,1,0,34,0,0,0,34,1,0.004661981879400534,0.30088402451280416,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
117,0.08270089781879425,0.0509336153844575,False,4,37,1,0,36,0,0,0,36,1,0.004656191063709715,0.3005739354067812,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
118,0.08335861279756845,0.05133868696990299,False,4,37,1,0,36,0,0,0,36,1,0.004650365299098428,0.3002618925134164,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
119,0.08401615883011754,0.05174365450456468,False,4,37,1,0,36,0,0,0,36,1,0.004644504793789817,0.2999479052021947,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
120,0.08467353685890759,0.052148518568893,False,4,37,1,0,36,0,0,0,36,1,0.004638609755869447,0.2996319828524614,31,"[5, 5, 15, 0]","[5.0078125, -0.3984375]"
121,0.08533074782455637,0.052553279742200205,False,4,37,1,0,36,0,0,0,36,1,0.004632695832306907,0.29931413485466274,31,"[5, 5, 15, 0]","[5.0078125, -0.4140625]"
122,0.08598779266583804,0.052957938602663325,False,4,37,1,0,36,0,0,0,36,1,0.004626787126972548,0.2989943706105006,51,"[5, 5, 16, 0]","[5.0078125, 0.4140625]"
123,0.08664467231968793,0.05336249572732705,False,4,37,1,0,36,0,0,0,36,1,0.0046208446872946975,0.2986726995325615,51,"[5, 5, 16, 0]","[5.0078125, 0.4140625]"
124,0.08730138772120702,0.05376695169210651,False,4,37,1,0,36,0,0,0,36,1,0.004614868717681568,0.2983491310431437,51,"[5, 5, 16, 0]","[5.0078125, 0.4140625]"
125,0.08795793980366637,0.054171307071790034,False,4,37,1,0,36,0,0,0,36,1,0.004608859422714336,0.2980236745723855,51,"[5, 5, 16, 0]","[5.0078125, 0.4140625]"
126,0.08861432949851145,0.05457556244004176,False,4,37,1,0,36,0,0,0,36,1,0.004602817007133106,0.2976963395560533,51,"[5, 5, 16, 0]","[5.0078125, 0.4140625]"
127,0.08927055773536632,0.05497971836940424,False,4,37,1,0,36,0,0,0,36,1,0.004596741675817014,0.2973671354325332,51,"[5, 5, 16, 0]","[5.0078125, 0.4140625]"
128,0.08992662544203782,0.055383775431301005,False,4,37,1,0,36,0,0,0,36,1,0.004590633633763073,0.29703607163978907,51,"[5, 5, 16, 0]","[5.0078125, 0.4140625]"
129,0.09058253354451964,0.055787734196039086,False,4,37,1,0,36,0,0,0,36,1,0.004584493086062397,0.29670315761211,51,"[5, 5, 16, 0]","[5.0078125, 0.4140625]"
130,0.09123828296699647,0.056191595232811545,False,4,37,1,0,36,0,0,0,36,1,0.004578320237871881,0.2963684027767174,51,"[5, 5, 16, 0]","[5.0078125, 0.4140625]"
131,0.0918938746318481,0.056595359109700025,False,4,37,1,0,36,0,0,0,36,1,0.004572115294385103,0.2960318165505706,51,"[5, 5, 16, 0]","[5.0078125, 0.4140625]"
132,0.09254930945965364,0.05699902639367732,False,4,37,1,0,36,0,0,0,36,1,0.0045658784608025174,0.29569340833726837,51,"[5, 5, 16, 0]","[5.0078125, 0.4140625]"
133,0.09320458836919586,0.05740259765061006,False,4,37,1,0,36,0,0,0,36,1,0.004559609942300394,0.2953531875242976,51,"[5, 5, 16, 0]","[5.0078125, 0.4140625]"
134,0.0938597122774655,0.05780607344526137,False,4,37,1,0,36,0,0,0,36,1,0.00455330994400054,0.29501116348039613,31,"[5, 5, 15, 0]","[5.0078125, -0.4140625]"
135,0.09451468209966588,0.05820945434129368,False,4,37,1,0,36,0,0,0,36,1,0.004546978670941569,0.29466734555360596,31,"[5, 5, 15, 0]","[5.0078125, -0.4140625]"
136,0.0951694987492174,0.058612740901271554,False,4,37,1,0,36,0,0,0,36,1,0.0045406163280499595,0.29432274409158266,31,"[5, 5, 15, 0]","[5.0078125, -0.4140625]"
137,0.09582416313776242,0.05901593368666459,False,4,37,1,0,36,0,0,0,36,1,0.004534223120117998,0.29397791124734873,31,"[5, 5, 15, 0]","[5.0078125, -0.4140625]"
138,0.09647867617516999,0.05941903325785045,False,4,37,1,0,36,0,0,0,36,1,0.004527799251781172,0.29363132173671375,31,"[5, 5, 15, 0]","[5.0078125, -0.4140625]"
139,0.0971330387695409,0.05982204017411788,False,4,37,1,0,36,0,0,0,36,1,0.004521344927499779,0.2932829845881702,31,"[5, 5, 15, 0]","[5.0078125, -0.4140625]"
140,0.09778725182721257,0.06022495499366976,False,4,37,1,0,36,0,0,0,36,1,0.004514860351545493,0.2929329088038763,31,"[5, 5, 15, 0]","[5.0078125, -0.4140625]"
141,0.0984413162527642,0.06062777827362626,False,4,37,1,0,36,0,0,0,36,1,0.004508345727991388,0.29258110336117144,31,"[5, 5, 15, 0]","[5.0078125, -0.4140625]"
142,0.09909523294902178,0.061030510570027924,False,4,37,1,0,36,0,0,0,36,1,0.004501801260704802,0.2922275772141536,31,"[5, 5, 15, 0]","[5.0078125, -0.4140625]"
143,0.09974900281706324,0.06143315243783884,False,4,37,1,0,36,0,0,0,36,1,0.004495227153344191,0.2918723392953857,31,"[5, 5, 15, 0]","[5.0078125, -0.4140625]"
144,0.10040262428286548,0.06183570290766528,False,4,37,1,0,36,0,0,0,36,1,0.004488623634407037,0.29151539987185193,31,"[5, 5, 15, 0]","[5.0078125, -0.4140625]"
145,0.10105609602938147,0.06223816116837934,False,4,37,1,0,36,0,0,0,36,1,0.0044819909300165455,0.29115676907691973,31,"[5, 5, 15, 0]","[5.0078125, -0.4140625]"
146,0.1017094189680054,0.06264052778129904,False,4,37,1,0,36,0,0,0,36,1,0.004475329243711352,0.2907964558184879,31,"[5, 5, 15, 0]","[5.0078125, -0.4140625]"
147,0.10236259400835485,0.06304280330664838,False,4,37,1,0,36,0,0,0,36,1,0.00446863877882646,0.29046026825379523,31,"[5, 5, 15, 0]","[5.0078125, -0.4140625]"
148,0.10301562205827584,0.06344498830356043,False,4,37,1,0,36,0,0,0,36,1,0.004461919738502564,0.29016631267199156,31,"[5, 5, 15, 0]","[5.0078125, -0.4140625]"
149,0.10366850402384784,0.06384708333008036,False,4,37,1,0,36,0,0,0,36,1,0.004455172325693781,0.2898709316620851,31,"[5, 5, 15, 0]","[5.0078125, -0.4140625]"
