time,dt,C-norm2,H-norm2,M-norm2,Z-norm2,Mx-norm2,My-norm2,Mz-norm2,Theta-norm,Volume,max_abs_K,nmb_total,maxAbsKret,maxRefLev,maxNmbRank,ahStatus,ahLastCyc,cycle,axisLapse,axisTau,axisKret,ax-C2,ax-H2,ax-M2,ax-Z2,ax-N,off-C2,off-H2,off-M2,off-Z2,off-Vol,L0-C2,L0-H2,L0-M2,L0-Z2,L0-N,L1-C2,L1-H2,L1-M2,L1-Z2,L1-N,L2-C2,L2-H2,L2-M2,L2-Z2,L2-N,L3-C2,L3-H2,L3-M2,L3-Z2,L3-N,L4-C2,L4-H2,L4-M2,L4-Z2,L4-N,C-Linf,C-rho,C-z,H-Linf,H-rho,H-z,M-Linf,M-rho,M-z,Z-Linf,Z-rho,Z-z,muMin,muMax,segment
0.0,0.010825573171132733,0.00678802630103632,0.006784520832745949,0.0,8.763670725927026e-07,0.0,0.0,0.0,0.0,47761.35772252525,0.0,32.0,92.7165072134944,0.0,32.0,0.0,-1.0,0.0,0.615887363748436,0.0,0.0005646155346037541,5.780384394349202e-05,5.7803843943492004e-05,0.0,3.254863377530788e-25,1280.0,0.006785171825105927,0.006781666356815569,0.0,8.763670725926991e-07,47661.88480466766,1.1542001095907384e-05,1.1542001095907382e-05,0.0,9.433663092148275e-29,256.0,1.153140664083639e-05,1.153140664083639e-05,0.0,7.432377401805192e-29,256.0,1.1529054076622289e-05,1.1529054076622287e-05,0.0,7.4675598808617525e-28,256.0,1.1519443062054675e-05,1.1519443062054673e-05,0.0,1.627795817333263e-26,256.0,1.1681939068071228e-05,1.168193906807123e-05,0.0,3.082929631867205e-25,256.0,0.011207681936399332,5.4375,-0.0625,0.011207636144804071,5.4375,-0.0625,0.0,0.0625,-15.9375,0.00010392303349146856,5.1875,-0.0625,0.0,0.0,0.0
0.02026712489337064,0.0013578232647199725,0.007868361090573189,0.007752052313528978,7.515437560023388e-06,2.7170553112408447e-05,7.619153900600283e-06,2.6373226364456203e-06,0.0,1.111270345553403e-07,47761.18370501679,0.017998932759327672,80.0,95.28299070130227,3.0,80.0,0.0,-1.0,4.0,0.615879214128513,0.012482189173621422,0.0005647245673388779,5.763913191034852e-05,5.763775396467845e-05,1.3460429483475131e-09,8.095428946341711e-14,1920.0,0.007865564968740984,0.007749256246097709,7.515384455850487e-06,2.7170553108470414e-05,47709.340477297235,1.1562206110948559e-05,1.156200644663282e-05,1.9218490690714424e-10,1.6211167507823824e-14,384.0,1.1545716437298918e-05,1.154546101862224e-05,2.4866875292136405e-10,1.6206064755477413e-14,384.0,1.1531426942319004e-05,1.153116296177208e-05,2.5765996534596205e-10,1.6195894784726956e-14,384.0,1.1505499058717561e-05,1.1505168654058781e-05,3.249014573390674e-10,1.618069050413029e-14,384.0,1.1494283361064558e-05,1.1493954883592468e-05,3.2262786583397435e-10,1.6160471911258753e-14,384.0,0.011748590585449074,5.390625,0.140625,0.011698212539243072,5.421875,-0.140625,0.0004569820652997047,5.234375,-0.046875,0.0007401493881201343,4.8671875,-0.2421875,0.017998932759327672,0.017998932759327672,0.0
0.025687672508521338,0.0013535434647319175,0.007813989308242767,0.007686919793933376,1.860170759720056e-05,2.7068595165983746e-05,1.7672645912431433e-05,7.295866796936402e-06,0.0,1.9342604825534085e-07,47761.18306713183,0.022788522405608816,80.0,95.2234720109379,3.0,80.0,0.0,-1.0,8.0,0.6158792147041124,0.015820591780485428,0.0005647260647231843,5.762552198539147e-05,5.762329092552813e-05,2.179575995248715e-09,2.015357150253027e-13,1920.0,0.00781119380479639,0.0076841243777682235,1.8601622406006377e-05,2.7068595156180407e-05,47709.339839021,1.1559517928051638e-05,1.1559203631058336e-05,3.0228743817258666e-10,4.035728378760352e-14,384.0,1.1543023772209894e-05,1.1542618045259804e-05,3.9484565716255635e-10,4.0344684460789127e-14,384.0,1.1528754354558989e-05,1.152832689498836e-05,4.1728045687453095e-10,4.031957421679499e-14,384.0,1.1502757009190758e-05,1.1502222747322565e-05,5.253242178093913e-10,4.028204260388285e-14,384.0,1.1491468921380062e-05,1.149091960689907e-05,5.39838225229655e-10,4.0232129956232114e-14,384.0,0.011664776517257093,5.390625,0.140625,0.011624099514265377,5.421875,-0.140625,0.0006767620919354674,5.234375,-0.046875,0.0007357453337867285,4.8671875,-0.2421875,0.022788522405608816,0.022788522405608816,0.0
0.031091466119591463,0.0013494094298155416,0.007735173742547093,0.007592437495707115,3.473144872465584e-05,2.6925431703551847e-05,3.2123468683692365e-05,1.4200225665930539e-05,0.0,3.030713011142251e-07,47761.18228312728,0.027556677331398334,80.0,95.14916508475007,3.0,80.0,0.0,-1.0,12.0,0.6158792154192231,0.019148675947968152,0.000564727482640416,5.760962530307234e-05,5.760635747132507e-05,3.1921645843306913e-09,4.1701275014282677e-13,1920.0,0.007732378959079692,0.007589642839209054,3.473132482559869e-05,2.6925431683267905e-05,47709.3390545349,1.1556394497403475e-05,1.1555943101934008e-05,4.3380368162754925e-10,8.350541771620389e-14,384.0,1.1539870069388606e-05,1.153928343408123e-05,5.706541545172269e-10,8.347957202266688e-14,384.0,1.1525645518980038e-05,1.1525019360060917e-05,6.112181112246406e-10,8.342804460849037e-14,384.0,1.149953500824859e-05,1.1498752956802025e-05,7.688581562383076e-10,8.335104834923327e-14,384.0,1.1488180209051563e-05,1.1487358618446905e-05,8.076304807229703e-10,8.324866744623234e-14,384.0,0.011544891129903418,5.421875,0.140625,0.011516958728426235,5.421875,0.140625,0.0008994780784229052,5.734375,-0.015625,0.0007295486199635485,4.8671875,0.2421875,0.027556677331398334,0.027556677331398334,0.0
0.03647908255354154,0.0013454186714257855,0.007635245630808391,0.007472503707888314,5.5323563088254665e-05,2.6745130787863005e-05,5.0496072226636516e-05,2.306828922124572e-05,0.0,4.378366803699212e-07,47761.1813552726,0.03230261471950984,80.0,95.06031933798064,3.0,80.0,0.0,-1.0,16.0,0.6158792162669005,0.02246679693251722,0.0005647288430345439,5.75915932932239e-05,5.758711962160833e-05,4.3692635340879134e-09,7.614367987118143e-13,1920.0,0.00763245166200732,0.00746970991195508,5.532339445665634e-05,2.6745130750826777e-05,47709.33812610822,1.155286264337269e-05,1.1552253711154352e-05,5.847150034605903e-10,1.5247355119856657e-13,384.0,1.1536286359964359e-05,1.1535490584925896e-05,7.737351166300663e-10,1.5242677033921973e-13,384.0,1.1522128624187023e-05,1.1521271422425334e-05,8.366035086056533e-10,1.5233349026239958e-13,384.0,1.1495867201544689e-05,1.1494796561273548e-05,1.05237888213022e-09,1.5219413158409336e-13,384.0,1.1484448464155106e-05,1.1483307341829255e-05,1.121831023261383e-09,1.5200885532753655e-13,384.0,0.01140823478649847,5.421875,0.140625,0.011377257382475843,5.421875,0.140625,0.0011238221748913824,5.734375,-0.015625,0.000721748379456162,4.8828125,-0.2421875,0.03230261471950984,0.03230261471950984,0.0
0.04185108880262887,0.0013415687520523958,0.0075183143580141686,0.007331916487587284,7.966789757612369e-05,2.653374263198354e-05,7.22087974011374e-05,3.355633097288151e-05,0.0,5.950023228268077e-07,47761.18028591822,0.037025564048663265,80.0,94.95719453350304,3.0,80.0,0.0,-1.0,20.0,0.6158792172395366,0.02577530393354659,0.0005647301728853002,5.757158565533513e-05,5.756575261337474e-05,5.695390637531153e-09,1.2702631804745892e-12,1920.0,0.007515521291315886,0.0073291236452371,7.966767881458647e-05,2.653374257019848e-05,47709.33705609224,1.1548950244767554e-05,1.1548165433130792e-05,7.529365430008828e-10,2.543604653310502e-13,384.0,1.1532305526097261e-05,1.1531274850592291e-05,1.0016297121643428e-09,2.542831105751695e-13,384.0,1.1518233144973836e-05,1.1517115624380476e-05,1.0903784546706942e-09,2.5412887165055946e-13,384.0,1.1491790088653194e-05,1.1490393394167412e-05,1.3725636682866412e-09,2.5389849540862673e-13,384.0,1.148030665084325e-05,1.1478803311103737e-05,1.4778822594085963e-09,2.5359223750918473e-13,384.0,0.011240278476267856,5.421875,0.140625,0.011205642804644374,5.421875,0.140625,0.0013436157324080169,5.734375,-0.015625,0.0007122191222776037,4.8828125,-0.2421875,0.037025564048663265,0.037025564048663265,0.0
0.04720804228833126,0.0013378573079098537,0.0073888572522216815,0.0071759285834578565,0.00010696215366684574,2.6298754567301943e-05,9.660258202549474e-05,4.5279470460053305e-05,0.0,7.714968277714236e-07,47761.17907749737,0.041724765148774386,80.0,94.84005665473096,3.0,80.0,0.0,-1.0,24.0,0.6158792183289107,0.029074540255979133,0.0005647315040618053,5.7549768705451324e-05,5.7542439054396456e-05,7.154323092622174e-09,1.9790944087672666e-12,1920.0,0.007386065167541089,0.007173136779534868,0.00010696188002841747,2.6298754471039207e-05,47709.3358469219,1.1544685980517475e-05,1.1543709085062813e-05,9.36343269625127e-10,3.9629404666108554e-13,384.0,1.1527961931613573e-05,1.1526673140439549e-05,1.2518069861413094e-09,3.9617461770685134e-13,384.0,1.1513989562660277e-05,1.1512585665186525e-05,1.369336831105029e-09,3.959365226824418e-13,384.0,1.14873420905358e-05,1.1485585374526449e-05,1.7259284672904291e-09,3.9558092662135397e-13,384.0,1.1475789140124177e-05,1.1473885789181037e-05,1.8709075384602743e-09,3.9510829509554123e-13,384.0,0.011041837857867476,5.421875,-0.140625,0.011003012599741433,5.421875,-0.140625,0.0015576634139553619,5.734375,-0.015625,0.0007010574171729181,4.8828125,-0.2421875,0.041724765148774386,0.041724765148774386,0.0
0.052550491174407354,0.001334282053220711,0.007251447483198825,0.007009941977814053,0.00013634882452329247,2.6048160239756412e-05,0.00012296993425019447,5.783129640887199e-05,0.0,9.640399024535545e-07,47761.177732529,0.04639946731778287,80.0,94.70917711369891,3.0,80.0,0.0,-1.0,28.0,0.6158792195262381,0.03236484350305168,0.0005647328732682289,5.7526313732880154e-05,5.751736708690693e-05,8.729292537509122e-09,2.9225767358990295e-12,1920.0,0.0072486564527319,0.007007151288775138,0.00013634849192681772,2.604816009760159e-05,47709.33450111444,1.1540099091849687e-05,1.153891606453895e-05,1.1327950441283191e-09,5.852102979485449e-13,384.0,1.1523291051769008e-05,1.152172352401776e-05,1.5216903691466682e-09,5.850355964380419e-13,384.0,1.150942908952695e-05,1.1507716085160562e-05,1.6701653835780367e-09,5.846873457668238e-13,384.0,1.1482563110890307e-05,1.1480416032306104e-05,2.1088642964656924e-09,5.841672908775947e-13,384.0,1.1470931388844187e-05,1.1468595380883571e-05,2.29577744419038e-09,5.834762048680187e-13,384.0,0.01081406995799344,5.421875,0.140625,0.010770601630447112,5.421875,0.140625,0.0017646938751581796,5.734375,-0.015625,0.0006883591464644301,4.8828125,-0.2421875,0.04639946731778287,0.04639946731778287,0.0
0.05787897464519354,0.0013308407652845512,0.007110592155553788,0.006839315535950039,0.00016694931397945138,2.5789509323812343e-05,0.00015058213998425196,7.080085105495509e-05,0.0,1.1692683290492293e-06,47761.17625361665,0.05104892949574778,80.0,94.56880771376802,3.0,80.0,0.0,-1.0,32.0,0.6158792208222182,0.03564654574771029,0.0005647343218332186,5.75013953757993e-05,5.7490728572685486e-05,1.040317686227166e-08,4.133442113227793e-12,1920.0,0.007107802243653309,0.006836526029731538,0.0001669489190173238,2.5789509122759298e-05,47709.33302127692,1.1535219148933752e-05,1.1533818092674573e-05,1.3401604708948647e-09,8.276614682783206e-13,384.0,1.1518329105484864e-05,1.1516464838275496e-05,1.8086829353275734e-09,8.274168254949671e-13,384.0,1.1504583398910219e-05,1.1502541955776371e-05,1.9894840211871375e-09,8.26929177083043e-13,384.0,1.1477494094193593e-05,1.1474930031086414e-05,2.51767275611136e-09,8.262010298381384e-13,384.0,1.1465769628276858e-05,1.1462973654872743e-05,2.7471766787507274e-09,8.252336125333301e-13,384.0,0.010617422066927229,5.421875,-0.015625,0.010586012057302979,5.421875,-0.015625,0.001963362427641136,5.734375,-0.015625,0.0006740447176239327,4.8828125,-0.2421875,0.05104892949574778,0.05104892949574778,0.0
0.06319402311687494,0.0013275312693528385,0.006970535529250899,0.006669139578661514,0.0001978938023298207,2.5529576003847374e-05,0.00017871355096024162,8.3786415686825e-05,0.0,1.3838442441749957e-06,47761.17464344274,0.05567242131493205,80.0,94.42006463635437,3.0,80.0,0.0,-1.0,36.0,0.6158792222070827,0.03891997366272582,0.000564735895697333,5.747519000944998e-05,5.74627172950133e-05,1.2158687105523463e-08,5.641688750064405e-12,1920.0,0.006967746792372252,0.0066663513146245435,0.0001978933422684261,2.552957572942897e-05,47709.33141009025,1.1530075807839886e-05,1.1528446948838002e-05,1.5563393522819066e-09,1.1296519670903296e-12,384.0,1.1513112696419313e-05,1.151093630487381e-05,2.1101912624943333e-09,1.1293214868469738e-12,384.0,1.149948436403144e-05,1.1497098579249539e-05,2.323885241402931e-09,1.128662798922175e-12,384.0,1.1472176587938612e-05,1.1469172695934433e-05,2.9486004629122795e-09,1.1276794090969381e-12,384.0,1.1460340553220756e-05,1.1457062766117487e-05,3.219670786431996e-09,1.1263730881079932e-12,384.0,0.010435239257506211,5.421875,-0.015625,0.01039922852005418,5.421875,-0.015625,0.002152260968644119,5.734375,-0.015625,0.000658113667290923,4.8828125,-0.2421875,0.05567242131493205,0.05567242131493205,0.0
