JobID|JobName|State|ExitCode|Elapsed|Timelimit|AllocTRES|NodeList
57702533|interactive|FAILED|1:0|00:00:45|04:00:00|billing=128,cpu=128,energy=10929,gres/gpu:a100=4,gres/gpu=4,mem=229902M,node=1|nid001088
57702533.extern|extern|COMPLETED|0:0|00:00:48||billing=128,cpu=128,gres/gpu:a100=4,gres/gpu=4,mem=229902M,node=1|nid001088
57702533.0|python3|FAILED|1:0|00:00:05||cpu=128,gres/gpu:a100=4,gres/gpu=4,mem=229902M,node=1|nid001088
57702560|interactive|FAILED|1:0|00:00:48|04:00:00|billing=128,cpu=128,energy=11068,gres/gpu:a100=4,gres/gpu=4,mem=229902M,node=1|nid001088
57702560.extern|extern|COMPLETED|0:0|00:00:48||billing=128,cpu=128,gres/gpu:a100=4,gres/gpu=4,mem=229902M,node=1|nid001088
57702560.0|python3|CANCELLED|0:6|00:00:07||cpu=128,gres/gpu:a100=4,gres/gpu=4,mem=229902M,node=1|nid001088
57702588|interactive|COMPLETED|0:0|02:37:46|04:00:00|billing=128,cpu=128,energy=6384445,gres/gpu:a100=4,gres/gpu=4,mem=229902M,node=1|nid001020
57702588.extern|extern|COMPLETED|0:0|02:37:46||billing=128,cpu=128,gres/gpu:a100=4,gres/gpu=4,mem=229902M,node=1|nid001020
57702588.0|python3|COMPLETED|0:0|02:37:23||cpu=128,gres/gpu:a100=4,gres/gpu=4,mem=229902M,node=1|nid001020
