gid,level,lx1,lx2,k,j,i,rho,z,z4c_chi,z4c_gxx,z4c_gxy,z4c_gxz,z4c_gyy,z4c_gyz,z4c_gzz,z4c_Khat,z4c_Axx,z4c_Axy,z4c_Axz,z4c_Ayy,z4c_Ayz,z4c_Azz,z4c_Gamx,z4c_Gamy,z4c_Gamz,z4c_Theta,z4c_alpha,z4c_betax,z4c_betay,z4c_betaz,z4c_Bx,z4c_By,z4c_Bz
23,3,5,14,0,4,14,5.1640625,-1.9921875,0.39310787805756714,0.65951661895530067,0.071036315932994851,0,1.2860641783204652,0,1.1860503300571044,2.7013005587173384,0.074380186015427466,-0.1748825260427718,0,-0.23840051406246288,0,0.051662167545081787,-5.2654679454444002,52.285901797449377,0,-1.1465349652652668,0.67225732908332048,0,0,0,25.425258994567017,-15.767080478509333,0
23,3,5,14,0,4,15,5.1796875,-1.9921875,0.39399777748088555,0.65916022863416635,0.069675633751040716,0,1.2856175720526501,0,1.1868403914185819,2.5687660700927064,0.50708411676658149,0.001278166446318538,0,-1.881825625517483,0,0.82921794604266652,-3.0886392215277803,32.3991889778572,0,-1.9202583768992341,0.67256256930442981,0,0,0,25.453223083297157,-15.716152047771473,0
23,3,5,14,0,4,16,5.1953125,-1.9921875,0.39458495489739825,0.65838521960766039,0.068249292489960769,0,1.2869678972338396,0,1.1867144811440571,2.6519359467408656,0.94647573260870743,-0.42748143809644951,0,-3.6884276022483076,0,1.6223117077623095,-3.8708582430523526,43.88039336925754,0,-3.0141525479727522,0.67288265726993046,0,0,0,25.50319860189229,-15.650753652229291,0
23,3,5,14,0,4,17,5.2109375,-1.9921875,0.39012846820594732,0.64927969338409641,0.066222504044191666,0,1.3215858776441003,0,1.171380659001017,3.8070559987785266,4.5418069646018786,-0.82151858266965561,0,-18.47257891049161,0,8.0718123371335917,-10.768868020825417,117.06512396298474,0,-11.542793787746758,0.67318477587520631,0,0,0,25.530614579746867,-15.601799727571718,0
23,3,5,14,0,4,18,5.2265625,-1.9921875,0.38166380690949681,0.6342056989508349,0.063728646747776105,0,1.3834070942726104,0,1.1450775165517837,9.5599175108957599,14.969537229852742,-1.0731939753570505,0,-64.884047230230848,0,26.622763624087117,-17.411277222881587,185.58769627248,0,-34.487528308466509,0.67350012081959265,0,0,0,25.577958583272562,-15.539481461787776,0
23,3,5,14,0,4,19,5.2421875,-1.9921875,0.36456289270949199,0.60715849831295876,0.060601056511063747,0,1.5075364159364681,0,1.09692295096172,40.853251044295533,43.401912369719305,-1.6632421085074713,0,-213.33054558709847,0,76.879695899856401,-138.20296868603927,1415.0851154441555,0,-107.46840633185474,0.67379900377726587,0,0,0,25.604994115789349,-15.492276218456219,0
23,3,5,14,0,4,20,5.2578125,-1.9921875,0.34092772950613809,0.57357777204796467,0.057243513074731786,0,1.6873794689449679,0,1.0367351157721243,117.81042733776394,104.51703907635356,2.8691789095323394,0,-605.78820358972916,0,184.26195824355321,-347.68335283761888,3553.8952882807143,0,-279.21665470312922,0.67410962403345642,0,0,0,25.649995062487214,-15.433275514823576,0
23,3,5,14,0,4,21,5.2734375,-1.9921875,0.34652676131628113,0.58019553170828353,0.055878634314324785,0,1.6482908183049512,0,1.0490883702571248,99.879436162404502,88.355169369552783,8.789897051032483,0,-493.4534039407111,0,155.89452148218766,-328.05666240850252,3419.135085499785,0,-234.52726939004634,0.67440515072530116,0,0,0,25.676672645577781,-15.387737958635093,0
23,3,5,14,0,4,22,5.2890625,-1.9921875,0.38108697182268531,0.62882458333794367,0.057048046918800194,0,1.4033975847398028,0,1.137350518220352,15.625633633056164,15.771456892149342,6.0749700830980267,0,-68.629831420836581,0,28.090606293853565,-86.311489876803208,910.90686994311568,0,-41.44307505743997,0.67471110349010821,0,0,0,25.719627474682074,-15.331396277819096,0
23,3,5,14,0,4,23,5.3046875,-1.9921875,0.39914867933307757,0.65708662432124043,0.057271486821826971,0,1.2853744095896185,0,1.188605115777587,0.63235779973396433,3.2054775132153632,0.95660484106982735,0,-12.170383996548761,0,5.6318159428410715,31.994965007442076,-368.86459283763753,0,-4.7582193855714809,0.67500328201728399,0,0,0,25.746098490721348,-15.287542204599118,0
23,3,5,14,0,4,24,5.3203125,-1.9921875,0.39826646304255386,0.65482644067257567,0.055603592683587048,0,1.2940299771417492,0,1.1844506018564318,2.3290575139513647,1.4290285955381528,-0.40537492626740212,0,-5.6055135144300001,0,2.4920855067498637,2.8913114552602068,-24.11668981729024,0,-3.6072859145781191,0.67530476664946981,0,0,0,25.787275939126072,-15.234306024761294,0
23,3,5,14,0,4,25,5.3359375,-1.9921875,0.39848534637135646,0.65452138184980935,0.054120498421043904,0,1.2952327467928648,0,1.1836721906323473,2.9602944680440464,0.43482228705288778,0.28232941604046075,0,-1.5978644948809293,0,0.71903422271712247,-8.4486969539943821,107.22096198553925,0,-2.3701146846644754,0.6755936651615253,0,0,0,25.813607498418229,-15.192342808698392,0
23,3,5,14,0,4,26,5.3515625,-1.9921875,0.39960596474730403,0.65581937674121571,0.052806129286744538,0,1.2903190570951695,0,1.1856380075221509,2.6330518642336691,-0.0004500729197829225,0.16131224601955788,0,0.11002208587948931,0,-0.076665165572431401,-2.7156926951022196,39.584422985827011,0,-0.88724297766436411,0.67589084546309219,0,0,0,25.853284793595485,-15.141947627581509,0
23,3,5,14,0,4,27,5.3671875,-1.9921875,0.39976952996081849,0.65561987105451458,0.051426298061021669,0,1.2914734940072721,0,1.1847344293939239,2.6107666274669228,-0.28473432584064429,0.030443110055594188,0,1.2056371090676901,0,-0.58892299821791017,-2.4436721855884658,38.761370161813673,0,-0.25715554573794869,0.6761764953442807,0,0,0,25.879622656783472,-15.102028919793684,0
23,3,5,14,0,4,28,5.3828125,-1.9921875,0.39988247883125272,0.65543017035498696,0.050099961793683256,0,1.2927715735986891,0,1.1836960267823173,2.6096783050319372,-0.50450670804293019,0.042460555502660299,0,2.0738528716337132,0,-0.98471755138852679,-2.118230710099902,35.365430879883526,0,0.23802361561549101,0.67646947932930945,0,0,0,25.91805595561048,-15.054821707269163,0
23,3,5,14,0,4,29,5.3984375,-1.9921875,0.39973233481435,0.65489464281039511,0.048788735242642586,0,1.2956146248052234,0,1.1818783962460508,2.5786305383281567,-0.63794132792931435,0.016605354943194126,0,2.6026263013398867,0,-1.2240473032566539,-1.844731608566875,33.500466656590412,0,0.54231874682117043,0.67675189345441755,0,0,0,25.944497165176859,-15.01713900195873,0
23,3,5,14,0,4,30,5.4140625,-1.9921875,0.39942416594157187,0.65418465798360992,0.04752053793496297,0,1.2993354243743256,0,1.1795970774342315,2.5764274447777047,-0.73046900460493147,0.005851822800502387,0,2.9778544726339957,0,-1.3892038723915148,-1.6555857568669914,31.828680669338542,0,0.74078058229044808,0.6770407848042479,0,0,0,25.981915428493853,-14.972985862240751,0
23,3,5,14,0,4,31,5.4296875,-1.9921875,0.39895733943275141,0.65329950659368785,0.046283529225583937,0,1.303950081937264,0,1.1768474839223533,2.5422738092659913,-0.78562589310811271,-0.004157041155162894,0,3.2105159091766722,0,-1.4866216972644763,-1.4465457592804185,30.413866777570703,0,0.87038048226367293,0.67731996969538022,0,0,0,26.008586705823991,-14.937681420813695,0
23,3,5,14,0,4,32,5.4453125,-1.9921875,0.39835938315395003,0.65227987252805131,0.045095064359035812,0,1.3093029204442834,0,1.1737111557239441,2.5340619398816004,-0.81689397024780486,-0.011212957670706878,0,3.3527232019932227,0,-1.540655183358842,-1.3009161537301592,29.145879523369135,0,0.93356923054016783,0.67760486132875997,0,0,0,26.04523440108628,-14.89681786198738,0
23,3,5,14,0,4,33,5.4609375,-1.9921875,0.39764249606733515,0.65114335546323976,0.043946446026382868,0,1.3153317847796138,0,1.1702226158113989,2.497282914991211,-0.82836531119290069,-0.016814050091955166,0,3.4192456150164707,0,-1.5588415732354186,-1.1314406867092364,28.016357126259621,0,0.96679220237895491,0.6778808412206786,0,0,0,26.072243542942985,-14.864031612870056,0
