axisTau,resolution,region,field,rout16_norm2,rout128_norm2,rout16_over_rout128
1.5428315288865486,n128,R4,Z,6.286459636109713e-05,6.286459636109713e-05,1.0
1.6984713541272245,n128,R4,Z,9.75399017932809e-05,9.75399017932808e-05,1.0000000000000009
1.8528838721443097,n128,R4,Z,0.00014996462847481572,0.00014996462847483645,0.9999999999998618
2.006135392880382,n128,R4,Z,0.00020143553117440142,0.00020143553117434978,1.0000000000002562
2.1583451284528925,n128,R4,Z,0.00023203913260728495,0.00023203913260709758,1.0000000000008076
2.3181676982334865,n128,R4,Z,0.00024378547310264907,0.0002437854731026384,1.0000000000000437
2.4688307624579653,n128,R4,Z,0.00025109171976176034,0.00025109171976233133,0.9999999999977259
2.6187842879916565,n128,R4,Z,0.0002692132070811947,0.0002692132070811896,1.0000000000000189
2.7764624206155277,n128,R4,Z,0.0003064826098945109,0.0003064826098945056,1.000000000000017
2.9334681390915125,n128,R4,Z,0.0003531804672544427,0.00035318046725443835,1.0000000000000122
3.0814732669886182,n128,R4,Z,0.0003920497330100516,0.00039204973300729814,1.0000000000070233
3.2368609743169796,n128,R4,Z,0.0004213128088081998,0.00042131280880801966,1.0000000000004277
3.391216241055919,n128,R4,Z,0.00044040535056977964,0.0004404053505697932,0.9999999999999692
3.544239023794242,n128,R4,Z,0.0004524308235897842,0.00045243082363175506,0.9999999999072325
3.695653167825094,n128,R4,Z,0.0004602159386456973,0.00046021593864612815,0.9999999999990637
3.8453273732965934,n128,R4,Z,0.0004659097237679765,0.0004659097237686227,0.9999999999986131
3.98614742555601,n128,R4,Z,0.0004702324643340207,0.0004702324643352843,0.9999999999973127
0.0,n128,R8,C,0.1305054044283136,0.1305054044283136,1.0
0.1540670901698768,n128,R8,C,0.03618915005494697,0.03618915005494697,1.0
0.3123754969434922,n128,R8,C,0.035220843726712574,0.035220843726712574,1.0
0.4685625622416315,n128,R8,C,0.015538831117374554,0.015538831117374554,1.0
0.623172124422098,n128,R8,C,0.017111091294969755,0.017111091294969755,1.0
0.7719172335654273,n128,R8,C,0.016610415366840766,0.016610415366840766,1.0
0.9275369664265303,n128,R8,C,0.02074714896882762,0.02074714896882762,1.0
1.080198340521055,n128,R8,C,0.02251995333957362,0.02251995333958854,0.9999999999993375
1.2369450516353684,n128,R8,C,0.022546844056611115,0.022546844056632584,0.9999999999990478
1.3858836422867724,n128,R8,C,0.02243944320030795,0.022439443200631053,0.9999999999856011
1.5428315288865486,n128,R8,C,0.022973809477401536,0.02297380947720632,1.0000000000084972
1.6984713541272245,n128,R8,C,0.023914162998698342,0.023914162999603476,0.9999999999621507
1.8528838721443097,n128,R8,C,0.02550732350250039,0.025507323502652123,0.9999999999940514
2.006135392880382,n128,R8,C,0.02621812988147012,0.0262181298815291,0.9999999999977504
2.1583451284528925,n128,R8,C,0.027909857599520013,0.02790985759929264,1.0000000000081468
2.3181676982334865,n128,R8,C,0.029348886218699573,0.029348886219319126,0.9999999999788901
2.4688307624579653,n128,R8,C,0.03102747334810526,0.03102747337476735,0.9999999991406942
2.6187842879916565,n128,R8,C,0.03231731635379707,0.03231731639144756,0.9999999988349746
2.7764624206155277,n128,R8,C,0.03278857669152391,0.03278857656896613,1.0000000037378194
2.9334681390915125,n128,R8,C,0.033828278292972754,0.03382827709059171,1.0000000355436678
3.0814732669886182,n128,R8,C,0.03519546082777088,0.03519545713620479,1.0000001048875733
3.2368609743169796,n128,R8,C,0.03679982162298465,0.036799813155150504,1.0000002301053572
3.391216241055919,n128,R8,C,0.03804068435517582,0.03804067072621517,1.0000003582734054
3.544239023794242,n128,R8,C,0.039624759087620316,0.03962475023766806,1.0000002233440515
3.695653167825094,n128,R8,C,0.04187664933963128,0.04187666747247884,0.9999995669940172
3.8453273732965934,n128,R8,C,0.044782263346369866,0.04478235866666818,0.9999978714766004
3.98614742555601,n128,R8,C,0.04844766374253969,0.048447862276612345,0.9999959021087139
0.0,n128,R8,H,0.1297844166185893,0.1297844166185893,1.0
0.1540670901698768,n128,R8,H,0.0073557276433195975,0.0073557276433195975,1.0
0.3123754969434922,n128,R8,H,0.020575113375599995,0.020575113375599995,1.0
0.4685625622416315,n128,R8,H,0.003999251933526223,0.003999251933526223,1.0
0.623172124422098,n128,R8,H,0.009006787679272411,0.009006787679272411,1.0
0.7719172335654273,n128,R8,H,0.005688756211344158,0.005688756211344158,1.0
0.9275369664265303,n128,R8,H,0.005364807249789231,0.005364807249789231,1.0
1.080198340521055,n128,R8,H,0.0053673661287602595,0.00536736612875765,1.0000000000004863
1.2369450516353684,n128,R8,H,0.0056532991135830905,0.005653299113585066,0.9999999999996505
1.3858836422867724,n128,R8,H,0.0061156227635432445,0.00611562276354578,0.9999999999995854
1.5428315288865486,n128,R8,H,0.006826001737519864,0.006826001737384896,1.0000000000197726
1.6984713541272245,n128,R8,H,0.00744054913838451,0.007440549141730476,0.9999999995503066
1.8528838721443097,n128,R8,H,0.008515950541103198,0.008515950540946787,1.0000000000183669
2.006135392880382,n128,R8,H,0.009019493062053314,0.009019493061312426,1.000000000082143
2.1583451284528925,n128,R8,H,0.010188622453205235,0.010188622453172879,1.0000000000031757
2.3181676982334865,n128,R8,H,0.010908227420707881,0.010908227421894385,0.9999999998912286
2.4688307624579653,n128,R8,H,0.011806708733753103,0.01180670874328998,0.9999999991922492
2.6187842879916565,n128,R8,H,0.012779967544599405,0.01277996754211022,1.0000000001947724
2.7764624206155277,n128,R8,H,0.0134143262775221,0.013414326281568583,0.9999999996983461
2.9334681390915125,n128,R8,H,0.014220370119713326,0.014220370107982216,1.000000000824951
3.0814732669886182,n128,R8,H,0.015113615796180058,0.015113615784778149,1.000000000754413
3.2368609743169796,n128,R8,H,0.016044157832768097,0.01604415785812663,0.9999999984194539
3.391216241055919,n128,R8,H,0.016814803911888165,0.016814803782284428,1.0000000077077162
3.544239023794242,n128,R8,H,0.01741086783426779,0.017410868070711114,0.9999999864197855
3.695653167825094,n128,R8,H,0.018381018098903943,0.018381018637774384,0.99999997068332
3.8453273732965934,n128,R8,H,0.01928609989557912,0.019286102613348444,0.999999859081465
3.98614742555601,n128,R8,H,0.020559267511378508,0.020559274619830762,0.9999996542459603
0.0,n128,R8,M,0.0,0.0,nan
0.1540670901698768,n128,R8,M,0.011517901970373104,0.011517901970373104,1.0
0.3123754969434922,n128,R8,M,0.004023654691707877,0.004023654691707877,1.0
0.4685625622416315,n128,R8,M,0.005709536776078824,0.005709536776078824,1.0
0.623172124422098,n128,R8,M,0.002451751855566185,0.002451751855566185,1.0
0.7719172335654273,n128,R8,M,0.002087580161172751,0.002087580161172751,1.0
0.9275369664265303,n128,R8,M,0.0027030397933048133,0.0027030397933048133,1.0
1.080198340521055,n128,R8,M,0.0029521001871589017,0.002952100187158934,0.9999999999999891
1.2369450516353684,n128,R8,M,0.0030865304300569407,0.003086530429991589,1.0000000000211733
1.3858836422867724,n128,R8,M,0.0035170977101808727,0.003517097710190119,0.9999999999973711
1.5428315288865486,n128,R8,M,0.003914192992275745,0.003914192992147903,1.000000000032661
1.6984713541272245,n128,R8,M,0.004220214427969045,0.004220214427965973,1.0000000000007279
1.8528838721443097,n128,R8,M,0.004536147566041429,0.004536147567524184,0.9999999996731246
2.006135392880382,n128,R8,M,0.004619785096302026,0.004619785096150943,1.0000000000327034
2.1583451284528925,n128,R8,M,0.004868268107607776,0.004868268108596457,0.9999999997969133
2.3181676982334865,n128,R8,M,0.004958161701136706,0.004958161701225555,0.9999999999820802
2.4688307624579653,n128,R8,M,0.0050872728177636765,0.005087272818388082,0.9999999998772613
2.6187842879916565,n128,R8,M,0.005274464762495278,0.00527446476385076,0.9999999997430106
2.7764624206155277,n128,R8,M,0.005491815936409122,0.0054918159439510455,0.9999999986266976
2.9334681390915125,n128,R8,M,0.005685740707293689,0.005685740711176426,0.9999999993171097
3.0814732669886182,n128,R8,M,0.005739191357026542,0.005739191354053532,1.000000000518019
3.2368609743169796,n128,R8,M,0.005987994671599383,0.005987994624534936,1.000000007859801
3.391216241055919,n128,R8,M,0.006233038527300539,0.006233038475851873,1.0000000082541871
3.544239023794242,n128,R8,M,0.006629459437479046,0.006629459206616045,1.0000000348238058
3.695653167825094,n128,R8,M,0.006939656188242822,0.006939655526743442,1.000000095321645
3.8453273732965934,n128,R8,M,0.007386145472827705,0.007386144837577434,1.0000000860056613
3.98614742555601,n128,R8,M,0.007919856145745644,0.00791985544803866,1.0000000880959241
0.0,n128,R8,Z,0.00018024695737544843,0.00018024695737544843,1.0
0.1540670901698768,n128,R8,Z,0.0041858182379920835,0.0041858182379920835,1.0
0.3123754969434922,n128,R8,Z,0.0023858626954450326,0.0023858626954450326,1.0
0.4685625622416315,n128,R8,Z,0.001045071389707909,0.001045071389707909,1.0
0.623172124422098,n128,R8,Z,0.0010422634278974662,0.0010422634278974662,1.0
0.7719172335654273,n128,R8,Z,0.0019426319537341602,0.0019426319537341602,1.0
0.9275369664265303,n128,R8,Z,0.002996965016782696,0.002996965016782696,1.0
1.080198340521055,n128,R8,Z,0.00338869406982255,0.00338869406982255,1.0
1.2369450516353684,n128,R8,Z,0.003242461091344513,0.0032424610913445134,0.9999999999999999
1.3858836422867724,n128,R8,Z,0.0029267570765159866,0.002926757076515987,0.9999999999999999
1.5428315288865486,n128,R8,Z,0.002724911038311942,0.002724911038312374,0.9999999999998415
1.6984713541272245,n128,R8,Z,0.0026720871499584134,0.002672087149958439,0.9999999999999905
1.8528838721443097,n128,R8,Z,0.002660461265211686,0.0026604612652715437,0.9999999999775011
2.006135392880382,n128,R8,Z,0.0026673510952518495,0.0026673510952480843,1.0000000000014115
2.1583451284528925,n128,R8,Z,0.0026940412846563956,0.002694041284404996,1.000000000093317
2.3181676982334865,n128,R8,Z,0.0028427614681933123,0.0028427614699293078,0.9999999993893278
2.4688307624579653,n128,R8,Z,0.0029940388894519033,0.0029940388939358837,0.999999998502364
2.6187842879916565,n128,R8,Z,0.002996805869367676,0.0029968058725463,0.9999999989393293
2.7764624206155277,n128,R8,Z,0.002832476160040553,0.0028324761138144414,1.0000000163200358
2.9334681390915125,n128,R8,Z,0.002773935479051169,0.002773935182235434,1.0000001070016835
3.0814732669886182,n128,R8,Z,0.00282472780316832,0.00282472689171346,1.0000003226700829
3.2368609743169796,n128,R8,Z,0.0028514563091239574,0.002851454165649079,1.0000007517128995
3.391216241055919,n128,R8,Z,0.0027820089672892625,0.0027820055851588404,1.0000012157166183
3.544239023794242,n128,R8,Z,0.0027230433353944918,0.0027230411441572077,1.000000804702231
3.695653167825094,n128,R8,Z,0.0027096108542411356,0.0027096171664809407,0.9999976704311284
3.8453273732965934,n128,R8,Z,0.002757871023550534,0.0027578973843516525,0.9999904417034267
3.98614742555601,n128,R8,Z,0.0027676530308515753,0.002767707003351028,0.9999804992004618
0.0,n128,R12,C,0.13050541582127828,0.13050541582127828,1.0
0.1540670901698768,n128,R12,C,0.03618929784191808,0.03618929784191808,1.0
0.3123754969434922,n128,R12,C,0.035221560058412954,0.035221560058412954,1.0
0.4685625622416315,n128,R12,C,0.015540615339447103,0.015540615339447103,1.0
0.623172124422098,n128,R12,C,0.01711490216809153,0.01711490216809153,1.0
0.7719172335654273,n128,R12,C,0.016619136406546067,0.01661913640654604,1.0000000000000018
0.9275369664265303,n128,R12,C,0.020770131668421805,0.020770131668421885,0.9999999999999961
1.080198340521055,n128,R12,C,0.022565063945246523,0.022565063945259735,0.9999999999994145
1.2369450516353684,n128,R12,C,0.023082620939275322,0.023082620939257215,1.0000000000007845
1.3858836422867724,n128,R12,C,0.0233978305601368,0.023397830559940068,1.0000000000084082
1.5428315288865486,n128,R12,C,0.02504474902699074,0.02504474902274958,1.0000000001693432
1.6984713541272245,n128,R12,C,0.026351986676667265,0.026351986662448642,1.0000000005395655
1.8528838721443097,n128,R12,C,0.027379869862236218,0.027379869843808344,1.0000000006730445
2.006135392880382,n128,R12,C,0.027581661672236905,0.02758166183751549,0.9999999940076639
2.1583451284528925,n128,R12,C,0.029096519314161056,0.02909652029221503,0.9999999663858783
2.3181676982334865,n128,R12,C,0.030840655968837574,0.030840658972228475,0.9999999026158649
2.4688307624579653,n128,R12,C,0.032807054831114894,0.032807060567294516,0.9999998251541125
2.6187842879916565,n128,R12,C,0.03427911510770261,0.03427912308545659,0.9999997672707683
2.7764624206155277,n128,R12,C,0.034921543015412435,0.03492155186065456,0.9999997467110809
2.9334681390915125,n128,R12,C,0.036119158858369284,0.03611917004312596,0.9999996903373842
3.0814732669886182,n128,R12,C,0.03776794701595511,0.03776795057395235,0.9999999057932139
3.2368609743169796,n128,R12,C,0.03982758833526974,0.03982758233441465,1.0000001506708351
3.391216241055919,n128,R12,C,0.04157427612741846,0.041574239679341075,1.0000008766985917
3.544239023794242,n128,R12,C,0.04357880991766065,0.04357867513439691,1.0000030928719914
3.695653167825094,n128,R12,C,0.04625751605936393,0.04625741401431737,1.0000022060257525
3.8453273732965934,n128,R12,C,0.04945891864916505,0.04945875950891491,1.000003217635293
3.98614742555601,n128,R12,C,0.0535284632034111,0.053528035337551405,1.0000079933040134
0.0,n128,R12,H,0.12978441840692792,0.12978441840692792,1.0
0.1540670901698768,n128,R12,H,0.007355756345132078,0.007355756345132078,1.0
0.3123754969434922,n128,R12,H,0.02057533010855045,0.02057533010855045,1.0
0.4685625622416315,n128,R12,H,0.003999856067079637,0.003999856067079637,1.0
0.623172124422098,n128,R12,H,0.009007968115659716,0.009007968115659716,1.0
0.7719172335654273,n128,R12,H,0.005689985103115198,0.005689985103115197,1.0000000000000002
0.9275369664265303,n128,R12,H,0.005366700606927232,0.005366700606926986,1.0000000000000457
1.080198340521055,n128,R12,H,0.005373176184282521,0.005373176184279694,1.000000000000526
1.2369450516353684,n128,R12,H,0.0057240622022417705,0.005724062202242446,0.999999999999882
1.3858836422867724,n128,R12,H,0.006268106867336399,0.006268106867341384,0.9999999999992046
1.5428315288865486,n128,R12,H,0.007320084396262764,0.007320084396130621,1.0000000000180522
1.6984713541272245,n128,R12,H,0.008117550694788733,0.0081175506974616,0.9999999996707298
1.8528838721443097,n128,R12,H,0.00924324201036767,0.009243242010410777,0.9999999999953365
2.006135392880382,n128,R12,H,0.00963393852336305,0.009633938522255997,1.0000000001149119
2.1583451284528925,n128,R12,H,0.010659202141849696,0.010659202144200568,0.9999999997794515
2.3181676982334865,n128,R12,H,0.011344120087340509,0.011344120099778128,0.9999999989036066
2.4688307624579653,n128,R12,H,0.012272483207193405,0.01227248320828708,0.9999999999108841
2.6187842879916565,n128,R12,H,0.013227525635499752,0.01322752568876071,0.9999999959734753
2.7764624206155277,n128,R12,H,0.013853268757314088,0.013853268391437074,1.0000000264108804
2.9334681390915125,n128,R12,H,0.01467712148853335,0.01467712199808122,0.9999999652828484
3.0814732669886182,n128,R12,H,0.015608921461877168,0.015608920837111243,1.0000000400262088
3.2368609743169796,n128,R12,H,0.016580932447009665,0.016580931545575012,1.0000000543657424
3.391216241055919,n128,R12,H,0.01737464737858715,0.017374648453866024,0.999999938112194
3.544239023794242,n128,R12,H,0.01800087790793633,0.018000868448582338,1.0000005254943125
3.695653167825094,n128,R12,H,0.019156507157815965,0.019156439473434192,1.0000035332443624
3.8453273732965934,n128,R12,H,0.020145214098353983,0.020144869575505795,1.0000171022625337
3.98614742555601,n128,R12,H,0.021421966965738094,0.021421626042786638,1.000015914896039
0.0,n128,R12,M,0.0,0.0,nan
0.1540670901698768,n128,R12,M,0.01151792304527128,0.01151792304527128,1.0
0.3123754969434922,n128,R12,M,0.004023751365624286,0.004023751365624286,1.0
0.4685625622416315,n128,R12,M,0.005709718696057792,0.005709718696057792,1.0
0.623172124422098,n128,R12,M,0.002451904638678135,0.002451904638678135,1.0
0.7719172335654273,n128,R12,M,0.0020878143908781626,0.002087814390878161,1.0000000000000009
0.9275369664265303,n128,R12,M,0.002704218097335226,0.0027042180973352718,0.999999999999983
1.080198340521055,n128,R12,M,0.002957232921174344,0.002957232921174193,1.000000000000051
1.2369450516353684,n128,R12,M,0.003122616365289656,0.003122616365230217,1.000000000019035
1.3858836422867724,n128,R12,M,0.003664161447678816,0.0036641614476837442,0.999999999998655
1.5428315288865486,n128,R12,M,0.0042311750310163225,0.0042311750309069526,1.0000000000258487
1.6984713541272245,n128,R12,M,0.00483385880348296,0.004833858803681231,0.9999999999589828
1.8528838721443097,n128,R12,M,0.004908233841240681,0.004908233843433406,0.9999999995532558
2.006135392880382,n128,R12,M,0.004926159643898091,0.004926159644837752,0.9999999998092509
2.1583451284528925,n128,R12,M,0.005105800405800196,0.00510580040734191,0.9999999996980466
2.3181676982334865,n128,R12,M,0.005230852804914361,0.005230852802825234,1.0000000003993856
2.4688307624579653,n128,R12,M,0.005417746553948175,0.005417746550842503,1.0000000005732406
2.6187842879916565,n128,R12,M,0.00563290496547778,0.005632904975009035,0.9999999983079327
2.7764624206155277,n128,R12,M,0.00587447268694162,0.005874472709349582,0.9999999961855365
2.9334681390915125,n128,R12,M,0.006088746634286285,0.006088746487027179,1.0000000241854552
3.0814732669886182,n128,R12,M,0.006173174378057299,0.006173174117697498,1.0000000421760016
3.2368609743169796,n128,R12,M,0.006469090813075369,0.006469090740257288,1.0000000112563083
3.391216241055919,n128,R12,M,0.006746549640351432,0.006746548082526931,1.0000002309068996
3.544239023794242,n128,R12,M,0.00717235345085934,0.0071723527234324805,1.0000001014209545
3.695653167825094,n128,R12,M,0.007510283287712103,0.007510300282656404,0.999997737115207
3.8453273732965934,n128,R12,M,0.007987710162662197,0.007987731859980376,0.9999972836696874
3.98614742555601,n128,R12,M,0.008600886264092042,0.008600725959275898,1.0000186385215506
0.0,n128,R12,Z,0.00018024935853202295,0.00018024935853202295,1.0
0.1540670901698768,n128,R12,Z,0.004185838905360126,0.004185838905360126,1.0
0.3123754969434922,n128,R12,Z,0.002385946466968079,0.002385946466968079,1.0
0.4685625622416315,n128,R12,Z,0.0010452741232685903,0.0010452741232685903,1.0
0.623172124422098,n128,R12,Z,0.001042755428777982,0.001042755428777982,1.0
0.7719172335654273,n128,R12,Z,0.0019441106611637834,0.0019441106611637845,0.9999999999999994
0.9275369664265303,n128,R12,Z,0.0030013442051397927,0.0030013442051398374,0.9999999999999851
1.080198340521055,n128,R12,Z,0.003396155000591327,0.0033961550005917104,0.9999999999998871
1.2369450516353684,n128,R12,Z,0.003345633355788952,0.0033456333557930996,0.9999999999987602
1.3858836422867724,n128,R12,Z,0.003086224659981503,0.003086224659988268,0.999999999997808
1.5428315288865486,n128,R12,Z,0.0030120395714652456,0.0030120395713057347,1.0000000000529579
1.6984713541272245,n128,R12,Z,0.0029498469226894087,0.0029498469222264756,1.0000000001569347
1.8528838721443097,n128,R12,Z,0.0028359898673629767,0.002835989865566342,1.0000000006335124
2.006135392880382,n128,R12,Z,0.002763447239948593,0.002763447237478776,1.000000000893745
2.1583451284528925,n128,R12,Z,0.002802934122612466,0.00280293413841021,0.9999999943638548
2.3181676982334865,n128,R12,Z,0.0030159671412802215,0.003015967184164853,0.999999985780803
2.4688307624579653,n128,R12,Z,0.003214729134287753,0.0032147291420364403,0.9999999975896299
2.6187842879916565,n128,R12,Z,0.003258157595309375,0.003258157450721042,1.0000000443773314
2.7764624206155277,n128,R12,Z,0.0031303871384120874,0.0031303870112255033,1.0000000406296679
2.9334681390915125,n128,R12,Z,0.003100073647243512,0.0031000742022888415,0.9999998209574051
3.0814732669886182,n128,R12,Z,0.0031977181296261197,0.003197717668030133,1.0000001443517017
3.2368609743169796,n128,R12,Z,0.003306369206002366,0.003306366451427653,1.0000008331123467
3.391216241055919,n128,R12,Z,0.0033389123424173977,0.003338899764608138,1.000003767052067
3.544239023794242,n128,R12,Z,0.003361579072966135,0.003361541241231004,1.0000112542826092
3.695653167825094,n128,R12,Z,0.0033951189955644242,0.0033951015153203903,1.000005148666087
