resolution,file,time,axisTau,cycle,variable,spacing,eta4_rho_l2,eta4_z_l2,eta4_max_direction,eta4_dominant_direction,fluctuation_rms,k90,k95,k99,f2d_above_n256_nyquist_50,f2d_above_own_nyquist_50,frho_above_n256_nyquist_50,fz_above_n256_nyquist_50,f2d_above_n256_nyquist_65,f2d_above_own_nyquist_65,frho_above_n256_nyquist_65,fz_above_n256_nyquist_65,f2d_above_n256_nyquist_80,f2d_above_own_nyquist_80,frho_above_n256_nyquist_80,fz_above_n256_nyquist_80,d4_rho_seam_rms,d4_rho_away_rms,d4_rho_seam_over_away,duplicate_max_abs,duplicate_max_relative
n256,n256_reference_shock_record.state.00059.bin,14.75427997791208,8.029077031039172,2924,z4c_alpha,0.03125,0.01409649106348649,0.02199019098674055,0.02199019098674055,z,0.000979821267742562,6.186520917838362,6.379838254917212,6.9274974871930155,3.740106940956331e-09,3.740106940956331e-09,2.1833154675753145e-08,3.224894994501508e-10,6.088088316439264e-10,6.088088316439264e-10,3.4575683269201033e-09,1.169074280879735e-10,1.6335089801236942e-10,1.6335089801236942e-10,7.07699850795854e-10,4.0695573745579635e-11,1.0243485022058219e-07,1.5375108836461797e-07,0.666238211138546,0.0,0.0
n256,n256_reference_shock_record.state.00059.bin,14.75427997791208,8.029077031039172,2924,z4c_betax,0.03125,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n256,n256_reference_shock_record.state.00059.bin,14.75427997791208,8.029077031039172,2924,z4c_betay,0.03125,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n256,n256_reference_shock_record.state.00059.bin,14.75427997791208,8.029077031039172,2924,z4c_betaz,0.03125,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n256,n256_reference_shock_record.state.00059.bin,14.75427997791208,8.029077031039172,2924,z4c_Bx,0.03125,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n256,n256_reference_shock_record.state.00059.bin,14.75427997791208,8.029077031039172,2924,z4c_By,0.03125,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n256,n256_reference_shock_record.state.00059.bin,14.75427997791208,8.029077031039172,2924,z4c_Bz,0.03125,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n256,n256_reference_shock_record.state.00081.bin,20.25239253302069,9.498910241098807,3923,z4c_chi,0.03125,0.009632959174599035,0.008829703956124521,0.009632959174599035,rho,0.025685865959250195,4.675858833249925,6.186520917838362,6.379838254917212,8.731664085561335e-10,8.731664085561335e-10,1.48321424844397e-08,5.019642806636781e-10,1.5958418945216405e-10,1.5958418945216405e-10,2.582271780420876e-09,1.385091900068026e-10,3.3075990334620636e-11,3.3075990334620636e-11,5.109121221373554e-10,2.0484322998394666e-11,1.4125173365424069e-06,1.3746434978183696e-06,1.02755175327711,0.0,0.0
n256,n256_reference_shock_record.state.00081.bin,20.25239253302069,9.498910241098807,3923,z4c_gxx,0.03125,0.008286546928394638,0.008541800526763812,0.008541800526763812,z,0.04664617751815424,6.379838254917212,6.379838254917212,6.9274974871930155,2.1701766946652505e-08,2.1701766946652505e-08,4.2253125867296336e-08,9.392699687618846e-10,4.309806497061895e-09,4.309806497061895e-09,7.827324084091542e-09,2.478636466718466e-10,9.008690428370942e-10,9.008690428370942e-10,1.6105059245665011e-09,3.604050757267842e-11,5.473526543750476e-06,3.587421231153259e-06,1.5257551847583792,0.0,0.0
n256,n256_reference_shock_record.state.00081.bin,20.25239253302069,9.498910241098807,3923,z4c_gxy,0.03125,0.006199771207747578,0.006082595669362753,0.006199771207747578,rho,0.06752392423874817,4.391519171645142,6.379838254917212,6.9274974871930155,3.904868505351636e-09,3.904868505351636e-09,2.1932631796370487e-08,5.65363074018367e-10,3.578654850933032e-10,3.578654850933032e-10,2.9492036402644395e-09,6.486527988638454e-11,3.9699456029134625e-11,3.9699456029134625e-11,5.026457317791746e-10,3.982526061706039e-12,1.6126092976412814e-06,2.2430188387291983e-06,0.7189459444733336,0.0,0.0
n256,n256_reference_shock_record.state.00081.bin,20.25239253302069,9.498910241098807,3923,z4c_gxz,0.03125,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n256,n256_reference_shock_record.state.00081.bin,20.25239253302069,9.498910241098807,3923,z4c_gyy,0.03125,0.008256172315301565,0.008280221861264302,0.008280221861264302,z,0.07093895516401288,4.675858833249925,4.675858833249925,5.606417402869167,3.5031455868771167e-09,3.5031455868771167e-09,1.3991470348238254e-08,6.082100938981594e-10,6.606299870843316e-10,6.606299870843316e-10,2.7134218697026064e-09,1.7251734911279223e-10,1.2252260895485443e-10,1.2252260895485443e-10,5.600945118717085e-10,2.5810881215015303e-11,2.1966261822612705e-06,1.834402857362849e-06,1.1974611646044415,0.0,0.0
n256,n256_reference_shock_record.state.00081.bin,20.25239253302069,9.498910241098807,3923,z4c_gyz,0.03125,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n256,n256_reference_shock_record.state.00081.bin,20.25239253302069,9.498910241098807,3923,z4c_gzz,0.03125,0.009765121853194378,0.008814463774554302,0.009765121853194378,rho,0.03754534320275306,4.391519171645142,5.606417402869167,6.379838254917212,7.927590352463079e-10,7.927590352463079e-10,1.4032037969352404e-08,5.254988431785182e-10,1.582987718870067e-10,1.582987718870067e-10,2.8130791761060436e-09,1.4675231745367165e-10,3.225452459314086e-11,3.225452459314086e-11,5.86969445009381e-10,2.179819382528318e-11,2.523661647042088e-06,1.8915749315582206e-06,1.3341589617424943,0.0,0.0
n256,n256_reference_shock_record.state.00081.bin,20.25239253302069,9.498910241098807,3923,z4c_Khat,0.03125,0.011720159428946815,0.13178847167932964,0.13178847167932964,z,0.0002784096331774729,6.186520917838362,6.379838254917212,6.379838254917212,5.341891867015586e-08,5.341891867015586e-08,8.440576050779332e-08,2.8886838057933186e-09,6.644474321494644e-09,6.644474321494644e-09,1.2256705844147637e-08,1.436279802319815e-09,1.2685202995211581e-09,1.2685202995211581e-09,2.471014631409415e-09,1.0005331258794655e-09,4.715276846700338e-08,3.5287515023022e-08,1.3362450753342745,0.0,0.0
n256,n256_reference_shock_record.state.00081.bin,20.25239253302069,9.498910241098807,3923,z4c_Axx,0.03125,0.007666851703885942,0.033766049930147986,0.033766049930147986,z,0.0004572140732177006,6.186520917838362,6.379838254917212,6.379838254917212,1.4104433524947333e-08,1.4104433524947333e-08,1.1339140625579641e-07,1.5092191636573911e-09,2.338586487628462e-09,2.338586487628462e-09,1.7118220109450248e-08,4.035786460035103e-10,5.134775579337056e-10,5.134775579337056e-10,3.315751828647605e-09,6.371284682694774e-11,4.8285737088512467e-08,4.6829627217968504e-08,1.0310937696517994,0.0,0.0
n256,n256_reference_shock_record.state.00081.bin,20.25239253302069,9.498910241098807,3923,z4c_Axy,0.03125,0.02842789541253098,0.06634872869671883,0.06634872869671883,z,0.00010596683581064187,6.379838254917212,6.9274974871930155,6.9274974871930155,3.835290630116993e-08,3.835290630116993e-08,4.510281683200558e-08,1.0960050230922972e-09,4.487911822113334e-09,4.487911822113334e-09,4.917276746193893e-09,1.5450038526822238e-10,6.507809876417515e-10,6.507809876417515e-10,6.730129690275978e-10,3.3643476875698306e-11,1.1532302842317228e-08,1.3946331958760245e-08,0.8269057909139585,0.0,0.0
n256,n256_reference_shock_record.state.00081.bin,20.25239253302069,9.498910241098807,3923,z4c_Axz,0.03125,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n256,n256_reference_shock_record.state.00081.bin,20.25239253302069,9.498910241098807,3923,z4c_Ayy,0.03125,0.016678942141213786,0.014804965559482696,0.016678942141213786,rho,0.0004967019929888215,4.391519171645142,4.675858833249925,5.606417402869167,2.9844766189850534e-09,2.9844766189850534e-09,1.4833394768731178e-08,7.511901869357981e-10,6.438247802052201e-10,6.438247802052201e-10,2.88314830792763e-09,2.1504971274208403e-10,1.2359220741001694e-10,1.2359220741001694e-10,5.90094294877008e-10,3.4465147763518494e-11,9.42933839145753e-09,1.4260876436284549e-08,0.6612032778468964,0.0,0.0
n256,n256_reference_shock_record.state.00081.bin,20.25239253302069,9.498910241098807,3923,z4c_Ayz,0.03125,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n256,n256_reference_shock_record.state.00081.bin,20.25239253302069,9.498910241098807,3923,z4c_Azz,0.03125,0.004465402085798175,0.007194483917868454,0.007194483917868454,z,0.00026384623547320553,4.675858833249925,6.186520917838362,6.379838254917212,2.2312488132444575e-09,2.2312488132444575e-09,6.370819497250978e-08,1.3456692812354574e-09,3.551220369558733e-10,3.551220369558733e-10,9.146501632228903e-09,3.6255125685782626e-10,8.362480153877365e-11,8.362480153877365e-11,1.697208839826489e-09,5.330017880793243e-11,1.958433397367272e-08,1.0318119296541522e-08,1.8980526382152556,0.0,0.0
n256,n256_reference_shock_record.state.00081.bin,20.25239253302069,9.498910241098807,3923,z4c_Gamx,0.03125,0.013587934155981599,0.009563148856733919,0.013587934155981599,rho,0.1519875251607053,6.379838254917212,6.379838254917212,6.9274974871930155,2.5151604791205315e-09,2.5151604791205315e-09,1.64148732509148e-08,2.828164064136194e-10,4.0091624986011563e-10,4.0091624986011563e-10,2.497684911372574e-09,7.304181993123852e-11,8.877112568614798e-11,8.877112568614798e-11,4.710255464145888e-10,1.0457290472934211e-11,3.0313373193481607e-05,1.776485907699008e-05,1.7063672197865105,0.0,0.0
n256,n256_reference_shock_record.state.00081.bin,20.25239253302069,9.498910241098807,3923,z4c_Gamy,0.03125,0.010620395153706236,0.012826158614391707,0.012826158614391707,z,0.187212332056685,4.391519171645142,4.675858833249925,6.379838254917212,6.063756802000493e-10,6.063756802000493e-10,5.289653186940916e-09,1.4338411051434215e-10,9.820021520057827e-11,9.820021520057827e-11,9.834642978488756e-10,1.5348821219506252e-11,1.7833016797010457e-11,1.7833016797010457e-11,1.9837458980102347e-10,7.129082813328046e-13,6.56556333186706e-06,6.074325275191647e-06,1.080871213539007,0.0,0.0
n256,n256_reference_shock_record.state.00081.bin,20.25239253302069,9.498910241098807,3923,z4c_Gamz,0.03125,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n256,n256_reference_shock_record.state.00081.bin,20.25239253302069,9.498910241098807,3923,z4c_Theta,0.03125,0.7896212380021689,0.363551304104648,0.7896212380021689,rho,7.091027937256404e-07,5.606417402869167,7.793098055416541,18.226841394090286,5.0593939919785414e-08,5.0593939919785414e-08,2.8634671844266752e-08,3.704830163809958e-05,2.108356728905281e-08,2.108356728905281e-08,9.666687381075071e-09,3.704563346071151e-05,9.836242685795755e-09,9.836242685795755e-09,4.661279942498015e-09,3.703071513789319e-05,3.2356429202238057e-09,5.534581423570809e-09,0.5846228545182155,0.0,0.0
n256,n256_reference_shock_record.state.00081.bin,20.25239253302069,9.498910241098807,3923,z4c_alpha,0.03125,0.02000279016351231,0.10354752364469785,0.10354752364469785,z,0.00018160758124629374,6.186520917838362,6.379838254917212,6.379838254917212,5.154581332181234e-08,5.154581332181234e-08,1.653925057360383e-07,8.020875865963307e-09,1.6247929639716116e-08,1.6247929639716116e-08,2.9771239418265133e-08,5.55341131340523e-09,8.252596388904729e-09,8.252596388904729e-09,9.273180904665985e-09,3.207417173339004e-09,1.3708298190859622e-07,1.498963958486942e-07,0.9145181972480799,0.0,0.0
n256,n256_reference_shock_record.state.00081.bin,20.25239253302069,9.498910241098807,3923,z4c_betax,0.03125,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n256,n256_reference_shock_record.state.00081.bin,20.25239253302069,9.498910241098807,3923,z4c_betay,0.03125,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n256,n256_reference_shock_record.state.00081.bin,20.25239253302069,9.498910241098807,3923,z4c_betaz,0.03125,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n256,n256_reference_shock_record.state.00081.bin,20.25239253302069,9.498910241098807,3923,z4c_Bx,0.03125,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n256,n256_reference_shock_record.state.00081.bin,20.25239253302069,9.498910241098807,3923,z4c_By,0.03125,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n256,n256_reference_shock_record.state.00081.bin,20.25239253302069,9.498910241098807,3923,z4c_Bz,0.03125,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n256,n256_reference_shock_record.state.00101.bin,25.251480407895635,10.273610588023931,4865,z4c_chi,0.03125,0.009731273431015404,0.00883492076072575,0.009731273431015404,rho,0.025029551035042345,4.675858833249925,6.186520917838362,6.379838254917212,8.788293568227443e-10,8.788293568227443e-10,1.4709990105967892e-08,5.040849850633713e-10,1.5956221974690386e-10,1.5956221974690386e-10,2.569834785882458e-09,1.3896959504368053e-10,3.272029727138177e-11,3.272029727138177e-11,5.087461594860141e-10,2.052952605774178e-11,1.3838335500058576e-06,1.3321695308776934e-06,1.0387818649954181,0.0,0.0
n256,n256_reference_shock_record.state.00101.bin,25.251480407895635,10.273610588023931,4865,z4c_gxx,0.03125,0.00867291846860531,0.008598044167834306,0.00867291846860531,rho,0.04778630162233067,6.379838254917212,6.379838254917212,6.9274974871930155,2.0267810299219675e-08,2.0267810299219675e-08,4.1160700113907466e-08,9.586961879159662e-10,4.036792372682383e-09,4.036792372682383e-09,7.378852838533868e-09,2.534699115968733e-10,8.473053559970237e-10,8.473053559970237e-10,1.499838591798179e-09,3.6695409219757363e-11,5.3726339733082305e-06,3.8050214078771274e-06,1.4119852155950743,0.0,0.0
n256,n256_reference_shock_record.state.00101.bin,25.251480407895635,10.273610588023931,4865,z4c_gxy,0.03125,0.006275717610162773,0.006193093089150163,0.006275717610162773,rho,0.06455706895649549,4.391519171645142,6.379838254917212,6.9274974871930155,3.899984573168361e-09,3.899984573168361e-09,2.158119478774917e-08,5.316431580671289e-10,3.8284589729088693e-10,3.8284589729088693e-10,2.94893760681107e-09,6.081168310881451e-11,4.734261174844719e-11,4.734261174844719e-11,5.085111565763181e-10,3.6970855003019154e-12,1.6527148612158328e-06,2.1841019878039856e-06,0.7567022374763461,0.0,0.0
n256,n256_reference_shock_record.state.00101.bin,25.251480407895635,10.273610588023931,4865,z4c_gxz,0.03125,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n256,n256_reference_shock_record.state.00101.bin,25.251480407895635,10.273610588023931,4865,z4c_gyy,0.03125,0.008225082495451366,0.008299930122784061,0.008299930122784061,z,0.06793302348496924,4.675858833249925,4.675858833249925,5.606417402869167,3.4851698107936844e-09,3.4851698107936844e-09,1.3696799485335058e-08,6.098939503372111e-10,6.630096722848557e-10,6.630096722848557e-10,2.6573733773099558e-09,1.7294995032138243e-10,1.230508868330751e-10,1.230508868330751e-10,5.478659152454682e-10,2.5913756800358642e-11,2.1011896599927164e-06,1.7494317254462948e-06,1.201069826911351,0.0,0.0
n256,n256_reference_shock_record.state.00101.bin,25.251480407895635,10.273610588023931,4865,z4c_gyz,0.03125,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n256,n256_reference_shock_record.state.00101.bin,25.251480407895635,10.273610588023931,4865,z4c_gzz,0.03125,0.009953054790693567,0.008792580815791755,0.009953054790693567,rho,0.039911496616372805,4.391519171645142,5.606417402869167,6.379838254917212,8.243245457690504e-10,8.243245457690504e-10,1.4288198095699699e-08,5.351297232150958e-10,1.6144217531679007e-10,1.6144217531679007e-10,2.810012094395639e-09,1.4886603453422627e-10,3.2613176118523164e-11,3.2613176118523164e-11,5.814104414534185e-10,2.2100938025296904e-11,2.6812824701037046e-06,1.963399435970721e-06,1.3656326984095446,0.0,0.0
n256,n256_reference_shock_record.state.00101.bin,25.251480407895635,10.273610588023931,4865,z4c_Khat,0.03125,0.007854263401396288,0.04036588950184012,0.04036588950184012,z,0.0009528928234240207,6.379838254917212,6.379838254917212,6.379838254917212,4.085865237009638e-08,4.085865237009638e-08,7.524769029186512e-08,8.718888343793888e-10,5.106847596749798e-09,5.106847596749798e-09,8.569613645883642e-09,2.653431986269575e-10,9.965767030762577e-10,9.965767030762577e-10,1.477918383139044e-09,8.550341115268115e-11,7.119074124447854e-08,1.8818394137529617e-07,0.3783040180803851,0.0,0.0
