case_id,gauge,resolution,target,accepted_cycle,checkpoint_sha256,measure,region,volume,gamma_rms,chi_gradient_rms,lapse_gradient_rms,damping_rms
candidate_a_r0,candidate_a,R0,0.1,7,e912558b11c5cd14a8b91e1902c3dd8e8a6a706d0bef49f8079590a2b34df25a,proper,global,11967.311078685756,2.2703005284769582e-06,0.0,0.0,1.440579533998487e-07
candidate_a_r0,candidate_a,R0,0.1,7,e912558b11c5cd14a8b91e1902c3dd8e8a6a706d0bef49f8079590a2b34df25a,proper,core,328.04931850805775,2.652177798670117e-09,0.0,0.0,1.3687462854647167e-10
candidate_a_r0,candidate_a,R0,0.1,7,e912558b11c5cd14a8b91e1902c3dd8e8a6a706d0bef49f8079590a2b34df25a,proper,ah_shell,187.12243920301606,1.0589433308691667e-05,0.0,0.0,6.719209188820989e-07
candidate_a_r0,candidate_a,R0,0.1,7,e912558b11c5cd14a8b91e1902c3dd8e8a6a706d0bef49f8079590a2b34df25a,proper,exterior,3557.798114481594,1.0495497551728507e-06,0.0,0.0,6.659263114265224e-08
candidate_a_r0,candidate_a,R0,0.25,17,5d191c36556dfb9ea3e78db21854c0ce90078d9ab2176b4a98c63d4e9e3f363c,coordinate,global,8000.0,6.261292777508286e-06,0.0,0.0,9.243025361479084e-07
candidate_a_r0,candidate_a,R0,0.25,17,5d191c36556dfb9ea3e78db21854c0ce90078d9ab2176b4a98c63d4e9e3f363c,coordinate,core,0.030517578125,1.6631234810750238e-08,0.0,0.0,1.3638212880467657e-09
candidate_a_r0,candidate_a,R0,0.25,17,5d191c36556dfb9ea3e78db21854c0ce90078d9ab2176b4a98c63d4e9e3f363c,coordinate,ah_shell,4.119873046875,0.00010551000927931236,0.0,0.0,1.557562260183621e-05
candidate_a_r0,candidate_a,R0,0.25,17,5d191c36556dfb9ea3e78db21854c0ce90078d9ab2176b4a98c63d4e9e3f363c,coordinate,exterior,2100.921630859375,4.773159967657195e-06,0.0,0.0,7.043706033885846e-07
candidate_a_r0,candidate_a,R0,0.25,17,5d191c36556dfb9ea3e78db21854c0ce90078d9ab2176b4a98c63d4e9e3f363c,proper,global,11969.160739967527,1.421771190572596e-05,0.0,0.0,2.0988644839810466e-06
candidate_a_r0,candidate_a,R0,0.25,17,5d191c36556dfb9ea3e78db21854c0ce90078d9ab2176b4a98c63d4e9e3f363c,proper,core,329.82709102980294,1.6631234810750238e-08,0.0,0.0,1.3638212880467657e-09
candidate_a_r0,candidate_a,R0,0.25,17,5d191c36556dfb9ea3e78db21854c0ce90078d9ab2176b4a98c63d4e9e3f363c,proper,ah_shell,187.13005634178248,6.633704651593165e-05,0.0,0.0,9.791898452126912e-06
candidate_a_r0,candidate_a,R0,0.25,17,5d191c36556dfb9ea3e78db21854c0ce90078d9ab2176b4a98c63d4e9e3f363c,proper,exterior,3557.8335683538708,6.5782306066505326e-06,0.0,0.0,9.707613863783156e-07
candidate_a_r0,candidate_a,R0,0.5,33,1aa6be942d8b52016b0775785d3d20cdd272d2946de638e39d31cfab029cdec0,coordinate,global,8000.0,2.5231283856100557e-05,0.0,0.0,6.643808329405949e-06
candidate_a_r0,candidate_a,R0,0.5,33,1aa6be942d8b52016b0775785d3d20cdd272d2946de638e39d31cfab029cdec0,coordinate,core,0.030517578125,6.702889127758401e-08,0.0,0.0,3.1087069059739546e-09
candidate_a_r0,candidate_a,R0,0.5,33,1aa6be942d8b52016b0775785d3d20cdd272d2946de638e39d31cfab029cdec0,coordinate,ah_shell,4.119873046875,0.00042515572229396333,0.0,0.0,0.00011195413781262327
candidate_a_r0,candidate_a,R0,0.5,33,1aa6be942d8b52016b0775785d3d20cdd272d2946de638e39d31cfab029cdec0,coordinate,exterior,2100.921630859375,1.927189457877881e-05,0.0,0.0,5.070213106662655e-06
candidate_a_r0,candidate_a,R0,0.5,33,1aa6be942d8b52016b0775785d3d20cdd272d2946de638e39d31cfab029cdec0,proper,global,11972.480830176002,5.730077730549358e-05,0.0,0.0,1.508874735322389e-05
candidate_a_r0,candidate_a,R0,0.5,33,1aa6be942d8b52016b0775785d3d20cdd272d2946de638e39d31cfab029cdec0,proper,core,332.85017504035926,6.702889127758401e-08,0.0,0.0,3.1087069059739538e-09
candidate_a_r0,candidate_a,R0,0.5,33,1aa6be942d8b52016b0775785d3d20cdd272d2946de638e39d31cfab029cdec0,proper,ah_shell,187.1973150358115,0.0002675575938603342,0.0,0.0,7.043243652475552e-05
candidate_a_r0,candidate_a,R0,0.5,33,1aa6be942d8b52016b0775785d3d20cdd272d2946de638e39d31cfab029cdec0,proper,exterior,3557.9605548783857,2.656320623585249e-05,0.0,0.0,6.988349768699831e-06
candidate_a_r0,candidate_a,R0,1.0,65,e2fb9b094b9b1b04a7f5951b919ca4475fe47e48bb8a75f2dd03c8baf8afed48,coordinate,global,8000.0,0.0001040910950514993,0.0,0.0,4.4423710853651e-05
candidate_a_r0,candidate_a,R0,1.0,65,e2fb9b094b9b1b04a7f5951b919ca4475fe47e48bb8a75f2dd03c8baf8afed48,coordinate,core,0.030517578125,2.7422505468971245e-07,0.0,0.0,5.2174344132171e-08
candidate_a_r0,candidate_a,R0,1.0,65,e2fb9b094b9b1b04a7f5951b919ca4475fe47e48bb8a75f2dd03c8baf8afed48,coordinate,ah_shell,4.119873046875,0.0017521250035927765,0.0,0.0,0.0007482148708082429
candidate_a_r0,candidate_a,R0,1.0,65,e2fb9b094b9b1b04a7f5951b919ca4475fe47e48bb8a75f2dd03c8baf8afed48,coordinate,exterior,2100.921630859375,8.003726739567127e-05,0.0,0.0,3.4063630962394565e-05
candidate_a_r0,candidate_a,R0,1.0,65,e2fb9b094b9b1b04a7f5951b919ca4475fe47e48bb8a75f2dd03c8baf8afed48,proper,global,11980.024194744881,0.00023650661305889633,0.0,0.0,0.00010096207920217772
candidate_a_r0,candidate_a,R0,1.0,65,e2fb9b094b9b1b04a7f5951b919ca4475fe47e48bb8a75f2dd03c8baf8afed48,proper,core,339.1327809534001,2.7422505468971245e-07,0.0,0.0,5.2174344132171e-08
candidate_a_r0,candidate_a,R0,1.0,65,e2fb9b094b9b1b04a7f5951b919ca4475fe47e48bb8a75f2dd03c8baf8afed48,proper,ah_shell,187.53887058944537,0.0011059883902498004,0.0,0.0,0.00047187700577378547
candidate_a_r0,candidate_a,R0,1.0,65,e2fb9b094b9b1b04a7f5951b919ca4475fe47e48bb8a75f2dd03c8baf8afed48,proper,exterior,3558.475927320417,0.00011037409338493798,0.0,0.0,4.697315568458411e-05
candidate_a_r0,candidate_a,R0,2.0,129,f04e7284ef1f28868edab62cdf08ec5a0b54d410c0dc3dd13d0837218f38665d,coordinate,global,8000.0,0.0004697837140518599,0.0,0.0,0.00028131491470484324
candidate_a_r0,candidate_a,R0,2.0,129,f04e7284ef1f28868edab62cdf08ec5a0b54d410c0dc3dd13d0837218f38665d,coordinate,core,0.030517578125,1.1818684469337917e-06,0.0,0.0,1.0315978362599965e-06
candidate_a_r0,candidate_a,R0,2.0,129,f04e7284ef1f28868edab62cdf08ec5a0b54d410c0dc3dd13d0837218f38665d,coordinate,ah_shell,4.119873046875,0.007798265061651651,0.0,0.0,0.004699025771859244
candidate_a_r0,candidate_a,R0,2.0,129,f04e7284ef1f28868edab62cdf08ec5a0b54d410c0dc3dd13d0837218f38665d,coordinate,exterior,2100.921630859375,0.0003726697946466951,0.0,0.0,0.00022071072601761137
candidate_a_r0,candidate_a,R0,2.0,129,f04e7284ef1f28868edab62cdf08ec5a0b54d410c0dc3dd13d0837218f38665d,proper,global,11998.833158583444,0.0010656186897612969,0.0,0.0,0.000639678257541588
candidate_a_r0,candidate_a,R0,2.0,129,f04e7284ef1f28868edab62cdf08ec5a0b54d410c0dc3dd13d0837218f38665d,proper,core,352.74442292123007,1.181868446933792e-06,0.0,0.0,1.0315978362599967e-06
candidate_a_r0,candidate_a,R0,2.0,129,f04e7284ef1f28868edab62cdf08ec5a0b54d410c0dc3dd13d0837218f38665d,proper,ah_shell,189.03909131529304,0.004963143622712109,0.0,0.0,0.0029859538154969555
candidate_a_r0,candidate_a,R0,2.0,129,f04e7284ef1f28868edab62cdf08ec5a0b54d410c0dc3dd13d0837218f38665d,proper,exterior,3560.6729638384227,0.000514839814359087,0.0,0.0,0.000304912233694878
candidate_a_r0,candidate_a,R0,5.0,321,84fe1c3aa7471987ba3dab98b39c7a52965c045e80740cf1d27502183dc97f3d,coordinate,global,8000.0,0.004714282183088872,0.0,0.0,0.00367017789270904
candidate_a_r0,candidate_a,R0,5.0,321,84fe1c3aa7471987ba3dab98b39c7a52965c045e80740cf1d27502183dc97f3d,coordinate,core,0.030517578125,1.1649953623434665e-05,0.0,0.0,2.1765406447949623e-05
candidate_a_r0,candidate_a,R0,5.0,321,84fe1c3aa7471987ba3dab98b39c7a52965c045e80740cf1d27502183dc97f3d,coordinate,ah_shell,4.119873046875,0.05670198814121724,0.0,0.0,0.04829304337181843
candidate_a_r0,candidate_a,R0,5.0,321,84fe1c3aa7471987ba3dab98b39c7a52965c045e80740cf1d27502183dc97f3d,coordinate,exterior,2100.921630859375,0.005209193871356018,0.0,0.0,0.003850361387452754
candidate_a_r0,candidate_a,R0,5.0,321,84fe1c3aa7471987ba3dab98b39c7a52965c045e80740cf1d27502183dc97f3d,proper,global,12083.206701245377,0.009518897362058264,0.0,0.0,0.007629593146552711
candidate_a_r0,candidate_a,R0,5.0,321,84fe1c3aa7471987ba3dab98b39c7a52965c045e80740cf1d27502183dc97f3d,proper,core,406.62876920682777,1.1649953623434664e-05,0.0,0.0,2.176540644794962e-05
candidate_a_r0,candidate_a,R0,5.0,321,84fe1c3aa7471987ba3dab98b39c7a52965c045e80740cf1d27502183dc97f3d,proper,ah_shell,196.528405297561,0.035574395522933504,0.0,0.0,0.030567091720354683
candidate_a_r0,candidate_a,R0,5.0,321,84fe1c3aa7471987ba3dab98b39c7a52965c045e80740cf1d27502183dc97f3d,proper,exterior,3579.102218543523,0.007070894195305393,0.0,0.0,0.005249333023579382
candidate_a_r0,candidate_a,R0,10.0,641,0e19f10342f570688d566f5585a48cb2ff0d056388db35b6ef0ead81664c320c,coordinate,global,8000.0,0.015259808030409645,0.0,0.0,0.014366997599969768
candidate_a_r0,candidate_a,R0,10.0,641,0e19f10342f570688d566f5585a48cb2ff0d056388db35b6ef0ead81664c320c,coordinate,core,0.030517578125,3.1675810857724665e-05,0.0,0.0,3.887411210499454e-05
candidate_a_r0,candidate_a,R0,10.0,641,0e19f10342f570688d566f5585a48cb2ff0d056388db35b6ef0ead81664c320c,coordinate,ah_shell,4.119873046875,0.0017799169121041612,0.0,0.0,0.005108287100076117
candidate_a_r0,candidate_a,R0,10.0,641,0e19f10342f570688d566f5585a48cb2ff0d056388db35b6ef0ead81664c320c,coordinate,exterior,2100.921630859375,0.027614867089128792,0.0,0.0,0.02544382589185996
candidate_a_r0,candidate_a,R0,10.0,641,0e19f10342f570688d566f5585a48cb2ff0d056388db35b6ef0ead81664c320c,proper,global,12309.208085097876,0.019954727416755375,0.0,0.0,0.01922088657856704
candidate_a_r0,candidate_a,R0,10.0,641,0e19f10342f570688d566f5585a48cb2ff0d056388db35b6ef0ead81664c320c,proper,core,618.4944573627442,3.1675810857724665e-05,0.0,0.0,3.887411210499454e-05
candidate_a_r0,candidate_a,R0,10.0,641,0e19f10342f570688d566f5585a48cb2ff0d056388db35b6ef0ead81664c320c,proper,ah_shell,188.9764647784664,0.0009804056855829996,0.0,0.0,0.0028396736510370836
candidate_a_r0,candidate_a,R0,10.0,641,0e19f10342f570688d566f5585a48cb2ff0d056388db35b6ef0ead81664c320c,proper,exterior,3569.9825707813825,0.0328710268113873,0.0,0.0,0.030541462466876387
candidate_c_r0,candidate_c,R0,0.0,0,,coordinate,global,8000.0,2.8639562698953045e-16,0.009631565446494877,0.009631589453042787,0.0
candidate_c_r0,candidate_c,R0,0.0,0,,coordinate,core,0.030517578125,1.2691499978027825e-15,5.9810500271209846e-05,4.347235661871431e-05,0.0
candidate_c_r0,candidate_c,R0,0.0,0,,coordinate,ah_shell,4.119873046875,1.6603491199087972e-15,0.0189060565420124,0.018906045583086648,0.0
candidate_c_r0,candidate_c,R0,0.0,0,,coordinate,exterior,2100.921630859375,3.9501306694335423e-16,0.01531732955752371,0.015317341109390273,0.0
candidate_c_r0,candidate_c,R0,0.0,0,,proper,global,11966.136840531673,4.201124958016652e-16,0.011049836189341217,0.01104987247443591,0.0
candidate_c_r0,candidate_c,R0,0.0,0,,proper,core,326.87883471661183,1.2691499978027825e-15,5.981050027120984e-05,4.347235661871431e-05,0.0
candidate_c_r0,candidate_c,R0,0.0,0,,proper,ah_shell,187.13090831906197,1.2951682949582424e-15,0.01181349224715302,0.011814682534986682,0.0
candidate_c_r0,candidate_c,R0,0.0,0,,proper,exterior,3557.7913648986387,4.254554239056101e-16,0.016551152894454586,0.016551165706967675,0.0
candidate_c_r0,candidate_c,R0,0.1,7,9045c1818dcf9eab686cf35eeddfbc636cd606e9beccb3c891b619745d2d551a,coordinate,global,8000.0,2.6394598464213135e-05,0.009631661214582758,0.009630747607158511,1.7034986008227933e-06
candidate_c_r0,candidate_c,R0,0.1,7,9045c1818dcf9eab686cf35eeddfbc636cd606e9beccb3c891b619745d2d551a,coordinate,core,0.030517578125,0.0006263737403976184,5.9967441219241275e-05,4.3378193258023425e-05,4.201042158887011e-05
