candidate,resolution,time,source,metric,candidate_value,baseline_value,absolute_difference,relative_difference
candidate_a,R0,0.0,constraints,collective_norm2,2.385299779869536,2.385299779869536,0.0,0.0
candidate_a,R0,0.0,constraints,hamiltonian_norm2,2.385299779869536,2.385299779869536,0.0,0.0
candidate_a,R0,0.0,constraints,momentum_norm2,0.0,0.0,0.0,
candidate_a,R0,0.0,constraints,z_norm2,6.357697025134851e-28,6.357697025134851e-28,0.0,0.0
candidate_a,R0,0.0,constraints,theta_norm,0.0,0.0,0.0,
candidate_a,R0,0.0,state,minimum_lapse,0.04536501804722286,0.04536501804722286,0.0,0.0
candidate_a,R0,0.0,state,minimum_chi,0.0020579848624248565,0.0020579848624248565,0.0,0.0
candidate_a,R0,0.0,state,minimum_metric_minor,1.124629307089381,1.124629307089381,0.0,0.0
candidate_a,R0,0.0,state,maximum_shift,0.0,0.0,0.0,
candidate_a,R0,0.0,state,maximum_conformal_gamma,3.3374714952671413e-15,3.3374714952671413e-15,0.0,0.0
candidate_a,R0,0.1,constraints,collective_norm2,2.4146118932126313,2.4146384769227027,-2.6583710071470534e-05,-1.1009395537070095e-05
candidate_a,R0,0.1,constraints,hamiltonian_norm2,2.414560916554908,2.414587547487673,-2.663093276522588e-05,-1.1029185002190043e-05
candidate_a,R0,0.1,constraints,momentum_norm2,5.0268644317133705e-05,5.026906994516875e-05,-4.256280350479276e-10,-8.46699641573205e-06
candidate_a,R0,0.1,constraints,z_norm2,1.6829487217940721e-07,1.563843697989311e-07,1.1910502380476109e-08,0.07616171869215486
candidate_a,R0,0.1,constraints,theta_norm,3.4833917713657104e-08,3.4827627537021135e-08,6.290176635969319e-12,0.00018060881779222474
candidate_a,R0,0.1,state,minimum_lapse,0.04539963657574376,0.04539989381308237,-2.5723733861060527e-07,-5.666033926636192e-06
candidate_a,R0,0.1,state,minimum_chi,0.0020530866707503463,0.0020530969675229757,-1.0296772629415224e-08,-5.015239315188358e-06
candidate_a,R0,0.1,state,minimum_metric_minor,1.12462930719642,1.1246293071965,-7.993605777301127e-14,-7.107769401126279e-14
candidate_a,R0,0.1,state,maximum_shift,6.682238076362342e-07,5.673499890924892e-05,-5.606677510161268e-05,-0.9882220177935475
candidate_a,R0,0.1,state,maximum_conformal_gamma,0.0018313277426412417,0.0017619434088377696,6.938433380347209e-05,0.03937943378626449
candidate_a,R0,0.1,horizon,mass,1.016288224641986,1.016288425474739,-2.008327530944598e-07,-1.9761393326962743e-07
candidate_a,R0,0.1,horizon,area,51.91628914457117,51.91630966334142,-2.0518770256217067e-05,-3.9522782704074893e-07
candidate_a,R0,0.1,horizon,hrms,0.0667762393570161,0.06677464378042358,1.5955765925168564e-06,2.389494727614906e-05
candidate_a,R0,0.1,horizon,mean_radius,0.6416517233187411,0.641651592371856,1.3094688511294805e-07,2.0407786198878545e-07
candidate_a,R0,0.1,horizon,minimum_radius,0.6120333837687665,0.6120331711756243,2.1259314220145598e-07,3.4735558824874853e-07
candidate_a,R0,0.25,constraints,collective_norm2,2.4553012120028925,2.4553463665883077,-4.5154585415208004e-05,-1.8390311863800336e-05
candidate_a,R0,0.25,constraints,hamiltonian_norm2,2.4549678331318776,2.455021194584898,-5.336145302026196e-05,-2.1735638428687565e-05
candidate_a,R0,0.25,constraints,momentum_norm2,0.0003063878500739934,0.00030644804643775465,-6.019636376126611e-08,-0.00019643252571196638
candidate_a,R0,0.25,constraints,z_norm2,6.68978856804459e-06,4.6233002386398195e-06,2.0664883294047707e-06,0.44697255699161215
candidate_a,R0,0.25,constraints,theta_norm,2.3186669688073115e-07,2.3075600235262547e-07,1.1106945281056842e-09,0.00481328553442522
candidate_a,R0,0.25,state,minimum_lapse,0.04546133323115875,0.04547122327106897,-9.890039910219472e-06,-0.0002175010742785977
candidate_a,R0,0.25,state,minimum_chi,0.002045702583954729,0.002046121718171777,-4.1913421704783266e-07,-0.00020484324726406395
candidate_a,R0,0.25,state,minimum_metric_minor,1.1246293090988602,1.124629309112378,-1.3517853503230981e-11,-1.2019830350944745e-11
candidate_a,R0,0.25,state,maximum_shift,9.732921809907206e-06,0.0007430588924688043,-0.0007333259706588971,-0.9869015472278789
candidate_a,R0,0.25,state,maximum_conformal_gamma,0.011452818860372863,0.009401863040146544,0.0020509558202263193,0.21814355425819432
candidate_a,R0,0.25,horizon,mass,1.016469109864125,1.016462106085185,7.003778939917993e-06,6.890349279121123e-06
candidate_a,R0,0.25,horizon,area,51.93477154886999,51.93405585883475,0.0007156900352356388,1.3780746051897068e-05
candidate_a,R0,0.25,horizon,hrms,0.07151522933399637,0.07140438623622664,0.00011084309776973611,0.001552328976024451
candidate_a,R0,0.25,horizon,mean_radius,0.6446087929744613,0.6445595262525523,4.92667219089693e-05,7.643471223736989e-05
candidate_a,R0,0.25,horizon,minimum_radius,0.6156946802593081,0.6156595715539361,3.5108705371933446e-05,5.702616672281798e-05
candidate_a,R0,0.5,constraints,collective_norm2,2.5147910226364973,2.5028831759516708,0.011907846684826584,0.004757651815010849
candidate_a,R0,0.5,constraints,hamiltonian_norm2,2.5131650359655935,2.5015506650664605,0.011614370899132975,0.004642868546028193
candidate_a,R0,0.5,constraints,momentum_norm2,0.0011835151403384312,0.0011843705503952427,-8.554100568115494e-07,-0.0007222486716898574
candidate_a,R0,0.5,constraints,z_norm2,0.00011035815918906567,3.6783488670011164e-05,7.35746705190545e-05,2.000209147617867
candidate_a,R0,0.5,constraints,theta_norm,1.0388938190069461e-06,1.006380145064904e-06,3.2513673942042146e-08,0.032307547104822164
candidate_a,R0,0.5,state,minimum_lapse,0.045589853227885016,0.04572457776620926,-0.00013472453832424208,-0.002946435919279376
candidate_a,R0,0.5,state,minimum_chi,0.0020332971421646194,0.002039326579395115,-6.029437230495576e-06,-0.002956582477478408
candidate_a,R0,0.5,state,minimum_metric_minor,1.1246293366878135,1.124629337112374,-4.245603868469061e-10,-3.775113922752699e-10
