case_id,gauge,resolution,target,accepted_cycle,checkpoint_sha256,dt,collective_norm2,hamiltonian_norm2,momentum_norm2,z_norm2,mx_norm2,my_norm2,mz_norm2,theta_norm,volume
standard_r0,standard,R0,0.0,0,,0.015625,2.385299779869536,2.385299779869536,0.0,6.357697025134851e-28,0.0,0.0,0.0,0.0,11530.683079316803
standard_r0,standard,R0,0.1,7,ae8c7fccb143576c07251eef9cb154823caa94be447e101a7042ed30b2dd4828,0.012500000000000011,2.4146384769227027,2.414587547487673,5.026906994516875e-05,1.563843697989311e-07,0.00021456288642049778,0.00021456288642049742,0.00021456288642048656,3.4827627537021135e-08,11530.698637148525
standard_r0,standard,R0,0.25,17,23a0c402eafedaf6c4f50a58b666f4d4c28b7ed967a850bd58b0d4f05a01dec3,0.015625,2.4553463665883077,2.455021194584898,0.00030644804643775465,4.6233002386398195e-06,0.001310246524421682,0.0013102465244217017,0.0013102465244216506,2.3075600235262547e-07,11530.7726602827
standard_r0,standard,R0,0.5,33,dac6812fd7d3b269c40fb1aa97e9f23df0613991f28369fb583e5742aecf25aa,0.015625,2.5028831759516708,2.5015506650664605,0.0011843705503952427,3.6783488670011164e-05,0.005073467387214221,0.005073467387214405,0.005073467387213345,1.006380145064904e-06,11530.961140065903
standard_r0,standard,R0,1.0,65,e44a50ba269f768450b36f6d3b44df4655635e2017cf72dcdbb58ae24baea7ab,0.015625,2.4516555998912253,2.4466006371383204,0.004557321610075575,0.00012333498613784698,0.01950537754881341,0.01950537754881155,0.019505377548795205,4.301198280875183e-06,11531.19589243516
standard_r0,standard,R0,2.0,129,2379921006e4c16b1b17a3d74ae9af256ab2ee9de208c3f8115ceb141880ec23,0.015625,1.7347067538393972,1.7147846352825622,0.018633846071593123,0.00031859601892108533,0.07860542828732588,0.07860542828731727,0.0786054282872868,1.3888409558848088e-05,11530.46374811688
standard_r0,standard,R0,5.0,321,10d93fd2ca26c664420839516ff532725d08ae82307f0b48c274ef0e26f531c8,0.015625,0.5832629962713017,0.38748590150169987,0.17045315374117237,0.006325941571180368,0.6288912797333704,0.628891279733305,0.6288912797332666,2.0174743709639127e-05,11524.329477460651
standard_r0,standard,R0,10.0,641,69650af16baf52c560712623f76c92beb92b261268237e4bd8e41a7493e58c07,0.015625,7.576975782468682,2.11439091697836,4.988371427695061,0.11854853028193116,21.5575380845585,21.557538084558146,21.55753808455835,1.9316667549437717e-05,11469.441706227382
candidate_a_r0,candidate_a,R0,0.0,0,,0.015625,2.385299779869536,2.385299779869536,0.0,6.357697025134851e-28,0.0,0.0,0.0,0.0,11530.683079316803
candidate_a_r0,candidate_a,R0,0.1,7,e912558b11c5cd14a8b91e1902c3dd8e8a6a706d0bef49f8079590a2b34df25a,0.012500000000000011,2.4146118932126313,2.414560916554908,5.0268644317133705e-05,1.6829487217940721e-07,0.0002145622473277838,0.00021456224732778375,0.00021456224732778245,3.4833917713657104e-08,11530.698902550437
candidate_a_r0,candidate_a,R0,0.25,17,5d191c36556dfb9ea3e78db21854c0ce90078d9ab2176b4a98c63d4e9e3f363c,0.015625,2.4553012120028925,2.4549678331318776,0.0003063878500739934,6.68978856804459e-06,0.001310223172787429,0.0013102231727874312,0.0013102231727874004,2.3186669688073115e-07,11530.781996370273
candidate_a_r0,candidate_a,R0,0.5,33,1aa6be942d8b52016b0775785d3d20cdd272d2946de638e39d31cfab029cdec0,0.015625,2.5147910226364973,2.5131650359655935,0.0011835151403384312,0.00011035815918906567,0.005079802541946666,0.005079802541946753,0.0050798025419462895,1.0388938190069461e-06,11531.078857773704
candidate_a_r0,candidate_a,R0,1.0,65,e2fb9b094b9b1b04a7f5951b919ca4475fe47e48bb8a75f2dd03c8baf8afed48,0.015625,2.6112642975055427,2.599183748969497,0.004551564142473987,0.0018810138207407696,0.0197673251846674,0.01976732518466719,0.019767325184664463,4.929110586494376e-06,11532.26415463338
candidate_a_r0,candidate_a,R0,2.0,129,f04e7284ef1f28868edab62cdf08ec5a0b54d410c0dc3dd13d0837218f38665d,0.015625,2.925995074909148,2.770896961233208,0.019028727853956803,0.03401208902404838,0.08709564840712333,0.08709564840711344,0.08709564840710196,2.102972581806586e-05,11536.964050213328
candidate_a_r0,candidate_a,R0,5.0,321,84fe1c3aa7471987ba3dab98b39c7a52965c045e80740cf1d27502183dc97f3d,0.015625,33.47765107771847,27.129763053090603,0.3743529603954247,1.4933741806158567,3.0672213259717127,3.0672213259713024,3.0672213259718366,3.834176916939058e-05,11557.523358188253
candidate_a_r0,candidate_a,R0,10.0,641,0e19f10342f570688d566f5585a48cb2ff0d056388db35b6ef0ead81664c320c,0.015625,1261.1770440741413,1213.8065741731912,8.008295501786034,9.840305314280156,136.08272653626886,136.08272653626193,136.08272653626264,0.0009531420578863803,11583.634376535181
candidate_c_r0,candidate_c,R0,0.0,0,,0.015625,2.385299779869536,2.385299779869536,0.0,6.357697025134851e-28,0.0,0.0,0.0,0.0,11530.683079316803
candidate_c_r0,candidate_c,R0,0.1,7,9045c1818dcf9eab686cf35eeddfbc636cd606e9beccb3c891b619745d2d551a,0.012500000000000011,2.4146442963042754,2.414593378993234,5.0269500869695683e-05,1.5324493462158586e-07,0.00021456484257531105,0.00021456484257530972,0.0002145648425753192,3.48304399486712e-08,11530.698632249288
candidate_c_r0,candidate_c,R0,0.25,17,e498f402355a183e8b863869d544fce684a857393da137679bc6c7f67d2cc9db,0.015625,2.455325345187098,2.4550001592467923,0.00030645312782280864,4.62548745933798e-06,0.0013102711722312182,0.0013102711722312113,0.0013102711722311952,2.308625994676001e-07,11530.772712471236
candidate_c_r0,candidate_c,R0,0.5,33,f3719b14d47856002a93afa8b55590703917e6523ea779b0611f737584cd57c2,0.015625,2.5029295580994826,2.5015973459852283,0.001184388752719337,3.670414959012569e-05,0.005073530065009466,0.005073530065009495,0.005073530065008942,1.0067631724362341e-06,11530.96207858317
candidate_c_r0,candidate_c,R0,1.0,65,3899e5656a9be9306ffde28225e02897bd7d951a7150770376076f6202215538,0.015625,2.452284006807393,2.4472278610711578,0.004557429569569234,0.0001236032939221936,0.019505924468862474,0.019505924468861326,0.019505924468853936,4.302991005827082e-06,11531.204119892158
candidate_c_r0,candidate_c,R0,2.0,129,32a0de56c79e8e9a5f5cf8026b3abe1b546c3a7e1d1a5dfedb63e04230e9986c,0.015625,1.7341562672645086,1.7142354001509457,0.01862978057967193,0.0003192949968436839,0.07859101095386409,0.07859101095387895,0.0785910109538655,1.3906546527045676e-05,11530.486605822753
candidate_c_r0,candidate_c,R0,5.0,321,bf373ff17d6d6bb0121c95cd959b31fa669958c8bb721cbd66d23d155082ee15,0.015625,0.5789580447861395,0.38330388777683977,0.17043985027385974,0.006298566261144661,0.6280342019735126,0.6280342019734866,0.6280342019734934,2.004169085811131e-05,11524.578739729159
candidate_c_r0,candidate_c,R0,10.0,641,bbde9bdc5f5ddd5eea7e503ae66ef488497390cedc96404dbebe03c7e090f524,0.015625,7.596574285713104,2.0967547776185564,5.0408720063652535,0.1147328029851661,21.545516808769708,21.54551680876971,21.54551680876971,1.62897886212763e-05,11475.061957553928
standard_r1,standard,R1,0.0,0,,0.0078125,1.8261457846223838e-05,1.8261457846223838e-05,0.0,9.476029487198543e-28,0.0,0.0,0.0,0.0,11530.786428594542
standard_r1,standard,R1,0.1,13,bb95affefe36332ad39723f07101d109e40fe4e85df9399201a284d4e4699da8,0.0078125,2.7283672934077344e-05,2.7051073405280957e-05,2.2741445780671065e-07,7.264962406027136e-10,1.5054658601431037e-07,1.505465860137792e-07,1.505465860058749e-07,2.2790860272524296e-09,11530.801964903707
standard_r1,standard,R1,0.25,33,7fb05a57eb8c202d065136ff879a364a2df253623cbffa1ed9e7ab78f4647072,0.003124999999999989,2.73395460797579e-05,2.6430085527212367e-05,8.225264831210534e-07,2.0256826111813323e-08,5.610802694059863e-07,5.610802694067748e-07,5.610802693932482e-07,5.906764977286154e-09,11530.875918725762
