case_id,gauge,resolution,target,accepted_cycle,checkpoint_sha256,dt,collective_norm2,hamiltonian_norm2,momentum_norm2,z_norm2,mx_norm2,my_norm2,mz_norm2,theta_norm,volume
standard_r1,standard,R1,0.5,65,c0beda690013fa0afa74762fe8bff13f17e170414362e5ba76102fb2685d214d,0.0078125,2.824632372269169e-05,2.591648666147296e-05,1.5859328797327755e-06,1.8315230504069842e-07,1.3986521200403846e-06,1.3986521200376542e-06,1.3986521199795617e-06,1.1294961323293504e-08,11531.063903099048
standard_r1,standard,R1,1.0,129,3391a158351e3233427cd85dd8890ac5bb86e0ca6c638577b72999e6f41fc410,0.0078125,3.202486332510137e-05,2.5695963307186972e-05,2.141650062357888e-06,1.040011387480289e-06,3.5971702404081916e-06,3.5971702403583742e-06,3.597170240294665e-06,2.7204405635288637e-08,11531.295995965658
standard_r1,standard,R1,2.0,257,1313f928b41f16d8400d621a653bb55761ab6887d5c1ea63cba5875e3955aafd,0.0078125,5.3240288319162075e-05,2.9207709211326056e-05,4.876130350522589e-06,4.7783387483308985e-06,1.2829237391928311e-05,1.2829237392002476e-05,1.2829237391688864e-05,4.309376398994286e-08,11531.258364066905
standard_r1,standard,R1,5.0,641,91fa05de5b8556f291fb02b919c6b34ba627ab1b283330c136387edb9169b75b,0.0078125,0.00029036741377577176,4.568171860096979e-05,6.097712626755248e-05,4.5894109831987036e-05,0.0002641000364749462,0.00026410003647480676,0.00026410003647242043,1.3212957930124186e-07,11523.733056379042
standard_r1,standard,R1,10.0,1281,d36529f421431123878b200cfb508d339f2384faed49617d5853fdf0d0b98327,0.0078125,0.0064890275361692154,0.0017446245188901864,0.002364649704952883,0.000594030915941637,0.011667253956516615,0.011667253956512344,0.011667253956529504,3.629648559585291e-06,11470.056121139489
candidate_a_r1,candidate_a,R1,0.0,0,,0.0078125,1.8261457846223838e-05,1.8261457846223838e-05,0.0,9.476029487198543e-28,0.0,0.0,0.0,0.0,11530.786428594542
candidate_a_r1,candidate_a,R1,0.1,13,bb92bf77e92acd356f9f4a07c618f83d54251ffb481ed3d3055ec71faad23768,0.0078125,2.7287834579626858e-05,2.7055202442710725e-05,2.2743992814321843e-07,7.282245063018768e-10,1.5057728340363233e-07,1.5057728340464197e-07,1.5057728340260684e-07,2.2793107474319908e-09,11530.80223080319
candidate_a_r1,candidate_a,R1,0.25,33,7e66f7f5342de0052b2b224a6562688b6a8783d9bfa2eb5aba3c210a9e937ea8,0.003124999999999989,2.7418134067121622e-05,2.6508247917644395e-05,8.223490272917595e-07,2.0405454368510408e-08,5.608391952259583e-07,5.608391952278975e-07,5.608391952403047e-07,5.915304711295805e-09,11530.885288065308
candidate_a_r1,candidate_a,R1,0.5,65,0c83f9efd415753d740dbb78deaf4872bf802d55c01242e6bdec4cd4149fd8ee,0.0078125,2.8502592441644925e-05,2.615634467958162e-05,1.583966372962436e-06,1.87732623740715e-07,1.396408748655784e-06,1.3964087486486333e-06,1.3964087486501586e-06,1.1350894137890917e-08,11531.182055901594
candidate_a_r1,candidate_a,R1,1.0,129,b0b7445dbbf5fc7c174e6a3d0aa07d66b6625f3c419190ab393737731e5e6de1,0.0078125,3.3538219492136485e-05,2.684696096345242e-05,2.1266703079411924e-06,1.134367078307846e-06,3.597787194124206e-06,3.597787194156182e-06,3.5977871938795795e-06,2.7119907511502604e-08,11532.367113579243
candidate_a_r1,candidate_a,R1,2.0,257,2e828ab0db6570cf6c1b2df3b1461744508a5c8473d244971328d408a7fac8f8,0.0078125,6.271677863373735e-05,3.285672631826434e-05,4.532230615838106e-06,6.321107790527769e-06,1.1856533242726354e-05,1.185653324284288e-05,1.1856533242600994e-05,4.339053752391985e-08,11537.067247269753
candidate_a_r1,candidate_a,R1,5.0,641,8e1f045afb82d7aa07d7d6de1e6805313a4e0bf4e6952268e21585c92d6c5ee1,0.0078125,0.0004830407364437141,0.00021493307472581933,9.446989852141358e-06,6.460579707082392e-05,2.8740623767545556e-05,2.8740623767234848e-05,2.8740623768181356e-05,2.3748358245731119e-07,11559.816014737466
candidate_a_r1,candidate_a,R1,10.0,1281,f71cd8dfc38092b07b533bede43be6aded29676cc6b6cccd9f66a722a2847ebe,0.0078125,0.014603588485751516,0.010394459970562125,0.0005272139911310082,0.0009188432382291106,0.0031888227664138456,0.0031888227664075438,0.0031888227663968115,6.541571141934297e-06,11583.84765869137
candidate_c_r1,candidate_c,R1,0.0,0,,0.0078125,1.8261457846223838e-05,1.8261457846223838e-05,0.0,9.476029487198543e-28,0.0,0.0,0.0,0.0,11530.786428594542
candidate_c_r1,candidate_c,R1,0.1,13,1a897e2d4b337eab59177d966aff34d13c3d3a144bcbfa66317c44e6ee41bc6d,0.0078125,2.7286606902320835e-05,2.705381229500141e-05,2.274649644079361e-07,7.618468502735143e-10,1.5059440618187065e-07,1.5059440618232521e-07,1.505944061799868e-07,2.2822555104139795e-09,11530.801958805505
candidate_c_r1,candidate_c,R1,0.25,33,1997c8fbeb9b3f003ceb65bc12a088c4db29f2ceddcfd10789e4ae0e3f0ce4e0,0.003124999999999989,2.7345846477404063e-05,2.6433874733688318e-05,8.227284002625598e-07,2.0834159194309673e-08,5.611873084657548e-07,5.611873084540551e-07,5.611873084519788e-07,5.906706675897708e-09,11530.87595705721
candidate_c_r1,candidate_c,R1,0.5,65,355578231a5e72ebcfbe20e5e942f9f617aefef6149cd5c9779a1ade1d56db4e,0.0078125,2.8279183116053497e-05,2.593839203893213e-05,1.5865570471039736e-06,1.8573702429563038e-07,1.3989862644596088e-06,1.39898626444509e-06,1.3989862644273364e-06,1.1285932834861242e-08,11531.064802983768
candidate_c_r1,candidate_c,R1,1.0,129,1b09d05ba802dc6c55594edc57d1a8f17bfce2f12d6d9b26eab79a03091df5ab,0.0078125,3.2050457707268896e-05,2.5705353368212047e-05,2.140523403389143e-06,1.0444031504486362e-06,3.5968304647199352e-06,3.596830464787378e-06,3.5968304647341764e-06,2.6968333873197435e-08,11531.304185057033
candidate_c_r1,candidate_c,R1,2.0,257,522e7838a9f5b4cb197a5f58578fa8058eba89656bf4fd980efe9085b496a3ed,0.0078125,5.3438508082727135e-05,2.918354401598348e-05,4.877747187469204e-06,4.833614680746666e-06,1.2829031853044779e-05,1.2829031853276078e-05,1.282903185346619e-05,4.275815628787169e-08,11531.281174080106
candidate_c_r1,candidate_c,R1,5.0,641,5055bbbe8cc12f6d0d0f14de21e5bd2d828e77c9079df331c241ccd8433a6242,0.0078125,0.0002923011622034881,4.5855094128594656e-05,6.120161537291097e-05,4.628097354059235e-05,0.00026492521720281574,0.0002649252172020002,0.0002649252172027552,1.2055853961269007e-07,11523.98300171136
candidate_c_r1,candidate_c,R1,10.0,1281,d7cc5307faa4c4cef7bf5f779e67ed3503f8dbe600713eff4cd19fe043b74532,0.0078125,0.006298732773967883,0.0017318066568570605,0.0023922908081935434,0.0005433862866903699,0.011701478974388986,0.011701478974396738,0.011701478974380754,1.0901621558092133e-06,11475.670785519358
standard_r2,standard,R2,0.0,0,,0.005208333333333304,1.841714299615296e-07,1.841714299615296e-07,0.0,1.5029805922828606e-27,0.0,0.0,0.0,0.0,11531.063862318748
standard_r2,standard,R2,0.1,20,62d3cc1660c178c23df15de68c8f85c72765841a4ff7d2ea5cf972c41eb2b2c8,0.0020833333333345194,2.7595546957199487e-06,2.4859261260354702e-06,2.6806862059706994e-07,8.727077936149253e-10,1.6525560074665905e-07,1.6525560075050201e-07,1.6525560074754775e-07,2.069117912957222e-09,11531.079452874837
standard_r2,standard,R2,0.25,49,5e15cf5cae3d3bd6517f790d263e225944ba76f11ac256407b38d61b068e175b,0.005208333333333304,3.092481653892046e-06,2.215023062995401e-06,7.90596443543192e-07,2.0642344593482903e-08,4.405564686772946e-07,4.4055646867179826e-07,4.405564686614476e-07,4.292768979523439e-09,11531.153637987769
standard_r2,standard,R2,0.5,98,ef833825f9f11b7d59d01f7bd7add562ecaf9c2069e669d60e4cc8f051b487e3,1.7763568394002505e-15,4.313498719460753e-06,2.648606205142703e-06,1.0804409189203357e-06,1.4467603329330478e-07,5.988163220656472e-07,5.988163220422422e-07,5.988163220606984e-07,5.7474622244913516e-09,11531.342002275143
standard_r2,standard,R2,1.0,195,cbf396568dfe217870977fe59eff6060a614d3ab1809d322f1b4dce570d6f354,1.4210854715202004e-14,7.616777529200718e-06,3.6570591226263676e-06,1.2621723529655937e-06,6.717523646375061e-07,7.38780809314386e-07,7.387808092851728e-07,7.387808091938859e-07,1.0536595058751397e-08,11531.573715337368
standard_r2,standard,R2,2.0,388,853060353a1c07cacaf33aa4bc3f3acd6380bda68d10ab5971bf062a41a12040,2.842170943040401e-14,2.3522256442714682e-05,6.386039017249269e-06,2.3503672223845427e-06,3.6914234157793616e-06,1.3072062506906905e-06,1.3072062505595328e-06,1.3072062507098943e-06,2.0156539963466875e-08,11531.747261361736
standard_r2,standard,R2,5.0,964,1353bce3793655b6caa21fbdfe0d3c1255902b1c0a70061075a2c7f57d6772dc,0.005208333333333304,0.0001898489245710508,2.4828225888037693e-05,5.678802011620157e-06,3.981415756816672e-05,5.258230933467388e-06,5.258230933855346e-06,5.258230933790622e-06,8.526639872607965e-08,11523.694955952411
standard_r2,standard,R2,10.0,1924,e0afe8f96a6b893b83b6d91fec461ae62e46539d288a249310e1644fe3419c9f,0.005208333333333304,0.0018587248306776887,0.00021594734674528784,3.959108948523316e-05,0.00040052505946414595,5.9033293680139386e-05,5.903329368293687e-05,5.9033293680742237e-05,1.0861565905901788e-06,11469.818248326683
candidate_a_r2,candidate_a,R2,0.0,0,,0.005208333333333304,1.841714299615296e-07,1.841714299615296e-07,0.0,1.5029805922828606e-27,0.0,0.0,0.0,0.0,11531.063862318748
candidate_a_r2,candidate_a,R2,0.1,20,8313d464eadb22dc247fd99ec804a1b362a39981049318e26bc38a478a80f467,0.0020833333333345194,2.7671156604863297e-06,2.493429209503993e-06,2.681202068392563e-07,8.741728517440115e-10,1.6535047297980965e-07,1.6535047298251703e-07,1.6535047298186908e-07,2.0695527361052006e-09,11531.079719676472
candidate_a_r2,candidate_a,R2,0.25,49,db155b74efd2112553199c713eb560c5849f24a1568b97df2c71a8e745754907,0.005208333333333304,3.15751519787015e-06,2.2798626758410844e-06,7.90231222997383e-07,2.077870703213588e-08,4.39877737635856e-07,4.398777376428607e-07,4.3987773763460507e-07,4.3064709031457945e-09,11531.163038136456
candidate_a_r2,candidate_a,R2,0.5,98,3b000999a97657799695c24c79dbb94b4f4ab3e4d38eee4a4aa5035b49964527,1.7763568394002505e-15,4.432948636508479e-06,2.7647029849528593e-06,1.0779197036739978e-06,1.4613352164877823e-07,5.951052671145308e-07,5.95105267084926e-07,5.95105267080542e-07,5.791861286506335e-09,11531.460492938926
candidate_a_r2,candidate_a,R2,1.0,195,def3223b4da7f58d4939732d2a348c47686161378144c173bd3dc6150a9c0497,1.4210854715202004e-14,7.657118009557916e-06,3.6965548360897596e-06,1.235419850534536e-06,6.786821249287315e-07,6.926345014289588e-07,6.9263450138133e-07,6.926345015132193e-07,1.0414823218694182e-08,11532.647380144328
candidate_a_r2,candidate_a,R2,2.0,388,9caff294eb0086f6279ecb63112a207a8af619da461f27b11437984864769719,2.842170943040401e-14,2.3939940417430037e-05,6.739973902922107e-06,2.2797626179932495e-06,3.725373326375924e-06,1.1816510331865033e-06,1.1816510330777904e-06,1.1816510330797623e-06,1.871059101095127e-08,11535.606787263663
candidate_a_r2,candidate_a,R2,5.0,964,55ccdab911d24cac5eff532ea3086ddb5a03d4adf48fad378df289bfa8f4e39b,0.005208333333333304,0.00021507764515424403,4.363053403185066e-05,5.386874827675161e-06,4.149350834103306e-05,3.872141835980982e-06,3.872141835964861e-06,3.8721418359989695e-06,8.62029305855274e-08,11560.229812318366
candidate_c_r2,candidate_c,R2,0.0,0,,0.005208333333333304,1.841714299615296e-07,1.841714299615296e-07,0.0,1.5029805922828606e-27,0.0,0.0,0.0,0.0,11531.063862318748
candidate_c_r2,candidate_c,R2,0.1,20,872505b87332bb56eefd71384fe11e5e0b9e4c0d10ee36c8cee74a67db7c7931,0.0020833333333345194,2.762738071719302e-06,2.488980863183049e-06,2.681103104538281e-07,8.93592927927474e-10,1.6529879429007178e-07,1.6529879429295344e-07,1.65298794285278e-07,2.072526370718707e-09,11531.079453699407
candidate_c_r2,candidate_c,R2,0.25,49,1be4d720cb6bee5ba870004205fc9a54582a9255cd31c57dae1726863c6399e5,0.005208333333333304,3.106788687994337e-06,2.2288118231695874e-06,7.907728053251114e-07,2.0728247605258144e-08,4.4067451211172025e-07,4.406745121327425e-07,4.40674512080174e-07,4.291069078609683e-09,11531.153727897958
candidate_c_r2,candidate_c,R2,0.5,98,23072b90a596691798a72b761cdb218d26416c4d33790d25cf7fd3e14e771145,1.7763568394002505e-15,4.322969420698983e-06,2.6640153633602323e-06,1.0803959537798532e-06,1.432063912425814e-07,5.988387131518539e-07,5.988387132074624e-07,5.988387131325852e-07,5.732538588576966e-09,11531.343122007955
candidate_c_r2,candidate_c,R2,1.0,195,1ec12d14756ae0dddf1c2d1eac591b551082ecfb9f7c9665342058207b239712,1.4210854715202004e-14,7.645051814010245e-06,3.6756743070180163e-06,1.2609948478154953e-06,6.744844624410191e-07,7.384703049387184e-07,7.384703049171342e-07,7.384703049481469e-07,1.0444809412651004e-08,11531.582159685648
candidate_c_r2,candidate_c,R2,2.0,388,fbe9d44029a302062591ce66cc5f603a4f9e7de91d0698da9d70a15d17181296,2.842170943040401e-14,2.359467599981975e-05,6.389210138038084e-06,2.3557522417791393e-06,3.707409803832594e-06,1.310918763162417e-06,1.310918763153275e-06,1.3109187632803798e-06,2.0074404672269438e-08,11531.769544134224
candidate_c_r2,candidate_c,R2,5.0,964,6941b77c61d2fbedd903e9b77044829f06f7525ec2e8ceae4460aa2be8738842,0.005208333333333304,0.00019055192461506806,2.4897681658085537e-05,5.701392850899562e-06,3.996767523126289e-05,5.255528899142901e-06,5.255528899304507e-06,5.2555288993570335e-06,8.214918103106663e-08,11523.945286687698
