gauge,time,source,metric,R0,R1,R2,strictly_decreasing,absolute_error_to_one_decreasing
standard,0.25,state,minimum_lapse,0.04547122327106897,0.014241954274509482,0.006865207040518946,True,
standard,0.25,state,minimum_chi,0.002046121718171777,0.000197095472295938,4.516855957912791e-05,True,
standard,0.25,state,minimum_metric_minor,1.124629309112378,1.1246293091123862,1.123245151635243,False,
standard,0.25,state,maximum_shift,0.0007430588924688043,0.0007375122350114371,0.0007375126809816285,False,
standard,0.25,state,maximum_conformal_gamma,0.009401863040146544,0.00939848415002498,0.009397933798050071,True,
standard,0.25,horizon,mass,1.016462106085185,0.9989742725437504,0.9992160303748614,False,True
standard,0.25,horizon,area,51.93405585883475,50.16241797167909,50.18670012814302,False,
standard,0.25,horizon,hrms,0.07140438623622664,0.0365011336564084,0.0960489877467965,False,
standard,0.25,horizon,mean_radius,0.6445595262525523,0.4937273754196911,0.4847540862060875,True,
standard,0.25,horizon,minimum_radius,0.6156595715539361,0.4909460449216665,0.4821287263526017,True,
standard,0.5,constraints,collective_norm2,2.5028831759516708,2.824632372269169e-05,4.313498719460753e-06,True,
standard,0.5,constraints,hamiltonian_norm2,2.5015506650664605,2.591648666147296e-05,2.648606205142703e-06,True,
standard,0.5,constraints,momentum_norm2,0.0011843705503952427,1.5859328797327755e-06,1.0804409189203357e-06,True,
standard,0.5,constraints,z_norm2,3.6783488670011164e-05,1.8315230504069842e-07,1.4467603329330478e-07,True,
standard,0.5,constraints,theta_norm,1.006380145064904e-06,1.1294961323293504e-08,5.7474622244913516e-09,True,
standard,0.5,state,minimum_lapse,0.04572457776620926,0.014318320263043591,0.006903213035988141,True,
standard,0.5,state,minimum_chi,0.002039326579395115,0.00019299741654174704,4.361857687965105e-05,True,
standard,0.5,state,minimum_metric_minor,1.124629337112374,1.1246293371124318,1.1232452004140685,False,
standard,0.5,state,maximum_shift,0.0041262712303084086,0.004133263728256544,0.004133420639668828,False,
standard,0.5,state,maximum_conformal_gamma,0.02680084902698749,0.026853252669515278,0.026853958752523447,False,
standard,0.5,horizon,mass,1.016991185010223,0.9982172005753192,0.9984212155782997,False,True
standard,0.5,horizon,area,51.9881343425475,50.08641567351399,50.10689102587038,False,
standard,0.5,horizon,hrms,0.07344125076973103,0.03563566887563822,0.09950694691414885,False,
standard,0.5,horizon,mean_radius,0.6509678480970218,0.4958181972082012,0.4868062240358382,True,
standard,0.5,horizon,minimum_radius,0.6225337996488087,0.4930309333302259,0.4841724569193173,True,
standard,1.0,constraints,collective_norm2,2.4516555998912253,3.202486332510137e-05,7.616777529200718e-06,True,
standard,1.0,constraints,hamiltonian_norm2,2.4466006371383204,2.5695963307186972e-05,3.6570591226263676e-06,True,
standard,1.0,constraints,momentum_norm2,0.004557321610075575,2.141650062357888e-06,1.2621723529655937e-06,True,
standard,1.0,constraints,z_norm2,0.00012333498613784698,1.040011387480289e-06,6.717523646375061e-07,True,
standard,1.0,constraints,theta_norm,4.301198280875183e-06,2.7204405635288637e-08,1.0536595058751397e-08,True,
standard,1.0,state,minimum_lapse,0.047123472935253284,0.014751312791532552,0.007119764992721244,True,
standard,1.0,state,minimum_chi,0.002061478084704186,0.0001891464148473731,4.162547487211764e-05,True,
standard,1.0,state,minimum_metric_minor,1.1246295172188137,1.1246295172189351,1.1232454151147744,False,
standard,1.0,state,maximum_shift,0.015449262539589085,0.0154774265968028,0.015477040570574998,False,
standard,1.0,state,maximum_conformal_gamma,0.055804232665175355,0.055747155442754666,0.05574776202020454,False,
standard,1.0,horizon,mass,1.026359329031065,0.9951764242152544,0.995267220512369,False,True
standard,1.0,horizon,area,52.95033639702188,49.78173325056522,49.7908174754797,False,
standard,1.0,horizon,hrms,0.9796963829287086,0.03498656350198544,0.07628729136354417,False,
standard,1.0,horizon,mean_radius,0.4456592089205378,0.4998159032191403,0.4907292104650769,False,
standard,1.0,horizon,minimum_radius,0.4294077985546676,0.4970141802426062,0.4880772193408326,False,
standard,2.0,constraints,collective_norm2,1.7347067538393972,5.3240288319162075e-05,2.3522256442714682e-05,True,
standard,2.0,constraints,hamiltonian_norm2,1.7147846352825622,2.9207709211326056e-05,6.386039017249269e-06,True,
standard,2.0,constraints,momentum_norm2,0.018633846071593123,4.876130350522589e-06,2.3503672223845427e-06,True,
standard,2.0,constraints,z_norm2,0.00031859601892108533,4.7783387483308985e-06,3.6914234157793616e-06,True,
standard,2.0,constraints,theta_norm,1.3888409558848088e-05,4.309376398994286e-08,2.0156539963466875e-08,True,
standard,2.0,state,minimum_lapse,0.05499940567421984,0.017119769621145434,0.008310709527239158,True,
standard,2.0,state,minimum_chi,0.002286014228150113,0.00020635677947924196,4.4055571599499765e-05,True,
standard,2.0,state,minimum_metric_minor,1.124630343568847,1.1246303435691334,1.123246608780181,False,
standard,2.0,state,maximum_shift,0.0418604098144808,0.041850463325127145,0.04185213991517809,False,
standard,2.0,state,maximum_conformal_gamma,0.11263984860696341,0.11267821385393781,0.11268000312614407,False,
standard,2.0,horizon,mass,1.015064927894374,0.9824028087376006,0.9820887152516955,True,False
standard,2.0,horizon,area,51.79138191833584,48.51198510662103,48.48096959534841,True,
standard,2.0,horizon,hrms,0.85270902067527,0.0373328751955541,0.04902268644553426,False,
standard,2.0,horizon,mean_radius,0.4539207653057416,0.5072453747125746,0.4980699512094928,False,
standard,2.0,horizon,minimum_radius,0.4378958292963189,0.5044061447190201,0.4953772304849166,False,
standard,5.0,constraints,collective_norm2,0.5832629962713017,0.00029036741377577176,0.0001898489245710508,True,
standard,5.0,constraints,hamiltonian_norm2,0.38748590150169987,4.568171860096979e-05,2.4828225888037693e-05,True,
standard,5.0,constraints,momentum_norm2,0.17045315374117237,6.097712626755248e-05,5.678802011620157e-06,True,
standard,5.0,constraints,z_norm2,0.006325941571180368,4.5894109831987036e-05,3.981415756816672e-05,True,
standard,5.0,constraints,theta_norm,2.0174743709639127e-05,1.3212957930124186e-07,8.526639872607965e-08,True,
standard,5.0,state,minimum_lapse,0.21119661635868844,0.11094699277996499,0.05932621947540286,True,
standard,5.0,state,minimum_chi,0.005405341791393748,0.0008170692955065624,0.00023199443893623912,True,
standard,5.0,state,minimum_metric_minor,1.12464697290337,1.12464697290385,1.123264031344115,False,
standard,5.0,state,maximum_shift,0.15434756005919884,0.15434546784342185,0.15433892146559447,True,
standard,5.0,state,maximum_conformal_gamma,0.35058138080043216,0.3503884289824149,0.3503734989243081,True,
standard,5.0,horizon,mass,0.8892145322260047,0.8846799399273495,0.8821112330775058,True,False
standard,5.0,horizon,area,39.74504024176431,39.34071193283391,39.1125886457571,True,
standard,5.0,horizon,hrms,0.1983281995338902,0.07212304918158942,0.08329540039012695,False,
standard,5.0,horizon,mean_radius,0.4955807751789386,0.5332968022367932,0.5237033725097888,False,
standard,5.0,horizon,minimum_radius,0.483339527534411,0.530154088624254,0.520735307209139,False,
standard,10.0,constraints,collective_norm2,7.576975782468682,0.0064890275361692154,0.0018587248306776887,True,
standard,10.0,constraints,hamiltonian_norm2,2.11439091697836,0.0017446245188901864,0.00021594734674528784,True,
standard,10.0,constraints,momentum_norm2,4.988371427695061,0.002364649704952883,3.959108948523316e-05,True,
standard,10.0,constraints,z_norm2,0.11854853028193116,0.000594030915941637,0.00040052505946414595,True,
standard,10.0,constraints,theta_norm,1.9316667549437717e-05,3.629648559585291e-06,1.0861565905901788e-06,True,
standard,10.0,state,minimum_lapse,0.05966812553673681,0.033874668299232344,0.02537871816767633,True,
standard,10.0,state,minimum_chi,0.010959027382074644,0.0029481601659273647,0.0013398180647133193,True,
standard,10.0,state,minimum_metric_minor,1.124900457813847,1.124900457813855,1.123506627588498,False,
standard,10.0,state,maximum_shift,0.21191402005427748,0.21178150787809183,0.2117840238013547,False,
standard,10.0,state,maximum_conformal_gamma,0.4218001215290006,0.4215243205064091,0.42152779823782216,False,
standard,10.0,horizon,mass,0.9067865507429019,0.8632792651362349,0.8588091551045802,True,False
standard,10.0,horizon,area,41.33138852649331,37.46040556744074,37.0734656613086,True,
standard,10.0,horizon,hrms,0.02632277125391008,0.03983004871679657,0.03380049081822805,False,
standard,10.0,horizon,mean_radius,0.8706411846891439,0.7541092516450962,0.7426809747577661,True,
standard,10.0,horizon,minimum_radius,0.8595183555777927,0.7429389683882907,0.7342677258517591,True,
candidate_a,0.0,constraints,collective_norm2,2.385299779869536,1.8261457846223838e-05,1.841714299615296e-07,True,
candidate_a,0.0,constraints,hamiltonian_norm2,2.385299779869536,1.8261457846223838e-05,1.841714299615296e-07,True,
candidate_a,0.0,constraints,momentum_norm2,0.0,0.0,0.0,False,
candidate_a,0.0,constraints,z_norm2,6.357697025134851e-28,9.476029487198543e-28,1.5029805922828606e-27,False,
candidate_a,0.0,constraints,theta_norm,0.0,0.0,0.0,False,
candidate_a,0.0,state,minimum_lapse,0.04536501804722286,0.014205857029548732,0.006846958479656029,True,
candidate_a,0.0,state,minimum_chi,0.0020579848624248565,0.00020180637394397926,4.688084042213362e-05,True,
candidate_a,0.0,state,minimum_metric_minor,1.124629307089381,1.124629307089381,1.123245147055538,False,
candidate_a,0.0,state,maximum_shift,0.0,0.0,0.0,False,
candidate_a,0.0,state,maximum_conformal_gamma,3.3374714952671413e-15,5.538132536784664e-15,8.422576566360023e-15,False,
candidate_a,0.1,constraints,collective_norm2,2.4146118932126313,2.7287834579626858e-05,2.7671156604863297e-06,True,
candidate_a,0.1,constraints,hamiltonian_norm2,2.414560916554908,2.7055202442710725e-05,2.493429209503993e-06,True,
candidate_a,0.1,constraints,momentum_norm2,5.0268644317133705e-05,2.2743992814321843e-07,2.681202068392563e-07,False,
candidate_a,0.1,constraints,z_norm2,1.6829487217940721e-07,7.282245063018768e-10,8.741728517440115e-10,False,
candidate_a,0.1,constraints,theta_norm,3.4833917713657104e-08,2.2793107474319908e-09,2.0695527361052006e-09,True,
candidate_a,0.1,state,minimum_lapse,0.04539963657574376,0.014219217171117736,0.006853813945110564,True,
candidate_a,0.1,state,minimum_chi,0.0020530866707503463,0.00019990086985284078,4.618904839566467e-05,True,
candidate_a,0.1,state,minimum_metric_minor,1.12462930719642,1.124629307196431,1.1232451471571168,False,
candidate_a,0.1,state,maximum_shift,6.682238076362342e-07,6.682875285644676e-07,6.685222620272809e-07,False,
candidate_a,0.1,state,maximum_conformal_gamma,0.0018313277426412417,0.0017848574635762817,0.0017842499469296908,True,
candidate_a,0.1,horizon,mass,1.016288224641986,0.9991942373633205,0.9994577717748686,False,True
candidate_a,0.1,horizon,area,51.91628914457117,50.18451099711561,50.21098650938729,False,
candidate_a,0.1,horizon,hrms,0.0667762393570161,0.03723960684110317,0.1005109416691835,False,
candidate_a,0.1,horizon,mean_radius,0.6416517233187411,0.4924694594744272,0.483516426167897,True,
candidate_a,0.1,horizon,minimum_radius,0.6120333837687665,0.4896904935018398,0.4808951804739638,True,
candidate_a,0.25,constraints,collective_norm2,2.4553012120028925,2.7418134067121622e-05,3.15751519787015e-06,True,
candidate_a,0.25,constraints,hamiltonian_norm2,2.4549678331318776,2.6508247917644395e-05,2.2798626758410844e-06,True,
candidate_a,0.25,constraints,momentum_norm2,0.0003063878500739934,8.223490272917595e-07,7.90231222997383e-07,True,
candidate_a,0.25,constraints,z_norm2,6.68978856804459e-06,2.0405454368510408e-08,2.077870703213588e-08,False,
candidate_a,0.25,constraints,theta_norm,2.3186669688073115e-07,5.915304711295805e-09,4.3064709031457945e-09,True,
candidate_a,0.25,state,minimum_lapse,0.04546133323115875,0.014239408904580537,0.006864007058056358,True,
candidate_a,0.25,state,minimum_chi,0.002045702583954729,0.0001970646830193584,4.516149892774568e-05,True,
candidate_a,0.25,state,minimum_metric_minor,1.1246293090988602,1.1246293090988637,1.1232451515917137,False,
candidate_a,0.25,state,maximum_shift,9.732921809907206e-06,9.733384959464676e-06,9.737008597687507e-06,False,
candidate_a,0.25,state,maximum_conformal_gamma,0.011452818860372863,0.011168280802151246,0.01116452386851529,True,
candidate_a,0.25,horizon,mass,1.016469109864125,0.9989748396933131,0.9992174149671362,False,True
candidate_a,0.25,horizon,area,51.93477154886999,50.16247492930508,50.1868392135126,False,
candidate_a,0.25,horizon,hrms,0.07151522933399637,0.03651213774849153,0.0960652499770533,False,
candidate_a,0.25,horizon,mean_radius,0.6446087929744613,0.4937326519721905,0.484759010972411,True,
candidate_a,0.25,horizon,minimum_radius,0.6156946802593081,0.4909511954078664,0.4821335285716749,True,
candidate_a,0.5,constraints,collective_norm2,2.5147910226364973,2.8502592441644925e-05,4.432948636508479e-06,True,
candidate_a,0.5,constraints,hamiltonian_norm2,2.5131650359655935,2.615634467958162e-05,2.7647029849528593e-06,True,
candidate_a,0.5,constraints,momentum_norm2,0.0011835151403384312,1.583966372962436e-06,1.0779197036739978e-06,True,
candidate_a,0.5,constraints,z_norm2,0.00011035815918906567,1.87732623740715e-07,1.4613352164877823e-07,True,
candidate_a,0.5,constraints,theta_norm,1.0388938190069461e-06,1.1350894137890917e-08,5.791861286506335e-09,True,
candidate_a,0.5,state,minimum_lapse,0.045589853227885016,0.014273309992363155,0.006880739375059181,True,
candidate_a,0.5,state,minimum_chi,0.0020332971421646194,0.00019239436785593257,4.347504559223666e-05,True,
candidate_a,0.5,state,minimum_metric_minor,1.1246293366878135,1.1246293366878666,1.1232451995447017,False,
candidate_a,0.5,state,maximum_shift,6.989122038177842e-05,6.989766164896459e-05,6.990957191524324e-05,False,
candidate_a,0.5,state,maximum_conformal_gamma,0.04593136020531239,0.04484079156744535,0.044827883127179925,True,
candidate_a,0.5,horizon,mass,1.016643402903682,0.9982225150507642,0.998436715417334,False,True
candidate_a,0.5,horizon,area,51.95258349007027,50.08694899178307,50.10844679163691,False,
candidate_a,0.5,horizon,hrms,0.05986682134662981,0.03576369853836441,0.0995006728601805,False,
candidate_a,0.5,horizon,mean_radius,0.6480190973411843,0.4958828301009365,0.4868656330585511,True,
candidate_a,0.5,horizon,minimum_radius,0.6189012079055087,0.4930939700955327,0.4842303684581162,True,
candidate_a,1.0,constraints,collective_norm2,2.6112642975055427,3.3538219492136485e-05,7.657118009557916e-06,True,
candidate_a,1.0,constraints,hamiltonian_norm2,2.599183748969497,2.684696096345242e-05,3.6965548360897596e-06,True,
candidate_a,1.0,constraints,momentum_norm2,0.004551564142473987,2.1266703079411924e-06,1.235419850534536e-06,True,
candidate_a,1.0,constraints,z_norm2,0.0018810138207407696,1.134367078307846e-06,6.786821249287315e-07,True,
candidate_a,1.0,constraints,theta_norm,4.929110586494376e-06,2.7119907511502604e-08,1.0414823218694182e-08,True,
candidate_a,1.0,state,minimum_lapse,0.04594142421799424,0.014341022401333491,0.006913151216767695,True,
candidate_a,1.0,state,minimum_chi,0.0020081070578898026,0.00018325116703958155,4.019430807973111e-05,True,
candidate_a,1.0,state,minimum_metric_minor,1.1246295119401823,1.124629511940265,1.1232454104592808,False,
candidate_a,1.0,state,maximum_shift,0.000465567984375292,0.00046569723647986905,0.0004656629133217433,False,
candidate_a,1.0,state,maximum_conformal_gamma,0.1855076684238841,0.18163635538190667,0.1816294087332234,True,
candidate_a,1.0,horizon,mass,1.028597882390688,0.995189767205457,0.9953707576122331,False,True
candidate_a,1.0,horizon,area,53.18156421873717,49.78306817292795,49.80117743686687,False,
candidate_a,1.0,horizon,hrms,1.015146859944401,0.03613902963253986,0.07604816641805462,False,
candidate_a,1.0,horizon,mean_radius,0.4462210156745871,0.500368979587685,0.4912293666013915,False,
candidate_a,1.0,horizon,minimum_radius,0.4299395681073319,0.4975527263238452,0.4885639369125085,False,
candidate_a,2.0,constraints,collective_norm2,2.925995074909148,6.271677863373735e-05,2.3939940417430037e-05,True,
candidate_a,2.0,constraints,hamiltonian_norm2,2.770896961233208,3.285672631826434e-05,6.739973902922107e-06,True,
candidate_a,2.0,constraints,momentum_norm2,0.019028727853956803,4.532230615838106e-06,2.2797626179932495e-06,True,
candidate_a,2.0,constraints,z_norm2,0.03401208902404838,6.321107790527769e-06,3.725373326375924e-06,True,
candidate_a,2.0,constraints,theta_norm,2.102972581806586e-05,4.339053752391985e-08,1.871059101095127e-08,True,
candidate_a,2.0,state,minimum_lapse,0.047018678573668905,0.014467255880951336,0.006973342417927051,True,
candidate_a,2.0,state,minimum_chi,0.0019561099972093235,0.0001656306860373408,3.3960108883754274e-05,True,
candidate_a,2.0,state,minimum_metric_minor,1.1246303137531553,1.1246303137533935,1.1232465782069174,False,
candidate_a,2.0,state,maximum_shift,0.0028978846856418322,0.0028988798622335,0.0028987811223491057,False,
candidate_a,2.0,state,maximum_conformal_gamma,0.7627054466104184,0.7546854521622509,0.7541070838695679,True,
candidate_a,2.0,horizon,mass,1.026750934086185,0.9819269644068422,0.9821468027340887,False,True
candidate_a,2.0,horizon,area,52.99075012929876,48.46500119680695,48.4867047610243,False,
candidate_a,2.0,horizon,hrms,1.053858030473171,0.0466757497807588,0.0533362500020859,False,
candidate_a,2.0,horizon,mean_radius,0.4559051050558302,0.510154564739108,0.500614004557712,False,
candidate_a,2.0,horizon,minimum_radius,0.439460424919246,0.5072271228318967,0.4978401216821689,False,
candidate_a,5.0,constraints,collective_norm2,33.47765107771847,0.0004830407364437141,0.00021507764515424403,True,
candidate_a,5.0,constraints,hamiltonian_norm2,27.129763053090603,0.00021493307472581933,4.363053403185066e-05,True,
candidate_a,5.0,constraints,momentum_norm2,0.3743529603954247,9.446989852141358e-06,5.386874827675161e-06,True,
candidate_a,5.0,constraints,z_norm2,1.4933741806158567,6.460579707082392e-05,4.149350834103306e-05,True,
candidate_a,5.0,constraints,theta_norm,3.834176916939058e-05,2.3748358245731119e-07,8.62029305855274e-08,True,
candidate_a,5.0,state,minimum_lapse,0.05408318082755507,0.014167126670513966,0.007131634527377325,True,
candidate_a,5.0,state,minimum_chi,0.0017792404442890726,0.00011610374785304704,1.698069687617915e-05,True,
candidate_a,5.0,state,minimum_metric_minor,1.1246464372445035,1.1246464372449687,1.1232635219300293,False,
candidate_a,5.0,state,maximum_shift,0.031117810938027603,0.03112718077199515,0.03112595900579086,False,
candidate_a,5.0,state,maximum_conformal_gamma,4.831463342097121,4.944100563715653,4.932187875759041,False,
candidate_a,5.0,horizon,mass,0.9238965217454594,0.8515880283969763,0.853502531581924,False,False
candidate_a,5.0,horizon,area,42.90584869397571,36.4526369582745,36.61672366413745,False,
candidate_a,5.0,horizon,hrms,1.021129933843226,0.3141953231090109,0.3523264838423623,False,
candidate_a,5.0,horizon,mean_radius,0.4932987820438988,0.5398174038876179,0.5271159992998845,False,
candidate_a,5.0,horizon,minimum_radius,0.4784346888823609,0.535856873014176,0.5234383998081876,False,
candidate_c,0.0,constraints,collective_norm2,2.385299779869536,1.8261457846223838e-05,1.841714299615296e-07,True,
candidate_c,0.0,constraints,hamiltonian_norm2,2.385299779869536,1.8261457846223838e-05,1.841714299615296e-07,True,
candidate_c,0.0,constraints,momentum_norm2,0.0,0.0,0.0,False,
candidate_c,0.0,constraints,z_norm2,6.357697025134851e-28,9.476029487198543e-28,1.5029805922828606e-27,False,
candidate_c,0.0,constraints,theta_norm,0.0,0.0,0.0,False,
candidate_c,0.0,state,minimum_lapse,0.04536501804722286,0.014205857029548732,0.006846958479656029,True,
candidate_c,0.0,state,minimum_chi,0.0020579848624248565,0.00020180637394397926,4.688084042213362e-05,True,
candidate_c,0.0,state,minimum_metric_minor,1.124629307089381,1.124629307089381,1.123245147055538,False,
candidate_c,0.0,state,maximum_shift,0.0,0.0,0.0,False,
candidate_c,0.0,state,maximum_conformal_gamma,3.3374714952671413e-15,5.538132536784664e-15,8.422576566360023e-15,False,
candidate_c,0.1,constraints,collective_norm2,2.4146442963042754,2.7286606902320835e-05,2.762738071719302e-06,True,
candidate_c,0.1,constraints,hamiltonian_norm2,2.414593378993234,2.705381229500141e-05,2.488980863183049e-06,True,
candidate_c,0.1,constraints,momentum_norm2,5.0269500869695683e-05,2.274649644079361e-07,2.681103104538281e-07,False,
candidate_c,0.1,constraints,z_norm2,1.5324493462158586e-07,7.618468502735143e-10,8.93592927927474e-10,False,
candidate_c,0.1,constraints,theta_norm,3.48304399486712e-08,2.2822555104139795e-09,2.072526370718707e-09,True,
candidate_c,0.1,state,minimum_lapse,0.04539992134165915,0.014219250322807584,0.006853824174792744,True,
candidate_c,0.1,state,minimum_chi,0.0020531010308362796,0.0001999011576717017,4.618909389250238e-05,True,
candidate_c,0.1,state,minimum_metric_minor,1.1246293077904945,1.124629307790511,1.1232451474016143,False,
candidate_c,0.1,state,maximum_shift,5.6019746941877165e-05,5.5412890676319784e-05,5.541572139982286e-05,False,
candidate_c,0.1,state,maximum_conformal_gamma,0.001754621110213778,0.0017287342442854647,0.0017286275184084602,True,
candidate_c,0.1,horizon,mass,1.016288796701969,0.9991942184583815,0.9994577297584344,False,True
candidate_c,0.1,horizon,area,51.91634759106127,50.18450909811525,50.21098228772505,False,
candidate_c,0.1,horizon,hrms,0.06676702511758018,0.03723927721077105,0.1005104510705314,False,
candidate_c,0.1,horizon,mean_radius,0.6416519290788051,0.4924693078273791,0.4835162822385241,True,
candidate_c,0.1,horizon,minimum_radius,0.6120325708383657,0.4896903453788302,0.4808950402143236,True,
candidate_c,0.25,constraints,collective_norm2,2.455325345187098,2.7345846477404063e-05,3.106788687994337e-06,True,
candidate_c,0.25,constraints,hamiltonian_norm2,2.4550001592467923,2.6433874733688318e-05,2.2288118231695874e-06,True,
candidate_c,0.25,constraints,momentum_norm2,0.00030645312782280864,8.227284002625598e-07,7.907728053251114e-07,True,
candidate_c,0.25,constraints,z_norm2,4.62548745933798e-06,2.0834159194309673e-08,2.0728247605258144e-08,True,
candidate_c,0.25,constraints,theta_norm,2.308625994676001e-07,5.906706675897708e-09,4.291069078609683e-09,True,
candidate_c,0.25,state,minimum_lapse,0.04547121747154355,0.014241953360101027,0.00686520687013148,True,
candidate_c,0.25,state,minimum_chi,0.002046125352939114,0.00019709546401770652,4.516855869193253e-05,True,
candidate_c,0.25,state,minimum_metric_minor,1.1246293129010378,1.12462931290105,1.123245154459578,False,
candidate_c,0.25,state,maximum_shift,0.0007402411018674895,0.0007356334261787406,0.0007356402111728159,False,
candidate_c,0.25,state,maximum_conformal_gamma,0.009408139035478524,0.009392797438291408,0.009392760808567626,True,
candidate_c,0.25,horizon,mass,1.016463260963525,0.9989742745297076,0.9992160351976608,False,True
candidate_c,0.25,horizon,area,51.93417387120184,50.16241817112451,50.18670061260359,False,
candidate_c,0.25,horizon,hrms,0.07140566787241454,0.03650109509864806,0.0960488418994272,False,
candidate_c,0.25,horizon,mean_radius,0.6445634714021651,0.4937273998830364,0.4847541085481236,True,
candidate_c,0.25,horizon,minimum_radius,0.6156622151130959,0.4909460687516968,0.4821287483195255,True,
candidate_c,0.5,constraints,collective_norm2,2.5029295580994826,2.8279183116053497e-05,4.322969420698983e-06,True,
candidate_c,0.5,constraints,hamiltonian_norm2,2.5015973459852283,2.593839203893213e-05,2.6640153633602323e-06,True,
candidate_c,0.5,constraints,momentum_norm2,0.001184388752719337,1.5865570471039736e-06,1.0803959537798532e-06,True,
candidate_c,0.5,constraints,z_norm2,3.670414959012569e-05,1.8573702429563038e-07,1.432063912425814e-07,True,
candidate_c,0.5,constraints,theta_norm,1.0067631724362341e-06,1.1285932834861242e-08,5.732538588576966e-09,True,
candidate_c,0.5,state,minimum_lapse,0.045724408962626605,0.014318275578567557,0.006903191056868569,True,
candidate_c,0.5,state,minimum_chi,0.0020393234278343426,0.00019299683819735201,4.361843607889657e-05,True,
candidate_c,0.5,state,minimum_metric_minor,1.124629364458683,1.1246293644587169,1.1232452461643359,False,
candidate_c,0.5,state,maximum_shift,0.00411121484797318,0.004118984991857214,0.004119016620645891,False,
candidate_c,0.5,state,maximum_conformal_gamma,0.026790829139315936,0.026829402947315385,0.026832012785367274,False,
candidate_c,0.5,horizon,mass,1.016991006826099,0.998217219468248,0.9984212717838252,False,True
candidate_c,0.5,horizon,area,51.98811612516393,50.08641756945226,50.1068966673455,False,
candidate_c,0.5,horizon,hrms,0.07344415225605858,0.03563544499078929,0.09950472671654634,False,
candidate_c,0.5,horizon,mean_radius,0.6509703203900293,0.4958185074719095,0.4868065100877333,True,
candidate_c,0.5,horizon,minimum_radius,0.6225366068580767,0.4930312363786962,0.4841727362853007,True,
candidate_c,1.0,constraints,collective_norm2,2.452284006807393,3.2050457707268896e-05,7.645051814010245e-06,True,
candidate_c,1.0,constraints,hamiltonian_norm2,2.4472278610711578,2.5705353368212047e-05,3.6756743070180163e-06,True,
candidate_c,1.0,constraints,momentum_norm2,0.004557429569569234,2.140523403389143e-06,1.2609948478154953e-06,True,
candidate_c,1.0,constraints,z_norm2,0.0001236032939221936,1.0444031504486362e-06,6.744844624410191e-07,True,
