sequence,case_id,gauge,resolution,target,classification,application_exit_status,terminal_reason,history_time,dt,minimum_lapse,minimum_chi,minimum_metric_minor,maximum_shift,maximum_conformal_gamma,invalid_points,collective_norm2,hamiltonian_norm2,momentum_norm2,gauge_profile
61,candidate_a_r2,candidate_a,R2,10.0,failed,0,nonpositive accepted lapse or raw chi,10.0,0.005208333333333304,0.002161386685818673,-5.555811974786313e-06,1.1234978785902479,0.05765877151257893,9.927018067879926,8.0,0.013351700128747724,0.008980209290164201,0.0013120366926305442,candidate_a
