sequence,case_id,target,role,path,sha256,prefix_bytes,prefix_lines
49,candidate_a_r1,5.0,horizon,cases/candidate_a_r1/z4c_candidate_a_r1.horizon_summary_0.txt,d1d1447ddee5d5f93719f9ef46a9d25ef2f477c5cee9e43c88119c91fcb9aabe,1473,7
58,candidate_a_r1,10.0,history,cases/candidate_a_r1/z4c_candidate_a_r1.user.hst,11b69c8cb54dc176b045ab6dcf19cb12775f68b587587b49858b65b6645c89ac,55802,115
58,candidate_a_r1,10.0,constraints,cases/candidate_a_r1/z4c_candidate_a_r1.z4c.user.hst,3cb5270f8c476048e882a93be561f943209c1d3fb981890af80262c88291613c,28144,115
58,candidate_a_r1,10.0,gauge_diagnostics,cases/candidate_a_r1/gauge_source_diagnostics.csv,9af14de566acb23a507a3d1252c3c49332772349fe793fe23488b209b72cb541,67136,102
58,candidate_a_r1,10.0,horizon,cases/candidate_a_r1/z4c_candidate_a_r1.horizon_summary_0.txt,552dcf0759e2e42961245d79e420ddda5b09679e9d0e47acc2e275f90ca30216,1705,8
5,candidate_c_r1,0.1,history,cases/candidate_c_r1/z4c_candidate_c_r1.user.hst,7d1c2d423ddbde3d0a9eac92350ea1ac3ca87f667a95b74c385027ed2f1f3007,1397,4
5,candidate_c_r1,0.1,constraints,cases/candidate_c_r1/z4c_candidate_c_r1.z4c.user.hst,6c13e00249742da389423871485614e63f94076a8065e8409cc2a1933d60614f,727,4
5,candidate_c_r1,0.1,gauge_diagnostics,cases/candidate_c_r1/gauge_source_diagnostics.csv,e3eea857e8815e7db3ddf703b1abf713455f8ac1715e4bd277a59d5498895907,3207,3
5,candidate_c_r1,0.1,horizon,cases/candidate_c_r1/z4c_candidate_c_r1.horizon_summary_0.txt,886b34795a189c1a9c3a0ccbdb824673234aa6975eb10f0f8c4dd186673c2381,322,2
14,candidate_c_r1,0.25,history,cases/candidate_c_r1/z4c_candidate_c_r1.user.hst,dcbef484556b23f9f4cf2ff6a03dee1bad85a6eb093bdbe7b7a24a7becdf18a7,2794,8
14,candidate_c_r1,0.25,constraints,cases/candidate_c_r1/z4c_candidate_c_r1.z4c.user.hst,30679a8303bbabfea7637b7467ffce86b23362fa7a20cdc33057585b614d33e2,1454,8
14,candidate_c_r1,0.25,gauge_diagnostics,cases/candidate_c_r1/gauge_source_diagnostics.csv,1bde23ac6367223dab645dbb86af13d6c7212e1af9d9557ad3164bda675e5d95,5187,5
14,candidate_c_r1,0.25,horizon,cases/candidate_c_r1/z4c_candidate_c_r1.horizon_summary_0.txt,4ae822731f828dd041d741ea7346c24ef03ebca451dd57c96cfc0b53bc17e090,553,3
23,candidate_c_r1,0.5,history,cases/candidate_c_r1/z4c_candidate_c_r1.user.hst,150614d27be3db3c1e44eec9d4a12b9b6cffff98bfc30e5a733bbfed0ea9917d,4191,12
23,candidate_c_r1,0.5,constraints,cases/candidate_c_r1/z4c_candidate_c_r1.z4c.user.hst,0cff0ad552e5fb2ccd5fc8b6678b97d8b91f18900cef8ef9c32bcbe34a64a9db,2181,12
23,candidate_c_r1,0.5,gauge_diagnostics,cases/candidate_c_r1/gauge_source_diagnostics.csv,dd2ad8a124ee744c162d896651829e55ef30395e0a2683dee56885af779e7b63,7122,7
23,candidate_c_r1,0.5,horizon,cases/candidate_c_r1/z4c_candidate_c_r1.horizon_summary_0.txt,3c2c3c72c4f9613a049a4650e787dd0555b7208a58abb1b7c96712ca63b05235,783,4
32,candidate_c_r1,1.0,history,cases/candidate_c_r1/z4c_candidate_c_r1.user.hst,7f35bfe84f89eddde49a6160f1c000024085b415ad9ce0d563d87f477e02c685,7175,19
32,candidate_c_r1,1.0,constraints,cases/candidate_c_r1/z4c_candidate_c_r1.z4c.user.hst,cc6fb6e2acc0f5f3b0720d18d780ed735b6cda18eb66d88982f95d1111b881cb,3703,19
32,candidate_c_r1,1.0,gauge_diagnostics,cases/candidate_c_r1/gauge_source_diagnostics.csv,9e4b0ec6d9d4f47eac558ca404f9a033d300aa58dd0b113162869188e74c2ef0,11948,12
32,candidate_c_r1,1.0,horizon,cases/candidate_c_r1/z4c_candidate_c_r1.horizon_summary_0.txt,13e175646a672b322b8f3ca88b2fad429872aabebfc270cd5f049f0ac28c95c9,1012,5
41,candidate_c_r1,2.0,history,cases/candidate_c_r1/z4c_candidate_c_r1.user.hst,52d7f4f222eab8fc3edc1a2a95cbbb61a77e7d34097a914709f32f55c6ce8ec1,12804,31
41,candidate_c_r1,2.0,constraints,cases/candidate_c_r1/z4c_candidate_c_r1.z4c.user.hst,8ebfeeec6369dae504d5950cbdf6130aac66c72c0ff68a543bf072800763652e,6550,31
41,candidate_c_r1,2.0,gauge_diagnostics,cases/candidate_c_r1/gauge_source_diagnostics.csv,175448663c22f97c6252845c475497fe5a48f2f037727270a8a5043184640c06,21510,22
41,candidate_c_r1,2.0,horizon,cases/candidate_c_r1/z4c_candidate_c_r1.horizon_summary_0.txt,087aa4f1c2916c899a98d1aa70993936786d470a54604b0c654fcbd7f0178750,1242,6
50,candidate_c_r1,5.0,history,cases/candidate_c_r1/z4c_candidate_c_r1.user.hst,4ef9f94c29faf7fd19161e92e706783ca491fffa563c9139ad5760ec445e9adf,29013,63
50,candidate_c_r1,5.0,constraints,cases/candidate_c_r1/z4c_candidate_c_r1.z4c.user.hst,d8381a07e39eeb081106a11c2fa3e8ab16c30a545b5854912767dd06f7394fc7,14697,63
50,candidate_c_r1,5.0,gauge_diagnostics,cases/candidate_c_r1/gauge_source_diagnostics.csv,e357f74f673892f7bf9c6995d8ac1070f6cb35cf51e10c3e4a9a922836de9210,49850,52
50,candidate_c_r1,5.0,horizon,cases/candidate_c_r1/z4c_candidate_c_r1.horizon_summary_0.txt,2c26b5ed5084842818dfed7e290148fcfca3cdd1a850a86a2d2715e53ddff3f8,1471,7
59,candidate_c_r1,10.0,history,cases/candidate_c_r1/z4c_candidate_c_r1.user.hst,d63822e8c7ba715c9256618c43f11bbfc1ab10bae5629456c88db12e4b58079f,55802,115
59,candidate_c_r1,10.0,constraints,cases/candidate_c_r1/z4c_candidate_c_r1.z4c.user.hst,96e8494876e23862c15be7d69acbef50ee13379dc090d16437d872402524eb12,28144,115
59,candidate_c_r1,10.0,gauge_diagnostics,cases/candidate_c_r1/gauge_source_diagnostics.csv,bb3228be4f213ef13a4381e25374e17dc8eaa39a83f7358099c94312dd67be8a,96639,102
59,candidate_c_r1,10.0,horizon,cases/candidate_c_r1/z4c_candidate_c_r1.horizon_summary_0.txt,19175fbc31da77ef69e2bef3d7ecf250e981aca62dc740be07809bdeecd541d6,1702,8
6,standard_r2,0.1,history,cases/standard_r2/z4c_standard_r2.user.hst,ff5a01b66960c668100cd1b0e3072ce76ef38d024c486aaec55ed2a048473f6f,1397,4
6,standard_r2,0.1,constraints,cases/standard_r2/z4c_standard_r2.z4c.user.hst,3a866ed3c3cf75d1d3c03f61e60ca5844cf0b7c9cf119e4673cdcf18b9f3bdfc,727,4
6,standard_r2,0.1,gauge_diagnostics,cases/standard_r2/gauge_source_diagnostics.csv,6da33353fefad0093071ec55c9ec7de7103142ad7537e3f9c0196816a4acd53a,2647,3
6,standard_r2,0.1,horizon,cases/standard_r2/z4c_standard_r2.horizon_summary_0.txt,0c237afe5a9d4db0e2d5eecac01993fe4ec8e8bc05a41e02e116ff531ff7759c,322,2
15,standard_r2,0.25,history,cases/standard_r2/z4c_standard_r2.user.hst,af1b9794e469edcd8d723cd5db2886855aea3c506d85e7212ab32acf86527b60,2794,8
15,standard_r2,0.25,constraints,cases/standard_r2/z4c_standard_r2.z4c.user.hst,f29d8fe97e993d26b3cfbbaa0c32ca5d78bd092f5eb9048228b862790a8f4fe6,1454,8
15,standard_r2,0.25,gauge_diagnostics,cases/standard_r2/gauge_source_diagnostics.csv,185292fc5eda236206f29e0a08c93aa9ce45a35574fbec481c09ba5242f9b5af,4047,5
15,standard_r2,0.25,horizon,cases/standard_r2/z4c_standard_r2.horizon_summary_0.txt,5f0aa464a1623958b4b2d8ad6ddf9922441b6a43b441435295bf1f16c752572e,553,3
24,standard_r2,0.5,history,cases/standard_r2/z4c_standard_r2.user.hst,b1bc0e3f994b14637e191947be35ad0c243d2ad74b3353537638272cbc87faaa,4191,12
24,standard_r2,0.5,constraints,cases/standard_r2/z4c_standard_r2.z4c.user.hst,505cd3970e8d17f0320d7c3d3fca8e4d38131b2d3ddd6f57843f74f967bedba5,2181,12
24,standard_r2,0.5,gauge_diagnostics,cases/standard_r2/gauge_source_diagnostics.csv,ee15eb94f8a61b57737019da2fce9e56d7438f26fa03b899802146c9f677d877,5429,7
24,standard_r2,0.5,horizon,cases/standard_r2/z4c_standard_r2.horizon_summary_0.txt,4bd0a664b2729dea973cb5df9f03e12e81a80f4016d58af3f47d57507218f9b6,783,4
33,standard_r2,1.0,history,cases/standard_r2/z4c_standard_r2.user.hst,2ea74169c889f3b668daa9f2f065eb0fd86a2e82a03d6d24d0cb6f540840b78b,7175,19
33,standard_r2,1.0,constraints,cases/standard_r2/z4c_standard_r2.z4c.user.hst,3644e9832e97b44d2019198bf3f1454a1520370525628645ff960bb30ac8aaea,3703,19
33,standard_r2,1.0,gauge_diagnostics,cases/standard_r2/gauge_source_diagnostics.csv,bfa96d745506aae6bb9d86d040130aab41e1d40ede24c1a65e0a6d24afa1bc14,8891,12
33,standard_r2,1.0,horizon,cases/standard_r2/z4c_standard_r2.horizon_summary_0.txt,1bf694096aaa39186fc269b2526bb51b0ee8269324c846baab6e0dd49b47926d,1012,5
42,standard_r2,2.0,history,cases/standard_r2/z4c_standard_r2.user.hst,6755e53c648b15ae99f8e553530f3837c87dbf42fde5c573b78bb5c1755aff19,12804,31
42,standard_r2,2.0,constraints,cases/standard_r2/z4c_standard_r2.z4c.user.hst,a32f3c0b29186d389875125980f3c98dc84673005459c7b4a9c896ae5801f194,6550,31
42,standard_r2,2.0,gauge_diagnostics,cases/standard_r2/gauge_source_diagnostics.csv,53497df1fd621ea0f3a3ffbad5634b2719ed38e9fb56b6153766079f87d33919,15733,22
42,standard_r2,2.0,horizon,cases/standard_r2/z4c_standard_r2.horizon_summary_0.txt,f0573986d12b57ec0861e538aa81ccec286db1bd993cc07f6d1fc60cddba31d5,1241,6
51,standard_r2,5.0,history,cases/standard_r2/z4c_standard_r2.user.hst,6931b623f1dfee9eff1c48c1ff41a7844a7e70b95d39765e4e311f955d95b466,29013,63
51,standard_r2,5.0,constraints,cases/standard_r2/z4c_standard_r2.z4c.user.hst,986bc04a97a7e4f83591d09c82be3db059f35d48d0b83bf2116c29d413daaf86,14697,63
51,standard_r2,5.0,gauge_diagnostics,cases/standard_r2/gauge_source_diagnostics.csv,cb5ffa2c49eadea98e473759632c549d38f3b7d7925967dff3dd1716d671b697,35921,52
51,standard_r2,5.0,horizon,cases/standard_r2/z4c_standard_r2.horizon_summary_0.txt,f68f257b6d6f175e7b0e42e44f9df85d964a3357d1b18f176e5f683c43f05726,1471,7
60,standard_r2,10.0,history,cases/standard_r2/z4c_standard_r2.user.hst,582710553ba9c723696e436d7479a95688a40296bf6650de12ed939c392f6fa0,55802,115
60,standard_r2,10.0,constraints,cases/standard_r2/z4c_standard_r2.z4c.user.hst,f6abb037adeebb33f86cb77ce480dfe4910aebe8bfd71c0679df3480b04149e7,28144,115
60,standard_r2,10.0,gauge_diagnostics,cases/standard_r2/gauge_source_diagnostics.csv,528b7c85309579a5a7a7d67b2e7057c8b14dd496179a93dab2e39df507cce160,69157,102
60,standard_r2,10.0,horizon,cases/standard_r2/z4c_standard_r2.horizon_summary_0.txt,f9caac5a14bc48760ee15b725fe9827a96cc655b849191558a168af63979b5e9,1703,8
7,candidate_a_r2,0.1,history,cases/candidate_a_r2/z4c_candidate_a_r2.user.hst,221d1132675ad5a3de762054a787161ce36a2cc7085d48994b6e6bac010869eb,1397,4
7,candidate_a_r2,0.1,constraints,cases/candidate_a_r2/z4c_candidate_a_r2.z4c.user.hst,b81085217d2d4899d82ce8baf74eb88b3e78e78e55447a5cb85edd1fdd26b57f,727,4
7,candidate_a_r2,0.1,gauge_diagnostics,cases/candidate_a_r2/gauge_source_diagnostics.csv,dea1d62ef58fde6989d3a1c8233102eaafd381f2caf3cb6bc8363c461f80f2a5,2656,3
7,candidate_a_r2,0.1,horizon,cases/candidate_a_r2/z4c_candidate_a_r2.horizon_summary_0.txt,a215d918c5dbc374a685cdfa055f2436b0a0c28bf6b14db4620286aa95d535ba,322,2
16,candidate_a_r2,0.25,history,cases/candidate_a_r2/z4c_candidate_a_r2.user.hst,434418be5c7017591ee860826ae1e7fafb3f5e8da7de9129aaaad5e314ab3ecc,2794,8
16,candidate_a_r2,0.25,constraints,cases/candidate_a_r2/z4c_candidate_a_r2.z4c.user.hst,f3509f6b20ff342cccb521d9735e8ad32a0ee72daccafb521f75ca628ad3e31a,1454,8
16,candidate_a_r2,0.25,gauge_diagnostics,cases/candidate_a_r2/gauge_source_diagnostics.csv,978934ae246e82febc91456b9fa1a03e173224546c185573baeb376141bc3ccb,4074,5
16,candidate_a_r2,0.25,horizon,cases/candidate_a_r2/z4c_candidate_a_r2.horizon_summary_0.txt,fd25a3d3450cac18a007223a206762e0f514a8dde36699f6b6eb4c47bad0dc6e,553,3
25,candidate_a_r2,0.5,history,cases/candidate_a_r2/z4c_candidate_a_r2.user.hst,d9c63a6ba018a9e7e1e2df68b3b74e72fb4d233401420f94f27740d58c93a38b,4191,12
25,candidate_a_r2,0.5,constraints,cases/candidate_a_r2/z4c_candidate_a_r2.z4c.user.hst,f0c514eea4ed2a6a6a2476790675aeead31767bf225e602faf565e84517e7b10,2181,12
25,candidate_a_r2,0.5,gauge_diagnostics,cases/candidate_a_r2/gauge_source_diagnostics.csv,4d54dbe9570f245b5c05d9389f8a8e9361bbff7c41e1472e5951554418f0a3d5,5492,7
25,candidate_a_r2,0.5,horizon,cases/candidate_a_r2/z4c_candidate_a_r2.horizon_summary_0.txt,385fcfc59b43a3817d9bbc7e26fceb9c2e7d63f759d8f3bc7ab25592219d80c8,783,4
34,candidate_a_r2,1.0,history,cases/candidate_a_r2/z4c_candidate_a_r2.user.hst,d78b2ae5db7ee131d695847e23e8dfa229f7d62f43f485c90ca6e0c55d88cb8d,7175,19
34,candidate_a_r2,1.0,constraints,cases/candidate_a_r2/z4c_candidate_a_r2.z4c.user.hst,4dc01b8414be2ea4a04cb0e7d1c5203b94391ebdd8acdc584f7ffe75b8f2faff,3703,19
34,candidate_a_r2,1.0,gauge_diagnostics,cases/candidate_a_r2/gauge_source_diagnostics.csv,ff8df907e31774a4b992cbf1b82e4dfe05dacb315c1dc6a70edf7f14bd0afd75,9039,12
34,candidate_a_r2,1.0,horizon,cases/candidate_a_r2/z4c_candidate_a_r2.horizon_summary_0.txt,92fcc6f51a2c2984edb4208d6b9566679d07c22f23ac6cefb87b5b114297ac37,1012,5
43,candidate_a_r2,2.0,history,cases/candidate_a_r2/z4c_candidate_a_r2.user.hst,c9c293c4ed705e2b1069b5836b8b97f302ad6395491580171b6dad8e811dbdf0,12804,31
43,candidate_a_r2,2.0,constraints,cases/candidate_a_r2/z4c_candidate_a_r2.z4c.user.hst,03c438f41b5312be26cd9c88edb5fd67cb859bd00b59e6ae59fdf3f350094135,6550,31
43,candidate_a_r2,2.0,gauge_diagnostics,cases/candidate_a_r2/gauge_source_diagnostics.csv,9a5f90b008de89d71036ffcf672dd819aa9676914969eb53e7de98381ea94321,16109,22
43,candidate_a_r2,2.0,horizon,cases/candidate_a_r2/z4c_candidate_a_r2.horizon_summary_0.txt,ec6cc332c8a7f7174268eae2906af3a4c55394e5ec701062330a81a36f72572c,1241,6
52,candidate_a_r2,5.0,history,cases/candidate_a_r2/z4c_candidate_a_r2.user.hst,a45fd80a5f55f786ee668f4cb43d595b617735e911b2cb57cb3f5acae71051f2,29013,63
52,candidate_a_r2,5.0,constraints,cases/candidate_a_r2/z4c_candidate_a_r2.z4c.user.hst,b8928ed190ffe54468cfc394238546d638e22c3cb39fffb488d744557a714e44,14697,63
52,candidate_a_r2,5.0,gauge_diagnostics,cases/candidate_a_r2/gauge_source_diagnostics.csv,f04744c4e20a02b0ec6d1300823abf0fb7dfdccdfb58479449d6c05e38b6faac,37006,52
52,candidate_a_r2,5.0,horizon,cases/candidate_a_r2/z4c_candidate_a_r2.horizon_summary_0.txt,339d01228644171f22bf68be4d9316c16c49ce1f3cc7b52f473dbb91b121848d,1471,7
8,candidate_c_r2,0.1,history,cases/candidate_c_r2/z4c_candidate_c_r2.user.hst,773d04e8f4dc1212b08a6f73c14abb3edf0f3e0e355266af331c9a7e94cfb876,1397,4
8,candidate_c_r2,0.1,constraints,cases/candidate_c_r2/z4c_candidate_c_r2.z4c.user.hst,78c23ee90cb5db41333f1316ad77dcf7cf5928b4a27796068579760b07c39b0d,727,4
8,candidate_c_r2,0.1,gauge_diagnostics,cases/candidate_c_r2/gauge_source_diagnostics.csv,851f3802a509766d4bb753526e4260dc96ee9d443b0095ed3a80af37b46de54e,3282,3
8,candidate_c_r2,0.1,horizon,cases/candidate_c_r2/z4c_candidate_c_r2.horizon_summary_0.txt,c910cb23f481714d3a41fcde5902dc6b885237f1b99edab42f49c5a0fde4c4dd,322,2
17,candidate_c_r2,0.25,history,cases/candidate_c_r2/z4c_candidate_c_r2.user.hst,0439858c86e10894e0fef4ac6bbf8ee18a072b5dad5f1d855ed0708f6ef6aeb7,2794,8
17,candidate_c_r2,0.25,constraints,cases/candidate_c_r2/z4c_candidate_c_r2.z4c.user.hst,778cd1bcaec63f21f0ae8024d8a900a904458ae0d5091796649604482f5c2252,1454,8
17,candidate_c_r2,0.25,gauge_diagnostics,cases/candidate_c_r2/gauge_source_diagnostics.csv,f2c1a032e59a238cefa296fed722268c6ea1d6580a64027fca8ab852708fa39e,5315,5
17,candidate_c_r2,0.25,horizon,cases/candidate_c_r2/z4c_candidate_c_r2.horizon_summary_0.txt,5c3ed0ede7c7e7ba7247337a0290658bf0856e30c12a59239fdf417931473ce6,553,3
26,candidate_c_r2,0.5,history,cases/candidate_c_r2/z4c_candidate_c_r2.user.hst,8d061dd20e212935f23193f887331c5474fd2b71ab52ce41213c2d37de8bbd18,4191,12
26,candidate_c_r2,0.5,constraints,cases/candidate_c_r2/z4c_candidate_c_r2.z4c.user.hst,85019d5ce9558e528d2fcb416a5de7228e095fcda7f92db716188340d4365088,2181,12
26,candidate_c_r2,0.5,gauge_diagnostics,cases/candidate_c_r2/gauge_source_diagnostics.csv,2f5ec64c6890e5575c354fad3666327f1fbdfb1ba052ec010a839885bf656460,7335,7
26,candidate_c_r2,0.5,horizon,cases/candidate_c_r2/z4c_candidate_c_r2.horizon_summary_0.txt,afcac63080983ff6568491cf3277a9eeab5402eced1c6d238feb03e9a9401478,783,4
35,candidate_c_r2,1.0,history,cases/candidate_c_r2/z4c_candidate_c_r2.user.hst,b20f232b2dc7028b22105c7ec2ebb39c904602ff05138db313aeb0828bc34608,7175,19
35,candidate_c_r2,1.0,constraints,cases/candidate_c_r2/z4c_candidate_c_r2.z4c.user.hst,af7b71d7c045087a416f359e425378565b58dfd78cae639291d5d4e575499d93,3703,19
35,candidate_c_r2,1.0,gauge_diagnostics,cases/candidate_c_r2/gauge_source_diagnostics.csv,9371f6c335c3e02524f5e559911e50f5d116fcdfc1b3fabc4cba30ef2e742e16,12381,12
35,candidate_c_r2,1.0,horizon,cases/candidate_c_r2/z4c_candidate_c_r2.horizon_summary_0.txt,a1b0918a46edfac09dc0acf889351814445ad31073623160a3f3ab5724eae27e,1012,5
44,candidate_c_r2,2.0,history,cases/candidate_c_r2/z4c_candidate_c_r2.user.hst,5a41d0d4a1f2fc180d6ca890c45c773060635d32d78a4f73c792aa115bcb70c7,12804,31
44,candidate_c_r2,2.0,constraints,cases/candidate_c_r2/z4c_candidate_c_r2.z4c.user.hst,3fad5b85f78b3cce1fd7086aa94aa105bce1da725f70637962aa8476517f8ecc,6550,31
44,candidate_c_r2,2.0,gauge_diagnostics,cases/candidate_c_r2/gauge_source_diagnostics.csv,1eb3828d46726518cc5d0eb8e53270ae738f2094edef98c8788423980d1ca19b,22383,22
44,candidate_c_r2,2.0,horizon,cases/candidate_c_r2/z4c_candidate_c_r2.horizon_summary_0.txt,190a7b1fc15c6b1dabb3e1b46db809aa6fb836fd2d49aba24da020b93d87caac,1241,6
53,candidate_c_r2,5.0,history,cases/candidate_c_r2/z4c_candidate_c_r2.user.hst,7a9547f6353b7a085042363bd087acbd9937900b16ede8b5acbf0f1d51c18483,29013,63
53,candidate_c_r2,5.0,constraints,cases/candidate_c_r2/z4c_candidate_c_r2.z4c.user.hst,94337c021c7f0422912900964ab86d9d0a50fa9742acee63c279fa4f7bea46fd,14697,63
53,candidate_c_r2,5.0,gauge_diagnostics,cases/candidate_c_r2/gauge_source_diagnostics.csv,f94e6a3f6d550fc3926d14b531452e0cece5f0f9860616e0e2a56b6e5b5e9a0d,51994,52
53,candidate_c_r2,5.0,horizon,cases/candidate_c_r2/z4c_candidate_c_r2.horizon_summary_0.txt,93ad2d50b4ef5b1cbfb65b9b589bf1347d487ac91995c24906d1d011311393ab,1471,7
