gauge,time,coarse,fine,field,linf,rms
standard,6.703125,R1,R2,z4c_gxy,0.00766669007797125,0.0024415150226381
standard,6.703125,R1,R2,z4c_gxz,0.00766669007797125,0.0024415150226381
standard,6.703125,R1,R2,z4c_gyy,0.0022990217153390224,0.0005186035892010003
standard,6.703125,R1,R2,z4c_gyz,0.008117674212079496,0.001368653935738751
standard,6.703125,R1,R2,z4c_gzz,0.0022990217153390224,0.0005186035892010003
standard,6.703125,R1,R2,z4c_Khat,0.02159256275560162,0.004740637318641847
standard,6.703125,R1,R2,z4c_Axx,0.11772530798015872,0.022112277322405477
standard,6.703125,R1,R2,z4c_Axy,0.0773536839467773,0.019909828165279593
standard,6.703125,R1,R2,z4c_Axz,0.0773536839467773,0.019909828165279593
standard,6.703125,R1,R2,z4c_Ayy,0.0660260892162555,0.012034618257112781
standard,6.703125,R1,R2,z4c_Ayz,0.09599647021905294,0.016461031819964878
standard,6.703125,R1,R2,z4c_Azz,0.0660260892162555,0.012034618257112781
standard,6.703125,R1,R2,z4c_Gamx,0.0011650276471152354,0.0005322226383148292
standard,6.703125,R1,R2,z4c_Gamy,0.015322049861663911,0.006502863099976656
standard,6.703125,R1,R2,z4c_Gamz,0.015322049861663911,0.006502863099976656
standard,6.703125,R1,R2,z4c_Theta,0.009248002391567308,0.0016515607886861915
standard,6.703125,R1,R2,z4c_alpha,0.005684261346727254,0.001125646658855531
standard,6.703125,R1,R2,z4c_betax,0.0005527473360852353,0.0002913572240480864
standard,6.703125,R1,R2,z4c_betay,0.01094964869007916,0.0037071876259170376
standard,6.703125,R1,R2,z4c_betaz,0.01094964869007916,0.0037071876259170376
standard,6.90625,R0,R1,z4c_chi,0.004014019934592418,0.001299025621791509
standard,6.90625,R0,R1,z4c_gxx,0.009484999999999966,0.0023423179985475203
standard,6.90625,R0,R1,z4c_gxy,0.028248015711579443,0.005760303335120118
standard,6.90625,R0,R1,z4c_gxz,0.028248015711579443,0.005760303335120118
standard,6.90625,R0,R1,z4c_gyy,0.004610000000000003,0.001228418450477037
standard,6.90625,R0,R1,z4c_gyz,0.029253574276004633,0.00550007068987652
standard,6.90625,R0,R1,z4c_gzz,0.004610000000000003,0.001228418450477037
standard,6.90625,R0,R1,z4c_Khat,0.012592499999999951,0.0025914265853604
standard,6.90625,R0,R1,z4c_Axx,0.2565637873727528,0.049770231534176236
standard,6.90625,R0,R1,z4c_Axy,0.11866749999999998,0.030582102529126087
standard,6.90625,R0,R1,z4c_Axz,0.11866749999999998,0.030582102529126087
standard,6.90625,R0,R1,z4c_Ayy,0.16019254538671757,0.029938858219408847
standard,6.90625,R0,R1,z4c_Ayz,0.18921380821242745,0.03443885674665999
standard,6.90625,R0,R1,z4c_Azz,0.16019254538671757,0.029938858219408847
standard,6.90625,R0,R1,z4c_Gamx,0.002481000000000011,0.0009381185373536947
standard,6.90625,R0,R1,z4c_Gamy,0.04415369694913954,0.014669064051938022
standard,6.90625,R0,R1,z4c_Gamz,0.04415369694913954,0.014669064051938022
standard,6.90625,R0,R1,z4c_Theta,0.030325736688917193,0.005539658854519541
standard,6.90625,R0,R1,z4c_alpha,0.014118587913037356,0.002914726828788211
standard,6.90625,R0,R1,z4c_betax,0.002620000000000011,0.0008943018284643312
standard,6.90625,R0,R1,z4c_betay,0.02791318383498345,0.008142667015475977
standard,6.90625,R0,R1,z4c_betaz,0.02791318383498345,0.008142667015475977
standard,7.0,R0,R1,z4c_chi,0.004058185205918683,0.0013088112677767808
standard,7.0,R0,R1,z4c_gxx,0.009889999999999732,0.002362732951417108
standard,7.0,R0,R1,z4c_gxy,0.02838061158360586,0.005820648886754048
standard,7.0,R0,R1,z4c_gxz,0.02838061158360586,0.005820648886754048
standard,7.0,R0,R1,z4c_gyy,0.00481150000000008,0.0012354815729853556
standard,7.0,R0,R1,z4c_gyz,0.029320155570524344,0.005554142118314127
standard,7.0,R0,R1,z4c_gzz,0.00481150000000008,0.0012354815729853556
standard,7.0,R0,R1,z4c_Khat,0.01163249999999999,0.002436096713696411
standard,7.0,R0,R1,z4c_Axx,0.26212881175736474,0.05074171574488865
standard,7.0,R0,R1,z4c_Axy,0.11939,0.03077507071043178
standard,7.0,R0,R1,z4c_Axz,0.11939,0.03077507071043178
standard,7.0,R0,R1,z4c_Ayy,0.16381896217688205,0.0305405549717318
standard,7.0,R0,R1,z4c_Ayz,0.19268486910803773,0.034997990159201194
standard,7.0,R0,R1,z4c_Azz,0.16381896217688205,0.0305405549717318
standard,7.0,R0,R1,z4c_Gamx,0.0024580000000000157,0.0009273154902292743
standard,7.0,R0,R1,z4c_Gamy,0.04376564736225688,0.014611897007121807
standard,7.0,R0,R1,z4c_Gamz,0.04376564736225688,0.014611897007121807
standard,7.0,R0,R1,z4c_Theta,0.030280356382423153,0.005474678873533801
standard,7.0,R0,R1,z4c_alpha,0.013800086284247781,0.0028773162250688334
standard,7.0,R0,R1,z4c_betax,0.002543500000000004,0.000883137459446878
standard,7.0,R0,R1,z4c_betay,0.02789788391626294,0.008157330589555886
standard,7.0,R0,R1,z4c_betaz,0.02789788391626294,0.008157330589555886
standard,7.0,R1,R2,z4c_chi,0.0007037480919694916,0.0003914609780721278
standard,7.0,R1,R2,z4c_gxx,0.004455046944300323,0.0010617200063768818
standard,7.0,R1,R2,z4c_gxy,0.008648728021269775,0.0026150107313056867
standard,7.0,R1,R2,z4c_gxz,0.008648728021269775,0.0026150107313056867
standard,7.0,R1,R2,z4c_gyy,0.0022045233569494282,0.0005319142443020343
standard,7.0,R1,R2,z4c_gyz,0.009052902495252799,0.00156939995255659
standard,7.0,R1,R2,z4c_gzz,0.0022045233569494282,0.0005319142443020343
standard,7.0,R1,R2,z4c_Khat,0.020123290077625644,0.004167914656956263
standard,7.0,R1,R2,z4c_Axx,0.12963746363412074,0.024055256137302087
standard,7.0,R1,R2,z4c_Axy,0.08313845222049424,0.020681537539390227
standard,7.0,R1,R2,z4c_Axz,0.08313845222049424,0.020681537539390227
standard,7.0,R1,R2,z4c_Ayy,0.074049145286589,0.013245114951747941
standard,7.0,R1,R2,z4c_Ayz,0.1025708263773609,0.017392641746172763
standard,7.0,R1,R2,z4c_Azz,0.074049145286589,0.013245114951747941
standard,7.0,R1,R2,z4c_Gamx,0.001156768071421732,0.00053758054916218
standard,7.0,R1,R2,z4c_Gamy,0.014764049970527979,0.0064472200669928904
standard,7.0,R1,R2,z4c_Gamz,0.014764049970527979,0.0064472200669928904
standard,7.0,R1,R2,z4c_Theta,0.0059999910621508,0.0012990224647862645
standard,7.0,R1,R2,z4c_alpha,0.0034050077433649684,0.0008649792853434314
standard,7.0,R1,R2,z4c_betax,0.0005587473360852413,0.0002925237288640326
standard,7.0,R1,R2,z4c_betay,0.010874473645871137,0.0037336798228037042
standard,7.0,R1,R2,z4c_betaz,0.010874473645871137,0.0037336798228037042
standard,7.203125,R0,R1,z4c_chi,0.004144950740475261,0.0013282393756641729
standard,7.203125,R0,R1,z4c_gxx,0.010685000000000056,0.0024077698277577327
standard,7.203125,R0,R1,z4c_gxy,0.02821141891251896,0.0058880320729497995
standard,7.203125,R0,R1,z4c_gxz,0.02821141891251896,0.0058880320729497995
standard,7.203125,R0,R1,z4c_gyy,0.00520250000000011,0.0012494037490060276
standard,7.203125,R0,R1,z4c_gyz,0.029000028865415264,0.005595380025961775
standard,7.203125,R0,R1,z4c_gzz,0.00520250000000011,0.0012494037490060276
standard,7.203125,R0,R1,z4c_Khat,0.009847500000000009,0.002129731478944383
standard,7.203125,R0,R1,z4c_Axx,0.27351084135909526,0.052725514469588224
standard,7.203125,R0,R1,z4c_Axy,0.1201855,0.031104933931444298
standard,7.203125,R0,R1,z4c_Axz,0.1201855,0.031104933931444298
standard,7.203125,R0,R1,z4c_Ayy,0.17064831602229744,0.03167650641907302
standard,7.203125,R0,R1,z4c_Ayz,0.1996876372343217,0.036120723789434914
standard,7.203125,R0,R1,z4c_Azz,0.17064831602229744,0.03167650641907302
standard,7.203125,R0,R1,z4c_Gamx,0.002400499999999972,0.0009054632951404054
standard,7.203125,R0,R1,z4c_Gamy,0.04286574816225176,0.014465559222541061
standard,7.203125,R0,R1,z4c_Gamz,0.04286574816225176,0.014465559222541061
standard,7.203125,R0,R1,z4c_Theta,0.029259391872756016,0.005249403202338064
standard,7.203125,R0,R1,z4c_alpha,0.01337208554185254,0.0028400637655400787
standard,7.203125,R0,R1,z4c_betax,0.0023805000000000076,0.0008575301018215031
standard,7.203125,R0,R1,z4c_betay,0.02777663430186047,0.00816785041591196
standard,7.203125,R0,R1,z4c_betaz,0.02777663430186047,0.00816785041591196
standard,7.203125,R1,R2,z4c_chi,0.000699495703931241,0.000394129185666066
standard,7.203125,R1,R2,z4c_gxx,0.004335048096308025,0.0010771106261839752
standard,7.203125,R1,R2,z4c_gxy,0.008955091623042317,0.002706366170505067
standard,7.203125,R1,R2,z4c_gxz,0.008955091623042317,0.002706366170505067
standard,7.203125,R1,R2,z4c_gyy,0.0021407739185531627,0.0005392518189102815
standard,7.203125,R1,R2,z4c_gyz,0.009312513936789718,0.0016539304371613872
standard,7.203125,R1,R2,z4c_gzz,0.0021407739185531627,0.0005392518189102815
standard,7.203125,R1,R2,z4c_Khat,0.0193102842542619,0.0037725333121390973
standard,7.203125,R1,R2,z4c_Axx,0.13699629159538668,0.025245009627138992
standard,7.203125,R1,R2,z4c_Axy,0.08604710955590122,0.021082200783327096
standard,7.203125,R1,R2,z4c_Axz,0.08604710955590122,0.021082200783327096
standard,7.203125,R1,R2,z4c_Ayy,0.07874804417442828,0.013954984635843227
standard,7.203125,R1,R2,z4c_Ayz,0.10626113855688868,0.017899939343282698
standard,7.203125,R1,R2,z4c_Azz,0.07874804417442828,0.013954984635843227
standard,7.203125,R1,R2,z4c_Gamx,0.0011467589517135668,0.0005411236824917232
standard,7.203125,R1,R2,z4c_Gamy,0.014368175035760024,0.006395323797432446
standard,7.203125,R1,R2,z4c_Gamz,0.014368175035760024,0.006395323797432446
standard,7.203125,R1,R2,z4c_Theta,0.005186566593572221,0.0011095143036134395
standard,7.203125,R1,R2,z4c_alpha,0.002939612407119402,0.000807642787140403
standard,7.203125,R1,R2,z4c_betax,0.0005619961601228962,0.00029161061945131856
standard,7.203125,R1,R2,z4c_betay,0.010757498661567142,0.0037349837124683255
standard,7.203125,R1,R2,z4c_betaz,0.010757498661567142,0.0037349837124683255
standard,7.40625,R0,R1,z4c_chi,0.004219751203768296,0.001345376532447969
standard,7.40625,R0,R1,z4c_gxx,0.01134500000000016,0.002451314244125118
standard,7.40625,R0,R1,z4c_gxy,0.027462383315306784,0.005871709827268038
standard,7.40625,R0,R1,z4c_gxz,0.027462383315306784,0.005871709827268038
standard,7.40625,R0,R1,z4c_gyy,0.005531999999999981,0.0012596471410207875
standard,7.40625,R0,R1,z4c_gyz,0.0280999692347569,0.005539037656889679
standard,7.40625,R0,R1,z4c_gzz,0.005531999999999981,0.0012596471410207875
standard,7.40625,R0,R1,z4c_Khat,0.008440000000000003,0.0018632282756710934
standard,7.40625,R0,R1,z4c_Axx,0.28398312969068995,0.05454445360456826
standard,7.40625,R0,R1,z4c_Axy,0.12003349999999999,0.031322845215636344
standard,7.40625,R0,R1,z4c_Axz,0.12003349999999999,0.031322845215636344
standard,7.40625,R0,R1,z4c_Ayy,0.17605692605295326,0.03258042932246571
standard,7.40625,R0,R1,z4c_Ayz,0.2058861111096889,0.0371104136752957
standard,7.40625,R0,R1,z4c_Azz,0.17605692605295326,0.03258042932246571
standard,7.40625,R0,R1,z4c_Gamx,0.0023360000000000603,0.0008835785216209798
standard,7.40625,R0,R1,z4c_Gamy,0.041914498803847657,0.01429582692758081
standard,7.40625,R0,R1,z4c_Gamz,0.041914498803847657,0.01429582692758081
standard,7.40625,R0,R1,z4c_Theta,0.027247036820502907,0.004924362280594261
standard,7.40625,R0,R1,z4c_alpha,0.013190587317841201,0.0028425282072854214
standard,7.40625,R0,R1,z4c_betax,0.002224999999999977,0.0008310198286342859
standard,7.40625,R0,R1,z4c_betay,0.027548534919456517,0.008152505878260486
standard,7.40625,R0,R1,z4c_betaz,0.027548534919456517,0.008152505878260486
standard,7.5,R0,R1,z4c_chi,0.004250391394423076,0.0013523725296607269
standard,7.5,R0,R1,z4c_gxx,0.011605000000000087,0.002469496410903152
standard,7.5,R0,R1,z4c_gxy,0.026941886490646463,0.005837784479263484
standard,7.5,R0,R1,z4c_gxz,0.026941886490646463,0.005837784479263484
standard,7.5,R0,R1,z4c_gyy,0.005661999999999945,0.001263192016621008
standard,7.5,R0,R1,z4c_gyz,0.027512942835885852,0.00548308638538891
standard,7.5,R0,R1,z4c_gzz,0.005661999999999945,0.001263192016621008
standard,7.5,R0,R1,z4c_Khat,0.007902499999999979,0.0017549851498669217
standard,7.5,R0,R1,z4c_Axx,0.2885175039410948,0.055329246801187774
standard,7.5,R0,R1,z4c_Axy,0.11969249999999998,0.031389780812210645
standard,7.5,R0,R1,z4c_Axz,0.11969249999999998,0.031389780812210645
standard,7.5,R0,R1,z4c_Ayy,0.17808850978041743,0.032921633112252366
standard,7.5,R0,R1,z4c_Ayz,0.2084513784231781,0.03751959175490151
standard,7.5,R0,R1,z4c_Azz,0.17808850978041743,0.032921633112252366
standard,7.5,R0,R1,z4c_Gamx,0.0023034999999999584,0.000872726716574455
standard,7.5,R0,R1,z4c_Gamy,0.04146689904384612,0.014211740792765017
standard,7.5,R0,R1,z4c_Gamz,0.04146689904384612,0.014211740792765017
standard,7.5,R0,R1,z4c_Theta,0.026074730015987098,0.004748005692387182
standard,7.5,R0,R1,z4c_alpha,0.01315758861703284,0.002851467305009047
standard,7.5,R0,R1,z4c_betax,0.0021559999999999913,0.0008186559001345084
standard,7.5,R0,R1,z4c_betay,0.02741203526441431,0.008137773983732879
standard,7.5,R0,R1,z4c_betaz,0.02741203526441431,0.008137773983732879
standard,7.5,R1,R2,z4c_chi,0.0007057912066813499,0.0003974205569629597
standard,7.5,R1,R2,z4c_gxx,0.00443744139162483,0.0010962384211777696
standard,7.5,R1,R2,z4c_gxy,0.008920270798278911,0.0027986126548922375
standard,7.5,R1,R2,z4c_gxz,0.008920270798278911,0.0027986126548922375
standard,7.5,R1,R2,z4c_gyy,0.0022037210414146413,0.0005486342588512437
standard,7.5,R1,R2,z4c_gyz,0.009202520256358563,0.0017048105739174725
standard,7.5,R1,R2,z4c_gzz,0.0022037210414146413,0.0005486342588512437
standard,7.5,R1,R2,z4c_Khat,0.017240775751536486,0.0031902596930735265
standard,7.5,R1,R2,z4c_Axx,0.1465131010605127,0.026771594629398664
standard,7.5,R1,R2,z4c_Axy,0.08875929237947128,0.02149261836130785
standard,7.5,R1,R2,z4c_Axz,0.08875929237947128,0.02149261836130785
standard,7.5,R1,R2,z4c_Ayy,0.08427395582720375,0.014797128748099266
standard,7.5,R1,R2,z4c_Ayz,0.11052647098244539,0.018473133783409926
standard,7.5,R1,R2,z4c_Azz,0.08427395582720375,0.014797128748099266
standard,7.5,R1,R2,z4c_Gamx,0.0011707787644602008,0.0005450952033717489
standard,7.5,R1,R2,z4c_Gamy,0.013800375104688064,0.006307151876729892
standard,7.5,R1,R2,z4c_Gamz,0.013800375104688064,0.006307151876729892
standard,7.5,R1,R2,z4c_Theta,0.005318409533604822,0.0008976576437189718
standard,7.5,R1,R2,z4c_alpha,0.002840116871147963,0.0008090807486400679
standard,7.5,R1,R2,z4c_betax,0.00056124277623118,0.0002891248394434617
standard,7.5,R1,R2,z4c_betay,0.01051584873692719,0.0037172980289957003
standard,7.5,R1,R2,z4c_betaz,0.01051584873692719,0.0037172980289957003
standard,7.703125,R0,R1,z4c_chi,0.004308651759988737,0.0013658892215855608
standard,7.703125,R0,R1,z4c_gxx,0.01205999999999996,0.002503159047644764
standard,7.703125,R0,R1,z4c_gxy,0.025492479179653253,0.005713038406869474
standard,7.703125,R0,R1,z4c_gxz,0.025492479179653253,0.005713038406869474
standard,7.703125,R0,R1,z4c_gyy,0.005900499999999975,0.0012692404846532093
standard,7.703125,R0,R1,z4c_gyz,0.02593162136914324,0.00530523319117062
standard,7.703125,R0,R1,z4c_gzz,0.005900499999999975,0.0012692404846532093
standard,7.703125,R0,R1,z4c_Khat,0.006945499999999993,0.0015614998204054667
standard,7.703125,R0,R1,z4c_Axx,0.2977121034956575,0.056913796782485995
standard,7.703125,R0,R1,z4c_Axy,0.11848949999999997,0.03147217279254197
standard,7.703125,R0,R1,z4c_Axz,0.11848949999999997,0.03147217279254197
standard,7.703125,R0,R1,z4c_Ayy,0.18155182921517302,0.03350722403478984
standard,7.703125,R0,R1,z4c_Ayz,0.21333241367415245,0.038299154783826624
standard,7.703125,R0,R1,z4c_Azz,0.18155182921517302,0.03350722403478984
standard,7.703125,R0,R1,z4c_Gamx,0.0022260000000000058,0.0008473305680198334
standard,7.703125,R0,R1,z4c_Gamy,0.04049389944512355,0.014021217571532433
standard,7.703125,R0,R1,z4c_Gamz,0.04049389944512355,0.014021217571532433
standard,7.703125,R0,R1,z4c_Theta,0.02319011237964877,0.004326771639303022
standard,7.703125,R0,R1,z4c_alpha,0.01314459180421243,0.0028781349755401344
standard,7.703125,R0,R1,z4c_betax,0.0020124999999999726,0.000791565036274226
standard,7.703125,R0,R1,z4c_betay,0.02705928609992896,0.008091671875400356
standard,7.703125,R0,R1,z4c_betaz,0.02705928609992896,0.008091671875400356
standard,7.703125,R1,R2,z4c_chi,0.000711043486608387,0.0003991856609918122
standard,7.703125,R1,R2,z4c_gxx,0.004577443695639616,0.0011111857647831463
standard,7.703125,R1,R2,z4c_gxy,0.008631490214176136,0.0028367599323779764
standard,7.703125,R1,R2,z4c_gxz,0.008631490214176136,0.0028367599323779764
standard,7.703125,R1,R2,z4c_gyy,0.0022724722078221182,0.0005543253530416387
standard,7.703125,R1,R2,z4c_gyz,0.008865267265323048,0.001696932939763536
standard,7.703125,R1,R2,z4c_gzz,0.0022724722078221182,0.0005543253530416387
standard,7.703125,R1,R2,z4c_Khat,0.015352020229132957,0.0027896906757748727
standard,7.703125,R1,R2,z4c_Axx,0.1521759057837157,0.027672005623751703
standard,7.703125,R1,R2,z4c_Axy,0.08971338586486954,0.02167167350531545
standard,7.703125,R1,R2,z4c_Axz,0.08971338586486954,0.02167167350531545
standard,7.703125,R1,R2,z4c_Ayy,0.08715013470911023,0.015242010976017621
standard,7.703125,R1,R2,z4c_Ayz,0.11274721025587864,0.018768338493707824
standard,7.703125,R1,R2,z4c_Azz,0.08715013470911023,0.015242010976017621
standard,7.703125,R1,R2,z4c_Gamx,0.0011877827965247334,0.0005466032424865374
standard,7.703125,R1,R2,z4c_Gamy,0.013430400131904087,0.0062418272200553205
standard,7.703125,R1,R2,z4c_Gamz,0.013430400131904087,0.0062418272200553205
standard,7.703125,R1,R2,z4c_Theta,0.004977037869739437,0.0007951699563094448
standard,7.703125,R1,R2,z4c_alpha,0.002789756755044337,0.0008385143916837289
standard,7.703125,R1,R2,z4c_betax,0.0005592395123356353,0.00028677855430566524
standard,7.703125,R1,R2,z4c_betay,0.010315498812863241,0.0036946181512760657
standard,7.703125,R1,R2,z4c_betaz,0.010315498812863241,0.0036946181512760657
standard,7.90625,R0,R1,z4c_chi,0.004356412064498787,0.0013770541518704521
standard,7.90625,R0,R1,z4c_gxx,0.012399999999999967,0.002528674951169907
standard,7.90625,R0,R1,z4c_gxy,0.023689208967622603,0.0055280676322109505
standard,7.90625,R0,R1,z4c_gxz,0.023689208967622603,0.0055280676322109505
standard,7.90625,R0,R1,z4c_gyy,0.006080500000000044,0.0012732197942124102
standard,7.90625,R0,R1,z4c_gyz,0.024017981863476073,0.005062528988959078
standard,7.90625,R0,R1,z4c_gzz,0.006080500000000044,0.0012732197942124102
standard,7.90625,R0,R1,z4c_Khat,0.006217499999999987,0.0014366292799046264
standard,7.90625,R0,R1,z4c_Axx,0.30606740966521817,0.05834372420369103
standard,7.90625,R0,R1,z4c_Axy,0.11683850000000001,0.03148477469570148
standard,7.90625,R0,R1,z4c_Axz,0.11683850000000001,0.03148477469570148
standard,7.90625,R0,R1,z4c_Ayy,0.1838629547804494,0.03390383331927952
standard,7.90625,R0,R1,z4c_Ayz,0.21726595779867008,0.03893084207985222
standard,7.90625,R0,R1,z4c_Azz,0.1838629547804494,0.03390383331927952
standard,7.90625,R0,R1,z4c_Gamx,0.0021404999999999896,0.0008189698811732825
standard,7.90625,R0,R1,z4c_Gamy,0.0395335997024019,0.013824032458425563
standard,7.90625,R0,R1,z4c_Gamz,0.0395335997024019,0.013824032458425563
standard,7.90625,R0,R1,z4c_Theta,0.020053026315383582,0.00387626759327406
standard,7.90625,R0,R1,z4c_alpha,0.013162594895392662,0.0029067314770989936
standard,7.90625,R0,R1,z4c_betax,0.0018950000000000078,0.0007644591664457889
standard,7.90625,R0,R1,z4c_betay,0.02664343701032313,0.008029281168349455
standard,7.90625,R0,R1,z4c_betaz,0.02664343701032313,0.008029281168349455
standard,8.0,R0,R1,z4c_chi,0.004375182185842011,0.0013814972977245548
standard,8.0,R0,R1,z4c_gxx,0.012524999999999897,0.0025388811285412946
standard,8.0,R0,R1,z4c_gxy,0.022767944496035225,0.005426139735925061
standard,8.0,R0,R1,z4c_gxz,0.022767944496035225,0.005426139735925061
standard,8.0,R0,R1,z4c_gyy,0.006145999999999985,0.001273931336721924
standard,8.0,R0,R1,z4c_gyz,0.02305396266551894,0.004933153533850791
standard,8.0,R0,R1,z4c_gzz,0.006145999999999985,0.001273931336721924
standard,8.0,R0,R1,z4c_Khat,0.0059414999999999885,0.0014058732741709765
standard,8.0,R0,R1,z4c_Axx,0.3096466414557347,0.05895279968136152
standard,8.0,R0,R1,z4c_Axy,0.11598549999999999,0.03147197173941163
standard,8.0,R0,R1,z4c_Axz,0.11598549999999999,0.03147197173941163
standard,8.0,R0,R1,z4c_Ayy,0.18459169541890932,0.03403139666720167
standard,8.0,R0,R1,z4c_Ayz,0.21876168506761556,0.039172824548492385
standard,8.0,R0,R1,z4c_Azz,0.18459169541890932,0.03403139666720167
standard,8.0,R0,R1,z4c_Gamx,0.0020999999999999908,0.0008049871987908776
standard,8.0,R0,R1,z4c_Gamy,0.039098899780481394,0.013731972258083149
standard,8.0,R0,R1,z4c_Gamz,0.039098899780481394,0.013731972258083149
standard,8.0,R0,R1,z4c_Theta,0.018583014019366274,0.0036660112833744895
standard,8.0,R0,R1,z4c_alpha,0.013169096146584666,0.0029183486268017644
standard,8.0,R0,R1,z4c_betax,0.0018735000000000002,0.0007518384665973867
standard,8.0,R0,R1,z4c_betay,0.026434887441360373,0.00799597401982685
standard,8.0,R0,R1,z4c_betaz,0.026434887441360373,0.00799597401982685
standard,8.0,R1,R2,z4c_chi,0.0007317440395097851,0.0004015653295740373
standard,8.0,R1,R2,z4c_gxx,0.004699947007660965,0.0011258749725417186
standard,8.0,R1,R2,z4c_gxy,0.007946292357819108,0.002863995255170295
standard,8.0,R1,R2,z4c_gxz,0.007946292357819108,0.002863995255170295
standard,8.0,R1,R2,z4c_gyy,0.002339223777432231,0.0005606805095140644
standard,8.0,R1,R2,z4c_gyz,0.008121749520940493,0.0016370487064969368
standard,8.0,R1,R2,z4c_gzz,0.002339223777432231,0.0005606805095140644
standard,8.0,R1,R2,z4c_Khat,0.012192762895208265,0.0022173748805312996
standard,8.0,R1,R2,z4c_Axx,0.159257210902727,0.02878679122530822
standard,8.0,R1,R2,z4c_Axy,0.09016223356949488,0.021823232196954444
standard,8.0,R1,R2,z4c_Axz,0.09016223356949488,0.021823232196954444
standard,8.0,R1,R2,z4c_Ayy,0.09019156015440652,0.015722413635617674
standard,8.0,R1,R2,z4c_Ayz,0.11513189697580611,0.019088199271027433
standard,8.0,R1,R2,z4c_Azz,0.09019156015440652,0.015722413635617674
standard,8.0,R1,R2,z4c_Gamx,0.0012060373445975103,0.0005470906615243732
standard,8.0,R1,R2,z4c_Gamy,0.012927100146496097,0.006143244166587117
standard,8.0,R1,R2,z4c_Gamz,0.012927100146496097,0.006143244166587117
standard,8.0,R1,R2,z4c_Theta,0.004180929380427124,0.0006961792061580775
standard,8.0,R1,R2,z4c_alpha,0.0032787825166608053,0.0008960355905921323
standard,8.0,R1,R2,z4c_betax,0.0005539834885283645,0.0002834045434369699
standard,8.0,R1,R2,z4c_betay,0.009990123941647323,0.0036500808488162777
standard,8.0,R1,R2,z4c_betaz,0.009990123941647323,0.0036500808488162777
standard,8.203125,R0,R1,z4c_chi,0.004409292410544573,0.0013896039536179675
standard,8.203125,R0,R1,z4c_gxx,0.012720000000000065,0.002553349788493652
standard,8.203125,R0,R1,z4c_gxy,0.020644116773972647,0.00517803227309965
standard,8.203125,R0,R1,z4c_gxz,0.020644116773972647,0.00517803227309965
standard,8.203125,R0,R1,z4c_gyy,0.006253500000000134,0.0012744570896556587
standard,8.203125,R0,R1,z4c_gyz,0.020855600420477308,0.0046251395775801785
standard,8.203125,R0,R1,z4c_gzz,0.006253500000000134,0.0012744570896556587
standard,8.203125,R0,R1,z4c_Khat,0.005444500000000019,0.0014004695595239963
standard,8.203125,R0,R1,z4c_Axx,0.3168116559906817,0.06016480584617314
standard,8.203125,R0,R1,z4c_Axy,0.11406350000000001,0.03141485027529603
standard,8.203125,R0,R1,z4c_Axz,0.11406350000000001,0.03141485027529603
standard,8.203125,R0,R1,z4c_Ayy,0.1855551288618953,0.03420647076699409
standard,8.203125,R0,R1,z4c_Ayz,0.22133109231300918,0.0395932229457006
standard,8.203125,R0,R1,z4c_Azz,0.1855551288618953,0.03420647076699409
standard,8.203125,R0,R1,z4c_Gamx,0.002008500000000024,0.0007734127261713191
standard,8.203125,R0,R1,z4c_Gamy,0.038182799877760784,0.013532251594534583
standard,8.203125,R0,R1,z4c_Gamz,0.038182799877760784,0.013532251594534583
standard,8.203125,R0,R1,z4c_Theta,0.015457236711445046,0.0032192575704023145
standard,8.203125,R0,R1,z4c_alpha,0.013163848295370914,0.0029376572771255146
standard,8.203125,R0,R1,z4c_betax,0.0018229999999999913,0.0007245437048851521
standard,8.203125,R0,R1,z4c_betay,0.025956488375754396,0.007915986134635981
standard,8.203125,R0,R1,z4c_betaz,0.025956488375754396,0.007915986134635981
standard,8.203125,R1,R2,z4c_chi,0.0007433165612969993,0.0004028634172182154
standard,8.203125,R1,R2,z4c_gxx,0.00474494902367395,0.0011345539581815943
standard,8.203125,R1,R2,z4c_gxy,0.007366967417771148,0.0028682126717750837
standard,8.203125,R1,R2,z4c_gxz,0.007366967417771148,0.0028682126717750837
standard,8.203125,R1,R2,z4c_gyy,0.0023639747710385572,0.0005634800299239081
standard,8.203125,R1,R2,z4c_gyz,0.007513149637100567,0.001571477409533607
standard,8.203125,R1,R2,z4c_gzz,0.0023639747710385572,0.0005634800299239081
standard,8.203125,R1,R2,z4c_Khat,0.009919758460005423,0.0018496458855072869
standard,8.203125,R1,R2,z4c_Axx,0.16333160399552257,0.029421130151960396
standard,8.203125,R1,R2,z4c_Axy,0.09006152963538966,0.021875126110135024
standard,8.203125,R1,R2,z4c_Axz,0.09006152963538966,0.021875126110135024
standard,8.203125,R1,R2,z4c_Ayy,0.09161165651216419,0.015953530148957708
standard,8.203125,R1,R2,z4c_Ayz,0.11626926462916137,0.019245378524689282
standard,8.203125,R1,R2,z4c_Azz,0.09161165651216419,0.015953530148957708
standard,8.203125,R1,R2,z4c_Gamx,0.0012137895646330277,0.000546511537932638
standard,8.203125,R1,R2,z4c_Gamy,0.012610575143664093,0.006075391166747712
standard,8.203125,R1,R2,z4c_Gamz,0.012610575143664093,0.006075391166747712
standard,8.203125,R1,R2,z4c_Theta,0.0035654671409933703,0.0006522515866765521
standard,8.203125,R1,R2,z4c_alpha,0.0036124830289171322,0.000934947999159189
