gauge,time,coarse,fine,field,linf,rms
standard,0.0,R0,R1,z4c_chi,0.0021488500000000008,0.000815158729943114
standard,0.0,R0,R1,z4c_gxx,0.0,0.0
standard,0.0,R0,R1,z4c_gxy,0.0,0.0
standard,0.0,R0,R1,z4c_gxz,0.0,0.0
standard,0.0,R0,R1,z4c_gyy,0.0,0.0
standard,0.0,R0,R1,z4c_gyz,0.0,0.0
standard,0.0,R0,R1,z4c_gzz,0.0,0.0
standard,0.0,R0,R1,z4c_Khat,0.0,0.0
standard,0.0,R0,R1,z4c_Axx,0.0,0.0
standard,0.0,R0,R1,z4c_Axy,0.0,0.0
standard,0.0,R0,R1,z4c_Axz,0.0,0.0
standard,0.0,R0,R1,z4c_Ayy,0.0,0.0
standard,0.0,R0,R1,z4c_Ayz,0.0,0.0
standard,0.0,R0,R1,z4c_Azz,0.0,0.0
standard,0.0,R0,R1,z4c_Gamx,1.620927860472558e-15,4.2606447196680364e-16
standard,0.0,R0,R1,z4c_Gamy,3.019805e-15,6.795754117879101e-16
standard,0.0,R0,R1,z4c_Gamz,3.019805e-15,6.795754117879101e-16
standard,0.0,R0,R1,z4c_Theta,0.0,0.0
standard,0.0,R0,R1,z4c_alpha,0.01708759005766363,0.0038918253848336756
standard,0.0,R0,R1,z4c_betax,0.0,0.0
standard,0.0,R0,R1,z4c_betay,0.0,0.0
standard,0.0,R0,R1,z4c_betaz,0.0,0.0
standard,0.0,R1,R2,z4c_chi,0.0008227913886621474,0.0003480474821987731
standard,0.0,R1,R2,z4c_gxx,0.0,0.0
standard,0.0,R1,R2,z4c_gxy,0.0,0.0
standard,0.0,R1,R2,z4c_gxz,0.0,0.0
standard,0.0,R1,R2,z4c_gyy,0.0,0.0
standard,0.0,R1,R2,z4c_gyz,0.0,0.0
standard,0.0,R1,R2,z4c_gzz,0.0,0.0
standard,0.0,R1,R2,z4c_Khat,0.0,0.0
standard,0.0,R1,R2,z4c_Axx,0.0,0.0
standard,0.0,R1,R2,z4c_Axy,0.0,0.0
standard,0.0,R1,R2,z4c_Axz,0.0,0.0
standard,0.0,R1,R2,z4c_Ayy,0.0,0.0
standard,0.0,R1,R2,z4c_Ayz,0.0,0.0
standard,0.0,R1,R2,z4c_Azz,0.0,0.0
standard,0.0,R1,R2,z4c_Gamx,3.9578846179021975e-15,1.3726150993698874e-15
standard,0.0,R1,R2,z4c_Gamy,4.940610864005524e-15,1.4368298716335141e-15
standard,0.0,R1,R2,z4c_Gamz,4.940610864005524e-15,1.4368298716335141e-15
standard,0.0,R1,R2,z4c_Theta,0.0,0.0
standard,0.0,R1,R2,z4c_alpha,0.00364661212768776,0.0009858588934850655
standard,0.0,R1,R2,z4c_betax,0.0,0.0
standard,0.0,R1,R2,z4c_betay,0.0,0.0
standard,0.0,R1,R2,z4c_betaz,0.0,0.0
standard,0.1,R0,R1,z4c_chi,0.0021473499999999993,0.0008150750388327328
standard,0.1,R0,R1,z4c_gxx,9.999999999843467e-06,2.7951261259967303e-06
standard,0.1,R0,R1,z4c_gxy,2.3827049999999997e-05,8.36605523377015e-06
standard,0.1,R0,R1,z4c_gxz,2.3827049999999997e-05,8.36605523377015e-06
standard,0.1,R0,R1,z4c_gyy,3.5000000000451337e-06,1.243747165056858e-06
standard,0.1,R0,R1,z4c_gyz,7.793045e-06,2.3873494655977966e-06
standard,0.1,R0,R1,z4c_gzz,3.5000000000451337e-06,1.243747165056858e-06
standard,0.1,R0,R1,z4c_Khat,0.00027598978460553845,5.895061658199063e-05
standard,0.1,R0,R1,z4c_Axx,0.0006029299999999998,0.00018633343230471487
standard,0.1,R0,R1,z4c_Axy,0.00114527,0.0003881411709676894
standard,0.1,R0,R1,z4c_Axz,0.00114527,0.0003881411709676894
standard,0.1,R0,R1,z4c_Ayy,0.0003015100000000003,9.31815619795229e-05
standard,0.1,R0,R1,z4c_Ayz,0.001123187094693794,0.00024173383514728352
standard,0.1,R0,R1,z4c_Azz,0.0003015100000000003,9.31815619795229e-05
standard,0.1,R0,R1,z4c_Gamx,0.00012003761586933847,2.289127864140819e-05
standard,0.1,R0,R1,z4c_Gamy,0.0002561267448989127,7.222486489786994e-05
standard,0.1,R0,R1,z4c_Gamz,0.0002561267448989127,7.222486489786994e-05
standard,0.1,R0,R1,z4c_Theta,0.0028986882271153465,0.0005175776547855906
standard,0.1,R0,R1,z4c_alpha,0.01711604001382391,0.0038955595704036356
standard,0.1,R0,R1,z4c_betax,4.5440555823642736e-06,8.520532754782884e-07
standard,0.1,R0,R1,z4c_betay,8.455950546236506e-06,2.354133700884364e-06
standard,0.1,R0,R1,z4c_betaz,8.455950546236506e-06,2.354133700884364e-06
standard,0.1,R1,R2,z4c_chi,0.0008225414006624021,0.0003479809533018386
standard,0.1,R1,R2,z4c_gxx,7.500120001946442e-06,2.935959216953553e-06
standard,0.1,R1,R2,z4c_gxy,7.864698300789129e-06,3.6383777152147795e-06
standard,0.1,R1,R2,z4c_gxz,7.864698300789129e-06,3.6383777152147795e-06
standard,0.1,R1,R2,z4c_gyy,1.2499855999159593e-06,5.688498054264179e-07
standard,0.1,R1,R2,z4c_gyz,1.2708505794597087e-06,5.218739405495067e-07
standard,0.1,R1,R2,z4c_gzz,1.2499855999159593e-06,5.688498054264179e-07
standard,0.1,R1,R2,z4c_Khat,4.7286068774840106e-05,1.2857626249715584e-05
standard,0.1,R1,R2,z4c_Axx,0.00011097639824894884,4.1636465366117196e-05
standard,0.1,R1,R2,z4c_Axy,0.0004175923936409193,0.00015801114357354205
standard,0.1,R1,R2,z4c_Axz,0.0004175923936409193,0.00015801114357354205
standard,0.1,R1,R2,z4c_Ayy,5.548819895167341e-05,2.082006866722618e-05
standard,0.1,R1,R2,z4c_Ayz,0.00014426878806642437,4.419790085604622e-05
standard,0.1,R1,R2,z4c_Azz,5.548819895167341e-05,2.082006866722618e-05
standard,0.1,R1,R2,z4c_Gamx,1.2047128103219928e-05,3.5896789195094564e-06
standard,0.1,R1,R2,z4c_Gamy,6.919047439663613e-05,2.4416453851129792e-05
standard,0.1,R1,R2,z4c_Gamz,6.919047439663613e-05,2.4416453851129792e-05
standard,0.1,R1,R2,z4c_Theta,0.0003989742583123573,6.405319713350066e-05
standard,0.1,R1,R2,z4c_alpha,0.003654967124010958,0.00098672265876357
standard,0.1,R1,R2,z4c_betax,4.595973964633356e-07,1.3098820231765268e-07
standard,0.1,R1,R2,z4c_betay,2.2391613006163244e-06,7.751767394782296e-07
standard,0.1,R1,R2,z4c_betaz,2.2391613006163244e-06,7.751767394782296e-07
standard,0.25,R0,R1,z4c_chi,0.0021451499999999984,0.0008148191175004889
standard,0.25,R0,R1,z4c_gxx,6.500000000020378e-05,1.693280311536182e-05
standard,0.25,R0,R1,z4c_gxy,0.00013228849999999997,4.719693925160854e-05
standard,0.25,R0,R1,z4c_gxz,0.00013228849999999997,4.719693925160854e-05
standard,0.25,R0,R1,z4c_gyy,3.1499999999962114e-05,8.446070698918433e-06
standard,0.25,R0,R1,z4c_gyz,4.4151449999999996e-05,1.35731555610798e-05
standard,0.25,R0,R1,z4c_gzz,3.1499999999962114e-05,8.446070698918433e-06
standard,0.25,R0,R1,z4c_Khat,0.0006832064944224358,0.00014761268046478514
standard,0.25,R0,R1,z4c_Axx,0.0015022000000000004,0.0004661570505840678
standard,0.25,R0,R1,z4c_Axy,0.0028589750000000006,0.0009703092289015042
standard,0.25,R0,R1,z4c_Axz,0.0028589750000000006,0.0009703092289015042
standard,0.25,R0,R1,z4c_Ayy,0.0007515399999999993,0.0002332654785102154
standard,0.25,R0,R1,z4c_Ayz,0.0028068377243409643,0.0006041167963455166
standard,0.25,R0,R1,z4c_Azz,0.0007515399999999993,0.0002332654785102154
standard,0.25,R0,R1,z4c_Gamx,0.00014834000000000028,4.7864234494553794e-05
standard,0.25,R0,R1,z4c_Gamy,0.0012478850391997491,0.0003646986665442547
standard,0.25,R0,R1,z4c_Gamz,0.0012478850391997491,0.0003646986665442547
standard,0.25,R0,R1,z4c_Theta,0.007280863931974835,0.0012994458139415418
standard,0.25,R0,R1,z4c_alpha,0.01716783999270405,0.003904398489896884
standard,0.25,R0,R1,z4c_betax,2.0437834059302006e-05,5.027531677229238e-06
standard,0.25,R0,R1,z4c_betay,0.0001006746205438685,2.927136442963626e-05
standard,0.25,R0,R1,z4c_betaz,0.0001006746205438685,2.927136442963626e-05
standard,0.25,R1,R2,z4c_chi,0.0008230414246628293,0.00034812398726748287
standard,0.25,R1,R2,z4c_gxx,1.625012000072701e-05,6.380299175359313e-06
standard,0.25,R1,R2,z4c_gxy,4.3320052658257026e-05,2.1070514724266583e-05
standard,0.25,R1,R2,z4c_gxz,4.3320052658257026e-05,2.1070514724266583e-05
standard,0.25,R1,R2,z4c_gyy,6.000460803012864e-06,2.508859237025955e-06
standard,0.25,R1,R2,z4c_gyz,7.85407467484592e-06,3.3594671829924176e-06
standard,0.25,R1,R2,z4c_gzz,6.000460803012864e-06,2.508859237025955e-06
standard,0.25,R1,R2,z4c_Khat,0.00011356892690513173,3.175286595566751e-05
standard,0.25,R1,R2,z4c_Axx,0.0002721194781406598,0.00010377700855134888
standard,0.25,R1,R2,z4c_Axy,0.001046278486262312,0.0003953540632389307
standard,0.25,R1,R2,z4c_Axz,0.001046278486262312,0.0003953540632389307
standard,0.25,R1,R2,z4c_Ayy,0.00013607360981510294,5.1919629211321204e-05
standard,0.25,R1,R2,z4c_Ayz,0.00036352053188066043,0.00011081569063738519
standard,0.25,R1,R2,z4c_Azz,0.00013607360981510294,5.1919629211321204e-05
standard,0.25,R1,R2,z4c_Gamx,3.080266632106334e-05,1.1158303852979724e-05
standard,0.25,R1,R2,z4c_Gamy,0.00039135964546973103,0.0001505146347593673
standard,0.25,R1,R2,z4c_Gamz,0.00039135964546973103,0.0001505146347593673
standard,0.25,R1,R2,z4c_Theta,0.001022375190705274,0.00016436091280823292
standard,0.25,R1,R2,z4c_alpha,0.003668174620559756,0.0009884561636081092
standard,0.25,R1,R2,z4c_betax,2.531062669201053e-06,1.0095433653562912e-06
standard,0.25,R1,R2,z4c_betay,2.943741550601925e-05,1.1235669010153694e-05
standard,0.25,R1,R2,z4c_betaz,2.943741550601925e-05,1.1235669010153694e-05
standard,0.40625,R0,R1,z4c_chi,0.0021434000000000036,0.0008146825519787555
standard,0.40625,R0,R1,z4c_gxx,0.00016000000000016001,3.909124908684344e-05
standard,0.40625,R0,R1,z4c_gxy,0.000289705,0.00010622402607411798
standard,0.40625,R0,R1,z4c_gxz,0.000289705,0.00010622402607411798
standard,0.40625,R0,R1,z4c_gyy,7.850000000009238e-05,1.9421700644153165e-05
standard,0.40625,R0,R1,z4c_gyz,9.664480000000001e-05,2.948746859990307e-05
standard,0.40625,R0,R1,z4c_gzz,7.850000000009238e-05,1.9421700644153165e-05
standard,0.40625,R0,R1,z4c_Khat,0.0011009150589884223,0.00024091894122280004
standard,0.40625,R0,R1,z4c_Axx,0.00243815,0.0007591845570082426
standard,0.40625,R0,R1,z4c_Axy,0.00465497,0.0015772566750222922
standard,0.40625,R0,R1,z4c_Axz,0.00465497,0.0015772566750222922
standard,0.40625,R0,R1,z4c_Ayy,0.0012202900000000006,0.00038021320190048376
standard,0.40625,R0,R1,z4c_Ayz,0.004564209344855392,0.0009822828532492563
standard,0.40625,R0,R1,z4c_Azz,0.0012202900000000006,0.00038021320190048376
standard,0.40625,R0,R1,z4c_Gamx,0.0002791500000000023,0.00010013431953493057
standard,0.40625,R0,R1,z4c_Gamy,0.0026904999393283884,0.0007808229547487887
standard,0.40625,R0,R1,z4c_Gamz,0.0026904999393283884,0.0007808229547487887
standard,0.40625,R0,R1,z4c_Theta,0.011880457226673748,0.0021195249800049455
standard,0.40625,R0,R1,z4c_alpha,0.0172435900935034,0.003919140456986475
standard,0.40625,R0,R1,z4c_betax,3.813500000000012e-05,1.3163693145667029e-05
standard,0.40625,R0,R1,z4c_betay,0.0003433355113183276,9.935672275673097e-05
standard,0.40625,R0,R1,z4c_betaz,0.0003433355113183276,9.935672275673097e-05
standard,0.5,R0,R1,z4c_chi,0.002142749999999992,0.0008147477312073782
standard,0.5,R0,R1,z4c_gxx,0.00021000000000004349,5.153109690711435e-05
standard,0.5,R0,R1,z4c_gxy,0.00038671299999999995,0.00014380533888044893
standard,0.5,R0,R1,z4c_gxz,0.00038671299999999995,0.00014380533888044893
standard,0.5,R0,R1,z4c_gyy,0.00010949999999998461,2.622432409863038e-05
standard,0.5,R0,R1,z4c_gyz,0.00012549224999999997,3.818391650155377e-05
standard,0.5,R0,R1,z4c_gzz,0.00010949999999998461,2.622432409863038e-05
standard,0.5,R0,R1,z4c_Khat,0.0013507201343607401,0.0002978148094448908
standard,0.5,R0,R1,z4c_Axx,0.0030039000000000003,0.0009366482625268951
standard,0.5,R0,R1,z4c_Axy,0.005739875,0.001942007923293738
standard,0.5,R0,R1,z4c_Axz,0.005739875,0.001942007923293738
standard,0.5,R0,R1,z4c_Ayy,0.0015035649999999984,0.00046932278036718487
standard,0.5,R0,R1,z4c_Ayz,0.005624345410589373,0.0012102284475731637
standard,0.5,R0,R1,z4c_Azz,0.0015035649999999984,0.00046932278036718487
standard,0.5,R0,R1,z4c_Gamx,0.00035289999999999974,0.0001249091433286516
standard,0.5,R0,R1,z4c_Gamy,0.003419564935392413,0.0010180906276053205
standard,0.5,R0,R1,z4c_Gamz,0.003419564935392413,0.0010180906276053205
standard,0.5,R0,R1,z4c_Theta,0.014648641163832552,0.002612920195369571
standard,0.5,R0,R1,z4c_alpha,0.017305040248062408,0.003931680581774747
standard,0.5,R0,R1,z4c_betax,5.88749999999999e-05,2.054603584069092e-05
standard,0.5,R0,R1,z4c_betay,0.0005483785039455747,0.00015980922634842922
standard,0.5,R0,R1,z4c_betaz,0.0005483785039455747,0.00015980922634842922
standard,0.5,R1,R2,z4c_chi,0.0008232915086641146,0.00034799243595146756
standard,0.5,R1,R2,z4c_gxx,3.749495996796526e-05,1.654681742879296e-05
standard,0.5,R1,R2,z4c_gxy,0.00012516448718391797,6.627173077358248e-05
standard,0.5,R1,R2,z4c_gxz,0.00012516448718391797,6.627173077358248e-05
standard,0.5,R1,R2,z4c_gyy,2.000132480850514e-05,8.10143303604464e-06
standard,0.5,R1,R2,z4c_gyz,2.262230211393353e-05,9.856099154170807e-06
standard,0.5,R1,R2,z4c_gzz,2.000132480850514e-05,8.10143303604464e-06
standard,0.5,R1,R2,z4c_Khat,0.00023175591325384466,6.338655726488543e-05
standard,0.5,R1,R2,z4c_Axx,0.0005430337653360984,0.00020741411714060383
standard,0.5,R1,R2,z4c_Axy,0.0021051595196129253,0.0007928571617449844
standard,0.5,R1,R2,z4c_Axz,0.0021051595196129253,0.0007928571617449844
standard,0.5,R1,R2,z4c_Ayy,0.0002716795242209552,0.00010386815104653734
standard,0.5,R1,R2,z4c_Ayz,0.0007389985614966793,0.0002233685160157765
standard,0.5,R1,R2,z4c_Azz,0.0002716795242209552,0.00010386815104653734
standard,0.5,R1,R2,z4c_Gamx,8.166167322645572e-05,2.8377974197290996e-05
standard,0.5,R1,R2,z4c_Gamy,0.0011139824989391993,0.00043044982105707645
standard,0.5,R1,R2,z4c_Gamz,0.0011139824989391993,0.00043044982105707645
standard,0.5,R1,R2,z4c_Theta,0.0021280752632648085,0.0003428483108460992
standard,0.5,R1,R2,z4c_alpha,0.003698724635439769,0.000994221202811073
standard,0.5,R1,R2,z4c_betax,1.1564770183354091e-05,4.57636063415636e-06
standard,0.5,R1,R2,z4c_betay,0.00017406900062784034,6.690984349927274e-05
standard,0.5,R1,R2,z4c_betaz,0.00017406900062784034,6.690984349927274e-05
standard,0.703125,R0,R1,z4c_chi,0.0021424999999999986,0.000815274465959526
standard,0.703125,R0,R1,z4c_gxx,0.0003750000000000142,8.263201975907582e-05
standard,0.703125,R0,R1,z4c_gxy,0.0005756565000000001,0.00022098369560126898
standard,0.703125,R0,R1,z4c_gxz,0.0005756565000000001,0.00022098369560126898
standard,0.703125,R0,R1,z4c_gyy,0.0001875000000000071,4.143365017582357e-05
standard,0.703125,R0,R1,z4c_gyz,0.0001798801,5.402345334546589e-05
standard,0.703125,R0,R1,z4c_gzz,0.0001875000000000071,4.143365017582357e-05
standard,0.703125,R0,R1,z4c_Khat,0.0018997501787636562,0.00042503460145611085
standard,0.703125,R0,R1,z4c_Axx,0.004257599999999997,0.0013287465791163085
standard,0.703125,R0,R1,z4c_Axy,0.008118535,0.002734889470522214
standard,0.703125,R0,R1,z4c_Axz,0.008118535,0.002734889470522214
standard,0.703125,R0,R1,z4c_Ayy,0.0021300500000000014,0.0006662968117421049
standard,0.703125,R0,R1,z4c_Ayz,0.007950730537660558,0.0017094231852192005
standard,0.703125,R0,R1,z4c_Azz,0.0021300500000000014,0.0006662968117421049
standard,0.703125,R0,R1,z4c_Gamx,0.0004466499999999929,0.000161469002617041
standard,0.703125,R0,R1,z4c_Gamy,0.004656499936000409,0.0014487223757221645
standard,0.703125,R0,R1,z4c_Gamz,0.004656499936000409,0.0014487223757221645
standard,0.703125,R0,R1,z4c_Theta,0.020637468609928898,0.003680382894059371
standard,0.703125,R0,R1,z4c_alpha,0.01748909088133836,0.003970007884002251
standard,0.703125,R0,R1,z4c_betax,0.00010725500000000054,3.801455818316395e-05
standard,0.703125,R0,R1,z4c_betay,0.001052494991904052,0.00031611865772564093
standard,0.703125,R0,R1,z4c_betaz,0.001052494991904052,0.00031611865772564093
standard,0.703125,R1,R2,z4c_chi,0.0008235415926654,0.00034787245249203824
standard,0.703125,R1,R2,z4c_gxx,6.750360002283351e-05,2.6924806928803678e-05
standard,0.703125,R1,R2,z4c_gxy,0.00020621914697129695,0.00010569911714694112
standard,0.703125,R1,R2,z4c_gxz,0.00020621914697129695,0.00010569911714694112
standard,0.703125,R1,R2,z4c_gyy,3.2751800011610044e-05,1.3174256722701382e-05
standard,0.703125,R1,R2,z4c_gyz,3.147162786705835e-05,1.448861128959385e-05
standard,0.703125,R1,R2,z4c_gzz,3.2751800011610044e-05,1.3174256722701382e-05
standard,0.703125,R1,R2,z4c_Khat,0.00034129544150682516,8.974345470127058e-05
standard,0.703125,R1,R2,z4c_Axx,0.000780010598467832,0.00029336095357861906
standard,0.703125,R1,R2,z4c_Axy,0.0029835459529980986,0.001119391444961538
standard,0.703125,R1,R2,z4c_Axz,0.0029835459529980986,0.001119391444961538
standard,0.703125,R1,R2,z4c_Ayy,0.00039029307643568927,0.00014697742261607984
standard,0.703125,R1,R2,z4c_Ayz,0.001058812084556854,0.0003175019848528622
standard,0.703125,R1,R2,z4c_Azz,0.00039029307643568927,0.00014697742261607984
standard,0.703125,R1,R2,z4c_Gamx,0.00014641481232600603,4.468949531551688e-05
standard,0.703125,R1,R2,z4c_Gamy,0.0015254224994191994,0.0006141362709373666
standard,0.703125,R1,R2,z4c_Gamz,0.0015254224994191994,0.0006141362709373666
standard,0.703125,R1,R2,z4c_Theta,0.003087594894209852,0.0004981766807547443
standard,0.703125,R1,R2,z4c_alpha,0.0037384296802429953,0.0010030185569035763
standard,0.703125,R1,R2,z4c_betax,2.6838859556494073e-05,8.999096607970113e-06
standard,0.703125,R1,R2,z4c_betay,0.0003408132502990402,0.00013338969446578488
standard,0.703125,R1,R2,z4c_betaz,0.0003408132502990402,0.00013338969446578488
standard,0.90625,R0,R1,z4c_chi,0.0021437000000000053,0.0008164217984683535
standard,0.90625,R0,R1,z4c_gxx,0.0005699999999999594,0.00011868021796456336
standard,0.90625,R0,R1,z4c_gxy,0.0007420805,0.0002911618778585306
standard,0.90625,R0,R1,z4c_gxz,0.0007420805,0.0002911618778585306
standard,0.90625,R0,R1,z4c_gyy,0.00028249999999996334,5.904023408734511e-05
standard,0.90625,R0,R1,z4c_gyz,0.0002325475,6.802091043220977e-05
standard,0.90625,R0,R1,z4c_gzz,0.00028249999999996334,5.904023408734511e-05
standard,0.90625,R0,R1,z4c_Khat,0.0024762784628962376,0.0005601239248841556
standard,0.90625,R0,R1,z4c_Axx,0.005576949999999997,0.0017365031764504553
standard,0.90625,R0,R1,z4c_Axy,0.0105507,0.003533125002365233
standard,0.90625,R0,R1,z4c_Axz,0.0105507,0.003533125002365233
standard,0.90625,R0,R1,z4c_Ayy,0.0027872000000000036,0.0008712011091138056
standard,0.90625,R0,R1,z4c_Ayz,0.010341045646107865,0.0022200446733569327
standard,0.90625,R0,R1,z4c_Azz,0.0027872000000000036,0.0008712011091138056
standard,0.90625,R0,R1,z4c_Gamx,0.0005047999999999997,0.0001898132372482901
standard,0.90625,R0,R1,z4c_Gamy,0.005766389923904486,0.001830541352752101
standard,0.90625,R0,R1,z4c_Gamz,0.005766389923904486,0.001830541352752101
standard,0.90625,R0,R1,z4c_Theta,0.02656734980275326,0.004738003340508946
standard,0.90625,R0,R1,z4c_alpha,0.017750141965811417,0.004025107578768619
standard,0.90625,R0,R1,z4c_betax,0.00015185000000000025,5.510295639236599e-05
standard,0.90625,R0,R1,z4c_betay,0.001585559982528112,0.0004876387228711976
standard,0.90625,R0,R1,z4c_betaz,0.001585559982528112,0.0004876387228711976
standard,1.0,R0,R1,z4c_chi,0.002144649999999998,0.000817248480355433
standard,1.0,R0,R1,z4c_gxx,0.0006650000000001377,0.0001363982695097475
standard,1.0,R0,R1,z4c_gxy,0.0008172899999999999,0.00032221749618478686
standard,1.0,R0,R1,z4c_gxz,0.0008172899999999999,0.00032221749618478686
standard,1.0,R0,R1,z4c_gyy,0.00033249999999995783,6.830998859214897e-05
standard,1.0,R0,R1,z4c_gyz,0.00025789325,7.444930379248365e-05
standard,1.0,R0,R1,z4c_gzz,0.00033249999999995783,6.830998859214897e-05
standard,1.0,R0,R1,z4c_Khat,0.0027577658122636016,0.0006259237876778146
standard,1.0,R0,R1,z4c_Axx,0.0062177,0.0019318557769286246
standard,1.0,R0,R1,z4c_Axy,0.01169605,0.003903965851876878
standard,1.0,R0,R1,z4c_Axz,0.01169605,0.003903965851876878
standard,1.0,R0,R1,z4c_Ayy,0.003105449999999999,0.0009693826422566938
standard,1.0,R0,R1,z4c_Ayz,0.01147406569065158,0.002460987160545575
standard,1.0,R0,R1,z4c_Azz,0.003105449999999999,0.0009693826422566938
standard,1.0,R0,R1,z4c_Gamx,0.0005367000000000011,0.00020309145490489275
standard,1.0,R0,R1,z4c_Gamy,0.006271594915296542,0.002000790424946574
standard,1.0,R0,R1,z4c_Gamz,0.006271594915296542,0.002000790424946574
standard,1.0,R0,R1,z4c_Theta,0.0292688024523043,0.005220253160933231
standard,1.0,R0,R1,z4c_alpha,0.01789884262948717,0.004056646546909374
standard,1.0,R0,R1,z4c_betax,0.00017084999999999843,6.275138631959332e-05
standard,1.0,R0,R1,z4c_betay,0.0018357349782081394,0.000569064911072645
standard,1.0,R0,R1,z4c_betaz,0.0018357349782081394,0.000569064911072645
standard,1.0,R1,R2,z4c_chi,0.0008230417126674494,0.000347877803511444
standard,1.0,R1,R2,z4c_gxx,0.00011500489603122332,4.050191662359949e-05
standard,1.0,R1,R2,z4c_gxy,0.00035097642728232695,0.00016368190315907093
standard,1.0,R1,R2,z4c_gxz,0.00035097642728232695,0.00016368190315907093
standard,1.0,R1,R2,z4c_gyy,5.650244801569393e-05,2.018652320614138e-05
standard,1.0,R1,R2,z4c_gyz,4.330155387938483e-05,2.0898696347459247e-05
standard,1.0,R1,R2,z4c_gzz,5.650244801569393e-05,2.018652320614138e-05
standard,1.0,R1,R2,z4c_Khat,0.0005233947117101543,0.00013000826406643832
standard,1.0,R1,R2,z4c_Axx,0.0011511883762456085,0.0004244829585403628
standard,1.0,R1,R2,z4c_Axy,0.004313997306030758,0.0016060672667497365
standard,1.0,R1,R2,z4c_Axz,0.004313997306030758,0.0016060672667497365
standard,1.0,R1,R2,z4c_Ayy,0.0005758822302862759,0.00021280787831122
standard,1.0,R1,R2,z4c_Ayz,0.0015633398679730359,0.00046249435431551793
standard,1.0,R1,R2,z4c_Azz,0.0005758822302862759,0.00021280787831122
standard,1.0,R1,R2,z4c_Gamx,0.0002059572045694548,6.924051932174512e-05
standard,1.0,R1,R2,z4c_Gamy,0.002059062499208,0.0008500694714624443
standard,1.0,R1,R2,z4c_Gamz,0.002059062499208,0.0008500694714624443
standard,1.0,R1,R2,z4c_Theta,0.004588180190663802,0.0007414918913190888
standard,1.0,R1,R2,z4c_alpha,0.0038249373086958766,0.0010234552197171667
standard,1.0,R1,R2,z4c_betax,5.624876259959638e-05,1.7769513409299648e-05
standard,1.0,R1,R2,z4c_betay,0.0005995125000336,0.00024104673379275504
standard,1.0,R1,R2,z4c_betaz,0.0005995125000336,0.00024104673379275504
standard,1.203125,R0,R1,z4c_chi,0.002147900000000001,0.0008193250498807968
standard,1.203125,R0,R1,z4c_gxx,0.0009049999999999336,0.00018124053714890762
standard,1.203125,R0,R1,z4c_gxy,0.00098397,0.00038938135676521064
standard,1.203125,R0,R1,z4c_gxz,0.00098397,0.00038938135676521064
standard,1.203125,R0,R1,z4c_gyy,0.0004544999999999133,9.096049012849333e-05
standard,1.203125,R0,R1,z4c_gyz,0.00031648125,8.912854829481036e-05
standard,1.203125,R0,R1,z4c_gzz,0.0004544999999999133,9.096049012849333e-05
standard,1.203125,R0,R1,z4c_Khat,0.0034155160961785837,0.0007773182503337344
standard,1.203125,R0,R1,z4c_Axx,0.007697099999999998,0.0023750706122733153
standard,1.203125,R0,R1,z4c_Axy,0.01423595,0.004714133147137475
standard,1.203125,R0,R1,z4c_Axz,0.01423595,0.004714133147137475
standard,1.203125,R0,R1,z4c_Ayy,0.0038381000000000005,0.001192144766801355
standard,1.203125,R0,R1,z4c_Ayz,0.01401275577679503,0.002997650941976639
standard,1.203125,R0,R1,z4c_Azz,0.0038381000000000005,0.001192144766801355
standard,1.203125,R0,R1,z4c_Gamx,0.0006163500000000016,0.00023621164069535482
standard,1.203125,R0,R1,z4c_Gamy,0.007409334892960685,0.0023763437263126944
standard,1.203125,R0,R1,z4c_Gamz,0.007409334892960685,0.0023763437263126944
standard,1.203125,R0,R1,z4c_Theta,0.03501069222536176,0.006246687411312935
standard,1.203125,R0,R1,z4c_alpha,0.018287544446435537,0.004138698918195623
standard,1.203125,R0,R1,z4c_betax,0.00021175000000000013,7.942808073584802e-05
standard,1.203125,R0,R1,z4c_betay,0.0023888399680642046,0.0007490830326752773
standard,1.203125,R0,R1,z4c_betaz,0.0023888399680642046,0.0007490830326752773
standard,1.203125,R1,R2,z4c_chi,0.0008222917486679915,0.00034785836155253166
standard,1.203125,R1,R2,z4c_gxx,0.00016000576003705191,5.268827688647419e-05
standard,1.203125,R1,R2,z4c_gxy,0.0004457432519919363,0.0002043753790477692
standard,1.203125,R1,R2,z4c_gxz,0.0004457432519919363,0.0002043753790477692
standard,1.203125,R1,R2,z4c_gyy,7.675289441855249e-05,2.5575023084379682e-05
standard,1.203125,R1,R2,z4c_gyz,5.172587908530615e-05,2.538914799602397e-05
standard,1.203125,R1,R2,z4c_gzz,7.675289441855249e-05,2.5575023084379682e-05
standard,1.203125,R1,R2,z4c_Khat,0.0006672640590979773,0.0001595096224072753
standard,1.203125,R1,R2,z4c_Axx,0.0014271124647197778,0.0005202775329823732
standard,1.203125,R1,R2,z4c_Axy,0.005266219474684638,0.0019479808603729293
standard,1.203125,R1,R2,z4c_Axz,0.005266219474684638,0.0019479808603729293
standard,1.203125,R1,R2,z4c_Ayy,0.0007136070157249021,0.0002609307273030737
standard,1.203125,R1,R2,z4c_Ayz,0.0019434778915410505,0.0005689243192580111
standard,1.203125,R1,R2,z4c_Azz,0.0007136070157249021,0.0002609307273030737
standard,1.203125,R1,R2,z4c_Gamx,0.00022199884803686398,8.215215403986379e-05
standard,1.203125,R1,R2,z4c_Gamy,0.002438269998848,0.0010128281361909512
