root,role,source_path,bytes,sha256
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r2/segments/segment_026_t0.5/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r2/segments/segment_026_t0.5/stdout.log,3966,2488e0dbf4b9a6064ab0eaf6d89fec20b1ee3e7d6a131e7be481288219f5e0c3
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r0/segments/segment_000_t0.1/command.txt,607,e6a1c4946becbc737b1c7b7f4aa0c07ebe912610a9c3460e51f0437da715d768
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r0/segments/segment_000_t0.1/resource.txt,1337,3798d87de71d32659a7daa6f7cdf2989d60765fcb18949a1311ea4cadac82343
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r0/segments/segment_000_t0.1/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r0/segments/segment_000_t0.1/stdout.log,1224,53fd5fc0ef1ac42e17d0a093882e553bca7850702dc8fabaf63e9d8571bbec0a
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r0/segments/segment_009_t0.25/command.txt,558,fead42e89b603f1bff21441abfa46caefd3d0392fa7df481f99e6704768fff2c
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r0/segments/segment_009_t0.25/resource.txt,1289,e599204529a646825147c286ce758ef2992f92d589a55f9fa41f5c501a22b5f8
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r0/segments/segment_009_t0.25/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r0/segments/segment_009_t0.25/stdout.log,1397,129a79c13dc389d984b3a848aa40c17b2dc2d88a1dfe81b6090e244531f1ea5d
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r0/segments/segment_018_t0.5/command.txt,555,cf359680de82d5fd4747c6abf4e728a27b73901b544a9fc9f56bf51d9a6c536c
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r0/segments/segment_018_t0.5/resource.txt,1286,0f90f06af4af8df9c42b69d1f7ae18d63ef42904ae044e6ca59fd91ef03014f5
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r0/segments/segment_018_t0.5/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r0/segments/segment_018_t0.5/stdout.log,1784,1e2add38d015960316ea0578d79d0196403d3fa79d5032539f623668e574f43f
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r0/segments/segment_027_t1/command.txt,549,aead5b531fe600fb541f23da5893a16d6d95de12df268e04ab3530b6ffa6755e
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r0/segments/segment_027_t1/resource.txt,1281,c21e8943ee58e495ac050c4d0c7039c470a6a0f860ac6c0975924745f4a7a2f4
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r0/segments/segment_027_t1/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r0/segments/segment_027_t1/stdout.log,2808,06758a9a0ff5ea2a862c510a04089775f8c6186da06235ba05ec4636fa53225a
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r1/segments/segment_003_t0.1/command.txt,610,8688000d9fb77b122de5338f8420192efeab824b1c32baa253ea53a6f7ea572a
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r1/segments/segment_003_t0.1/resource.txt,1342,80ee36f81ce3626801ec887408aa68293c32643c181bcf59a569190a0bd429a4
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r1/segments/segment_003_t0.1/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r1/segments/segment_003_t0.1/stdout.log,1674,0837a68d5251ab2a289b677bdc2113b1435358b765af3980b21acbb2b539b147
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r1/segments/segment_012_t0.25/command.txt,561,5300fc76d328008d6639cc88135e38c6aebde4c917b3dea3c527b5ac97dfe7c0
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r1/segments/segment_012_t0.25/resource.txt,1293,6c0a1852593f87b7a528984a86da98e355a199268a3622a8284dd1e923dbd801
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r1/segments/segment_012_t0.25/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r1/segments/segment_012_t0.25/stdout.log,2107,d3988ecb57819e1ecee1be82e75ac9d0423859eea0d4ef75a4e89d4653f8a32d
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r1/segments/segment_021_t0.5/command.txt,558,89099f12e2e08d5205cfc913eeb20b2626e08e5e250c4e06b8d629c9fc1c4465
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r1/segments/segment_021_t0.5/resource.txt,1291,4774acb249818035da1cc581b2d28db716e610b45d89e3a06c3286624b8fcacd
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r1/segments/segment_021_t0.5/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r1/segments/segment_021_t0.5/stdout.log,2939,376d9b33c49bab1754f44c01a86cae8b47d6c8692ef9c7b99f9c7299bd57e7d8
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r1/segments/segment_030_t1/command.txt,552,c77d06d382d064e70910c6fbf7ed1cf0e5aea6292444b2cfcdc577fcd774c861
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r1/segments/segment_030_t1/resource.txt,1284,b2d37846a19c68fa673b9b1aa9c28c447e07b814d783942a9ef0112cd6f71906
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r1/segments/segment_030_t1/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r1/segments/segment_030_t1/stdout.log,5021,0017443bf224fec129ac05f911bb2cfe96034db2a87331befcaf5b61aafad713
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r2/segments/segment_006_t0.1/command.txt,610,505262f41813f5826f5503c58e35c1a4926d386d8f846d30624067ff4dae9183
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r2/segments/segment_006_t0.1/resource.txt,1344,fcdf081789bd66beb8f03637ca606948b36ee23099edd354229d6f2bbc7186e8
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r2/segments/segment_006_t0.1/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r2/segments/segment_006_t0.1/stdout.log,2124,c6a7949f6dc726edb0471438e73b6e70a1331f55ca9925f2ebc0ba650fd1e82a
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r2/segments/segment_015_t0.25/command.txt,561,43a7aed17e69dcf0fa852d57f6c09c51e62359abf7b3581ffe39d0f0b78b6b14
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r2/segments/segment_015_t0.25/resource.txt,1294,2a1fff18bc0a2f7f10360e51a361432ecf32a0e8e70135ca20581a80cad6bda7
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r2/segments/segment_015_t0.25/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r2/segments/segment_015_t0.25/stdout.log,2686,3297af0ad8f1b45933224111c5ec0ad99b040c5a01a6be69e623bdcefab70928
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r2/segments/segment_024_t0.5/command.txt,558,325055ffcb16d706896d740d4e2a204190e52c9f8de2a432e8863ec6073426b3
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r2/segments/segment_024_t0.5/resource.txt,1291,78deec867cff54a142c59be1c89c238ff99da9fa09c1f7b049677ac4d9a059dc
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r2/segments/segment_024_t0.5/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r2/segments/segment_024_t0.5/stdout.log,3966,622754a1609b69e2721bd9c213f0d94b24467205f9a9343b43047b59283b201e
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r2/segments/segment_033_t1/command.txt,552,9dde7cf1c85aa14c1eafeecb99710d8864947b136c357df6deb42ff743b34b2e
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r2/segments/segment_033_t1/resource.txt,1287,bbff021b751a77c6b90eed3654657ee55ac6c7a9b9007647b7f72239b653020b
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r2/segments/segment_033_t1/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/standard_r2/segments/segment_033_t1/stdout.log,9670,3429c3b8f9e1e694bb4330850e43b5bb322426776414974b1a7eb10d226f02a6
