case	requested_time	actual_time	time_offset	regular_error_L1	regular_error_Linf	lapse_min	dt	GH-L2sq	Reduction-L2sq	Curl-L2sq	PsiError-L2sq	Pi-L2sq	Phi-L2sq	GHnear-L2sq	ReductionNear-L2sq	CurlNear-L2sq	Volume	alpha-max	minus-alpha-min	regular-max	G-condition-max	coordinate-g-max	char-speed-max	effective-CFL	minus-detg-margin	NearVolume	bad-state	Q-Linf	Delta-Linf	frame-Ricci-Linf	coordinate-Ricci-Linf	source-curvature-Linf	source-QQ-Linf	source-DeltaDelta-Linf	source-damping-Linf	source-frame-correction-Linf	GH-sqrt_integrated_L2	GH-RMS_L2	Reduction-sqrt_integrated_L2	Reduction-RMS_L2	Curl-sqrt_integrated_L2	Curl-RMS_L2	PsiError-sqrt_integrated_L2	PsiError-RMS_L2	Pi-sqrt_integrated_L2	Pi-RMS_L2	Phi-sqrt_integrated_L2	Phi-RMS_L2	GHnear-sqrt_integrated_L2	GHnear-RMS_L2	ReductionNear-sqrt_integrated_L2	ReductionNear-RMS_L2	CurlNear-sqrt_integrated_L2	CurlNear-RMS_L2
dx16_attempt2	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	not-recorded	not-recorded	2.8074385752412861e-02	5.1180434956951864e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	4.1509780466467072e+02	7.4925629124855520e-01	-2.8074385752412861e-02	1.0000000000000000e+00	1.0000000000000000e+00	6.1934428818468496e+02	6.1058488514770426e-01	5.0000000000000003e-02	-5.1163959243783657e+00	3.1936225080035013e+02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.5133742693021541e-16	6.1749563366212519e-10	5.0267485386043072e-16	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
dx16_attempt3	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	not-recorded	not-recorded	2.8074385752412861e-02	5.1180434956951864e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	4.1509780466467072e+02	7.4925629124855520e-01	-2.8074385752412861e-02	1.0000000000000000e+00	1.0000000000000000e+00	6.1934428818468496e+02	6.1058488514770426e-01	5.0000000000000003e-02	-5.1163959243783657e+00	3.1936225080035013e+02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.5133742693021541e-16	6.1749563366212519e-10	5.0267485386043072e-16	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
