time,quantity,n128,n256,n512,effective_order
1.1771070972903894,C-norm2,138548.86474631034,860107.4609881308,8322629.911812656,-3.3704749039102526
1.1934269017947892,C-norm2,136620.0479986673,847211.0781420917,9021137.132809373,-3.523937809469476
1.2097467062991891,C-norm2,133581.33911505502,866744.6121064795,9989343.660825659,-3.637238487394361
1.2260665108035889,C-norm2,129270.04822661748,906820.2446119073,9184556.409187235,-3.412228546862439
1.2423863153079888,C-norm2,124397.73189240118,954700.1105883385,8837464.35707258,-3.2469928913140063
1.2587061198123886,C-norm2,119102.18233630805,995165.0428351945,10226976.545122651,-3.3975074699887395
1.2750259243167885,C-norm2,113570.18164231504,1018156.3271462085,10495262.877577525,-3.3891168528486584
1.2913457288211883,C-norm2,108363.43689703997,1021542.1622705036,9857036.564077316,-3.274341710826254
1.3076655333255882,C-norm2,103835.95098079396,1011712.4441206667,12440039.113695337,-3.6539743223575756
1.323985337829988,C-norm2,100231.08856943905,1003419.7768361033,16067681.328107493,-4.0599587260661885
1.3403051423343877,C-norm2,97820.3516123241,1010113.040685515,14018579.305373127,-3.833810308319333
1.3566249468387876,C-norm2,97421.64312384608,1037013.0603112692,11065209.062061677,-3.4158847539680246
1.3729447513431874,C-norm2,98408.69809932023,1069440.1100493276,35987613.345996395,-5.1683163090835835
1.3892645558475873,C-norm2,100620.82677839074,1073632.2425865824,80767678716664.05,-26.306746085058677
0.1,H-norm2,517.0942412535861,1202.804148960359,2648.2422795436346,-1.0758365854086185
0.11631980450439984,H-norm2,548.02407747043,1380.0743121763924,2676.7893961587956,-0.6401189852206429
0.13263960900879967,H-norm2,603.1705564392155,1496.3067740262443,2708.922715866354,-0.4411705629308406
0.14895941351319952,H-norm2,670.0414329156271,1556.2147727902316,2756.217557218036,-0.4373769236372312
0.16527921801759937,H-norm2,739.8136184200815,1588.0437057829101,2788.7473456429516,-0.5013525435877524
0.1815990225219992,H-norm2,804.3104967680546,1610.187177052784,2808.0289091134773,-0.5718063093359822
0.19791882702639904,H-norm2,859.1558855360498,1628.5935577075154,2803.8219971884646,-0.6110648415948196
0.21423863153079886,H-norm2,902.4614621931275,1646.2832632590175,2795.470089720813,-0.6275844215574918
0.2305584360351987,H-norm2,936.4352328212905,1668.2066134861338,2828.0503650924043,-0.6644655671571496
0.24687824053959856,H-norm2,962.9535913256601,1698.4207740293436,2911.82709678863,-0.7223298605251832
0.26319804504399835,H-norm2,986.2565660726109,1737.2814332789699,3032.111441046469,-0.7858301228353991
0.2795178495483982,H-norm2,1008.7492664660612,1783.0607684373813,3177.4235074968874,-0.8486199447221786
0.29583765405279805,H-norm2,16596.751453941804,112695.90485135835,373932.95677848044,-1.4427639060787505
0.3121574585571979,H-norm2,25169.75414991301,185406.5141022387,1144621.0694201787,-2.5816483959472376
0.32847726306159775,H-norm2,23099.31406991178,138807.23978420236,481213.09397052863,-1.5652196790500563
0.3447970675659976,H-norm2,20362.024716053053,89939.56588348577,379829.0788979431,-2.0588095427825284
0.36111687207039744,H-norm2,17178.427860769963,56674.87807135444,496928.50705788797,-3.4785399958280983
0.3774366765747973,H-norm2,13911.528643415651,43523.98469775778,553140.101838664,-4.105134847467568
0.39375648107919714,H-norm2,11040.36452659371,44132.52265661727,513812.0965264255,-3.827115566597696
0.4100762855835969,H-norm2,8704.694609811151,51049.0046585612,451580.42729208834,-3.2416754021217717
0.4263960900879967,H-norm2,6964.699856664258,58088.34105903006,420059.7978557678,-2.823813439516765
0.4427158945923966,H-norm2,5829.356455655445,62871.639656133804,403489.83776071965,-2.578051881482765
0.4590356990967964,H-norm2,5345.897199568896,64606.73831492881,380854.8547908839,-2.415905879001043
0.47535550360119627,H-norm2,5282.130297801821,63499.39234471857,360915.05523765634,-2.352961730146935
0.4916753081055961,H-norm2,5472.098042804996,60384.42455918346,344939.0847851705,-2.3735038655026357
0.507995112609996,H-norm2,5833.999318993582,56568.242001624305,332373.52744500095,-2.4426183875609073
0.5243149171143958,H-norm2,6295.389373060528,53042.90231718248,320353.8546780075,-2.515557431357182
0.5406347216187957,H-norm2,6768.841095475428,50297.95194998962,310113.9154494948,-2.5774376185586574
0.5569545261231955,H-norm2,7217.688438032572,48529.01635083028,300090.9624176325,-2.606304361246378
0.5732743306275954,H-norm2,7599.469830791667,47249.788321654094,291653.65180431446,-2.6238627316189542
0.5895941351319951,H-norm2,7887.580898235082,46114.84784766935,283533.14206432126,-2.634757142037669
0.605913939636395,H-norm2,8045.792954774686,44989.51151770715,275629.3227761641,-2.64224056839699
0.6222337441407948,H-norm2,8100.0237564360705,43868.91023563339,267956.21928720473,-2.647283834027922
0.6385535486451946,H-norm2,8069.5314850140585,42760.26876023881,261807.46724155807,-2.65861935596615
0.6548733531495945,H-norm2,18847.17046524288,198417.6226434668,256303.13365670206,1.63327579224537
0.6711931576539943,H-norm2,161298.25680704552,1450270.9469536457,10619270.22797429,-2.83054258720199
0.6875129621583942,H-norm2,176165.36343133388,1270947.9219465514,7059712.474839663,-2.402611123093729
0.703832766662794,H-norm2,165712.3480720293,1049210.9606069971,4045762.3670130423,-1.7620033495745888
0.7201525711671938,H-norm2,153615.90628276014,822121.9437455875,2542147.5751644806,-1.3634175689231436
0.7364723756715936,H-norm2,140111.16448012835,621351.3430203317,2709520.345934941,-2.1174094763958102
0.7527921801759935,H-norm2,126155.04202420365,463589.3416730196,4379510.577177167,-3.5366732131911722
0.7691119846803933,H-norm2,112326.53923361024,354268.43362933083,6541419.410725435,-4.67654272704601
0.7854317891847932,H-norm2,98921.791790685,296382.2061434026,7684765.726870007,-5.225623391783682
0.801751593689193,H-norm2,86570.12415426523,290845.8981528039,7100388.46625206,-5.0589678647636775
0.8180713981935929,H-norm2,75595.18777689057,339669.790208853,5560772.434826165,-4.305337060685731
0.8343912026979927,H-norm2,65842.55010847139,436202.95847728744,4755035.103873687,-3.5436394587750377
0.8507110072023926,H-norm2,57350.456919953125,567753.596111506,5303963.499886331,-3.214023913673121
0.8670308117067924,H-norm2,50638.582223187404,708406.0774414722,6354121.282192084,-3.1015067329631645
0.8833506162111923,H-norm2,45539.579543012675,830608.0883334844,7024408.238470901,-2.979934372598908
0.899670420715592,H-norm2,41836.603899249334,915928.2677624191,6634709.936337969,-2.7098513427514783
0.9159902252199918,H-norm2,39543.22795781741,946664.1843337029,5754628.934150427,-2.4060594797626984
0.9323100297243917,H-norm2,39557.79498049576,931133.1341907482,5744732.495829382,-2.432687452940354
0.9486298342287915,H-norm2,41199.28243542783,867035.2047331511,6105124.138154274,-2.665113474796722
0.9649496387331914,H-norm2,44402.38691084601,775927.2828532308,6390292.131402785,-2.940143950725245
0.9812694432375912,H-norm2,49352.46660327636,681157.8582412462,6905746.065510217,-3.3004262438882614
0.9975892477419911,H-norm2,56366.46908053768,612445.9387666666,6837652.216406302,-3.4847586636300996
1.013909052246391,H-norm2,64505.77016418737,591936.6692369598,6445038.261698289,-3.4721473219828436
1.030228856750791,H-norm2,73565.46975371329,622787.6639978492,6824421.407805889,-3.497186494215299
1.0465486612551906,H-norm2,83323.8219749782,681545.804889123,7030580.3042036425,-3.40778438586443
1.0628684657595904,H-norm2,92924.64798732623,745124.4426035876,6740721.953480178,-3.200517645415301
1.0791882702639903,H-norm2,101933.68678750224,798121.7517531093,6996157.541502391,-3.1542620989225845
1.09550807476839,H-norm2,110132.14036000124,834859.03269603,7165985.815842018,-3.1269529520453703
1.11182787927279,H-norm2,116338.71779453852,856110.0811273927,7088617.617148016,-3.074661362447941
1.12814768377719,H-norm2,120903.56007514893,854528.207103979,7332455.936666692,-3.142418358934218
1.1444674882815897,H-norm2,124011.07040738728,830657.6845647431,7765367.733890338,-3.294774737262416
1.1607872927859895,H-norm2,125110.70496700794,789547.3700632604,7710329.438069822,-3.3807314839685167
1.1771070972903894,H-norm2,124471.50583374583,752879.9550492616,7262320.147182485,-3.372758994320477
1.1934269017947892,H-norm2,122675.633790221,738651.2584806576,7928876.229647713,-3.54509174408048
1.2097467062991891,H-norm2,119721.61421930954,756446.80720988,8812548.356194876,-3.661339116092795
1.2260665108035889,H-norm2,115424.56296852515,794621.5564564978,8034483.626537412,-3.414060234298847
1.2423863153079888,H-norm2,110521.96146684389,840433.2218397516,7697106.378240344,-3.231715770716747
1.2587061198123886,H-norm2,105151.12748866066,878668.2733333429,8937841.20694026,-3.381126614847976
1.2750259243167885,H-norm2,99494.35421663587,899724.2843837276,9147161.180790598,-3.3654593399173667
1.2913457288211883,H-norm2,94105.23859148106,902023.4977093907,8623869.207413828,-3.256664486815286
1.3076655333255882,H-norm2,89358.26489480131,892128.4725353882,11156888.246904245,-3.6765689778175514
1.323985337829988,H-norm2,85500.67303628319,883927.5421610787,14609470.224884007,-4.1035591097387
1.3403051423343877,H-norm2,82808.15681731058,889620.0398919185,12533306.792681506,-3.8511717896597153
1.3566249468387876,H-norm2,82103.30302904645,913754.1559553372,9579745.197135959,-3.381314862735607
1.3729447513431874,H-norm2,82780.91550036326,942352.0340373361,33980261.36119862,-5.2643615749573875
1.3892645558475873,H-norm2,84688.58216975004,944025.3227678644,24416464321428.973,-24.760055428060475
0.1,M-norm2,54.45715270265327,141.21677495276103,304.2026964408698,-0.9096516750499137
0.11631980450439984,M-norm2,68.47807662188616,154.10122011282505,332.70829619158576,-1.0607165310487696
0.13263960900879967,M-norm2,81.03741133970207,173.80606778384998,373.66658713467746,-1.1072841564146856
0.14895941351319952,M-norm2,92.1173816299401,198.6274928531375,429.76426390595134,-1.1177563983715562
0.16527921801759937,M-norm2,101.83400975154488,222.6207109670696,491.53336790001157,-1.1546760395804438
0.1815990225219992,M-norm2,111.12603932918985,244.8833214171843,553.2350134419629,-1.2049593252147746
0.19791882702639904,M-norm2,120.83993584697207,268.0084450658437,618.1367463004995,-1.2504146811882135
0.21423863153079886,M-norm2,131.68772787799585,293.9856045961316,690.5339678608048,-1.2888527027955323
0.2305584360351987,M-norm2,143.67067590316188,323.0955318323425,768.4596747319446,-1.311605646439235
0.24687824053959856,M-norm2,156.59041320221436,354.67901844954355,854.1235678774934,-1.334178618714324
0.26319804504399835,M-norm2,169.81841517425377,388.0076426461291,953.6480342752844,-1.374305270674717
0.2795178495483982,M-norm2,182.9585363298744,422.6241726371143,1070.7805491976653,-1.435318857359336
0.29583765405279805,M-norm2,167.9544091418853,459.3638186685739,1352.3679027364558,-1.6156193110221615
0.3121574585571979,M-norm2,242.46759169698396,2270.3590791302336,54308.51656620404,-4.6815175206740705
0.32847726306159775,M-norm2,446.3944448693404,7606.94542736211,160371.194011216,-4.41509253600833
0.3447970675659976,M-norm2,750.601620613658,14499.88400664967,186031.6411637572,-3.6410474723541397
0.36111687207039744,M-norm2,1136.0270494991971,20406.9831349506,145748.58779771236,-2.701365313579469
0.3774366765747973,M-norm2,1571.0584494058878,23198.899468349235,113462.99589666502,-2.0612625967635396
0.39375648107919714,M-norm2,1992.6545767630023,22820.87102476003,97874.03893896325,-1.8493736632640356
0.4100762855835969,M-norm2,2362.9820801581677,20501.193699770272,93632.46055603496,-2.011456137206236
0.4263960900879967,M-norm2,2658.8646649010484,17968.879765728703,90865.35230727053,-2.251373298443536
0.4427158945923966,M-norm2,2863.412806196656,15707.371091774481,86140.64886054522,-2.4551673386827
0.4590356990967964,M-norm2,2944.451809792575,13776.971906785671,82821.9359683492,-2.672167279182315
0.47535550360119627,M-norm2,2930.6108955060813,12333.303665066593,80132.2987570618,-2.850118005946455
0.4916753081055961,M-norm2,2856.7386561065578,11526.380913220273,76667.28660313078,-2.9095194098327
0.507995112609996,M-norm2,2740.886293327028,11144.30300323345,73475.00271920314,-2.8908949767370413
0.5243149171143958,M-norm2,2600.0476902593973,11037.473358349338,71541.15209953177,-2.8421480713290292
0.5406347216187957,M-norm2,2449.279083438756,11002.760687611546,69356.6979218911,-2.770246321771516
0.5569545261231955,M-norm2,2299.3463693233202,10890.879289912462,67455.4577739781,-2.7189114320311645
0.5732743306275954,M-norm2,2149.174336414406,10615.797249071788,65666.68471115663,-2.7009072806132295
0.5895941351319951,M-norm2,1998.105523457915,10315.281026323035,64317.99527327676,-2.6988663407031157
0.605913939636395,M-norm2,1856.4865209604206,10099.963580404343,62778.308484515794,-2.6758851256043203
0.6222337441407948,M-norm2,1730.5608554556209,9908.401933942452,61344.142049809656,-2.652979232192289
0.6385535486451946,M-norm2,1621.999491572353,9695.306789928465,60201.016356696426,-2.64521477891186
0.6548733531495945,M-norm2,1662.4295131891847,10114.28088468616,58931.61086109134,-2.530054087905689
0.6711931576539943,M-norm2,3300.4156626688764,20497.630468959345,259516.99633537512,-3.7968806775093142
0.6875129621583942,M-norm2,4313.07436584249,37603.19688660375,703211.0036507184,-4.321506269337072
0.703832766662794,M-norm2,5418.060660830325,63101.834507465464,1102977.6865400332,-4.17210193582871
0.7201525711671938,M-norm2,6779.284169693012,91863.74246321818,1254161.0599190935,-3.771939719094838
0.7364723756715936,M-norm2,8385.61366035101,118354.09494916053,1179561.3428635127,-3.2705444453172405
0.7527921801759935,M-norm2,10109.74489233976,138557.19274294464,1008695.6362317738,-2.7600667340917484
0.7691119846803933,M-norm2,11855.40475341095,150533.7144441502,848666.393799028,-2.3317590879388885
0.7854317891847932,M-norm2,13574.838895148625,154153.47976695662,748639.9328997735,-2.0802665229309025
0.801751593689193,M-norm2,15168.587927234177,150989.83014352663,718062.0746293104,-2.0618234125734056
0.8180713981935929,M-norm2,16554.12698520152,142964.73239218845,739091.3285425428,-2.2375012348396774
0.8343912026979927,M-norm2,17739.797481402064,132560.5924994602,787827.7036575044,-2.5126991725482997
0.8507110072023926,M-norm2,18713.555660869963,121588.57158332135,831005.4888981214,-2.785741080386409
0.8670308117067924,M-norm2,19386.31822649413,111395.12292462435,835601.0921678534,-2.97655623796188
0.8833506162111923,M-norm2,19807.047755811236,102854.1566943265,816213.6617918679,-3.102627470790087
0.899670420715592,M-norm2,20029.396115839245,96199.89965239096,789398.2163294969,-3.185963813141791
0.9159902252199918,M-norm2,20064.498279681906,91992.37821765372,770466.6271817147,-3.237671073505565
0.9323100297243917,M-norm2,19852.285442496875,89794.99441586743,795609.3992700069,-3.3350432944399593
0.9486298342287915,M-norm2,19511.75806391679,89686.6360078072,832335.0005908625,-3.4036527184520735
0.9649496387331914,M-norm2,19066.842297379393,90878.67967590464,841666.2958614975,-3.3861112730200618
0.9812694432375912,M-norm2,18530.178605192814,93053.54441018816,855739.676649763,-3.3553247284216665
0.9975892477419911,M-norm2,17931.103107511582,95852.73694814293,857732.5334371793,-3.2894675654837733
1.013909052246391,M-norm2,17316.968013461705,99020.78140915313,840367.8798345821,-3.1816738494150485
1.030228856750791,M-norm2,16698.789966623517,102120.33417758299,869436.194618449,-3.1671486920580967
1.0465486612551906,M-norm2,16096.545980749035,104596.57841293563,914481.0140296457,-3.193966172007035
1.0628684657595904,M-norm2,15532.998083310493,105783.17469477857,917273.0728046653,-3.168571475053012
1.0791882702639903,M-norm2,15006.912932377089,105869.58755085195,939835.065629662,-3.1982279866207777
1.09550807476839,M-norm2,14521.318379963019,105122.48325705978,970514.0443961105,-3.2557515478769234
1.11182787927279,M-norm2,14107.703986903809,104169.606272294,963073.8701429028,-3.2535084773825598
1.12814768377719,M-norm2,13745.463933141296,103406.23054230635,969021.1153174144,-3.2711765676466507
1.1444674882815897,M-norm2,13428.7681487374,102976.67976922714,1026734.9860751544,-3.366783739730907
1.1607872927859895,M-norm2,13174.686908260297,103073.69845986065,1069735.3842220332,-3.4266339023036045
1.1771070972903894,M-norm2,12980.446539815557,103762.96454557587,1046849.1743589202,-3.3769032476892478
1.1934269017947892,M-norm2,12830.242788576486,105035.40288370085,1078370.2755822868,-3.400016849102287
1.2097467062991891,M-norm2,12727.416334985937,106717.02521341662,1162436.8993416748,-3.4895820020457355
1.2260665108035889,M-norm2,12694.322289461412,108560.54264003523,1135215.4437584812,-3.4207849533384085
1.2423863153079888,M-norm2,12705.715941388602,110569.49463039332,1124962.9911325483,-3.373698602175829
1.2587061198123886,M-norm2,12762.258553750362,112740.63028226886,1273200.9915052475,-3.536937402865924
1.2750259243167885,M-norm2,12868.743676454531,114619.98320625976,1331659.6911915173,-3.5802579646244723
1.2913457288211883,M-norm2,13033.749805597621,115652.24792764916,1216184.44492354,-3.4228386318281347
1.3076655333255882,M-norm2,13236.566167501667,115660.69960995423,1265495.9331544929,-3.4887995518839188
1.323985337829988,M-norm2,13473.217591128709,115506.91525428486,1439755.4438833,-3.698056304989543
1.3403051423343877,M-norm2,13739.378343538792,116442.16764084862,1465892.4597699856,-3.7158245658356073
1.3566249468387876,M-norm2,14029.839430051696,119141.95191615642,1464838.3270066844,-3.6783521048047136
1.3729447513431874,M-norm2,14322.932030874865,122905.86176275062,1984409.6574104119,-4.099599337165156
1.3892645558475873,M-norm2,14610.042755540198,125359.37729138709,56351214147631.09,-28.922573421016725
0.1,Z-norm2,0.9453829434698772,1.1235738078463842,1.6717292425841517,-1.6211616676518712
0.11631980450439984,Z-norm2,1.1276400692941035,1.4989463016493905,2.182834668470032,-0.8811513178722783
0.13263960900879967,Z-norm2,1.3825098246634564,1.8652055203633888,2.792244119663127,-0.9415154478743903
0.14895941351319952,Z-norm2,1.6981246788565645,2.2372636261637364,3.4348592170991314,-1.1514117766025356
0.16527921801759937,Z-norm2,2.0620119178352594,2.6224837131693266,4.184212008126205,-1.4784298002199205
0.1815990225219992,Z-norm2,2.4416914817291104,3.02289472274597,5.3035199699159845,-1.9723147490281263
0.19791882702639904,Z-norm2,2.8207789211567134,3.442959556130738,7.070414485571783,-2.543552291540088
0.21423863153079886,Z-norm2,3.194143717084546,3.900758815319773,9.687983984599532,-3.0338752968437
0.2305584360351987,Z-norm2,3.564488982591693,4.417447504604551,13.35159535115446,-3.388782636799981
0.24687824053959856,Z-norm2,3.9342880863842242,5.003900475620057,18.28560318185513,-3.634280124794841
0.26319804504399835,Z-norm2,4.305717476646158,5.67227675405687,24.733497016364062,-3.802020534447107
0.2795178495483982,Z-norm2,4.681490305162064,6.461072721270223,32.879398055022826,-3.8919283629036583
0.29583765405279805,Z-norm2,85.67280972539774,154.79913309415068,172.83209554778446,1.9385987728002014
0.3121574585571979,Z-norm2,136.43157570913456,279.3922139751932,565.7632183931527,-1.0022674439121702
0.32847726306159775,Z-norm2,134.8624500633857,254.38112770389884,425.7642687211738,-0.5199891070324513
0.3447970675659976,Z-norm2,130.28608495353137,218.40507610030278,343.87592215949553,-0.509827300666031
0.36111687207039744,Z-norm2,122.63272438222015,187.56136769047615,308.4264699538734,-0.8964707816200171
0.3774366765747973,Z-norm2,113.2282194598358,164.20665467088384,287.0533988560834,-1.268900626909932
0.39375648107919714,Z-norm2,104.08927195129992,147.00867477159187,285.20291630074985,-1.6869955930279625
0.4100762855835969,Z-norm2,95.77482724449064,137.2513389504335,291.9690251586369,-1.8992716551298996
0.4263960900879967,Z-norm2,88.39957004678013,129.600916047969,291.2154526146521,-1.971793593945564
0.4427158945923966,Z-norm2,81.93216277257744,123.58808422953632,286.6828531528707,-1.9691170132850853
0.4590356990967964,Z-norm2,76.34084722325377,120.32477114310679,285.99558008532296,-1.9132712016830256
0.47535550360119627,Z-norm2,71.64831363755958,119.22428490116646,287.490533671405,-1.822440812072403
0.4916753081055961,Z-norm2,67.85852033144866,120.59240872893085,289.7509997032889,-1.6815741638092936
0.507995112609996,Z-norm2,64.91497678290028,122.66931370960502,292.1208323735359,-1.552871375133129
0.5243149171143958,Z-norm2,62.70233986534568,124.23205594724594,294.428745292319,-1.4678477334834532
0.5406347216187957,Z-norm2,60.88062039260902,124.99147557180278,297.3117694052042,-1.4264520568502588
0.5569545261231955,Z-norm2,59.25744267537997,124.68644698657552,300.77928258804167,-1.4283339925493035
0.5732743306275954,Z-norm2,57.897338848460734,124.05956053589512,304.2309094006378,-1.4452900244613271
0.5895941351319951,Z-norm2,56.832207809766246,123.54830421764768,307.73896862034167,-1.4650931575611228
0.605913939636395,Z-norm2,56.21887639792534,123.39914243077823,311.690558045259,-1.486857813859036
0.6222337441407948,Z-norm2,55.89478157297421,123.60813165053521,315.9193853662971,-1.5059309865152752
0.6385535486451946,Z-norm2,55.82292670823852,124.1329119025634,320.2636678119761,-1.5216474024131716
0.6548733531495945,Z-norm2,62.54169681931144,150.10623647441855,325.03614569952623,-0.9983583239711415
0.6711931576539943,Z-norm2,148.8328718262034,362.11976015764884,976.4404797093493,-1.5261967630425675
0.6875129621583942,Z-norm2,159.38542319679422,351.5797275699591,955.3791596062814,-1.6515038169184453
0.703832766662794,Z-norm2,154.51280501289497,336.25301705927353,918.0143505286724,-1.6785497442447515
0.7201525711671938,Z-norm2,148.40029735222873,323.3482179097584,935.8439533231565,-1.8077742824739464
0.7364723756715936,Z-norm2,142.13491947194674,309.3357451715734,963.6331423039286,-1.9683645595112544
0.7527921801759935,Z-norm2,137.28421080866187,301.77527453080967,992.1419351553214,-2.0693535861328396
0.7691119846803933,Z-norm2,133.1121623118319,303.5314498721519,1033.7002037095633,-2.099141307902365
0.7854317891847932,Z-norm2,129.31463654785165,307.5604741922968,1078.9059389857289,-2.1135087614270325
0.801751593689193,Z-norm2,125.39863494055956,310.54322488503743,1116.691339776682,-2.1223925382319857
0.8180713981935929,Z-norm2,122.12853086591703,314.1970272012929,1149.728601766001,-2.121073445325728
