# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0     53     32     38      0      0      0      0      0      0   1215    210      0      1      0 
    0    194     36     39      1      0      0      0      0      0   1215   1410   1165   1165      0 
    0    100     35     38      0      0      0      0      0      0   1215   1410      0      1      0 
    0    100     35     39      0      0      0      0      0      0   1215   1410      0      1      0 
    0     54     32     38      0      0      0      0      0      0   1215    255      0      1      0 
    0     53     32     38      0      0      0      0      0      0   1215    210      0      1      0 
    0     53     32     38      0      0      0      0      0      0   1215    210      0      1      0 
    0     53     32     38      0      0      0      0      0      0   1215    210      0      1      0 
    0     53     32     38      0      0      0      0      0      0   1215    210      0      1      0 
    0     53     32     38      0      0      0      0      0      0   1215    210      0      1      0 
    0     53     32     38      0      0      0      0      0      0   1215    210      0      1      0 
    0     53     32     38      0      0      0      0      0      0   1215    210      0      1      0 
