resolution,file,time,axisTau,cycle,variable,spacing,eta4_rho_l2,eta4_z_l2,eta4_max_direction,eta4_dominant_direction,fluctuation_rms,k90,k95,k99,f2d_above_n256_nyquist_50,f2d_above_own_nyquist_50,frho_above_n256_nyquist_50,fz_above_n256_nyquist_50,f2d_above_n256_nyquist_65,f2d_above_own_nyquist_65,frho_above_n256_nyquist_65,fz_above_n256_nyquist_65,f2d_above_n256_nyquist_80,f2d_above_own_nyquist_80,frho_above_n256_nyquist_80,fz_above_n256_nyquist_80,d4_rho_seam_rms,d4_rho_away_rms,d4_rho_seam_over_away,duplicate_max_abs,duplicate_max_relative
n512,n512_reference_shock_replay.state.00101.bin,25.25203537976988,10.275179886743825,9730,z4c_Khat,0.015625,0.0019002989359468878,0.010046482808788545,0.010046482808788545,z,0.0009308595769946343,6.427826877357208,6.427826877357208,6.427826877357208,6.820493668340454e-08,1.0447596769700482e-09,1.396060712039289e-07,3.606302393857903e-10,2.008285151835424e-08,1.3893347709653646e-10,4.0733202837731946e-08,1.56613502572907e-10,5.387651997286165e-09,1.2690127381033672e-11,1.0776127141046738e-08,7.012302199863664e-11,6.023594875170676e-09,1.1779687781583219e-08,0.5113543646754967,0.0,0.0
n512,n512_reference_shock_replay.state.00101.bin,25.25203537976988,10.275179886743825,9730,z4c_Axx,0.015625,0.0036680442223068666,0.006621494520044633,0.006621494520044633,z,0.0011363851928642193,6.427826877357208,6.427826877357208,6.975791642712366,4.862130327415059e-08,8.584005393274339e-10,8.404136440435208e-08,3.2121827284824605e-10,1.4596729323606007e-08,1.3250926973595792e-10,2.6022257817145425e-08,1.4057602892294533e-10,4.073407750312416e-09,1.4172623438791866e-11,7.59941333147288e-09,6.320715868577831e-11,1.5752784064058987e-08,1.7139036990293635e-08,0.9191172099631535,0.0,0.0
n512,n512_reference_shock_replay.state.00101.bin,25.25203537976988,10.275179886743825,9730,z4c_Axy,0.015625,0.0027809227208995787,0.0013216642707325247,0.0027809227208995787,rho,0.0011155688730406187,4.417027047448759,4.417027047448759,6.975791642712366,1.5893919173230666e-08,3.479738779693886e-10,2.9463211455479575e-08,2.4285195491056387e-09,4.8501450476324655e-09,6.159631005737245e-11,9.351062694070836e-09,5.99252251046226e-10,1.4538918124678225e-09,7.0157658027389886e-12,2.8333484150064003e-09,1.5670014048490627e-10,1.6939211105612769e-09,3.044622660486839e-09,0.5563648359473902,0.0,0.0
n512,n512_reference_shock_replay.state.00101.bin,25.25203537976988,10.275179886743825,9730,z4c_Axz,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00101.bin,25.25203537976988,10.275179886743825,9730,z4c_Ayy,0.015625,0.002344160416307047,0.002375440589948518,0.002375440589948518,z,0.0007851241794392069,4.417027047448759,4.694052836492142,6.427826877357208,4.33000795624546e-08,6.602915444133828e-10,2.1618628590936314e-07,1.010919501193032e-09,1.2691370974108026e-08,8.686678354370623e-11,6.710119810236853e-08,4.951150977503987e-10,3.400483368043881e-09,6.903032592596289e-12,1.972476535967101e-08,2.3575689302496375e-10,1.7880129139168862e-09,4.775582699039345e-09,0.3744072594830052,0.0,0.0
n512,n512_reference_shock_replay.state.00101.bin,25.25203537976988,10.275179886743825,9730,z4c_Ayz,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00101.bin,25.25203537976988,10.275179886743825,9730,z4c_Azz,0.015625,0.0032565681286493998,0.003973494126125838,0.003973494126125838,z,0.0007440789122090014,4.694052836492142,5.634830290256652,6.427826877357208,5.595010926500691e-09,8.70158400362763e-11,1.729805596077487e-08,1.8192469361057811e-10,1.648918080752029e-09,1.1538050782670019e-11,5.454090890757026e-09,9.168415503322723e-11,4.4385246700217655e-10,1.0250511126665392e-12,1.6307879311639548e-09,4.452058653949024e-11,6.437962897326354e-09,4.607259625491583e-09,1.3973518122206992,0.0,0.0
n512,n512_reference_shock_replay.state.00101.bin,25.25203537976988,10.275179886743825,9730,z4c_Gamx,0.015625,0.0034093587381398773,0.002423518426141624,0.0034093587381398773,rho,0.15419492251520345,6.427826877357208,6.427826877357208,6.975791642712366,3.5537689792664598e-09,7.246305837440138e-11,2.506664445267802e-08,1.2343281779849396e-10,1.0863335960158987e-09,1.2784939953074724e-11,7.819968805785276e-09,5.409756326382327e-11,3.1627496471939394e-10,1.5562248716825029e-12,2.3206249820497623e-09,2.4331261697308415e-11,2.0232725372283406e-06,1.082740402665262e-06,1.8686589433930323,0.0,0.0
n512,n512_reference_shock_replay.state.00101.bin,25.25203537976988,10.275179886743825,9730,z4c_Gamy,0.015625,0.002638121470910444,0.0032235472019355887,0.0032235472019355887,z,0.19444127390291902,4.417027047448759,4.694052836492142,6.427826877357208,7.6720326976712e-10,1.8449625367627048e-11,4.72301153057862e-09,3.585537441769732e-10,2.3565759155486903e-10,3.4868904099381034e-12,1.6908691741637968e-09,8.785040408974996e-11,7.294203872346647e-11,4.2165390823698664e-13,5.948397326427932e-10,2.276267672277216e-11,3.875206537310253e-07,3.9198403459759203e-07,0.9886133600041515,0.0,0.0
n512,n512_reference_shock_replay.state.00101.bin,25.25203537976988,10.275179886743825,9730,z4c_Gamz,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00101.bin,25.25203537976988,10.275179886743825,9730,z4c_Theta,0.015625,2.9424167557991536,1.960948398236361,2.9424167557991536,rho,3.564889016879172e-08,6.427826877357208,7.823421394153571,17.211527067137855,5.721852957071624e-09,2.045013404924721e-10,4.5055612358268254e-08,3.0978219297606555e-06,1.707604528185017e-09,1.0829617419664025e-10,1.3810551650319896e-08,3.097628113238962e-06,5.734751911141742e-10,7.036720183203312e-11,4.403727294763994e-09,3.097550076509597e-06,2.0779018914738172e-11,2.1612584376205735e-11,0.9614215993130052,0.0,0.0
n512,n512_reference_shock_replay.state.00101.bin,25.25203537976988,10.275179886743825,9730,z4c_alpha,0.015625,0.018770186200175332,0.10886885638469375,0.10886885638469375,z,0.0011299556253107376,5.634830290256652,6.427826877357208,6.975791642712366,2.2189484905164415e-08,4.727430056371485e-10,5.709903174296354e-08,6.44834301370997e-10,6.637842328658848e-09,1.6193968520793982e-10,1.8760161196387043e-08,4.1514744393842034e-10,1.877857510550791e-09,9.175667804708228e-11,6.064673982750659e-09,2.8738824780798987e-10,1.4547927824207437e-07,1.4619262130037654e-07,0.9951205247370343,0.0,0.0
n512,n512_reference_shock_replay.state.00101.bin,25.25203537976988,10.275179886743825,9730,z4c_betax,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00101.bin,25.25203537976988,10.275179886743825,9730,z4c_betay,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00101.bin,25.25203537976988,10.275179886743825,9730,z4c_betaz,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00101.bin,25.25203537976988,10.275179886743825,9730,z4c_Bx,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00101.bin,25.25203537976988,10.275179886743825,9730,z4c_By,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00101.bin,25.25203537976988,10.275179886743825,9730,z4c_Bz,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00115.bin,28.75011472623192,11.001876433061696,11084,z4c_chi,0.015625,0.00356285404295772,0.0034067816170496646,0.00356285404295772,rho,0.025000540350110324,4.694052836492142,5.634830290256652,6.427826877357208,1.009318968845206e-09,2.7364885599604898e-11,1.648698911283208e-08,1.84892594236663e-10,3.294172279149735e-10,5.508492549699924e-12,5.553481545169928e-09,9.376449294664581e-11,1.0460590061917885e-10,7.72166248405498e-13,1.822828136066657e-09,4.565824367772053e-11,1.2527505753449021e-07,1.2258274256236187e-07,1.021963244490449,0.0,0.0
n512,n512_reference_shock_replay.state.00115.bin,28.75011472623192,11.001876433061696,11084,z4c_gxx,0.015625,0.00310648713863856,0.006666646276999676,0.006666646276999676,z,0.040942570254671906,6.427826877357208,6.427826877357208,6.975791642712366,1.4002622823256809e-08,5.754618047812051e-10,4.3683532517390335e-08,3.584950451610978e-10,5.146519849746028e-09,1.3346827744750222e-10,1.4797922175416117e-08,1.6630675463631175e-10,1.884060847693998e-09,1.8753887210979706e-11,4.917992985756349e-09,7.713358737739917e-11,3.644117472620897e-07,3.354141422903509e-07,1.0864531367757155,0.0,0.0
n512,n512_reference_shock_replay.state.00115.bin,28.75011472623192,11.001876433061696,11084,z4c_gxy,0.015625,0.0016724220978698854,0.0015857590333827728,0.0016724220978698854,rho,0.05992533404413983,4.417027047448759,6.427826877357208,6.975791642712366,1.0072800360400466e-08,1.538055956682813e-10,3.9255495684415445e-08,1.2443339983612053e-09,2.931676184458146e-09,2.0315112832633788e-11,1.208790618607633e-08,3.0619069209969596e-10,7.864943835283635e-10,1.6218986837081569e-12,3.4983406544361117e-09,7.9791339290121e-11,1.0010845978582532e-07,1.2600873744907177e-07,0.7944564927482176,0.0,0.0
n512,n512_reference_shock_replay.state.00115.bin,28.75011472623192,11.001876433061696,11084,z4c_gxz,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00115.bin,28.75011472623192,11.001876433061696,11084,z4c_gyy,0.015625,0.00533785704375652,0.0031716075896560223,0.00533785704375652,rho,0.06571489186917617,4.694052836492142,4.694052836492142,5.634830290256652,2.907930413611828e-09,1.1031819430060411e-10,1.185645899663416e-08,2.2471145499457048e-10,1.0404818312409318e-09,2.458412206024773e-11,4.308520502579158e-09,1.215827144370488e-10,3.697907073665831e-10,3.4065248973312907e-12,1.5404292273498243e-09,6.088030455766991e-11,3.217121469555546e-07,3.024228764324571e-07,1.0637824442308552,0.0,0.0
n512,n512_reference_shock_replay.state.00115.bin,28.75011472623192,11.001876433061696,11084,z4c_gyz,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00115.bin,28.75011472623192,11.001876433061696,11084,z4c_gzz,0.015625,0.0036158891498893173,0.0033163623874618545,0.0036158891498893173,rho,0.04270622511370705,4.417027047448759,5.634830290256652,6.427826877357208,5.299269507992804e-10,2.090917620158073e-11,8.166019091371555e-09,1.7763220772694418e-10,1.9100258960060917e-10,4.75950921014482e-12,3.2594177602970656e-09,9.33330220719513e-11,6.873514863365389e-11,7.03387269864144e-13,1.2817835062815e-09,4.625491862290761e-11,2.555396359695672e-07,2.1118524964428253e-07,1.2100259659768606,0.0,0.0
n512,n512_reference_shock_replay.state.00115.bin,28.75011472623192,11.001876433061696,11084,z4c_Khat,0.015625,0.017736355792949143,0.006411544930207187,0.017736355792949143,rho,0.004838151556718663,4.694052836492142,6.234478444333233,6.427826877357208,5.022141807406796e-08,8.947231895759404e-10,2.517005597111466e-07,2.270292436635585e-09,1.4680480225902455e-08,1.4430717729513415e-10,8.501903656225602e-08,1.0646650569725257e-09,4.126189351382372e-09,1.5345523152773032e-11,2.889310826215405e-08,4.980946198715813e-10,1.3448309567163631e-08,5.073585948735363e-07,0.02650651767243662,0.0,0.0
n512,n512_reference_shock_replay.state.00115.bin,28.75011472623192,11.001876433061696,11084,z4c_Axx,0.015625,0.01839637810658914,0.006200647272754644,0.01839637810658914,rho,0.003904164545526603,6.234478444333233,6.427826877357208,6.427826877357208,7.62445945467173e-08,1.5308560598363333e-09,6.695939838164111e-08,5.255634306166482e-10,2.3290590346031738e-08,2.613378495491342e-10,2.1592729537601594e-08,2.363870768694249e-10,6.7588670034946e-09,2.8603397060995623e-11,6.901624575018402e-09,1.0844071107204816e-10,9.16524498357058e-09,2.8262674197826256e-07,0.03242879605877798,0.0,0.0
n512,n512_reference_shock_replay.state.00115.bin,28.75011472623192,11.001876433061696,11084,z4c_Axy,0.015625,0.016626599024053806,0.006330115543843666,0.016626599024053806,rho,0.002390689652531373,4.417027047448759,6.427826877357208,6.975791642712366,1.8290322745258753e-08,7.481606878396136e-10,3.819347438871938e-07,1.0767517682715385e-08,6.6087536855210925e-09,1.7569284631860543e-10,1.223161564029988e-07,2.64018556522868e-09,2.4332963134653902e-09,2.442033810180815e-11,3.8309078912697027e-08,6.869479248073374e-10,2.7649167433416008e-09,2.3409838448785792e-07,0.011810917648013326,0.0,0.0
n512,n512_reference_shock_replay.state.00115.bin,28.75011472623192,11.001876433061696,11084,z4c_Axz,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00115.bin,28.75011472623192,11.001876433061696,11084,z4c_Ayy,0.015625,0.011495908251662456,0.007307276997646252,0.011495908251662456,rho,0.0015314117337899649,4.694052836492142,6.234478444333233,6.427826877357208,1.33083428937112e-08,1.7294415022187202e-10,3.6543678485121274e-07,1.0763722256117484e-09,3.790276905049867e-09,1.8470446536529027e-11,1.1108428796873321e-07,5.47912159225021e-10,9.738264056187763e-10,9.379111770736599e-13,3.166965997160918e-08,2.6656290535587866e-10,5.9761649636268945e-09,8.380888104258777e-08,0.07130706046244356,0.0,0.0
n512,n512_reference_shock_replay.state.00115.bin,28.75011472623192,11.001876433061696,11084,z4c_Ayz,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00115.bin,28.75011472623192,11.001876433061696,11084,z4c_Azz,0.015625,0.016724518754334637,0.005070016362782992,0.016724518754334637,rho,0.0027851909708919024,4.417027047448759,5.634830290256652,6.427826877357208,2.818097149521405e-08,4.284606338626786e-10,7.079948799588753e-08,6.524200662162122e-10,8.19664376443035e-09,5.687543086704052e-11,2.2680782312303718e-08,3.127823632180954e-10,2.192571634515646e-09,4.609701560525111e-12,7.095568562746494e-09,1.4788178586691765e-10,1.3500563438399642e-08,1.344452607951191e-07,0.10041680410495182,0.0,0.0
n512,n512_reference_shock_replay.state.00115.bin,28.75011472623192,11.001876433061696,11084,z4c_Gamx,0.015625,0.0036840443268837,0.0024576121298459245,0.0036840443268837,rho,0.16621586352588338,6.427826877357208,6.427826877357208,6.975791642712366,3.369576363756528e-09,6.909339705970549e-11,2.729122151836517e-08,1.2416256506024265e-10,1.0303837601220198e-09,1.227848594037888e-11,8.392783606206502e-09,5.436622071086602e-11,3.004767230969868e-10,1.5214727386771416e-12,2.4341880460116453e-09,2.4430074954048538e-11,2.1966942141919284e-06,1.2738822430806475e-06,1.7244091639873524,0.0,0.0
n512,n512_reference_shock_replay.state.00115.bin,28.75011472623192,11.001876433061696,11084,z4c_Gamy,0.015625,0.003242693724312299,0.0032170281785070015,0.003242693724312299,rho,0.20315634194872262,4.417027047448759,4.694052836492142,6.427826877357208,7.144246963848373e-10,1.7118330678151876e-11,4.317036009764275e-09,3.6306886924368214e-10,2.1856058987471844e-10,3.22882909576494e-12,1.5793484350999324e-09,8.8968569620627e-11,6.762235740235353e-11,3.907178858482933e-13,5.684398849911878e-10,2.3056329822078624e-11,4.343245944272241e-07,4.861569703133439e-07,0.8933834558597749,0.0,0.0
n512,n512_reference_shock_replay.state.00115.bin,28.75011472623192,11.001876433061696,11084,z4c_Gamz,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00115.bin,28.75011472623192,11.001876433061696,11084,z4c_Theta,0.015625,0.34999052635044486,0.4621360676255744,0.4621360676255744,z,1.0826894288048527e-07,6.427826877357208,6.427826877357208,9.35171766649985,5.615390790626606e-07,3.5417560984955996e-09,4.178901988399256e-05,1.9453495788982855e-06,9.428849951235948e-08,6.32507655797685e-10,5.212582338633693e-06,1.8211291336470643e-06,1.9233706810460038e-08,1.4664509807256518e-10,6.564344699528265e-07,1.8117287802203153e-06,1.1391409300723906e-11,1.5937809057113888e-09,0.007147411336688835,0.0,0.0
n512,n512_reference_shock_replay.state.00115.bin,28.75011472623192,11.001876433061696,11084,z4c_alpha,0.015625,0.01588722551533814,0.032194070742946536,0.032194070742946536,z,0.005174789118296245,4.417027047448759,6.234478444333233,6.427826877357208,5.59174839715315e-08,1.1421219688125736e-09,1.4358102697668212e-07,8.758522064195833e-10,1.7205620165707716e-08,2.0570924089788432e-10,4.2297213864547335e-08,4.0043802838481806e-10,5.001846150966637e-09,3.227808238658786e-11,1.1503609571593312e-08,1.8806222842149822e-10,1.456481089692188e-07,1.684894703195571e-07,0.8644344866242359,0.0,0.0
n512,n512_reference_shock_replay.state.00115.bin,28.75011472623192,11.001876433061696,11084,z4c_betax,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00115.bin,28.75011472623192,11.001876433061696,11084,z4c_betay,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00115.bin,28.75011472623192,11.001876433061696,11084,z4c_betaz,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00115.bin,28.75011472623192,11.001876433061696,11084,z4c_Bx,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00115.bin,28.75011472623192,11.001876433061696,11084,z4c_By,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00115.bin,28.75011472623192,11.001876433061696,11084,z4c_Bz,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
