cycle,time,rk_stage,checkpoint,max_abs,max_scaled,component,gid,z,nonfinite
0,0,2,pre_ko_rhs,2.0716296834966138e-31,2.0716296834966138e-31,14,0,-1.875,0
0,0,3,pre_ko_rhs,8.8014790403724402e-32,8.8014790403724402e-32,9,0,-1.875,0
0,0,4,pre_ko_rhs,5.1155128455025622e-32,5.1155128455025622e-32,14,0,-1.875,0
1,0.008838834764831844,1,pre_ko_rhs,4.7111155622912308e-32,4.7111155622912308e-32,14,4,1.8125,0
1,0.008838834764831844,2,pre_ko_rhs,4.7995570267908328e-30,4.7995570267908328e-30,14,4,1.9375,0
1,0.008838834764831844,3,pre_ko_rhs,9.2962576493779312e-31,9.2962576493779312e-31,14,2,0.0625,0
1,0.008838834764831844,4,pre_ko_rhs,5.0487097934144756e-29,5.0487097934144756e-29,8,2,0.0625,0
2,0.013258252147247773,1,pre_ko_rhs,2.9667236944383912e-31,2.9667236944383912e-31,14,2,1.5,0
2,0.013258252147247773,2,pre_ko_rhs,2.2115121339607082e-31,2.2115121339607082e-31,14,2,1.5,0
2,0.013258252147247773,3,pre_ko_rhs,2.7859838740112062e-31,2.7859838740112062e-31,14,0,0,0
2,0.013258252147247773,4,pre_ko_rhs,2.8810797446812158e-31,2.8810797446812158e-31,14,2,1,0
