case,time,rho_peak,peak_x,peak_y,centroid_x,centroid_y,halfmax_area,halfmax_effective_radius,halfmax_axis_ratio,tenthmax_effective_radius,onepercent_effective_radius,normalized_centered_shape_l2_vs_cpbc_t0,normalized_centered_shape_l2_vs_nearest_cpbc
CPBC,0.0,0.000122674202430062,40.001953125,-0.005859375,39.99961611982915,0.0,0.02197265625,0.08363081794466115,1.0065396479032487,0.1695974428838999,0.2697012839883559,0.0,
CPBC,0.502734,0.00012255008914507926,39.931640625,-0.005859375,39.92613867508783,0.0,0.02252197265625,0.08466974992785431,1.0007226116752712,0.16908116332106712,0.2697012839883559,0.025251404110258523,
CPBC,1.00195,0.0001225756132043898,39.849609375,-0.005859375,39.855097748138135,0.0,0.02252197265625,0.08466974992785431,1.0005080639628794,0.16882243147351364,0.2697012839883559,0.060589419505636156,
CPBC,1.50117,0.0001228651381097734,39.779296875,-0.005859375,39.78168261028994,-1.0853520279043763e-10,0.02197265625,0.08363081794466115,1.005739956072949,0.16933949985570862,0.2697012839883559,0.03736337794901068,
CPBC,2.00039,0.00012298638466745615,39.708984375,-0.005859375,39.70811148630572,2.6654976685287572e-11,0.02252197265625,0.08466974992785431,1.0015906150621137,0.16882243147351364,0.2688896622744857,0.013029705508748725,
CPBC,2.50312,0.00012286122364457697,39.638671875,-0.005859375,39.63443522495744,0.0,0.02197265625,0.08363081794466115,1.0004564636135762,0.16933949985570862,0.2697012839883559,0.017975708615553927,
CPBC,3.00234,0.0001228087057825178,39.556640625,-0.005859375,39.562205050402525,5.915439948579288e-12,0.02252197265625,0.08466974992785431,1.0005203750152782,0.16882243147351364,0.2697012839883559,0.06286575260177825,
CPBC,3.50156,0.00012315066123846918,39.486328125,-0.005859375,39.48788612949259,1.490904424634569e-11,0.022247314453125,0.0841518872721772,1.014912427902535,0.16933949985570862,0.26937692874894736,0.034453193739525656,
CPBC,4.00078,0.00012323667760938406,39.416015625,-0.005859375,39.414554569914586,-2.682000434411406e-11,0.022247314453125,0.0841518872721772,1.015200091620138,0.16933949985570862,0.26937692874894736,0.006343078843015493,
CPBC,4.5,0.0001230303751071915,39.345703125,-0.005859375,39.34014645573953,3.5429212561288605e-11,0.02252197265625,0.08466974992785431,1.0013001353494497,0.16933949985570862,0.2697012839883559,0.02726000312943445,
CPBC,5.00273,0.000123302306747064,39.263671875,-0.005859375,39.266947715046975,4.1671118994224983e-11,0.022247314453125,0.0841518872721772,1.0112017115512868,0.1695974428838999,0.26986331541419994,0.04391057530680177,
CPBC,5.50195,0.00012347209849394858,39.193359375,-0.005859375,39.19207372802189,7.436489827761191e-11,0.022247314453125,0.0841518872721772,1.0160536594579335,0.1695974428838999,0.26937692874894736,0.011586276480799315,
CPBC,6.00117,0.00012327088916208595,39.123046875,-0.005859375,39.11753084168635,-1.1788297525002938e-11,0.02252197265625,0.08466974992785431,1.0020817420521775,0.16933949985570862,0.2697012839883559,0.02640460302558942,
CPBC,6.50039,0.0001235099625773728,39.041015625,-0.005859375,39.044357657278844,1.1883797949565572e-11,0.022247314453125,0.0841518872721772,1.0120574955384032,0.1695974428838999,0.26953915515856247,0.046064434078726166,
CPBC,6.50039,0.0001235099625773728,39.041015625,-0.005859375,39.044357657278844,1.1883797949565572e-11,0.022247314453125,0.0841518872721772,1.0120574955384032,0.1695974428838999,0.26953915515856247,0.046064434078726166,
CPBC,7.50234,0.0001233437651535496,38.888671875,-0.005859375,38.894513529477685,-2.9413197962343097e-11,0.02252197265625,0.08466974992785431,1.0028683158241136,0.16908116332106712,0.2697012839883559,0.07153462994763826,
CPBC,8.00156,0.00012384213914629072,38.818359375,-0.005859375,38.819791558234684,4.7442977698076905e-11,0.022247314453125,0.0841518872721772,1.0174339737988478,0.16933949985570862,0.26905218248411056,0.03168424688681145,
CPBC,8.50078,0.00012381997657939792,38.748046875,-0.005859375,38.74464500044446,5.334069640235563e-11,0.022247314453125,0.0841518872721772,1.0131963921938516,0.1695974428838999,0.26937692874894736,0.015244494071686546,
CPBC,9.0,0.00012384078581817448,38.666015625,-0.005859375,38.66958664684335,5.626789343650695e-11,0.022247314453125,0.0841518872721772,1.0135617115962023,0.1695974428838999,0.2697012839883559,0.05333851538713871,
CPBC,9.50273,0.00012408348266035318,38.595703125,-0.005859375,38.594190531496686,7.102627356434574e-11,0.022247314453125,0.0841518872721772,1.0182664442063007,0.1695974428838999,0.26953915515856247,0.01142794384737189,
CPBC,10.002,0.00012386220623739064,38.513671875,-0.005859375,38.51928838690009,3.518403120548776e-11,0.02252197265625,0.08466974992785431,1.0041603170304718,0.1695974428838999,0.2697012839883559,0.06497970563787124,
CPBC,10.5012,0.0001242864818777889,38.443359375,-0.005859375,38.44331512430492,3.2509160585579954e-11,0.022247314453125,0.0841518872721772,1.050774524837318,0.16882243147351364,0.2692146045831082,0.020533095776839354,
CPBC,11.0004,0.00012399483239278197,38.373046875,-0.005859375,38.367299820211834,1.4640184366906566e-11,0.02252197265625,0.08466974992785431,1.004685361808344,0.16985499419838634,0.26986331541419994,0.03495910531356012,
CPBC,11.5031,0.00012446242908481508,38.291015625,-0.005859375,38.29107891668979,-8.676956977300522e-10,0.022247314453125,0.0841518872721772,1.0513573066015214,0.16882243147351364,0.2692146045831082,0.023830845211280524,
CPBC,12.0023,0.00012418150436133146,38.220703125,-0.005859375,38.21496805256163,1.75446801376833e-10,0.02252197265625,0.08466974992785431,1.0052022690854094,0.16985499419838634,0.2697012839883559,0.035075503175176555,
CPBC,12.5016,0.00012464150495361537,38.138671875,-0.005859375,38.13881664994827,1.2378666060081535e-10,0.022247314453125,0.0841518872721772,1.0519352416888261,0.16882243147351364,0.2692146045831082,0.026517648253839243,
CPBC,13.0008,0.00012436156976036727,38.068359375,-0.005859375,38.06261104393642,6.424303293667818e-11,0.02252197265625,0.08466974992785431,1.0057156492743546,0.17011215557834197,0.26953915515856247,0.03594625993734002,
CPBC,13.5,0.0001248328626388684,37.986328125,-0.005859375,37.986363754158816,3.2374518988893386e-11,0.022247314453125,0.0841518872721772,1.0525079994042228,0.16882243147351364,0.2692146045831082,0.024689290025035435,
CPBC,14.0027,0.0001245925814146176,37.904296875,-0.005859375,37.90990916077053,1.7497283020648302e-11,0.02252197265625,0.08466974992785431,1.0062170906770356,0.17011215557834197,0.26953915515856247,0.06566330080468033,
CPBC,14.0027,0.0001245925814146176,37.904296875,-0.005859375,37.90990916077053,1.7497283020648302e-11,0.02252197265625,0.08466974992785431,1.0062170906770356,0.17011215557834197,0.26953915515856247,0.06566330080468033,
CPBC,15.0012,0.00012493827671278268,37.751953125,-0.005859375,37.7555142512741,9.105996297230097e-11,0.022247314453125,0.0841518872721772,1.016766062928093,0.16933949985570862,0.26953915515856247,0.05463291248795217,
CPBC,15.5004,0.0001251187495654449,37.681640625,-0.005859375,37.67902410272425,8.730398894557183e-12,0.02252197265625,0.08466974992785431,1.036623587564437,0.16933949985570862,0.2692146045831082,0.02105233396945874,
CPBC,16.0031,0.0001253074296982959,37.599609375,-0.005859375,37.599992918447526,5.2790431364190966e-11,0.022247314453125,0.0841518872721772,1.0539413682264782,0.16908116332106712,0.2692146045831082,0.03485243519481447,
CPBC,16.5023,0.00012501714809332043,37.529296875,-0.005859375,37.52345343550441,8.717289451347864e-12,0.02252197265625,0.08466974992785431,1.0074967697218267,0.17088131770219503,0.26905218248411056,0.04054626836628354,
CPBC,17.0016,0.0001255227398360148,37.447265625,-0.005859375,37.446864674901256,1.0835601411588737e-10,0.022247314453125,0.0841518872721772,1.054477782858615,0.16908116332106712,0.26905218248411056,0.02136210716739132,
CPBC,17.5008,0.00012552036787383258,37.365234375,-0.005859375,37.36785250470562,2.031126291719131e-11,0.02252197265625,0.08466974992785431,1.0377302149975356,0.1695974428838999,0.2692146045831082,0.04978559036811035,
CPBC,18.0,0.00012550804240163416,37.294921875,-0.005859375,37.28991417724115,8.773848874172256e-11,0.022247314453125,0.0841518872721772,1.0120365405799425,0.16985499419838634,0.26905218248411056,0.03212351317683975,
CPBC,18.5027,0.0001258574047824368,37.212890625,-0.005859375,37.21256747941727,6.720205412845765e-11,0.022247314453125,0.0841518872721772,1.0553192140563872,0.16933949985570862,0.2687270437762281,0.023937554494580127,
CPBC,19.002,0.00012586919183377177,37.130859375,-0.005859375,37.13340671425966,-1.244868884685679e-10,0.02252197265625,0.08466974992785431,1.0385380412961314,0.1695974428838999,0.2688896622744857,0.048722304666326904,
CPBC,19.5012,0.00012575884466059506,37.060546875,-0.005859375,37.05486989315083,1.4464943522123451e-11,0.02252197265625,0.08466974992785431,1.0089977290730627,0.17011215557834197,0.26905218248411056,0.03839319368787659,
CPBC,19.7508,0.00012606731615960598,37.013671875,-0.005859375,37.01581880635705,-1.5458174717346074e-10,0.022247314453125,0.0841518872721772,1.0532819498747559,0.16933949985570862,0.2685643268107934,0.04611768174933891,
CPBC,20.5031,0.00012630711717065424,36.896484375,-0.005859375,36.89681301464496,2.9128019304097767e-12,0.022247314453125,0.0841518872721772,1.0564492261617853,0.16882243147351364,0.2687270437762281,0.037190566281021985,
CPBC,21.0023,0.00012618963955901563,36.814453125,-0.005859375,36.81874851672731,-1.1546266763634912e-11,0.02252197265625,0.08466974992785431,1.024050312936013,0.1695974428838999,0.2687270437762281,0.0618705501471783,
CPBC,21.5016,0.00012633384903892875,36.744140625,-0.005859375,36.73916122295555,-5.818268017172331e-12,0.022247314453125,0.0841518872721772,1.0137866001659248,0.1695974428838999,0.2687270437762281,0.03483348157716361,
CPBC,22.0008,0.000126664133858867,36.662109375,-0.005859375,36.660937898263995,1.3542140983003887e-10,0.02252197265625,0.08466974992785431,1.0725944240605736,0.16908116332106712,0.2688896622744857,0.02751692022850224,
CPBC,22.5,0.00012678865459747612,36.580078125,-0.005859375,36.58042233476687,1.3937380248975854e-10,0.022247314453125,0.0841518872721772,1.0575311146346151,0.16882243147351364,0.26905218248411056,0.03938024261759839,
CPBC,23.0027,0.00012679537758231163,36.498046875,-0.005859375,36.50040868373777,1.6250401241907143e-10,0.022247314453125,0.0841518872721772,1.0551488167362972,0.1695974428838999,0.2692146045831082,0.05370992441329249,
CPBC,23.502,0.00012664594396483153,36.416015625,-0.005859375,36.42175937508631,-5.750177761516669e-12,0.02252197265625,0.08466974992785431,1.0109201476117347,0.1703689287895131,0.2692146045831082,0.07289059581434916,
CPBC,24.0012,0.00012700205843430012,36.345703125,-0.005859375,36.34203730654099,-1.1590523081139933e-11,0.022247314453125,0.0841518872721772,1.0214702874033554,0.16985499419838634,0.2688896622744857,0.035734817451117354,
CPBC,24.5004,0.00012728174624498934,36.263671875,-0.005859375,36.262346160803425,5.739507273158471e-12,0.02252197265625,0.08466974992785431,1.0739698927954853,0.16933949985570862,0.2692146045831082,0.030802639777901042,
CPBC,25.0031,0.00012745398271363229,36.181640625,-0.005859375,36.1814070597233,1.445857420508793e-11,0.022247314453125,0.0841518872721772,1.0588140645149724,0.16856330249272244,0.2687270437762281,0.0331799194331345,
CPBC,25.5023,0.0001275731628993526,36.099609375,-0.005859375,36.099882553745736,1.7335776632822536e-11,0.022247314453125,0.0841518872721772,1.0591111643613589,0.16856330249272244,0.26905218248411056,0.041059187104352725,
CPBC,26.0016,0.00012763186532538384,36.017578125,-0.005859375,36.0190102787058,1.7175927638599166e-11,0.02252197265625,0.08466974992785431,1.0748357771389574,0.1695974428838999,0.26905218248411056,0.05099645385498773,
CPBC,26.5008,0.00012765049177687615,35.935546875,-0.005859375,35.938102708953906,5.482274759906337e-11,0.022247314453125,0.0841518872721772,1.0570707717558512,0.16985499419838634,0.2692146045831082,0.06099852028645799,
CPBC,27.0,0.0001276472903555259,35.853515625,-0.005859375,35.85864297897937,6.055120295297662e-11,0.022247314453125,0.0841518872721772,1.0164469326966894,0.1703689287895131,0.26937692874894736,0.07025554840583188,
CPBC,27.5027,0.00012772766058333218,35.771484375,-0.005859375,35.776732266395356,5.18565763814075e-11,0.022247314453125,0.0841518872721772,1.0167445828545654,0.1703689287895131,0.26937692874894736,0.07383003371720018,
CPBC,28.002,0.00012792382040061057,35.701171875,-0.005859375,35.695847752574664,8.635392889973325e-12,0.022247314453125,0.0841518872721772,1.0170303635906204,0.17011215557834197,0.2697012839883559,0.04866029556451844,
CPBC,28.5012,0.00012815167428925633,35.619140625,-0.005859375,35.61426141013074,0.0,0.02197265625,0.08363081794466115,1.031622845010212,0.1703689287895131,0.26937692874894736,0.045561546216084416,
CPBC,29.0004,0.000128351675812155,35.537109375,-0.005859375,35.53236328001018,2.0289260391301228e-11,0.02197265625,0.08363081794466115,1.0317454077408779,0.16985499419838634,0.26937692874894736,0.043844032303189936,
CPBC,29.5031,0.0001284684840356931,35.455078125,-0.005859375,35.45024595028536,3.1855074435484465e-11,0.02197265625,0.08363081794466115,1.0320402116392688,0.1695974428838999,0.26953915515856247,0.04590306193341161,
CPBC,30.0,0.00012867212353739887,35.373046875,-0.005859375,35.36893291248265,6.129558016055563e-11,0.021697998046875,0.08310648162879292,1.0281898870002095,0.16985499419838634,0.26953915515856247,0.04424276889318569,
Sommerfeld,7.00313,0.00012367722229100764,38.970703125,-0.005859375,38.96918994116491,6.828622072881958e-11,0.022247314453125,0.0841518872721772,1.0168712280266707,0.16908116332106712,0.2692146045831082,0.008534352769124367,0.06769319891111832
