# Athena++ data at time=5.203125e+00  cycle=334 
# gid   i       x1v         z4c_chi         z4c_gxx         z4c_gxy         z4c_gxz         z4c_gyy         z4c_gyz         z4c_gzz         z4c_Khat         z4c_Axx         z4c_Axy         z4c_Axz         z4c_Ayy         z4c_Ayz         z4c_Azz         z4c_Gamx         z4c_Gamy         z4c_Gamz         z4c_Theta         z4c_alpha         z4c_betax         z4c_betay         z4c_betaz     
00132 0004 -9.68750e+00  8.17491e-01  1.00234e+00 -1.18961e-04 -1.18961e-04  9.98832e-01  3.98456e-06  9.98832e-01 -3.99275e-04 -7.08899e-04  3.59191e-05  3.59191e-05  3.53200e-04 -1.23894e-06  3.53200e-04  2.15109e-04 -7.36849e-06 -7.36849e-06 -3.10553e-06  9.05523e-01 -1.21348e-04  3.63304e-06  3.63304e-06
00132 0005 -9.06250e+00  8.06459e-01  1.00328e+00 -1.75837e-04 -1.75837e-04  9.98366e-01  6.19974e-06  9.98366e-01 -5.36108e-04 -9.72168e-04  5.16265e-05  5.16265e-05  4.83687e-04 -1.84666e-06  4.83687e-04  3.16429e-04 -1.11196e-05 -1.11196e-05 -2.87963e-06  8.99884e-01 -1.54655e-04  4.98877e-06  4.98877e-06
00132 0006 -8.43750e+00  7.94000e-01  1.00452e+00 -2.57865e-04 -2.57865e-04  9.97747e-01  9.65361e-06  9.97747e-01 -7.41815e-04 -1.35419e-03  7.65172e-05  7.65172e-05  6.72489e-04 -2.88046e-06  6.72489e-04  4.46096e-04 -1.59073e-05 -1.59073e-05 -4.23142e-06  8.93603e-01 -2.15198e-04  7.66353e-06  7.66353e-06
00132 0007 -7.81250e+00  7.79813e-01  1.00623e+00 -3.79991e-04 -3.79991e-04  9.96900e-01  1.52672e-05  9.96900e-01 -1.05043e-03 -1.91807e-03  1.16311e-04  1.16311e-04  9.50058e-04 -4.68528e-06  9.50058e-04  5.97327e-04 -2.29515e-05 -2.29515e-05 -6.57686e-06  8.86587e-01 -3.12899e-04  1.22823e-05  1.22823e-05
00132 0008 -7.18750e+00  7.63520e-01  1.00863e+00 -5.67722e-04 -5.67722e-04  9.95714e-01  2.47125e-05  9.95714e-01 -1.51607e-03 -2.76753e-03  1.81533e-04  1.81533e-04  1.36585e-03 -7.90965e-06  1.36585e-03  7.77682e-04 -3.28067e-05 -3.28067e-05 -8.38018e-06  8.78739e-01 -4.68756e-04  2.01904e-05  2.01904e-05
00132 0009 -6.56250e+00  7.44625e-01  1.01208e+00 -8.65953e-04 -8.65953e-04  9.94016e-01  4.12226e-05  9.94016e-01 -2.21306e-03 -4.06596e-03  2.91046e-04  2.91046e-04  1.99620e-03 -1.38586e-05  1.99620e-03  9.54177e-04 -4.44114e-05 -4.44114e-05 -6.03804e-06  8.69965e-01 -7.23697e-04  3.42927e-05  3.42927e-05
00132 0010 -5.93750e+00  7.22482e-01  1.01713e+00 -1.35280e-03 -1.35280e-03  9.91544e-01  7.11488e-05  9.91544e-01 -3.22650e-03 -6.08236e-03  4.78632e-04  4.78632e-04  2.96340e-03 -2.51738e-05  2.96340e-03  9.35582e-04 -4.82215e-05 -4.82215e-05 -7.07042e-06  8.60164e-01 -1.16299e-03  6.10577e-05  6.10577e-05
00132 0011 -5.31250e+00  6.96265e-01  1.02455e+00 -2.16102e-03 -2.16102e-03  9.87949e-01  1.27001e-04  9.87949e-01 -4.62412e-03 -9.21269e-03  8.06149e-04  8.06149e-04  4.43838e-03 -4.73312e-05  4.43838e-03  1.15672e-04 -6.30821e-06 -6.30821e-06 -9.24443e-06  8.49198e-01 -1.98481e-03  1.16495e-04  1.16495e-04
00133 0004 -4.84375e+00  6.72527e-01  1.03279e+00 -1.57566e-03 -1.57566e-03  9.83999e-01  5.07858e-05  9.83999e-01 -5.95792e-03 -1.29048e-02  6.15171e-04  6.15171e-04  6.14568e-03 -1.98105e-05  6.14568e-03 -1.88149e-03  6.05996e-05  6.05996e-05 -9.82401e-06  8.39741e-01 -3.14522e-03  1.01280e-04  1.01280e-04
00133 0005 -4.53125e+00  6.55245e-01  1.03928e+00 -2.01399e-03 -2.01399e-03  9.80926e-01  6.94076e-05  9.80926e-01 -6.90108e-03 -1.60204e-02  8.14335e-04  8.14335e-04  7.55735e-03 -2.80564e-05  7.55735e-03 -4.34619e-03  1.49866e-04  1.49866e-04 -5.12230e-06  8.33032e-01 -4.29879e-03  1.48097e-04  1.48097e-04
00133 0006 -4.21875e+00  6.36245e-01  1.04687e+00 -2.57710e-03 -2.57710e-03  9.77365e-01  9.54185e-05  9.77365e-01 -7.85721e-03 -1.99553e-02  1.08534e-03  1.08534e-03  9.30991e-03 -4.01786e-05  9.30991e-03 -8.23618e-03  3.05072e-04  3.05072e-04 -9.62358e-06  8.25723e-01 -5.92291e-03  2.19257e-04  2.19257e-04
00133 0007 -3.90625e+00  6.15308e-01  1.05560e+00 -3.29597e-03 -3.29597e-03  9.73318e-01  1.31817e-04  9.73318e-01 -8.76440e-03 -2.49199e-02  1.45843e-03  1.45843e-03  1.14797e-02 -5.83233e-05  1.14797e-02 -1.41193e-02  5.64867e-04  5.64867e-04 -6.85052e-06  8.17627e-01 -8.20076e-03  3.27939e-04  3.27939e-04
00133 0008 -3.59375e+00  5.92163e-01  1.06543e+00 -4.20754e-03 -4.20754e-03  9.68826e-01  1.82915e-04  9.68826e-01 -9.54078e-03 -3.12749e-02  1.98068e-03  1.98068e-03  1.42042e-02 -8.61062e-05  1.42042e-02 -2.27214e-02  9.87861e-04  9.87861e-04 -9.10499e-06  8.08469e-01 -1.13761e-02  4.94515e-04  4.94515e-04
00133 0009 -3.28125e+00  5.66468e-01  1.07617e+00 -5.35397e-03 -5.35397e-03  9.63986e-01  2.54926e-04  9.63986e-01 -1.00741e-02 -3.94678e-02  2.72619e-03  2.72619e-03  1.76500e-02 -1.29788e-04  1.76500e-02 -3.49341e-02  1.66348e-03  1.66348e-03 -5.99828e-06  7.97852e-01 -1.57686e-02  7.50759e-04  7.50759e-04
