cycle,time,rk_stage,checkpoint,max_abs,max_scaled,component,gid,z,nonfinite
0,0,1,pre_ko_rhs,3.4829049889484182e-15,3.4829049889484182e-15,9,60,11.375,0
0,0,1,post_rk_state,3.3306690738754785e-16,3.3306690738754785e-16,14,34,-1.75,0
0,0,2,pre_ko_rhs,2.8762393730715594e-15,2.8762393730715594e-15,9,26,-10,0
0,0,2,post_rk_state,2.4040159133756221e-16,2.4040159133756221e-16,14,34,-1.75,0
0,0,3,pre_ko_rhs,2.4410523016427674e-15,2.4410523016427674e-15,9,24,-12.375,0
0,0,3,post_rk_state,7.0650460992818053e-16,7.0650460992818053e-16,14,34,-1.75,0
0,0,4,pre_ko_rhs,2.5876451155884897e-15,2.5876451155884897e-15,9,60,12,0
0,0,4,post_rk_state,6.6164752237986747e-17,6.6164752237986747e-17,14,34,-1.75,0
1,0.010823312937405826,1,pre_ko_rhs,3.3181569824825141e-15,3.3181569824825141e-15,9,51,-14.375,0
1,0.010823312937405826,2,pre_ko_rhs,3.1552090814348063e-15,3.1552090814348063e-15,9,131,20.75,0
1,0.010823312937405826,3,pre_ko_rhs,3.5265194247881487e-15,3.5265194247881487e-15,9,38,-18.875,0
1,0.010823312937405826,4,pre_ko_rhs,3.360915349850603e-15,3.360915349850603e-15,9,129,19.875,0
2,0.016214181496481635,1,pre_ko_rhs,6.4438701316497869e-15,6.4438701316497869e-15,9,108,2.25,0
2,0.016214181496481635,2,pre_ko_rhs,6.0998423873334116e-15,6.0998423873334116e-15,9,108,2.125,0
2,0.016214181496481635,3,pre_ko_rhs,6.2253348814118824e-15,6.2253348814118824e-15,9,63,-1.5,0
2,0.016214181496481635,4,pre_ko_rhs,6.5323615344601801e-15,6.5323615344601801e-15,9,61,-2.375,0
3,0.018905025735028697,1,pre_ko_rhs,6.1788878984068813e-15,6.1788878984068813e-15,9,106,1.8125,0
3,0.018905025735028697,2,pre_ko_rhs,6.0549696507208618e-15,6.0549696507208618e-15,9,106,0.8125,0
3,0.018905025735028697,3,pre_ko_rhs,7.3250031746336734e-15,7.3250031746336734e-15,9,108,3,0
3,0.018905025735028697,4,pre_ko_rhs,6.0316390867454941e-15,6.0316390867454941e-15,9,61,-2.6875,0
4,0.02159391397185053,1,pre_ko_rhs,6.6260053614473821e-15,6.6260053614473821e-15,9,108,2.25,0
4,0.02159391397185053,2,pre_ko_rhs,6.8022334838150128e-15,6.8022334838150128e-15,9,108,2.625,0
4,0.02159391397185053,3,pre_ko_rhs,6.1444758211214344e-15,6.1444758211214344e-15,9,63,0,0
4,0.02159391397185053,4,pre_ko_rhs,6.0111643639536175e-15,6.0111643639536175e-15,9,108,3.8125,0
5,0.024280680248136174,1,pre_ko_rhs,6.065912679606406e-15,6.065912679606406e-15,9,61,-2.8125,0
5,0.024280680248136174,2,pre_ko_rhs,6.3691615530895975e-15,6.3691615530895975e-15,9,108,3.0625,0
5,0.024280680248136174,3,pre_ko_rhs,6.2644475136350615e-15,6.2644475136350615e-15,9,106,0.8125,0
5,0.024280680248136174,4,pre_ko_rhs,7.6070391586098031e-15,7.6070391586098031e-15,9,106,2,0
6,0.026965115444719655,1,pre_ko_rhs,6.1224341307956518e-15,6.1224341307956518e-15,9,61,-3.5,0
6,0.026965115444719655,2,pre_ko_rhs,7.5158666758826117e-15,7.5158666758826117e-15,9,61,-2.4375,0
6,0.026965115444719655,3,pre_ko_rhs,6.7263321911523619e-15,6.7263321911523619e-15,9,108,2.6875,0
6,0.026965115444719655,4,pre_ko_rhs,7.7884928512399702e-15,7.7884928512399702e-15,9,108,3.6875,0
7,0.029647269617101422,1,pre_ko_rhs,6.0807324863690145e-15,6.0807324863690145e-15,9,61,-2.375,0
7,0.029647269617101422,2,pre_ko_rhs,6.9252276236998613e-15,6.9252276236998613e-15,9,108,3.25,0
