case,axis,offset,h,var,state,rhs
0,0,-1,0.03125,0,0.24921874999999999,-0.0026690813474615567
0,0,-1,0.03125,1,1,0.018183751251220705
0,0,-1,0.03125,2,0,-0.019661696777343751
0,0,-1,0.03125,3,0,-0.00033673318481445527
0,0,-1,0.03125,4,1,0.013212751434326176
0,0,-1,0.03125,5,0,0.0026002150268554687
0,0,-1,0.03125,6,1,-0.031396502685546876
0,0,-1,0.03125,7,0.0116875,0.0072870406142290225
0,0,-1,0.03125,8,-0.0058125,-0.0036148452045709307
0,0,-1,0.03125,9,0.014999999999999999,0.0017139561047806048
0,0,-1,0.03125,10,-0.0031875000000000002,0.00096852553368678132
0,0,-1,0.03125,11,0.018312499999999999,0.002625223802548112
0,0,-1,0.03125,12,0.000125,-0.0021346024371859157
0,0,-1,0.03125,13,-0.012499999999999999,0.00093128896657512664
0,0,-1,0.03125,14,0.0027499999999999998,-0.027749260935993218
0,0,-1,0.03125,15,-0.014750000000000001,0.030622447280075724
0,0,-1,0.03125,16,0.0060625000000000002,-0.0056963819156198563
0,0,-1,0.03125,17,-0.012125,0.005497478718371843
0,0,-1,0.03125,18,1.4009374999999999,-0.023380386093007743
0,0,-1,0.03125,19,0.091187500000000005,-0.21473712500000003
0,0,-1,0.03125,20,0.21200000000000002,-0.44615512500000004
0,0,-1,0.03125,21,0.29381250000000003,-0.59617462500000007
0,0,-1,0.03125,22,0.0153125,0.011421487258833163
0,0,-1,0.03125,23,-0.002875,-0.036132233802907532
0,0,-1,0.03125,24,0.017937500000000002,-0.0057626899573923812
0,0,-1,0.03125,25,-0.00025000000000000001,0.0027810643367614748
0,0,-1,0.03125,26,-0.017750000000000002,0.020360605468750004
0,0,-1,0.03125,27,0.0030625000000000001,-0.021159139648437509
0,0,-1,0.03125,28,-0.015125,0.021429003789886436
0,0,-1,0.03125,29,0.0056874999999999998,0.0099109902343750018
0,0,-1,0.03125,30,0.015375,-0.024171672967925995
0,0,-1,0.03125,31,0.0090000000000000011,-0.013323528141871143
0,0,-1,0.03125,32,-0.0091874999999999995,0.0064531904296874949
0,0,-1,0.03125,33,0.012312500000000001,-0.00033908691406249122
0,0,-1,0.03125,34,-0.005875,0.0047889855300038645
0,0,-1,0.03125,35,0.014937500000000001,-0.01280569824218751
0,0,-1,0.03125,36,-0.003125000000000001,0.0091493585768788743
0,0,-1,0.03125,37,0.018249999999999999,-0.020574655218591687
0,0,-1,0.03125,38,6.2500000000000001e-05,0.003803840820312503
0,0,-1,0.03125,39,-0.018124999999999999,-0.003498357421875025
0,0,-1,0.03125,40,0.0026875000000000002,-0.0064538124451541971
0,0,-1,0.03125,41,-0.014812500000000001,0.023293479492187498
0,0,-1,0.03125,42,-0.020937499999999998,0.027985912164220809
0,0,-1,0.03125,43,-0.0121875,0.053711876953124169
0,0,-1,0.03125,44,0.0093124999999999996,-0.10661202539062228
0,0,-1,0.03125,45,-0.0088750000000000009,0.044446667968748112
0,0,-1,0.03125,46,0.0119375,-0.0341029804687503
0,0,-1,0.03125,47,-0.0062500000000000003,0.0090899726562499918
0,0,-1,0.03125,48,0.01525,-0.042038921874999857
0,0,-1,0.03125,49,-0.0029375,-0.0013310429687500075
0,0,-1,0.03125,50,0.017875000000000002,-0.034423578124999771
0,0,-1,0.03125,51,-0.00031250000000000001,-0.011241531250000233
0,0,-1,0.03125,52,-0.017812500000000002,0.049784605468749993
0,0,-1,0.03125,53,0.0030000000000000001,-0.023228378906250235
0,0,-1,0.03125,54,-0.0151875,0.050926707031249574
0,0,0,0.03125,0,0.25,-0.0026949999999998447
0,0,0,0.03125,1,1,0.018199999999999997
0,0,0,0.03125,2,0,-0.0195
0,0,0,0.03125,3,0,-0.00090000000000000258
0,0,0,0.03125,4,1,0.013400000000000002
0,0,0,0.03125,5,0,0.0030000000000000001
0,0,0,0.03125,6,1,-0.031600000000000003
0,0,0,0.03125,7,0.012,0.0072403312500000094
0,0,0,0.03125,8,-0.0060000000000000001,-0.0036127281250000016
0,0,0,0.03125,9,0.014999999999999999,0.0017238195312500009
0,0,0,0.03125,10,-0.0030000000000000001,0.0009908484374999975
0,0,0,0.03125,11,0.018000000000000002,0.0026278968750000076
0,0,0,0.03125,12,0,-0.0021497429687500013
0,0,0,0.03125,13,-0.012000000000000002,0.00091643124999999466
0,0,0,0.03125,14,0.0030000000000000001,-0.027848933333333274
0,0,0,0.03125,15,-0.014999999999999999,0.030678366666666679
0,0,0,0.03125,16,0.0060000000000000001,-0.005589866666666621
0,0,0,0.03125,17,-0.012,0.0054404250000000057
0,0,0,0.03125,18,1.3999999999999999,-0.02411000000000002
0,0,0,0.03125,19,0.090999999999999998,-0.21404999999999999
0,0,0,0.03125,20,0.21200000000000002,-0.44646800000000014
0,0,0,0.03125,21,0.29400000000000004,-0.59655000000000025
0,0,0,0.03125,22,0.014999999999999999,0.011729666666667034
0,0,0,0.03125,23,-0.0030000000000000001,-0.035998033333332922
0,0,0,0.03125,24,0.018000000000000002,-0.0058229666666665516
0,0,0,0.03125,25,0,0.0025292000000000543
0,0,0,0.03125,26,-0.018000000000000002,0.020594000000000008
0,0,0,0.03125,27,0.0030000000000000001,-0.021107999999999929
0,0,0,0.03125,28,-0.014999999999999999,0.02132619999999991
0,0,0,0.03125,29,0.0060000000000000001,0.0096230000000000031
0,0,0,0.03125,30,0.014999999999999999,-0.023797799999999963
0,0,0,0.03125,31,0.0090000000000000011,-0.013348800000000004
0,0,0,0.03125,32,-0.0090000000000000011,0.0062609999999999975
0,0,0,0.03125,33,0.012,-1.5999999999991715e-05
0,0,0,0.03125,34,-0.0060000000000000001,0.0049261999999999986
0,0,0,0.03125,35,0.014999999999999999,-0.012883000000000009
0,0,0,0.03125,36,-0.0030000000000000009,0.009020200000000006
0,0,0,0.03125,37,0.018000000000000002,-0.0203004
0,0,0,0.03125,38,0,0.0038730000000000032
0,0,0,0.03125,39,-0.018000000000000002,-0.0036340000000000226
0,0,0,0.03125,40,0.0030000000000000001,-0.0067864000000000041
0,0,0,0.03125,41,-0.014999999999999999,0.023480000000000001
0,0,0,0.03125,42,-0.021000000000000001,0.028060600000000002
0,0,0,0.03125,43,-0.012,0.05340500000000041
0,0,0,0.03125,44,0.0090000000000000011,-0.10618799999999727
0,0,0,0.03125,45,-0.0090000000000000011,0.044537999999999349
0,0,0,0.03125,46,0.012,-0.034307000000000087
0,0,0,0.03125,47,-0.0060000000000000001,0.0083435000000000488
0,0,0,0.03125,48,0.014999999999999999,-0.041271999999999844
0,0,0,0.03125,49,-0.0030000000000000001,-0.0011345000000000044
0,0,0,0.03125,50,0.018000000000000002,-0.034797999999999774
0,0,0,0.03125,51,0,-0.012176500000000236
0,0,0,0.03125,52,-0.018000000000000002,0.050310000000000001
0,0,0,0.03125,53,0.0030000000000000001,-0.023211500000000235
0,0,0,0.03125,54,-0.014999999999999999,0.050342999999999555
0,0,1,0.03125,0,0.25078125000000001,-0.0027210083336469642
0,0,1,0.03125,1,1,0.018216875701904299
0,0,1,0.03125,2,0,-0.019338259277343752
0,0,1,0.03125,3,0,-0.0014639201354980447
0,0,1,0.03125,4,1,0.013588375518798825
0,0,1,0.03125,5,0,0.0034002146606445312
0,0,1,0.03125,6,1,-0.031805251220703129
0,0,1,0.03125,7,0.012312500000000001,0.0071929119038250805
0,0,1,0.03125,8,-0.0061875000000000003,-0.003610873744907238
0,0,1,0.03125,9,0.014999999999999999,0.001733776140506292
0,0,1,0.03125,10,-0.0028124999999999999,0.001012890980121167
0,0,1,0.03125,11,0.017687500000000002,0.0026302100959703914
0,0,1,0.03125,12,-0.000125,-0.0021646285827708798
0,0,1,0.03125,13,-0.011500000000000002,0.00090128823033485707
0,0,1,0.03125,14,0.0032500000000000003,-0.027948253945850311
0,0,1,0.03125,15,-0.01525,0.03073538666434289
0,0,1,0.03125,16,0.0059375000000000001,-0.0054831098504647706
0,0,1,0.03125,17,-0.011875,0.0053822159400332302
0,0,1,0.03125,18,1.3990624999999999,-0.02483884405036452
0,0,1,0.03125,19,0.090812500000000004,-0.21336287500000001
0,0,1,0.03125,20,0.21200000000000002,-0.44678087500000008
0,0,1,0.03125,21,0.29418750000000005,-0.59692537500000031
0,0,1,0.03125,22,0.014687500000000001,0.012037776797204382
0,0,1,0.03125,23,-0.0031250000000000002,-0.035863774265431948
0,0,1,0.03125,24,0.018062499999999999,-0.0058831120458721258
0,0,1,0.03125,25,0.00025000000000000001,0.0022774572761536213
0,0,1,0.03125,26,-0.018249999999999999,0.020827355468750006
0,0,1,0.03125,27,0.0029375,-0.021056889648437428
0,0,1,0.03125,28,-0.014875000000000001,0.021223896729278512
0,0,1,0.03125,29,0.0063125000000000004,0.0093351152343750018
0,0,1,0.03125,30,0.014625000000000001,-0.023423905028533941
0,0,1,0.03125,31,0.0090000000000000011,-0.013373854352951058
0,0,1,0.03125,32,-0.0088125000000000009,0.0060685654296874988
0,0,1,0.03125,33,0.0116875,0.0003071630859375115
