tiles,ranks,meshblocks,meshblocks_per_rank,meshblock_cycles,execution_seconds,output_seconds,zone_cycles_per_second,zone_cycles_per_second_per_tile,speedup,parallel_efficiency,root
1,1,212,212.0,19928,13.69965,1.962092,5958188.0,5958188.0,1.0,1.0,docs/investigations/z4c_vc_performance_aurora_20260829/evidence/optimized_one_tile_v9
2,2,212,106.0,19928,31.90431,15.06642,2558434.0,1279217.0,0.4293979981833403,0.21469899909167015,docs/investigations/z4c_vc_performance_aurora_20260829/evidence/scaling_sparse_2_tiles
12,12,212,17.666666666666668,19928,16.95224,10.18705,4815004.0,401250.3333333333,0.8081322710864444,0.06734435592387036,docs/investigations/z4c_vc_performance_aurora_20260829/evidence/scaling_sparse_12_tiles
24,24,212,8.833333333333334,19928,11.70349,5.059599,6974422.0,290600.9166666667,1.1705609154998131,0.04877337147915888,docs/investigations/z4c_vc_performance_aurora_20260829/evidence/scaling_sparse_24_tiles
