classification	target_time	final_time	run_exit_status	gate_passed	old_mode_recurrence	GH_RMS	reduction_RMS	curl_RMS	metric_error_RMS	relative_D_Linf	relative_source_Linf	GH_slope	GH_e_folding_time	GH_r_squared
PASS_STATIONARY_SEGMENT	3.0	3.0	0	1	0	3.540505899383025e-13	1.6986676072111058e-12	1.1010428553244629e-13	3.294271027923056e-11	1.309508057547892e-12	1.033330870640785e-11	0.3695429259298682	2.706045576393417	0.7297356972288259
